"GeographyCode","QS111EW0001","QS111EW0002","QS111EW0003","QS111EW0004","QS111EW0005","QS111EW0006","QS111EW0007","QS111EW0008","QS111EW0009","QS111EW0010","QS111EW0011","QS111EW0012","QS111EW0013","QS111EW0014","QS111EW0015","QS111EW0016","QS111EW0017"
"E00033359",161,35,14,12,9,63,19,16,28,19,13,5,1,44,27,17,0
"E00033360",155,18,5,3,10,53,11,7,35,33,13,18,2,51,20,30,1
"E00033361",174,27,6,10,11,80,11,22,47,23,5,16,2,44,23,21,0
"E00033362",106,25,3,11,11,39,4,8,27,12,2,10,0,30,18,11,1
"E00033363",87,21,5,6,10,36,8,13,15,14,6,8,0,16,10,6,0
"E00033364",134,12,2,5,5,56,2,13,41,22,2,20,0,44,19,25,0
"E00033365",172,21,5,7,9,83,11,20,52,31,4,26,1,37,21,16,0
"E00033366",108,6,0,3,3,46,3,15,28,25,2,21,2,31,17,13,1
"E00033367",137,50,16,29,5,61,22,15,24,11,4,7,0,15,6,9,0
"E00033368",124,25,5,10,10,45,11,17,17,18,5,13,0,36,23,13,0
"E00033369",137,9,0,5,4,74,8,23,43,31,6,20,5,23,10,13,0
"E00033370",141,23,4,11,8,40,11,12,17,21,6,14,1,57,43,14,0
"E00033371",124,15,2,10,3,48,8,12,28,28,2,26,0,33,17,16,0
"E00033372",112,22,7,5,10,52,12,14,26,26,4,18,4,12,5,7,0
"E00033373",181,22,7,7,8,75,16,19,40,43,7,31,5,41,12,29,0
"E00033374",140,30,7,14,9,48,14,19,15,21,6,15,0,41,26,14,1
"E00033375",140,7,1,4,2,41,9,5,27,40,10,25,5,52,22,30,0
"E00033376",135,9,1,5,3,45,11,11,23,23,5,13,5,58,29,29,0
"E00033377",133,10,1,6,3,52,14,15,23,31,8,20,3,40,18,21,1
"E00033378",137,14,3,10,1,58,9,11,38,25,9,15,1,40,19,20,1
"E00033379",130,30,9,12,9,59,14,17,28,16,5,10,1,25,17,7,1
"E00033380",106,15,1,12,2,44,8,17,19,18,6,10,2,29,13,16,0
"E00033381",130,9,4,2,3,29,12,6,11,22,11,10,1,70,51,19,0
"E00033382",123,11,1,6,4,53,2,19,32,27,9,15,3,32,13,19,0
"E00033383",133,28,5,9,14,44,11,18,15,28,13,15,0,33,19,13,1
"E00033384",146,20,1,13,6,51,7,15,29,25,3,21,1,50,21,28,1
"E00033385",156,46,16,23,7,55,21,12,22,26,11,15,0,29,15,14,0
"E00033386",140,19,5,7,7,65,9,23,33,36,9,22,5,20,9,11,0
"E00033387",122,45,24,16,5,46,30,9,7,21,10,9,2,10,7,1,2
"E00033388",162,33,15,9,9,49,27,10,12,35,20,13,2,45,24,20,1
"E00033389",118,17,5,8,4,64,13,13,38,18,7,10,1,19,8,11,0
"E00033391",164,57,26,15,16,59,24,14,21,24,7,13,4,24,8,15,1
"E00033392",149,45,23,17,5,58,35,6,17,26,14,10,2,20,13,5,2
"E00033394",139,42,17,21,4,54,26,13,15,30,17,9,4,13,10,3,0
"E00033395",156,64,25,33,6,51,36,5,10,23,9,13,1,18,7,11,0
"E00033396",126,5,2,2,1,45,9,11,25,39,17,21,1,37,17,20,0
"E00033397",125,10,0,5,5,60,10,12,38,28,8,15,5,27,16,11,0
"E00033399",128,16,1,8,7,45,3,10,32,30,5,20,5,37,14,23,0
"E00033400",118,3,1,1,1,53,6,7,40,28,5,19,4,34,21,13,0
"E00033401",102,14,0,5,9,48,4,13,31,17,3,14,0,23,10,13,0
"E00033402",134,58,18,37,3,42,4,16,22,17,3,13,1,17,6,11,0
"E00033403",144,17,3,11,3,54,14,18,22,35,4,28,3,38,13,25,0
"E00033404",162,52,17,33,2,56,28,7,21,22,10,11,1,32,15,17,0
"E00033405",129,20,3,12,5,55,13,13,29,30,8,21,1,24,6,18,0
"E00033406",126,10,1,7,2,51,4,10,37,32,6,21,5,33,19,14,0
"E00033407",138,47,6,33,8,58,23,21,14,14,4,10,0,19,12,6,1
"E00033408",123,38,7,29,2,40,10,8,22,17,5,11,1,28,16,12,0
"E00033409",166,7,3,1,3,34,7,6,21,20,4,16,0,105,66,39,0
"E00033410",121,37,7,25,5,50,16,13,21,14,4,10,0,20,11,9,0
"E00033411",119,6,3,2,1,43,3,13,27,31,4,20,7,39,19,20,0
"E00033412",146,56,10,37,9,42,9,12,21,16,7,6,3,32,21,11,0
"E00033413",111,40,13,18,9,38,17,10,11,16,9,6,1,17,6,11,0
"E00033414",135,53,14,28,11,47,16,9,22,13,3,8,2,22,12,10,0
"E00033415",94,2,0,2,0,43,3,6,34,29,2,23,4,20,6,14,0
"E00033416",144,49,2,37,10,61,22,16,23,18,5,12,1,16,11,5,0
"E00033417",144,41,11,28,2,55,14,14,27,20,5,10,5,28,14,13,1
"E00033418",144,3,0,3,0,61,3,14,44,33,3,25,5,47,16,30,1
"E00033419",119,4,1,3,0,45,4,11,30,30,6,19,5,40,20,20,0
"E00033420",155,57,6,43,8,42,11,11,20,24,8,15,1,32,17,15,0
"E00033421",128,28,14,9,5,52,12,11,29,21,7,11,3,27,15,12,0
"E00033422",172,8,2,2,4,64,6,16,42,59,12,38,9,41,11,29,1
"E00033423",126,38,7,28,3,46,9,17,20,22,10,10,2,20,12,8,0
"E00033424",134,30,5,19,6,62,18,25,19,18,6,12,0,24,12,11,1
"E00033425",124,36,11,18,7,58,22,16,20,14,8,4,2,16,11,5,0
"E00033426",121,23,7,13,3,45,11,15,19,30,5,20,5,23,11,12,0
"E00033427",105,12,2,5,5,33,11,5,17,22,3,17,2,38,14,23,1
"E00033428",124,37,8,7,22,39,6,12,21,22,8,13,1,26,7,18,1
"E00033432",135,17,3,0,14,49,9,14,26,24,10,11,3,45,24,21,0
"E00033435",125,10,3,1,6,51,12,16,23,24,5,16,3,40,20,19,1
"E00033436",128,24,8,4,12,52,15,19,18,20,6,12,2,32,12,19,1
"E00033437",114,14,5,3,6,50,12,16,22,13,3,7,3,37,18,19,0
"E00033438",127,16,3,4,9,61,9,24,28,18,7,10,1,32,13,18,1
"E00033439",173,24,8,5,11,70,19,22,29,34,8,22,4,45,21,23,1
"E00033440",139,37,4,3,30,53,10,12,31,18,7,11,0,31,16,14,1
"E00033441",141,28,7,1,20,52,20,11,21,20,10,10,0,41,19,20,2
"E00033442",134,14,5,4,5,53,6,15,32,20,13,5,2,47,19,26,2
"E00033443",72,8,2,0,6,26,8,8,10,16,6,9,1,22,13,9,0
"E00033444",115,14,2,2,10,49,14,14,21,12,4,7,1,40,17,23,0
"E00033445",98,14,0,7,7,38,4,14,20,17,6,6,5,29,14,15,0
"E00033446",121,11,5,1,5,51,11,16,24,15,5,9,1,44,18,26,0
"E00033447",94,6,2,1,3,19,4,5,10,15,9,4,2,54,44,10,0
"E00033448",124,15,5,6,4,54,14,11,29,23,6,12,5,32,15,16,1
"E00033449",143,14,4,3,7,62,23,17,22,27,9,15,3,40,18,22,0
"E00033450",121,25,7,5,13,46,8,18,20,13,2,11,0,37,19,18,0
"E00033451",109,15,8,1,6,46,13,11,22,21,16,4,1,27,18,8,1
"E00033452",110,10,0,2,8,41,14,15,12,19,7,11,1,40,20,20,0
"E00033453",78,22,13,7,2,35,22,3,10,9,3,4,2,12,2,10,0
"E00033454",219,71,20,15,36,82,32,13,37,25,8,16,1,41,21,20,0
"E00033455",122,22,5,2,15,56,34,6,16,21,10,10,1,23,10,12,1
"E00033456",133,15,1,2,12,53,10,16,27,27,9,18,0,38,18,20,0
"E00033457",95,27,7,3,17,36,8,7,21,14,8,6,0,18,8,8,2
"E00033458",87,20,2,1,17,43,7,11,25,11,4,7,0,13,6,6,1
"E00033459",143,13,3,2,8,38,15,9,14,29,16,11,2,63,49,14,0
"E00033460",79,36,14,2,20,26,4,9,13,8,1,4,3,9,5,3,1
"E00033462",94,13,0,1,12,38,10,11,17,13,2,10,1,30,16,14,0
"E00033463",103,11,3,0,8,31,8,11,12,16,6,9,1,45,19,25,1
"E00033464",116,23,8,4,11,40,5,19,16,20,4,14,2,33,15,18,0
"E00033466",122,10,4,0,6,49,13,10,26,21,4,16,1,42,15,27,0
"E00033468",119,12,4,2,6,48,7,10,31,17,5,11,1,42,17,25,0
"E00033470",130,12,3,1,8,60,10,18,32,26,11,13,2,32,15,16,1
"E00033471",107,14,5,0,9,45,6,15,24,13,2,9,2,35,13,20,2
"E00033472",105,25,7,4,14,40,10,10,20,12,3,8,1,28,16,12,0
"E00033473",116,15,5,1,9,48,10,13,25,23,8,13,2,30,11,19,0
"E00033474",145,44,29,2,13,55,31,13,11,16,8,8,0,30,19,11,0
"E00033475",157,48,27,6,15,59,28,6,25,24,13,10,1,26,18,8,0
"E00033476",115,10,5,2,3,44,16,10,18,28,19,9,0,33,19,13,1
"E00033477",74,12,3,3,6,30,7,11,12,13,3,8,2,19,7,12,0
"E00033478",115,17,2,7,8,46,8,15,23,14,4,8,2,38,18,19,1
"E00033479",167,24,4,2,18,62,13,22,27,29,9,17,3,52,25,27,0
"E00033480",108,9,2,1,6,49,9,16,24,28,4,22,2,22,9,13,0
"E00033481",172,30,8,3,19,60,10,16,34,22,5,15,2,60,30,30,0
"E00033482",117,9,3,0,6,46,5,22,19,21,5,13,3,41,19,22,0
"E00033483",166,28,12,3,13,48,13,15,20,31,11,16,4,59,47,12,0
"E00033484",121,12,7,1,4,50,10,15,25,27,7,14,6,32,13,19,0
"E00033485",137,25,4,3,18,42,10,11,21,25,10,15,0,45,22,22,1
"E00033486",165,39,13,4,22,72,20,22,30,27,11,16,0,27,15,12,0
"E00033487",157,11,5,3,3,43,24,5,14,39,29,9,1,64,50,14,0
"E00033488",149,54,33,4,17,59,35,9,15,17,8,8,1,19,14,5,0
"E00033489",122,10,1,2,7,45,4,14,27,23,10,11,2,44,20,24,0
"E00033490",108,13,2,2,9,34,7,6,21,23,7,12,4,38,16,21,1
"E00033491",142,47,25,2,20,49,31,10,8,23,15,6,2,23,17,6,0
"E00033492",195,52,24,6,22,73,42,12,19,31,14,15,2,39,24,15,0
"E00033493",142,38,15,9,14,59,21,15,23,20,6,13,1,25,14,10,1
"E00033494",103,10,2,1,7,46,7,15,24,20,6,12,2,27,17,10,0
"E00033495",161,44,11,7,26,60,20,7,33,25,10,13,2,32,19,13,0
"E00033496",152,38,8,3,27,54,27,12,15,22,11,10,1,38,22,16,0
"E00033497",98,9,2,1,6,40,13,10,17,25,6,19,0,24,11,12,1
"E00033498",91,29,22,4,3,30,26,2,2,19,17,2,0,13,11,2,0
"E00033501",98,22,15,4,3,36,32,1,3,18,14,3,1,22,19,3,0
"E00033502",104,26,9,3,14,50,9,18,23,9,3,6,0,19,13,6,0
"E00033503",100,16,4,3,9,54,13,12,29,11,2,8,1,19,10,9,0
"E00033504",129,20,3,1,16,51,9,12,30,23,7,15,1,35,12,23,0
"E00033505",93,12,4,2,6,37,8,9,20,19,6,13,0,25,13,12,0
"E00033506",124,22,2,4,16,47,16,10,21,21,10,9,2,34,16,18,0
"E00033507",136,48,24,9,15,54,26,11,17,16,5,10,1,18,10,8,0
"E00033508",132,23,11,2,10,36,18,4,14,13,3,9,1,60,49,11,0
"E00033509",113,27,2,5,20,45,11,9,25,17,2,12,3,24,10,14,0
"E00033510",137,22,9,6,7,60,12,18,30,29,10,16,3,26,15,11,0
"E00033511",122,37,18,5,14,50,22,9,19,12,3,8,1,23,12,11,0
"E00033512",78,11,3,1,7,36,7,10,19,19,6,11,2,12,3,8,1
"E00033513",130,34,13,3,18,62,22,10,30,8,3,4,1,26,13,13,0
"E00033514",114,12,3,0,9,35,7,10,18,23,12,10,1,44,28,16,0
"E00033515",125,32,14,4,14,52,22,18,12,20,5,12,3,21,7,14,0
"E00033516",110,29,12,7,10,40,10,12,18,13,2,11,0,28,11,17,0
"E00033517",126,21,7,6,8,52,12,16,24,16,3,12,1,37,17,20,0
"E00033518",121,40,13,8,19,44,12,9,23,16,10,4,2,21,13,7,1
"E00033519",139,25,7,0,18,60,15,11,34,21,7,14,0,33,19,14,0
"E00033520",102,17,8,3,6,53,25,11,17,9,5,4,0,23,11,12,0
"E00033521",142,51,27,2,22,57,36,13,8,11,5,4,2,23,11,12,0
"E00033522",151,50,23,5,22,51,23,9,19,19,9,8,2,31,15,16,0
"E00033523",144,30,5,1,24,54,12,19,23,26,6,20,0,34,15,19,0
"E00033524",217,72,25,21,26,71,33,14,24,27,12,13,2,47,30,17,0
"E00033525",131,8,2,1,5,64,11,19,34,17,2,14,1,42,18,24,0
"E00033526",128,30,10,7,13,62,21,15,26,10,1,8,1,26,10,16,0
"E00033527",153,10,3,3,4,59,4,20,35,23,6,12,5,61,34,25,2
"E00033528",126,8,0,4,4,59,27,9,23,26,8,17,1,33,19,14,0
"E00033530",145,7,1,1,5,86,3,23,60,29,3,22,4,23,4,19,0
"E00033531",134,7,0,1,6,50,3,14,33,35,8,21,6,42,8,34,0
"E00033532",166,9,4,2,3,63,9,20,34,46,8,33,5,48,26,22,0
"E00033533",96,9,1,1,7,30,2,8,20,26,7,18,1,31,12,18,1
"E00033534",124,23,9,12,2,42,18,11,13,16,4,11,1,43,24,18,1
"E00033535",133,19,9,6,4,46,9,10,27,27,5,22,0,41,15,26,0
"E00033536",127,13,1,2,10,51,10,14,27,29,8,18,3,34,17,17,0
"E00033537",132,15,3,3,9,49,9,13,27,25,14,10,1,43,22,21,0
"E00033538",147,14,7,4,3,54,7,19,28,27,5,20,2,52,22,30,0
"E00033539",130,19,9,5,5,73,12,28,33,20,4,14,2,18,7,11,0
"E00033540",135,17,7,5,5,70,21,15,34,20,3,14,3,28,13,15,0
"E00033541",129,11,5,4,2,50,6,11,33,22,5,17,0,46,20,26,0
"E00033542",124,24,14,4,6,42,12,8,22,18,8,8,2,40,17,22,1
"E00033543",120,15,2,6,7,47,19,12,16,20,8,9,3,38,22,16,0
"E00033544",104,25,6,5,14,35,11,8,16,18,5,10,3,26,9,17,0
"E00033545",121,18,8,4,6,28,9,5,14,27,6,15,6,48,25,22,1
"E00033546",148,9,1,4,4,57,7,20,30,33,12,20,1,49,23,26,0
"E00033547",126,19,3,5,11,60,20,13,27,22,6,15,1,25,9,16,0
"E00033548",113,25,6,8,11,48,18,12,18,16,10,6,0,24,10,14,0
"E00033549",151,9,2,2,5,57,13,16,28,19,5,12,2,66,31,35,0
"E00033550",124,12,5,0,7,41,3,8,30,34,6,27,1,37,21,16,0
"E00033551",102,6,0,2,4,23,1,7,15,15,4,10,1,58,38,20,0
"E00033552",124,8,1,3,4,46,1,13,32,23,6,16,1,47,18,29,0
"E00033553",161,5,0,1,4,45,5,9,31,35,11,21,3,76,53,23,0
"E00033554",115,5,0,2,3,50,2,21,27,25,3,19,3,35,10,25,0
"E00033555",136,16,7,3,6,41,15,12,14,22,9,11,2,57,31,25,1
"E00033556",114,10,3,0,7,47,2,13,32,18,6,8,4,39,12,27,0
"E00033557",124,7,1,1,5,45,4,10,31,28,3,21,4,44,18,25,1
"E00033558",114,11,6,0,5,55,4,18,33,19,2,17,0,29,10,19,0
"E00033559",110,7,4,1,2,42,6,16,20,24,4,19,1,37,18,19,0
"E00033560",113,3,0,0,3,43,5,9,29,30,5,25,0,37,9,28,0
"E00033561",106,11,2,3,6,32,1,12,19,29,5,21,3,34,15,19,0
"E00033562",117,4,0,0,4,41,3,16,22,34,4,25,5,38,11,27,0
"E00033563",131,4,1,1,2,48,7,15,26,35,4,29,2,44,9,35,0
"E00033564",144,8,6,0,2,49,11,10,28,38,6,27,5,49,18,31,0
"E00033565",117,4,1,2,1,48,5,16,27,30,4,23,3,35,10,25,0
"E00033566",148,15,4,1,10,48,10,9,29,20,10,7,3,65,48,17,0
"E00033567",127,12,1,2,9,62,4,17,41,22,5,14,3,31,14,17,0
"E00033568",144,23,3,2,18,56,12,15,29,18,8,9,1,47,24,22,1
"E00033569",102,7,3,2,2,45,10,10,25,20,5,11,4,30,14,16,0
"E00033570",173,58,17,13,28,61,22,16,23,19,5,12,2,35,20,15,0
"E00033571",121,9,2,3,4,40,12,12,16,18,3,12,3,54,30,23,1
"E00033572",117,8,2,1,5,33,5,12,16,30,5,20,5,46,22,24,0
"E00033573",95,18,6,3,9,51,27,12,12,16,11,5,0,10,4,6,0
"E00033574",118,6,2,0,4,60,7,16,37,23,5,16,2,29,12,16,1
"E00033575",111,8,6,1,1,28,3,10,15,25,4,18,3,50,29,21,0
"E00033576",109,6,1,0,5,33,5,14,14,21,6,14,1,49,26,22,1
"E00033577",120,6,1,3,2,51,8,16,27,24,5,16,3,39,21,18,0
"E00033579",123,24,5,5,14,55,6,9,40,20,10,9,1,24,8,15,1
"E00033580",152,58,42,9,7,44,21,8,15,22,8,13,1,28,14,14,0
"E00033581",221,72,24,16,32,89,33,23,33,28,13,11,4,32,16,15,1
"E00033582",159,38,20,7,11,54,21,15,18,22,8,11,3,45,21,24,0
"E00033583",110,35,14,17,4,45,15,12,18,11,1,9,1,19,11,8,0
"E00033584",107,25,8,15,2,41,11,14,16,20,5,12,3,21,12,7,2
"E00033585",135,38,10,21,7,51,16,14,21,20,6,12,2,26,12,14,0
"E00033586",143,30,8,17,5,56,24,13,19,23,9,12,2,34,21,12,1
"E00033587",153,18,9,4,5,45,17,15,13,26,11,14,1,64,30,34,0
"E00033589",136,29,5,8,16,56,18,15,23,26,5,17,4,25,8,17,0
"E00033590",79,21,6,3,12,28,11,4,13,14,5,9,0,16,9,7,0
"E00033591",94,18,4,3,11,34,5,6,23,10,4,4,2,32,13,19,0
"E00033592",118,9,0,1,8,60,7,8,45,24,3,13,8,25,9,15,1
"E00033593",100,38,12,3,23,30,12,8,10,9,4,5,0,23,16,7,0
"E00033594",143,26,3,2,21,52,9,17,26,27,10,12,5,38,16,22,0
"E00033595",157,15,4,2,9,57,14,16,27,33,20,9,4,52,42,9,1
"E00033596",143,45,16,8,21,44,14,9,21,20,6,13,1,34,26,8,0
"E00033597",105,15,4,2,9,45,20,8,17,22,8,13,1,23,8,14,1
"E00033598",124,36,17,2,17,45,25,10,10,19,8,10,1,24,19,5,0
"E00033599",125,39,16,3,20,45,20,9,16,19,12,6,1,22,15,5,2
"E00033600",139,15,7,1,7,32,6,6,20,29,18,11,0,63,46,17,0
"E00033601",140,56,27,6,23,51,17,13,21,17,8,9,0,16,10,6,0
"E00033602",131,38,11,25,2,49,21,16,12,20,5,13,2,24,9,14,1
"E00033603",136,18,1,4,13,51,15,11,25,34,15,15,4,33,22,11,0
"E00033604",138,47,20,13,14,43,14,11,18,23,13,7,3,25,19,6,0
"E00033605",125,33,10,19,4,58,19,14,25,12,4,7,1,22,10,12,0
"E00033606",114,52,13,28,11,36,14,11,11,16,6,9,1,10,7,2,1
"E00033607",118,36,10,2,24,43,19,7,17,20,12,8,0,19,16,3,0
"E00033608",144,34,11,8,15,51,10,19,22,22,8,11,3,37,23,14,0
"E00033611",122,44,11,30,3,36,3,16,17,21,7,13,1,21,7,14,0
"E00033613",125,31,3,20,8,25,7,5,13,15,8,7,0,54,42,12,0
"E00033614",139,49,12,28,9,55,10,25,20,14,3,9,2,21,9,12,0
"E00033616",141,15,1,8,6,65,13,20,32,35,3,29,3,26,11,15,0
"E00033618",159,28,11,11,6,54,10,16,28,44,11,33,0,33,15,18,0
"E00033620",118,12,1,6,5,53,8,15,30,26,5,18,3,27,13,14,0
"E00033621",103,24,8,6,10,44,6,14,24,19,6,9,4,16,7,7,2
"E00033623",181,70,27,26,17,48,10,13,25,24,14,10,0,39,16,23,0
"E00033624",125,19,3,2,14,40,13,9,18,25,10,14,1,41,19,20,2
"E00033625",123,14,2,2,10,61,11,14,36,22,4,18,0,26,11,15,0
"E00033626",172,61,16,9,36,85,22,19,44,18,5,9,4,8,4,4,0
"E00033627",142,47,10,12,25,79,25,16,38,5,0,5,0,11,3,8,0
"E00033628",139,29,6,2,21,63,15,16,32,15,8,7,0,32,18,13,1
"E00033629",179,42,6,13,23,81,19,22,40,24,8,12,4,32,10,22,0
"E00033630",128,25,13,6,6,55,27,11,17,21,11,9,1,27,16,10,1
"E00033631",129,20,14,3,3,34,9,5,20,22,16,5,1,53,44,7,2
"E00033632",149,54,8,7,39,55,17,12,26,20,10,8,2,20,13,6,1
"E00033633",101,10,1,6,3,37,6,8,23,20,4,15,1,34,15,18,1
"E00033634",158,37,8,2,27,46,10,13,23,25,15,8,2,50,28,21,1
"E00033635",132,20,12,2,6,56,24,10,22,20,5,14,1,36,20,16,0
"E00033636",167,45,6,6,33,74,19,18,37,22,5,16,1,26,13,11,2
"E00033637",196,55,13,10,32,96,22,28,46,24,9,11,4,21,12,8,1
"E00033639",129,31,7,1,23,58,12,20,26,16,4,11,1,24,11,13,0
"E00033640",128,27,5,2,20,53,13,12,28,19,8,8,3,29,16,13,0
"E00033641",127,3,2,1,0,54,6,19,29,25,7,17,1,45,17,28,0
"E00033642",145,10,3,5,2,46,2,15,29,34,8,22,4,55,25,30,0
"E00033643",109,27,6,6,15,47,16,6,25,16,5,11,0,19,11,8,0
"E00033644",95,24,3,0,21,39,9,8,22,14,4,9,1,18,10,7,1
"E00033645",109,28,5,1,22,42,11,17,14,16,6,10,0,23,14,9,0
"E00033646",41,7,1,0,6,19,7,3,9,5,2,1,2,10,4,5,1
"E00033647",99,15,1,2,12,49,9,14,26,22,5,17,0,13,9,4,0
"E00033648",127,16,4,2,10,58,24,21,13,13,5,7,1,40,22,17,1
"E00033649",115,44,7,12,25,60,9,16,35,11,5,6,0,0,0,0,0
"E00033650",134,29,6,3,20,56,19,16,21,18,10,7,1,31,18,11,2
"E00033651",58,16,4,0,12,26,5,7,14,5,1,3,1,11,5,5,1
"E00033652",132,29,8,0,21,56,19,14,23,14,4,7,3,33,18,15,0
"E00033653",105,30,6,7,17,59,12,15,32,11,5,6,0,5,1,3,1
"E00033654",79,13,2,2,9,36,5,8,23,15,3,11,1,15,6,9,0
"E00033655",186,54,12,8,34,79,23,11,45,19,11,5,3,34,16,17,1
"E00033656",83,19,4,1,14,34,4,10,20,12,4,7,1,18,10,8,0
"E00033657",84,17,0,2,15,36,10,8,18,9,2,7,0,22,10,12,0
"E00033658",129,33,6,8,19,58,13,11,34,23,9,12,2,15,5,8,2
"E00033659",157,31,6,7,18,65,15,17,33,24,9,13,2,37,13,23,1
"E00033660",132,23,6,2,15,57,10,15,32,15,6,9,0,37,13,24,0
"E00033662",155,31,7,3,21,60,12,15,33,16,5,8,3,48,21,26,1
"E00033663",122,30,22,1,7,44,24,10,10,26,15,10,1,22,16,6,0
"E00033664",138,17,6,1,10,47,25,10,12,18,14,4,0,56,43,13,0
"E00033665",167,47,7,11,29,69,9,16,44,22,5,13,4,29,15,14,0
"E00033666",130,24,8,1,15,39,15,7,17,19,13,3,3,48,37,10,1
"E00033667",142,22,11,0,11,47,16,13,18,25,11,12,2,48,19,26,3
"E00033668",114,15,8,1,6,47,9,17,21,25,10,15,0,27,9,17,1
"E00033669",125,23,4,2,17,49,7,16,26,17,7,8,2,36,18,18,0
"E00033670",177,92,47,39,6,65,33,25,7,15,9,5,1,5,4,1,0
"E00033672",159,62,11,26,25,48,17,6,25,24,9,10,5,25,14,11,0
"E00033673",124,26,10,1,15,48,18,11,19,20,9,9,2,30,15,15,0
"E00033677",120,8,1,3,4,32,13,8,11,30,14,13,3,50,29,20,1
"E00033678",194,87,49,36,2,37,20,10,7,26,18,5,3,44,36,7,1
"E00033684",212,44,18,12,14,64,15,21,28,42,21,21,0,62,40,21,1
"E00033685",130,16,3,1,12,51,10,9,32,27,10,12,5,36,17,17,2
"E00033686",129,24,4,1,19,48,17,9,22,23,11,10,2,34,19,14,1
"E00033687",162,40,13,12,15,65,15,18,32,30,15,14,1,27,13,11,3
"E00033688",118,26,9,1,16,38,11,8,19,26,10,12,4,28,16,11,1
"E00033689",145,21,2,3,16,51,12,7,32,25,10,13,2,48,30,17,1
"E00033690",169,55,13,28,14,45,17,10,18,29,10,19,0,40,25,15,0
"E00033691",107,26,13,8,5,43,20,6,17,21,7,12,2,17,8,9,0
"E00033692",201,83,44,38,1,74,49,21,4,32,16,14,2,12,8,4,0
"E00033694",114,25,10,1,14,47,19,5,23,23,12,8,3,19,10,8,1
"E00033695",137,41,12,2,27,46,18,7,21,22,8,14,0,28,12,16,0
"E00033696",205,33,6,8,19,74,19,22,33,38,16,20,2,60,30,28,2
"E00033697",145,18,2,6,10,53,10,12,31,32,13,15,4,42,19,22,1
"E00033698",165,20,1,2,17,68,15,18,35,31,9,20,2,46,15,29,2
"E00033699",143,34,9,7,18,52,5,22,25,23,6,17,0,34,19,15,0
"E00033700",97,20,4,6,10,39,13,8,18,15,5,10,0,23,12,11,0
"E00033701",136,24,4,8,12,67,9,16,42,25,5,16,4,20,9,10,1
"E00033702",103,14,8,3,3,30,14,5,11,15,8,6,1,44,38,6,0
"E00033703",167,17,7,1,9,45,27,7,11,35,26,9,0,70,46,24,0
"E00033704",125,24,6,5,13,83,7,20,56,13,1,6,6,5,1,4,0
"E00033705",133,19,2,7,10,70,9,18,43,32,4,26,2,12,5,7,0
"E00033706",116,20,6,3,11,38,14,6,18,16,10,4,2,42,17,23,2
"E00033707",119,38,11,8,19,39,16,14,9,20,7,13,0,22,13,9,0
"E00033708",117,20,17,0,3,36,20,11,5,19,8,9,2,42,22,20,0
"E00033709",76,13,0,1,12,30,7,5,18,9,3,5,1,24,12,11,1
"E00033710",137,34,9,6,19,57,13,17,27,16,7,9,0,30,20,9,1
"E00033711",70,17,11,0,6,23,12,2,9,8,4,4,0,22,10,11,1
"E00033712",124,10,1,1,8,60,4,18,38,22,2,19,1,32,10,20,2
"E00033713",127,22,5,7,10,54,17,10,27,23,10,12,1,28,13,15,0
"E00033715",162,49,17,7,25,83,22,21,40,17,8,7,2,13,4,9,0
"E00033716",121,14,7,2,5,50,31,9,10,24,16,6,2,33,26,7,0
"E00033717",103,20,2,2,16,54,18,6,30,17,9,5,3,12,6,6,0
"E00033718",132,26,5,9,12,75,14,21,40,22,6,14,2,9,2,6,1
"E00033719",127,33,7,12,14,72,12,15,45,17,4,10,3,5,2,3,0
"E00033720",135,12,1,5,6,55,11,15,29,30,5,25,0,38,18,20,0
"E00033721",113,8,0,3,5,83,16,16,51,11,2,5,4,11,2,9,0
"E00033722",94,7,1,2,4,30,2,9,19,23,3,17,3,34,17,16,1
"E00033723",135,22,1,13,8,57,5,14,38,21,1,19,1,35,17,18,0
"E00033724",134,14,5,2,7,61,11,18,32,20,5,13,2,39,25,14,0
"E00033725",145,23,5,8,10,69,24,18,27,16,8,7,1,37,16,19,2
"E00033726",103,21,10,4,7,41,14,12,15,19,4,14,1,22,9,13,0
"E00033727",138,28,8,4,16,48,9,13,26,18,7,11,0,44,24,19,1
"E00033728",141,12,5,1,6,90,6,32,52,30,2,24,4,9,0,9,0
"E00033729",99,18,5,2,11,49,14,10,25,13,4,8,1,19,10,9,0
"E00033730",127,22,1,5,16,54,8,19,27,17,7,8,2,34,15,18,1
"E00033731",87,30,12,7,11,37,18,6,13,7,5,2,0,13,8,5,0
"E00033732",125,22,6,5,11,49,13,16,20,22,6,15,1,32,12,19,1
"E00033733",102,24,2,7,15,41,12,13,16,14,5,9,0,23,9,14,0
"E00033734",111,37,9,11,17,36,11,6,19,15,12,2,1,23,10,12,1
"E00033735",94,0,0,0,0,6,3,1,2,13,10,3,0,75,67,8,0
"E00033736",126,39,18,8,13,38,16,7,15,24,9,13,2,25,14,9,2
"E00033737",145,24,10,7,7,71,13,18,40,25,9,13,3,25,8,17,0
"E00033738",97,13,5,2,6,33,15,6,12,17,10,7,0,34,15,19,0
"E00033739",105,29,5,5,19,45,9,13,23,11,5,5,1,20,10,10,0
"E00033740",140,25,5,4,16,51,16,11,24,24,9,15,0,40,18,22,0
"E00033741",134,31,9,5,17,57,24,14,19,17,6,11,0,29,15,14,0
