"GeographyCode","QS415EW0001","QS415EW0002","QS415EW0003","QS415EW0004","QS415EW0005","QS415EW0006","QS415EW0007","QS415EW0008"
"E00033673",124,0,118,2,0,0,2,2
"E00033677",120,0,91,7,0,0,10,12
"E00033678",194,5,104,72,0,0,2,11
"E00033684",212,0,183,4,0,0,9,16
"E00033685",130,1,111,3,0,0,8,7
"E00033686",129,0,117,2,0,0,3,7
"E00033687",162,0,136,16,0,0,2,8
"E00033688",118,1,103,2,0,0,5,7
"E00033689",145,2,128,4,0,0,6,5
"E00033690",169,4,110,43,0,0,1,11
"E00033691",107,3,93,2,0,0,2,7
"E00033692",201,5,4,191,0,0,1,0
"E00033694",114,0,96,8,0,0,4,6
"E00033695",137,2,121,2,1,0,6,5
"E00033696",205,4,186,4,0,0,2,9
"E00033697",145,6,130,3,0,0,3,3
"E00033698",165,20,128,7,0,0,5,5
"E00033699",143,14,120,3,0,0,2,4
"E00033700",97,6,87,2,0,0,1,1
"E00033701",136,11,122,0,0,0,1,2
"E00033702",103,3,75,14,1,1,4,5
"E00033703",167,2,153,5,0,0,3,4
"E00033704",125,2,117,1,0,0,2,3
"E00033705",133,0,124,4,0,1,1,3
"E00033706",116,2,102,2,0,0,3,7
"E00033707",119,25,80,5,0,0,2,7
"E00033708",117,3,108,0,0,0,4,2
"E00033709",76,4,71,1,0,0,0,0
"E00033710",137,16,113,1,0,0,3,4
"E00033711",70,1,68,0,0,0,1,0
"E00033712",124,5,113,2,0,0,1,3
"E00033713",127,6,120,1,0,0,0,0
"E00033715",162,9,148,3,0,1,1,0
"E00033716",121,2,113,2,0,0,1,3
"E00033717",103,0,95,2,0,0,4,2
"E00033718",132,2,122,2,0,0,1,5
"E00033719",127,0,120,1,0,0,1,5
"E00033720",135,11,122,1,0,0,0,1
"E00033721",113,0,107,0,0,0,1,5
"E00033722",94,1,88,0,0,1,2,2
"E00033723",135,3,129,2,0,0,0,1
"E00033724",134,9,115,1,0,0,1,8
"E00033725",145,6,112,4,1,0,17,5
"E00033726",103,9,91,2,0,0,1,0
"E00033727",138,5,118,7,0,0,4,4
"E00033728",141,1,135,2,0,0,1,2
"E00033729",99,3,89,1,0,0,3,3
"E00033730",127,9,110,2,0,0,3,3
"E00033731",87,9,71,1,0,1,1,4
"E00033732",125,6,114,2,0,0,1,2
"E00033733",102,10,86,3,0,0,1,2
"E00033734",111,8,93,4,0,0,3,3
"E00033735",94,3,66,12,0,0,11,2
"E00033736",126,13,99,9,0,0,0,5
"E00033737",145,7,127,4,0,0,5,2
"E00033738",97,8,80,6,0,0,2,1
"E00033739",105,0,99,2,0,0,3,1
"E00033740",140,17,119,2,0,0,1,1
"E00033741",134,14,115,5,0,0,0,0
"E00033742",130,12,108,2,1,1,2,4
"E00033743",108,3,101,1,0,0,3,0
"E00033744",146,16,117,3,0,0,3,7
"E00033745",119,3,108,3,0,0,3,2
"E00033746",124,5,115,0,0,0,3,1
"E00033747",146,5,129,1,0,0,3,8
"E00033748",119,5,107,2,0,0,3,2
"E00033749",118,10,99,1,0,1,3,4
"E00033750",137,1,134,1,0,0,0,1
"E00033752",189,14,157,9,0,0,2,7
"E00033753",108,0,106,2,0,0,0,0
"E00033754",126,0,121,1,0,0,2,2
"E00033755",118,0,113,0,0,0,1,4
"E00033756",133,2,123,5,0,0,1,2
"E00033758",112,8,97,3,0,0,1,3
"E00033759",99,3,85,6,0,0,2,3
"E00033762",122,4,109,6,0,0,1,2
"E00033763",125,0,120,1,0,0,1,3
"E00033764",133,0,128,0,0,0,2,3
"E00033765",131,2,120,2,1,0,1,5
"E00033766",123,1,120,0,0,0,1,1
"E00033767",117,1,109,0,0,0,2,5
"E00033768",116,3,109,1,0,0,1,2
"E00033769",130,6,91,16,1,0,14,2
"E00033770",127,2,123,0,0,0,0,2
"E00033771",132,0,123,0,0,0,2,7
"E00033773",114,5,101,4,0,0,3,1
"E00033774",130,12,110,6,0,0,0,2
"E00033775",185,7,148,18,0,0,1,11
"E00033776",146,5,109,19,1,0,6,6
"E00033777",109,3,99,3,0,0,1,3
"E00033778",128,8,114,2,0,0,2,2
"E00033779",132,3,101,20,0,1,3,4
"E00033780",104,1,101,1,0,0,0,1
"E00033781",170,15,103,34,0,0,14,4
"E00033782",131,9,112,5,0,0,2,3
"E00033783",120,3,110,3,0,0,1,3
"E00033784",189,5,174,1,0,1,4,4
"E00033785",128,8,110,6,1,0,1,2
"E00033786",140,2,132,3,0,0,1,2
"E00033787",130,1,122,2,0,0,3,2
"E00033788",107,1,100,5,0,0,0,1
"E00033789",105,0,103,0,0,0,1,1
"E00033790",109,1,103,2,0,0,2,1
"E00033791",150,8,134,0,0,0,3,5
"E00033792",80,0,74,3,0,0,0,3
"E00033793",134,2,119,4,0,0,3,6
"E00033794",117,4,108,1,0,1,1,2
"E00033795",119,1,111,1,1,0,2,3
"E00033796",89,3,79,4,0,0,1,2
"E00033797",106,2,83,0,0,0,13,8
"E00033798",136,0,133,1,0,0,0,2
"E00033799",117,5,101,3,0,0,5,3
"E00033800",84,0,76,1,0,0,0,7
"E00033801",128,6,118,0,0,0,1,3
"E00033802",76,1,66,1,0,0,5,3
"E00033803",120,9,109,0,0,0,1,1
"E00033804",120,3,107,2,0,0,6,2
"E00033805",97,4,84,5,0,0,2,2
"E00033806",122,1,103,12,1,0,4,1
"E00033807",227,3,198,5,0,0,10,11
"E00033808",92,1,78,1,0,0,3,9
"E00033810",145,3,119,7,0,0,3,13
"E00033811",218,7,164,22,0,0,14,11
"E00033812",177,5,141,11,0,0,10,10
"E00033813",207,9,173,10,0,0,6,9
"E00033814",165,1,146,2,0,0,9,7
"E00033815",168,10,132,3,0,0,14,9
"E00033816",130,2,110,6,0,0,6,6
"E00033818",141,0,116,9,0,0,11,5
"E00033819",142,11,117,8,0,0,3,3
"E00033820",141,10,115,4,0,0,3,9
"E00033821",113,2,72,19,0,0,14,6
"E00033822",159,0,137,4,0,0,7,11
"E00033823",58,5,42,2,0,0,4,5
"E00033824",165,2,142,5,0,0,3,13
"E00033825",135,7,110,5,1,0,3,9
"E00033826",176,14,98,58,0,0,1,5
"E00033827",152,9,122,14,0,0,0,7
"E00033828",155,9,122,6,0,0,6,12
"E00033829",142,7,87,38,0,0,5,5
"E00033832",144,8,53,66,1,0,14,2
"E00033833",192,26,146,13,0,0,1,6
"E00033836",91,2,60,28,0,0,1,0
"E00033837",127,4,105,1,0,0,8,9
"E00033838",105,2,93,3,0,0,5,2
"E00033839",242,1,223,2,1,0,4,11
"E00033840",213,8,189,1,0,0,6,9
"E00033841",145,3,128,3,0,0,3,8
"E00033842",194,8,129,33,1,0,11,12
"E00033843",142,4,112,5,1,0,7,13
"E00033844",134,5,110,1,0,0,10,8
"E00033845",142,9,65,52,0,0,11,5
"E00033846",207,8,128,58,1,0,7,5
"E00033847",127,3,93,21,0,0,3,7
"E00033848",147,1,137,5,0,1,0,3
"E00033849",132,4,125,2,0,0,0,1
"E00033850",162,3,150,3,0,0,1,5
"E00033851",119,7,109,1,0,0,1,1
"E00033852",106,12,82,4,0,0,1,7
"E00033853",125,4,110,5,0,0,0,6
"E00033854",134,4,122,2,0,1,1,4
"E00033855",110,2,62,41,0,0,2,3
"E00033856",180,4,135,19,0,0,8,14
"E00033857",116,5,108,0,0,0,0,3
"E00033859",117,3,98,12,1,0,0,3
"E00033861",171,7,155,2,0,0,2,5
"E00033862",141,9,121,10,0,0,0,1
"E00033863",121,2,117,1,0,0,0,1
"E00033864",110,2,102,2,0,0,1,3
"E00033865",137,4,124,3,0,1,1,4
"E00033866",122,3,111,1,0,0,3,4
"E00033867",118,2,114,0,0,0,0,2
"E00033868",119,2,115,1,0,0,1,0
"E00033869",122,2,116,2,0,0,0,2
"E00033870",172,11,144,6,0,0,6,5
"E00033871",115,3,107,3,0,0,1,1
"E00033872",125,1,117,3,1,0,1,2
"E00033873",138,3,132,1,0,0,1,1
"E00033874",131,7,122,1,0,0,0,1
"E00033875",119,3,114,1,0,0,0,1
"E00033876",117,0,109,3,0,0,1,4
"E00033877",130,7,120,0,0,0,2,1
"E00033878",127,4,119,2,0,0,2,0
"E00033879",116,3,109,0,0,0,1,3
"E00033880",187,3,139,44,0,0,0,1
"E00033881",125,1,121,0,0,0,1,2
"E00033882",104,3,100,1,0,0,0,0
"E00033883",129,6,115,6,0,0,0,2
"E00033884",130,4,122,0,0,1,1,2
"E00033885",213,3,195,6,0,0,4,5
"E00033886",112,4,107,0,0,0,0,1
"E00033887",137,3,125,2,1,0,2,4
"E00033888",130,0,127,1,0,0,0,2
"E00033889",123,2,119,2,0,0,0,0
"E00033890",121,3,101,3,0,0,3,11
"E00033891",131,6,120,3,0,1,0,1
"E00033892",63,4,55,1,0,0,1,2
"E00033893",118,4,107,1,0,0,0,6
"E00033894",126,8,113,2,0,0,0,3
"E00033895",108,2,91,12,0,0,1,2
"E00033896",123,6,100,16,0,0,0,1
"E00033897",123,1,118,1,0,0,1,2
"E00033898",149,10,118,13,0,0,4,4
"E00033899",129,15,97,5,0,0,3,9
"E00033900",112,11,87,6,0,0,4,4
"E00033901",184,9,145,16,4,0,4,6
"E00033902",118,10,97,3,0,0,1,7
"E00033903",112,15,72,17,0,0,3,5
"E00033904",144,0,129,1,0,0,7,7
"E00033905",119,1,105,6,0,0,1,6
"E00033906",126,12,87,12,0,0,5,10
"E00033907",161,12,130,10,0,0,1,8
"E00033908",175,8,137,15,0,0,1,14
"E00033909",114,12,87,8,0,1,1,5
"E00033910",158,18,121,6,0,0,6,7
"E00033911",148,6,120,11,0,0,7,4
"E00033913",111,6,92,7,0,0,4,2
"E00033914",143,12,113,8,0,0,3,7
"E00033915",102,12,81,5,0,0,1,3
"E00033917",136,22,88,15,0,0,2,9
"E00033918",161,22,112,18,1,0,6,2
"E00033919",128,11,107,2,0,0,5,3
"E00033920",150,5,110,21,2,0,11,1
"E00033921",163,22,121,3,0,0,7,10
"E00033922",136,6,119,3,0,0,2,6
"E00033923",138,15,115,1,0,0,1,6
"E00033924",179,21,142,4,0,0,3,9
"E00033925",167,5,127,26,0,0,4,5
"E00033926",138,24,100,5,0,0,0,9
"E00033927",147,12,120,4,0,0,2,9
"E00033928",114,2,102,4,0,0,0,6
"E00033930",126,18,96,3,0,0,2,7
"E00033931",139,18,102,7,0,0,5,7
"E00033932",119,17,87,4,0,0,3,8
"E00033933",97,6,81,4,0,0,1,5
"E00033934",162,19,115,18,0,0,5,5
"E00033935",190,18,155,8,0,0,4,5
"E00033936",127,12,96,8,0,0,4,7
"E00033937",95,14,70,3,0,0,6,2
"E00033938",137,14,114,3,0,0,4,2
"E00033939",113,4,92,4,0,0,8,5
"E00033940",142,22,104,6,0,0,4,6
"E00033941",138,11,108,13,0,0,2,4
"E00033942",180,12,153,8,0,0,5,2
"E00033943",146,27,102,10,0,0,1,6
"E00033944",132,14,87,18,0,0,2,11
"E00033945",96,3,84,4,0,0,1,4
"E00033946",168,3,137,16,0,0,9,3
"E00033947",108,8,89,4,0,0,1,6
"E00033948",151,11,129,3,0,0,1,7
"E00033949",151,10,133,3,0,0,1,4
"E00033950",180,16,152,4,0,0,2,6
"E00033951",121,27,82,6,0,0,2,4
"E00033952",151,8,136,1,0,0,2,4
"E00033953",178,12,149,4,0,0,4,9
"E00033954",112,0,90,5,0,0,8,9
"E00033955",160,8,139,4,0,0,7,2
"E00033956",42,1,35,0,0,0,5,1
"E00033957",134,7,116,6,0,0,2,3
"E00033958",135,7,121,0,0,0,3,4
"E00033959",138,12,119,2,0,0,2,3
"E00033960",129,12,111,1,0,0,4,1
"E00033961",136,13,115,3,0,1,1,3
"E00033962",121,10,91,8,0,0,10,2
"E00033963",173,9,153,0,0,0,2,9
"E00033964",172,0,161,1,0,1,4,5
"E00033965",134,6,104,13,0,0,5,6
"E00033966",133,19,106,4,0,0,1,3
"E00033967",138,5,119,5,0,0,2,7
"E00033968",91,2,81,1,0,0,4,3
"E00033969",113,13,94,3,0,0,2,1
"E00033970",146,5,126,6,0,0,3,6
"E00033971",77,4,65,2,0,0,3,3
"E00033972",135,9,97,26,0,0,2,1
"E00033973",84,3,72,3,0,0,1,5
"E00033974",134,7,103,9,0,0,4,11
"E00033975",174,3,143,24,0,0,2,2
"E00033976",114,12,92,6,0,0,3,1
"E00033977",78,2,71,0,0,0,3,2
"E00033978",116,5,89,2,0,0,13,7
"E00033979",72,1,59,7,0,0,4,1
"E00033980",114,0,100,3,0,0,6,5
"E00033981",90,0,68,9,0,0,11,2
"E00033982",43,0,39,3,0,0,0,1
"E00033983",110,13,93,1,0,0,1,2
"E00033984",102,4,92,2,0,0,1,3
"E00033985",110,6,98,1,0,0,2,3
"E00033986",108,7,93,3,0,0,2,3
"E00033987",133,16,113,3,0,0,1,0
"E00033988",119,14,90,1,0,0,5,9
"E00033989",115,11,94,8,0,1,0,1
"E00033990",120,16,97,1,0,0,3,3
"E00033991",117,8,101,4,0,1,0,3
"E00033992",129,1,116,1,0,0,8,3
"E00033993",208,0,196,4,0,0,5,3
"E00033994",132,7,117,3,0,0,3,2
"E00033995",109,13,90,5,0,0,0,1
"E00033996",117,16,91,2,0,0,4,4
"E00033997",147,1,131,3,0,1,5,6
"E00033998",122,1,107,2,0,0,9,3
"E00033999",118,1,107,0,0,0,4,6
"E00034000",117,1,108,2,0,0,5,1
"E00034001",147,1,137,3,0,0,5,1
"E00034002",107,0,101,1,0,0,3,2
"E00034003",91,0,84,0,0,0,5,2
"E00034004",96,4,79,4,0,3,4,2
"E00034005",131,3,120,1,0,1,4,2
"E00034006",121,8,104,5,0,0,3,1
"E00034007",97,2,86,1,0,0,5,3
"E00034008",120,3,110,1,0,0,5,1
"E00034009",112,2,100,2,0,0,2,6
"E00034010",108,3,85,12,0,0,8,0
"E00034011",141,0,133,0,0,0,1,7
"E00034012",111,2,98,1,0,0,8,2
"E00034013",128,3,110,6,0,0,3,6
"E00034014",111,3,96,0,0,0,7,5
"E00034015",110,0,98,3,0,0,6,3
"E00034016",113,2,99,2,0,0,5,5
"E00034017",123,9,103,4,0,1,1,5
"E00034019",131,7,119,1,1,1,2,0
"E00034020",125,16,96,5,0,0,3,5
"E00034021",120,3,110,0,0,0,1,6
"E00034022",152,15,125,2,0,0,3,7
"E00034023",136,18,104,9,0,0,2,3
"E00034024",145,12,121,4,0,0,2,6
"E00034025",178,9,146,13,0,0,6,4
"E00034026",129,11,112,2,0,0,2,2
"E00034027",108,5,92,3,0,1,0,7
"E00034028",164,5,118,30,0,0,4,7
"E00034029",177,7,158,4,0,0,1,7
"E00034030",123,16,93,4,0,0,4,6
"E00034031",106,4,83,10,0,0,3,6
"E00034032",120,4,113,1,0,0,2,0
"E00034033",98,7,85,1,0,0,0,5
"E00034034",132,13,111,2,0,0,3,3
"E00034035",127,6,112,4,0,0,2,3
"E00034036",120,1,112,2,0,1,0,4
"E00034037",132,9,118,3,0,0,0,2
"E00034038",136,12,111,4,0,0,5,4
"E00034039",143,5,127,5,0,1,1,4
"E00034040",108,11,90,4,0,0,1,2
"E00034041",129,12,111,2,0,0,2,2
"E00034042",135,12,121,0,0,0,1,1
"E00034043",159,15,137,5,0,0,0,2
"E00034044",130,19,106,4,0,0,1,0
"E00034045",152,23,123,1,0,0,2,3
"E00034046",133,15,107,6,0,0,1,4
"E00034047",129,13,109,1,0,0,3,3
"E00034048",117,5,104,4,0,2,0,2
"E00034049",130,14,106,6,0,0,1,3
"E00034050",135,5,121,5,0,0,2,2
"E00034051",106,11,91,1,0,0,1,2
"E00034052",119,13,101,2,0,0,1,2
"E00034053",157,12,131,7,0,0,1,6
"E00034054",133,15,111,2,0,0,2,3
"E00034055",162,18,120,13,0,1,5,5
"E00034056",139,20,103,5,0,0,3,8
"E00034057",112,11,94,1,0,0,1,5
"E00034058",152,7,135,2,0,0,5,3
"E00034059",187,15,156,3,0,0,4,9
"E00034061",142,15,114,5,0,1,3,4
"E00034062",190,9,153,12,0,0,10,6
"E00034063",145,8,115,14,0,0,2,6
"E00034064",119,6,105,1,0,0,2,5
"E00034065",126,4,107,15,0,0,0,0
"E00034066",143,6,94,33,0,0,6,4
"E00034067",131,17,111,2,0,0,0,1
"E00034068",144,10,111,7,0,0,3,13
"E00034069",167,9,142,8,0,0,1,7
"E00034070",157,9,128,4,0,0,8,8
"E00034071",182,11,156,5,0,0,6,4
"E00034072",151,10,115,7,0,0,8,11
"E00034073",101,6,83,6,0,0,0,6
"E00034074",171,15,140,9,0,0,5,2
"E00034075",152,33,111,3,0,0,2,3
"E00034076",143,14,117,8,0,0,0,4
"E00034077",147,9,125,4,0,0,2,7
"E00034078",140,11,113,8,0,0,3,5
"E00034079",162,23,124,3,0,0,3,9
"E00034080",113,5,101,2,0,0,2,3
"E00034081",200,11,136,38,0,0,10,5
"E00034082",117,8,97,6,0,1,2,3
"E00034083",107,8,91,1,0,0,3,4
"E00034084",105,3,91,3,0,0,2,6
"E00034085",143,11,115,3,0,0,3,11
"E00034086",61,13,38,7,0,0,2,1
"E00034087",91,7,73,5,0,0,2,4
"E00034088",161,12,127,8,0,0,6,8
"E00034089",99,5,88,2,0,0,1,3
"E00034090",114,8,98,1,0,0,4,3
"E00034091",73,2,64,4,0,0,0,3
"E00034092",84,7,66,6,1,0,1,3
"E00034093",158,14,113,22,0,0,3,6
"E00034094",141,9,119,4,0,0,0,9
"E00034095",134,20,102,7,0,0,1,4
"E00034096",126,11,103,9,0,0,1,2
"E00034097",109,5,98,3,0,0,1,2
"E00034098",125,7,109,8,0,0,1,0
"E00034099",102,4,94,0,0,0,1,3
"E00034100",150,6,127,6,0,0,3,8
"E00034101",152,20,120,7,0,0,2,3
"E00034102",138,8,113,4,0,0,4,9
"E00034104",153,20,121,6,0,0,3,3
"E00034105",150,8,137,1,0,0,1,3
"E00034106",86,1,80,3,0,0,1,1
"E00034107",128,15,103,3,0,0,2,5
"E00034108",121,10,93,12,0,0,3,3
"E00034109",102,10,84,3,0,0,3,2
"E00034110",143,8,129,3,0,0,0,3
"E00034111",121,2,109,3,1,0,3,3
"E00034113",116,1,109,2,0,1,1,2
"E00034114",123,1,107,5,0,0,2,8
"E00034115",113,3,101,2,0,0,0,7
"E00034116",153,2,139,2,0,0,2,8
"E00034117",124,9,110,1,0,0,2,2
"E00034118",92,6,79,1,0,0,2,4
"E00034119",124,7,110,2,0,0,2,3
"E00034120",103,5,92,0,0,0,1,5
"E00034121",117,3,108,2,0,0,1,3
"E00034122",128,4,115,0,0,0,0,9
"E00034123",137,2,127,2,0,0,2,4
"E00034124",127,4,115,1,0,0,2,5
"E00034125",125,4,112,0,0,0,5,4
"E00034126",148,9,130,3,0,0,1,5
"E00034127",126,8,109,2,0,1,1,5
"E00034130",117,4,104,2,0,0,3,4
"E00034131",152,1,133,4,0,0,7,7
"E00034132",91,4,81,1,0,0,1,4
"E00034133",101,2,93,0,0,0,4,2
"E00034134",133,6,120,1,0,0,2,4
"E00034135",117,18,92,2,0,0,2,3
"E00034136",136,5,122,1,0,0,4,4
"E00034137",108,5,98,0,0,0,3,2
"E00034138",129,3,118,3,0,0,2,3
"E00034139",118,2,112,1,0,0,1,2
"E00034140",98,7,88,0,0,0,3,0
"E00034141",111,3,103,1,0,0,1,3
"E00034142",146,9,125,3,0,0,2,7
"E00034143",123,6,112,1,0,0,1,3
"E00034144",136,4,129,1,0,0,0,2
"E00034145",106,1,101,2,0,0,2,0
"E00034146",120,7,106,1,0,0,3,3
"E00034147",106,3,95,1,0,0,3,4
"E00034148",149,3,138,1,0,0,4,3
"E00034149",118,1,109,2,0,0,0,6
"E00034150",92,4,82,3,0,0,1,2
"E00034151",119,1,108,1,0,0,8,1
"E00034152",127,4,120,1,0,0,1,1
"E00034153",133,1,127,2,0,0,3,0
"E00034154",140,6,123,4,0,0,1,6
"E00034155",148,1,123,9,2,2,6,5
"E00034156",104,2,81,12,1,0,6,2
"E00034157",133,6,117,5,0,0,4,1
"E00034158",140,5,127,2,0,0,4,2
"E00034159",121,8,107,1,0,0,2,3
"E00034160",111,3,103,2,0,0,1,2
"E00034161",131,10,109,5,0,0,2,5
"E00034162",143,8,107,19,0,2,1,6
"E00034163",118,7,105,3,0,0,0,3
"E00034164",158,10,130,6,0,0,3,9
"E00034165",93,2,81,1,0,0,1,8
"E00034167",194,13,158,9,0,0,4,10
"E00034168",127,8,110,1,2,0,2,4
"E00034169",152,17,124,7,0,0,2,2
"E00034170",119,5,105,3,0,0,2,4
"E00034171",113,4,102,1,0,0,2,4
"E00034172",127,13,107,4,0,0,1,2
"E00034173",122,7,109,1,0,0,1,4
"E00034174",111,7,99,1,0,0,1,3
"E00034175",116,5,102,4,0,0,3,2
"E00034176",81,3,72,1,0,0,3,2
"E00034177",134,6,103,20,0,1,1,3
"E00034178",160,12,128,14,0,0,4,2
"E00034180",153,10,133,4,0,0,2,4
"E00034182",72,0,64,0,0,0,3,5
"E00034184",121,11,102,3,0,0,2,3
"E00034185",117,6,96,2,0,0,4,9
"E00034187",137,6,121,1,0,0,5,4
"E00034188",142,8,120,3,0,0,7,4
"E00034189",119,8,101,3,0,0,5,2
"E00034190",103,2,92,0,0,0,5,4
"E00034191",110,6,100,1,0,0,3,0
"E00034192",152,13,128,3,0,0,3,5
"E00034193",125,9,108,4,0,0,1,3
"E00034194",105,5,92,3,0,0,2,3
"E00034195",106,2,98,2,0,0,3,1
"E00034196",141,7,130,0,0,0,3,1
"E00034197",135,7,121,1,0,0,5,1
"E00034199",130,2,108,3,0,0,7,10
"E00034200",128,2,98,16,1,0,3,8
"E00034201",157,25,96,25,0,0,3,8
"E00034202",124,2,107,5,0,0,2,8
"E00034203",173,5,147,6,0,0,2,13
"E00034208",156,7,107,19,1,0,17,5
"E00034209",115,5,96,2,0,0,3,9
"E00034211",126,3,78,41,0,0,1,3
"E00034212",141,3,101,14,0,0,16,7
"E00034213",203,4,150,40,0,0,4,5
"E00034215",50,1,36,8,0,0,1,4
"E00034216",205,6,141,43,0,0,6,9
"E00034219",142,14,107,11,0,0,2,8
"E00034221",128,0,112,2,0,0,8,6
"E00034222",202,20,117,58,0,0,1,6
"E00034223",126,4,93,12,0,0,1,16
"E00034224",137,10,100,11,0,0,5,11
"E00034225",140,5,117,8,0,0,2,8
"E00034227",128,3,107,7,0,0,2,9
"E00034228",149,7,122,8,1,0,5,6
"E00034230",150,13,118,8,0,0,2,9
"E00034231",156,20,89,30,5,0,1,11
"E00034234",147,4,137,1,0,0,3,2
"E00034235",127,4,103,7,0,1,3,9
"E00034236",144,5,134,1,0,0,1,3
"E00034237",133,5,115,6,0,0,2,5
"E00034238",53,0,51,0,0,0,1,1
"E00034239",144,2,129,1,0,0,5,7
"E00034240",134,6,120,1,0,0,4,3
"E00034241",127,3,111,2,0,0,4,7
"E00034242",115,3,102,2,0,0,2,6
"E00034243",172,5,155,6,0,0,2,4
"E00034244",117,8,96,4,0,1,3,5
"E00034245",128,8,113,1,0,0,2,4
"E00034246",121,4,106,1,0,0,5,5
"E00034247",126,3,112,1,0,0,5,5
"E00034248",116,2,90,10,0,0,8,6
"E00034249",147,1,116,10,0,0,13,7
"E00034250",168,1,151,2,0,0,7,7
"E00034251",143,5,94,36,0,0,5,3
"E00034252",183,3,163,2,0,1,4,10
"E00034253",168,4,149,3,0,0,4,8
"E00034254",144,2,136,0,0,0,1,5
"E00034255",136,8,116,2,0,0,4,6
"E00034256",139,4,121,3,0,0,5,6
"E00034257",150,5,134,1,0,0,4,6
"E00034258",133,5,125,0,0,0,0,3
"E00034259",131,5,121,0,0,0,2,3
"E00034260",117,3,103,3,0,1,2,5
"E00034261",108,3,99,1,0,0,4,1
"E00034262",121,2,114,2,0,0,1,2
"E00034263",122,3,84,31,0,0,3,1
"E00034264",140,5,116,1,0,2,12,4
"E00034265",238,28,198,5,0,0,6,1
"E00034266",140,9,117,7,0,0,2,5
"E00034267",99,3,86,4,0,2,0,4
"E00034268",207,9,167,19,0,0,4,8
"E00034269",109,22,57,24,0,0,1,5
"E00034270",145,15,112,10,0,0,2,6
"E00034271",118,9,95,6,0,0,1,7
"E00034272",168,22,127,13,0,0,0,6
"E00034273",95,9,75,4,0,0,3,4
"E00034274",124,4,114,4,0,0,0,2
"E00034275",117,10,101,2,0,0,1,3
"E00034276",127,1,117,4,0,0,1,4
"E00034277",104,5,94,2,0,0,1,2
"E00034278",127,5,108,8,0,0,1,5
"E00034279",189,33,126,19,0,0,4,7
"E00034280",122,1,101,7,0,0,7,6
"E00034281",109,20,75,5,0,0,5,4
"E00034282",180,18,140,3,4,0,2,13
"E00034283",157,16,128,7,0,0,1,5
"E00034284",123,10,100,7,0,0,0,6
"E00034285",141,4,125,4,0,0,4,4
"E00034286",121,7,109,0,0,0,2,3
"E00034287",116,7,102,2,0,0,1,4
"E00034288",128,11,110,2,0,0,1,4
"E00034289",109,17,81,5,0,1,1,4
"E00034290",115,5,103,1,0,0,1,5
"E00034291",100,7,86,1,0,0,2,4
"E00034292",112,6,99,1,0,0,2,4
"E00034293",136,7,112,5,0,0,6,6
"E00034294",234,4,190,32,0,0,3,5
"E00034295",103,17,81,0,0,0,3,2
"E00034296",136,9,116,5,0,0,3,3
"E00034297",129,6,113,7,0,1,0,2
"E00034298",148,19,118,7,0,0,2,2
"E00034299",120,10,95,3,0,0,2,10
"E00034300",105,5,97,0,0,0,3,0
"E00034301",136,10,108,10,0,0,2,6
"E00034302",117,8,99,7,0,0,0,3
"E00034303",138,4,128,3,0,0,0,3
"E00034304",133,9,112,4,1,0,2,5
"E00034305",132,6,109,12,0,0,2,3
"E00034306",140,12,104,5,0,0,9,10
"E00034307",120,13,86,3,0,0,14,4
"E00034308",151,11,126,2,0,0,9,3
"E00034309",120,9,98,5,0,0,3,5
"E00034310",149,6,129,2,1,0,5,6
"E00034311",132,10,111,2,0,0,3,6
"E00034312",144,10,124,5,0,0,0,5
"E00034313",140,15,118,2,0,0,1,4
"E00034314",119,8,103,3,0,0,2,3
"E00034315",168,4,129,19,0,0,12,4
"E00034316",111,0,103,5,0,0,1,2
"E00034317",185,3,166,1,0,0,6,9
"E00034318",106,2,93,3,0,0,6,2
"E00034319",161,2,147,0,0,0,3,9
"E00034320",94,2,82,1,0,0,5,4
"E00034321",47,4,42,0,0,0,0,1
"E00034322",127,3,117,2,0,0,0,5
"E00034323",142,6,125,1,0,0,3,7
"E00034324",128,2,114,1,0,0,4,7
"E00034325",126,5,114,0,0,0,3,4
"E00034326",119,1,92,20,0,0,2,4
"E00034327",108,2,99,0,0,1,4,2
"E00034328",125,0,122,0,0,0,0,3
"E00034329",112,0,99,2,0,0,8,3
"E00034330",103,3,95,2,0,0,1,2
"E00034331",116,3,106,2,0,0,3,2
"E00034332",146,1,125,6,0,0,5,9
"E00034333",138,8,118,5,0,0,3,4
"E00034334",140,3,109,16,0,0,10,2
"E00034335",95,0,86,1,0,0,4,4
"E00034336",106,6,90,3,0,0,2,5
"E00034337",140,7,127,1,0,0,0,5
"E00034338",107,0,102,4,0,0,0,1
"E00034339",120,1,115,2,0,0,1,1
"E00034340",93,2,85,4,0,0,0,2
"E00034341",136,2,124,2,0,0,5,3
"E00034342",94,2,89,1,0,0,0,2
"E00034343",103,9,88,3,0,0,0,3
"E00034344",105,2,99,1,0,0,0,3
"E00034345",83,0,76,0,0,0,0,7
"E00034346",76,3,70,1,0,0,1,1
"E00034347",122,6,104,3,0,0,4,5
"E00034348",111,3,104,0,0,0,2,2
"E00034349",119,1,101,2,0,0,5,10
"E00034350",139,4,84,35,2,0,8,6
"E00034351",179,2,125,41,0,0,8,3
"E00034352",114,0,104,1,0,0,4,5
"E00034353",121,0,105,6,0,0,4,6
"E00034354",150,0,105,18,1,0,11,15
"E00034355",172,6,145,5,0,0,9,7
"E00034356",78,2,66,2,0,0,3,5
