"GeographyCode","QS601EW0001","QS601EW0002","QS601EW0003","QS601EW0004","QS601EW0005","QS601EW0006","QS601EW0007","QS601EW0008","QS601EW0009","QS601EW0010","QS601EW0011","QS601EW0012","QS601EW0013","QS601EW0014","QS601EW0015","QS601EW0016"
"E00033378",253,179,36,105,2,8,6,11,7,4,74,45,15,5,6,3
"E00033379",204,154,24,99,1,3,4,8,9,6,50,23,8,5,10,4
"E00033380",188,145,28,83,3,2,4,10,6,9,43,19,5,3,11,5
"E00033381",138,73,15,38,1,5,4,7,1,2,65,45,4,10,2,4
"E00033382",243,191,51,111,0,5,3,5,6,10,52,18,14,8,7,5
"E00033383",214,147,26,100,0,3,2,4,11,1,67,42,7,13,4,1
"E00033384",254,172,34,110,0,2,4,4,6,12,82,39,24,4,14,1
"E00033385",257,200,27,132,1,3,7,8,11,11,57,26,13,4,11,3
"E00033386",277,216,36,128,0,9,7,12,11,13,61,29,6,5,17,4
"E00033387",190,131,16,81,3,3,3,5,12,8,59,18,9,7,14,11
"E00033388",228,115,20,70,0,2,0,6,15,2,113,49,6,9,35,14
"E00033389",220,165,35,102,1,2,4,12,3,6,55,15,6,3,27,4
"E00033391",275,188,47,82,0,0,0,13,34,12,87,25,23,13,18,8
"E00033392",240,174,37,85,0,3,7,12,18,12,66,23,25,3,12,3
"E00033394",246,190,30,106,0,4,9,3,17,21,56,14,19,2,16,5
"E00033395",259,200,29,128,0,4,5,10,17,7,59,23,13,6,13,4
"E00033396",223,146,37,72,2,1,5,15,8,6,77,42,12,6,15,2
"E00033397",235,193,48,102,0,4,3,11,6,19,42,31,6,4,1,0
"E00033399",243,190,45,98,2,5,4,14,14,8,53,32,15,3,3,0
"E00033400",221,158,38,90,0,3,2,10,3,12,63,30,15,10,4,4
"E00033401",194,147,32,98,0,2,3,6,1,5,47,23,13,6,3,2
"E00033402",293,190,35,113,0,3,3,4,6,26,103,20,63,5,11,4
"E00033403",280,186,30,103,3,5,10,13,14,8,94,41,29,6,13,5
"E00033404",277,192,27,126,1,8,5,12,11,2,85,36,16,6,22,5
"E00033405",237,160,26,105,1,3,3,6,6,10,77,40,20,6,8,3
"E00033406",234,175,33,96,2,3,6,14,12,9,59,27,20,4,4,4
"E00033407",277,207,27,132,0,3,3,7,14,21,70,10,42,6,9,3
"E00033408",275,183,32,86,2,4,7,9,5,38,92,24,53,2,11,2
"E00033409",185,111,22,50,0,12,4,12,5,6,74,48,12,4,5,5
"E00033410",246,178,24,112,0,1,2,9,12,18,68,17,38,4,7,2
"E00033411",253,178,47,79,1,13,7,14,8,9,75,37,16,11,8,3
"E00033412",276,210,44,117,0,3,6,9,8,23,66,19,37,1,5,4
"E00033413",202,133,27,74,1,1,2,5,5,18,69,23,32,3,10,1
"E00033414",257,193,28,119,0,3,10,5,7,21,64,13,33,7,9,2
"E00033415",204,148,22,79,1,11,6,15,7,7,56,26,15,11,2,2
"E00033416",293,228,27,144,0,2,5,8,15,27,65,14,36,9,3,3
"E00033417",280,208,38,116,2,6,10,7,8,21,72,33,27,4,6,2
"E00033418",316,218,40,89,2,23,12,27,4,21,98,49,29,12,5,3
"E00033419",230,160,34,75,1,14,11,17,2,6,70,36,17,12,3,2
"E00033420",331,218,29,133,1,1,14,10,6,24,113,37,61,4,8,3
"E00033421",245,166,26,86,1,3,2,10,13,25,79,25,34,5,8,7
"E00033422",365,247,42,136,5,14,9,14,18,9,118,70,30,6,10,2
"E00033423",264,201,26,129,1,2,5,13,6,19,63,21,33,3,1,5
"E00033424",245,198,35,113,1,5,6,12,8,18,47,16,21,6,4,0
"E00033425",193,166,23,117,0,2,1,6,8,9,27,8,9,4,4,2
"E00033426",256,189,28,115,1,1,4,11,15,14,67,27,16,8,10,6
"E00033427",179,111,19,70,1,1,6,4,7,3,68,42,8,4,9,5
"E00033428",219,151,31,87,0,0,3,4,17,9,68,23,6,11,23,5
"E00033432",222,131,32,63,0,0,3,7,21,5,91,25,17,11,27,11
"E00033435",228,147,32,73,0,6,7,7,14,8,81,27,12,11,24,7
"E00033436",209,132,32,63,0,3,1,4,22,7,77,27,11,10,21,8
"E00033437",197,123,30,53,3,1,0,12,20,4,74,23,11,9,26,5
"E00033438",232,156,39,67,2,6,5,13,21,3,76,25,16,13,21,1
"E00033439",282,172,32,90,1,2,5,9,22,11,110,49,10,17,24,10
"E00033440",223,108,23,47,0,0,1,4,23,10,115,36,19,16,26,18
"E00033441",211,111,28,51,0,1,1,5,21,4,100,32,12,14,32,10
"E00033442",249,154,39,78,1,2,0,4,23,7,95,43,18,5,24,5
"E00033443",113,72,21,34,1,0,0,3,9,4,41,15,3,4,16,3
"E00033444",177,97,22,48,1,3,3,6,10,4,80,28,12,11,22,7
"E00033445",190,131,34,69,0,1,0,7,10,10,59,20,6,11,18,4
"E00033446",213,130,34,71,0,0,4,4,10,7,83,37,10,7,22,7
"E00033447",106,50,17,21,0,0,1,1,8,2,56,29,6,1,15,5
"E00033448",223,154,32,72,0,5,2,7,24,12,69,19,9,5,24,12
"E00033449",221,136,24,78,0,1,3,10,17,3,85,33,10,9,30,3
"E00033450",230,165,37,92,0,4,1,9,17,5,65,29,10,9,13,4
"E00033451",165,107,27,51,0,2,0,5,16,6,58,19,8,7,22,2
"E00033452",180,113,21,65,1,0,3,4,9,10,67,31,3,8,21,4
"E00033453",121,84,17,53,1,2,0,4,6,1,37,11,2,2,17,5
"E00033454",351,254,65,133,1,3,6,17,23,6,97,44,14,10,23,6
"E00033455",168,93,22,43,2,3,2,3,15,3,75,20,5,14,32,4
"E00033456",262,172,43,91,0,3,0,7,18,10,90,34,17,11,23,5
"E00033457",145,85,22,35,0,1,0,0,21,6,60,17,6,14,10,13
"E00033458",156,87,18,32,0,0,0,5,23,9,69,13,13,16,22,5
"E00033459",185,107,21,65,0,0,0,1,18,2,78,33,6,8,28,3
"E00033460",142,106,23,54,0,3,5,5,11,5,36,5,10,8,11,2
"E00033462",152,73,17,30,0,0,0,3,21,2,79,22,13,10,29,5
"E00033463",166,92,16,44,1,0,2,8,17,4,74,33,5,5,17,14
"E00033464",210,132,29,63,0,1,2,6,24,7,78,35,1,8,29,5
"E00033466",200,117,27,59,0,2,7,3,12,7,83,30,9,11,23,10
"E00033468",213,140,41,67,0,0,3,7,11,11,73,29,8,8,23,5
"E00033470",231,153,41,68,0,0,1,8,27,8,78,28,10,10,21,9
"E00033471",201,129,40,52,1,1,6,9,13,7,72,37,9,5,17,4
"E00033472",167,105,22,52,0,1,0,1,22,7,62,18,5,10,20,9
"E00033473",207,111,31,59,0,1,2,2,6,10,96,30,15,11,30,10
"E00033474",177,113,23,49,0,1,0,4,28,8,64,15,5,12,23,9
"E00033475",213,129,27,60,0,1,1,6,28,6,84,31,5,13,24,11
"E00033476",192,124,28,60,0,2,2,5,23,4,68,27,6,6,21,8
"E00033477",136,88,22,49,1,0,2,1,11,2,48,20,11,1,11,5
"E00033478",189,127,33,63,0,4,2,9,13,3,62,15,10,13,24,0
"E00033479",284,191,46,109,1,4,3,7,13,8,93,37,15,10,29,2
"E00033480",227,157,30,89,1,1,3,12,8,13,70,31,11,10,15,3
"E00033481",268,165,53,73,0,4,2,7,17,9,103,34,14,14,31,10
"E00033482",212,131,30,60,1,2,1,12,18,7,81,32,13,13,20,3
"E00033483",238,157,40,90,0,0,1,8,14,4,81,23,14,14,25,5
"E00033484",226,149,33,85,0,1,4,6,12,8,77,33,11,10,19,4
"E00033485",227,142,30,67,1,1,2,9,19,13,85,32,12,17,18,6
"E00033486",267,188,48,98,1,2,2,5,25,7,79,33,10,8,17,11
"E00033487",177,84,13,43,1,2,3,5,13,4,93,36,5,7,40,5
"E00033488",190,107,20,49,0,0,0,1,30,7,83,17,8,14,37,7
"E00033489",235,138,40,64,1,0,4,4,17,8,97,44,13,9,25,6
"E00033490",193,111,25,49,1,4,0,8,16,8,82,31,9,15,22,5
"E00033491",181,113,29,62,0,2,0,8,7,5,68,19,5,11,29,4
"E00033492",263,139,36,60,0,1,1,7,30,4,124,29,13,14,53,15
"E00033493",221,165,33,97,1,4,2,5,19,4,56,15,9,8,14,10
"E00033494",183,113,28,59,0,2,4,9,5,6,70,28,8,7,24,3
"E00033495",247,170,42,80,0,5,3,7,20,13,77,27,12,14,19,5
"E00033496",210,140,30,65,0,0,0,6,31,8,70,28,4,9,24,5
"E00033497",175,115,31,57,1,0,0,5,13,8,60,27,5,3,20,5
"E00033498",97,54,9,14,0,0,2,0,27,2,43,10,0,2,23,8
"E00033501",99,56,10,21,0,0,0,2,21,2,43,7,1,6,24,5
"E00033502",169,147,39,80,0,2,3,4,9,10,22,8,5,6,2,1
"E00033503",178,141,41,67,1,1,1,13,10,7,37,25,3,3,6,0
"E00033504",222,131,29,68,1,1,0,7,14,11,91,26,15,11,32,7
"E00033505",163,117,23,69,0,1,3,5,12,4,46,21,5,6,11,3
"E00033506",204,125,23,63,0,1,1,8,18,11,79,17,20,8,23,11
"E00033507",201,126,24,52,1,1,1,8,34,5,75,21,9,12,32,1
"E00033508",165,93,21,45,0,0,0,3,18,6,72,30,11,7,17,7
"E00033509",201,123,27,67,0,2,2,5,11,9,78,29,13,15,9,12
"E00033510",224,138,25,79,0,1,2,9,17,5,86,26,13,10,26,11
"E00033511",181,102,15,52,1,0,1,6,25,2,79,16,15,14,28,6
"E00033512",165,90,20,37,0,1,4,4,15,9,75,15,10,10,30,10
"E00033513",206,134,29,72,0,2,4,3,21,3,72,16,24,10,14,8
"E00033514",171,108,29,56,2,0,1,3,10,7,63,37,5,2,17,2
"E00033515",209,157,36,87,0,2,4,5,19,4,52,12,6,8,19,7
"E00033516",199,141,32,78,1,2,2,6,12,8,58,32,9,5,7,5
"E00033517",222,136,38,74,0,3,4,5,8,4,86,29,14,16,23,4
"E00033518",187,117,25,61,0,3,0,7,14,7,70,18,13,10,21,8
"E00033519",216,130,33,65,0,0,3,2,24,3,86,21,13,17,26,9
"E00033520",148,103,26,54,0,0,3,9,9,2,45,24,3,6,8,4
"E00033521",200,115,19,67,0,0,0,1,20,8,85,30,9,8,35,3
"E00033522",209,122,29,50,0,2,0,7,27,7,87,26,11,14,23,13
"E00033523",246,157,38,93,0,1,0,9,13,3,89,37,12,8,19,13
"E00033524",316,230,47,131,0,4,4,12,23,9,86,29,11,13,22,11
"E00033525",234,154,29,104,0,1,2,4,6,8,80,32,19,8,18,3
"E00033526",201,163,25,105,2,3,3,5,10,10,38,18,8,4,5,3
"E00033527",279,182,54,87,0,1,6,12,16,6,97,40,19,11,25,2
"E00033528",196,130,21,81,0,3,2,11,10,2,66,30,7,3,21,5
"E00033530",332,257,47,149,2,11,7,18,8,15,75,27,21,15,8,4
"E00033531",279,198,43,100,2,13,8,13,9,10,81,47,15,5,9,5
"E00033532",306,219,50,140,0,3,3,9,7,7,87,49,8,7,17,6
"E00033533",179,126,22,84,1,0,2,6,4,7,53,28,11,5,7,2
"E00033534",166,99,14,61,0,5,3,7,5,4,67,29,7,2,24,5
"E00033535",233,174,33,108,0,8,5,10,5,5,59,40,9,5,4,1
"E00033536",232,159,37,85,0,3,4,12,10,8,73,28,14,9,17,5
"E00033537",212,137,32,72,1,0,6,8,13,5,75,31,11,4,22,7
"E00033538",245,170,36,93,0,5,3,23,3,7,75,48,15,5,4,3
"E00033539",251,201,41,109,0,2,3,20,15,11,50,26,8,7,6,3
"E00033540",242,188,34,111,1,6,3,15,10,8,54,28,17,3,6,0
"E00033541",239,172,37,103,1,3,2,9,8,9,67,40,9,4,9,5
"E00033542",199,132,28,75,1,3,7,6,7,5,67,39,9,6,10,3
"E00033543",192,116,21,63,1,3,4,9,7,8,76,30,14,7,17,8
"E00033544",168,127,25,72,1,2,2,5,12,8,41,23,5,4,6,3
"E00033545",170,108,21,48,1,4,3,15,10,6,62,36,3,8,12,3
"E00033546",265,166,31,96,2,0,2,7,23,5,99,37,17,10,26,9
"E00033547",216,159,32,93,0,5,3,8,14,4,57,24,9,11,11,2
"E00033548",176,130,33,67,0,2,0,6,14,8,46,21,6,6,9,4
"E00033549",252,142,43,66,1,3,2,9,10,8,110,66,15,3,18,8
"E00033550",218,152,26,90,0,11,6,10,4,5,66,34,10,11,10,1
"E00033551",134,84,19,46,1,0,0,4,8,6,50,34,6,6,2,2
"E00033552",220,167,42,90,1,3,10,7,2,12,53,39,1,6,6,1
"E00033553",263,169,50,78,1,9,3,8,8,12,94,64,11,4,8,7
"E00033554",258,182,37,105,2,3,2,9,14,10,76,43,17,6,9,1
"E00033555",208,131,25,65,1,8,3,8,10,11,77,57,10,3,5,2
"E00033556",210,152,29,87,2,7,2,8,6,11,58,33,11,5,5,4
"E00033557",238,169,37,101,1,7,5,5,3,10,69,50,9,4,6,0
"E00033558",224,167,29,103,2,3,6,10,8,6,57,31,15,2,7,2
"E00033559",205,154,39,86,2,2,3,7,8,7,51,29,12,2,6,2
"E00033560",252,163,35,78,0,16,3,15,5,11,89,48,25,10,6,0
"E00033561",237,161,36,65,3,10,7,17,12,11,76,32,20,7,13,4
"E00033562",255,173,36,98,1,3,8,10,7,10,82,49,16,6,11,0
"E00033563",284,197,50,97,4,11,7,7,9,12,87,59,11,4,11,2
"E00033564",284,159,44,74,1,5,6,12,14,3,125,62,16,4,31,12
"E00033565",218,157,31,84,2,5,6,11,8,10,61,38,10,6,5,2
"E00033566",205,144,23,84,0,3,2,10,8,14,61,28,10,10,11,2
"E00033567",236,174,40,89,0,3,4,14,14,10,62,32,8,7,12,3
"E00033568",230,139,36,59,0,5,3,8,22,6,91,38,11,9,19,14
"E00033569",197,133,33,74,0,2,4,8,5,7,64,25,15,3,17,4
"E00033570",276,211,46,114,1,1,2,13,20,14,65,26,4,6,20,9
"E00033571",172,106,28,61,0,2,3,6,5,1,66,34,10,8,11,3
"E00033572",217,154,33,95,1,0,1,11,3,10,63,38,8,5,9,3
"E00033573",147,94,17,44,0,0,1,4,21,7,53,3,6,6,32,6
"E00033574",243,170,46,86,0,3,2,13,11,9,73,35,15,5,15,3
"E00033575",195,125,26,78,1,1,1,6,4,8,70,43,13,3,8,3
"E00033576",175,95,23,53,0,2,0,4,9,4,80,39,9,10,19,3
"E00033577",229,155,28,94,0,2,3,6,14,8,74,36,15,6,13,4
"E00033579",224,129,35,44,1,1,0,8,31,9,95,13,19,14,38,11
"E00033580",205,121,13,52,0,0,3,6,46,1,84,28,9,5,32,10
"E00033581",361,242,49,115,0,0,2,16,44,16,119,31,16,14,38,20
"E00033582",263,151,28,85,1,0,0,10,20,7,112,38,14,12,35,13
"E00033583",188,148,26,86,1,2,4,8,13,8,40,18,12,3,6,1
"E00033584",539,274,23,77,1,10,8,11,19,125,265,18,215,5,20,7
"E00033585",238,169,27,108,1,1,2,7,13,10,69,27,18,7,12,5
"E00033586",242,157,23,94,0,1,5,11,12,11,85,25,24,6,23,7
"E00033587",226,126,25,77,0,3,5,5,9,2,100,69,7,2,18,4
"E00033589",230,159,53,64,1,2,3,10,24,2,71,30,7,11,20,3
"E00033590",123,86,16,43,0,1,1,4,13,8,37,17,4,5,8,3
"E00033591",137,79,15,39,1,1,6,2,7,8,58,21,10,12,12,3
"E00033592",226,116,28,44,1,0,1,4,31,7,110,34,19,12,31,14
"E00033593",136,82,16,40,0,0,2,4,15,5,54,20,6,16,6,6
"E00033594",261,123,34,52,0,0,4,5,20,8,138,44,16,20,44,14
"E00033595",226,104,24,43,1,1,1,3,23,8,122,30,17,14,45,16
"E00033596",242,121,21,67,0,2,2,6,17,6,121,52,9,18,34,8
"E00033597",172,108,25,48,0,3,4,6,18,4,64,30,6,10,13,5
"E00033598",162,101,19,50,0,1,2,1,25,3,61,17,4,12,16,12
"E00033599",161,102,25,46,1,0,0,8,20,2,59,17,12,9,18,3
"E00033600",171,79,21,42,0,2,0,0,10,4,92,42,4,10,29,7
"E00033601",201,145,40,69,0,1,2,4,26,3,56,22,8,7,14,5
"E00033602",235,186,29,120,1,2,4,10,12,8,49,23,10,3,12,1
"E00033603",216,118,28,53,0,5,2,3,23,4,98,28,9,16,36,9
"E00033604",197,121,24,49,0,0,3,6,31,8,76,19,12,13,19,13
"E00033605",236,157,32,95,2,0,2,6,5,15,79,27,23,6,17,6
"E00033606",217,162,18,99,0,1,4,9,7,24,55,14,14,10,11,6
"E00033607",159,96,27,45,0,1,0,4,11,8,63,19,10,7,19,8
"E00033608",247,159,33,77,1,1,2,11,28,6,88,26,16,14,22,10
"E00033611",258,202,37,113,1,3,1,10,16,21,56,23,21,5,4,3
"E00033613",180,129,30,77,0,1,0,4,8,9,51,20,20,4,5,2
"E00033614",284,218,35,142,0,7,7,5,9,13,66,26,19,7,9,5
"E00033616",292,201,43,104,1,8,10,10,13,12,91,31,23,20,11,6
"E00033618",299,214,37,142,0,2,1,13,13,6,85,41,9,7,16,12
"E00033620",241,176,27,103,2,6,2,6,12,18,65,31,11,4,14,5
"E00033621",198,114,25,56,1,3,0,2,19,8,84,15,10,16,28,15
"E00033623",283,154,32,90,2,4,1,4,15,6,129,30,32,14,36,17
"E00033624",214,106,28,44,0,0,4,5,18,7,108,44,9,13,31,11
"E00033625",242,180,39,104,0,5,4,17,4,7,62,27,14,6,10,5
"E00033626",307,272,53,180,0,3,6,13,9,8,35,10,8,7,6,4
"E00033627",239,202,34,132,0,2,2,14,13,5,37,12,7,9,5,4
"E00033628",204,121,27,53,0,4,0,6,27,4,83,16,19,18,22,8
"E00033629",328,231,44,134,0,2,8,8,20,15,97,35,19,10,27,6
"E00033630",184,124,20,77,0,2,1,2,15,7,60,22,8,8,14,8
"E00033631",159,80,19,45,0,0,0,5,6,5,79,37,7,10,23,2
"E00033632",221,119,34,39,1,1,3,4,30,7,102,23,13,21,30,15
"E00033633",171,120,17,82,0,1,1,10,6,3,51,29,4,3,11,4
"E00033634",257,133,28,50,1,4,2,7,32,9,124,45,15,21,29,14
"E00033635",208,155,28,88,0,3,10,6,13,7,53,30,11,3,9,0
"E00033636",289,170,37,74,1,0,0,7,36,15,119,21,25,27,33,13
"E00033637",342,261,67,137,1,4,5,8,23,16,81,20,18,16,19,8
"E00033639",214,137,38,57,0,0,4,4,25,9,77,27,10,13,20,7
"E00033640",217,122,29,53,0,0,2,3,25,10,95,32,18,19,21,5
"E00033641",235,141,27,69,2,4,5,11,15,8,94,56,14,11,13,0
"E00033642",263,191,41,98,2,4,0,20,14,12,72,47,12,3,5,5
"E00033643",165,111,19,71,1,0,0,6,13,1,54,20,7,6,16,5
"E00033644",153,72,25,19,0,0,0,2,22,4,81,16,10,19,23,13
"E00033645",181,110,27,52,0,3,3,6,18,1,71,29,9,13,17,3
"E00033646",74,43,8,19,0,0,0,2,8,6,31,11,5,2,8,5
"E00033647",208,135,28,78,0,4,3,5,12,5,73,21,8,15,21,8
"E00033648",194,111,23,62,2,0,0,3,15,6,83,27,10,14,26,6
"E00033649",213,187,47,105,3,5,4,12,9,2,26,2,10,7,4,3
"E00033650",213,131,37,57,0,6,6,0,18,7,82,17,19,11,27,8
"E00033651",91,60,18,24,1,0,0,3,8,6,31,4,4,9,7,7
"E00033652",198,119,28,55,1,1,4,2,21,7,79,24,15,14,22,4
"E00033653",220,160,37,99,1,4,3,4,9,3,60,25,5,12,11,7
"E00033654",153,85,23,36,0,1,4,1,19,1,68,12,17,9,23,7
"E00033655",291,173,36,94,0,1,8,6,25,3,118,29,19,25,35,10
"E00033656",143,77,19,35,0,0,1,6,13,3,66,18,18,7,19,4
"E00033657",143,89,23,41,0,1,1,8,12,3,54,19,7,9,14,5
"E00033658",217,133,37,62,0,1,2,7,16,8,84,12,14,17,25,16
"E00033659",276,190,47,106,1,1,0,8,22,5,86,25,16,16,26,3
"E00033660",204,119,31,58,0,0,4,3,17,6,85,28,11,9,26,11
"E00033662",251,144,34,74,1,0,1,4,27,3,107,31,20,21,23,12
"E00033663",179,94,13,47,0,0,3,4,23,4,85,26,6,12,35,6
"E00033664",169,92,23,38,1,3,3,2,20,2,77,33,6,5,27,6
"E00033665",301,214,50,113,3,5,7,12,16,8,87,22,18,20,23,4
"E00033666",139,74,18,22,0,2,1,0,25,6,65,22,3,11,26,3
"E00033667",219,131,39,59,2,0,3,5,18,5,88,36,11,5,28,8
"E00033668",217,148,38,84,0,0,2,7,13,4,69,29,8,7,18,7
"E00033669",215,114,33,38,1,4,2,6,23,7,101,31,16,19,27,8
"E00033670",267,213,12,156,0,12,0,16,5,12,54,14,18,8,5,9
"E00033672",278,150,35,59,2,4,3,3,24,20,128,19,35,21,36,17
"E00033673",204,98,30,31,0,2,1,4,25,5,106,33,16,3,45,9
"E00033677",167,68,27,31,0,0,1,2,5,2,99,32,8,7,44,8
"E00033678",261,128,12,75,0,2,1,2,15,21,133,28,56,7,29,13
"E00033684",323,153,33,74,0,1,1,5,28,11,170,50,25,18,63,14
"E00033685",222,105,25,49,0,0,0,3,23,5,117,40,11,23,32,11
"E00033686",191,84,25,34,0,0,4,1,19,1,107,26,12,11,43,15
"E00033687",293,173,42,79,0,0,1,4,31,16,120,38,20,14,38,10
"E00033688",194,81,20,29,0,1,2,1,26,2,113,24,14,21,43,11
"E00033689",228,118,33,48,0,0,2,2,23,10,110,45,18,6,31,10
"E00033690",285,177,34,99,0,4,1,10,18,11,108,29,22,9,39,9
"E00033691",177,117,18,79,0,0,2,0,10,8,60,16,6,6,23,9
"E00033692",292,231,16,162,1,12,10,20,7,3,61,27,13,1,9,11
"E00033694",165,70,17,23,1,0,0,0,23,6,95,19,11,14,43,8
"E00033695",221,133,45,56,0,2,0,5,18,7,88,27,8,9,28,16
"E00033696",309,202,44,99,0,3,7,8,31,10,107,43,17,15,25,7
"E00033697",243,145,31,87,1,3,0,9,9,5,98,39,7,7,34,11
"E00033698",288,179,35,97,0,2,5,7,25,8,109,36,10,16,36,11
"E00033699",247,193,47,113,0,0,5,10,15,3,54,22,11,5,15,1
"E00033700",159,109,27,65,0,1,2,9,3,2,50,27,4,11,7,1
"E00033701",266,216,45,122,0,4,4,12,13,16,50,19,13,4,12,2
"E00033702",112,65,12,39,0,0,1,2,8,3,47,22,3,2,16,4
"E00033703",190,89,28,43,1,0,1,4,12,0,101,46,8,6,34,7
"E00033704",275,222,46,129,0,7,8,11,12,9,53,9,17,8,15,4
"E00033705",287,241,44,150,1,6,5,18,12,5,46,15,12,9,8,2
"E00033706",175,84,17,41,0,0,1,2,18,5,91,29,8,13,35,6
"E00033707",190,137,29,86,0,1,1,8,9,3,53,23,10,3,11,6
"E00033708",161,86,18,45,1,1,1,3,16,1,75,40,2,4,22,7
"E00033709",137,92,29,40,0,4,0,5,10,4,45,17,8,4,15,1
"E00033710",229,160,34,89,0,0,5,9,16,7,69,23,14,12,15,5
"E00033711",94,41,13,18,0,0,1,1,5,3,53,17,3,4,24,5
"E00033712",264,187,37,105,1,2,3,15,17,7,77,31,20,9,16,1
"E00033713",206,151,33,86,2,5,4,9,5,7,55,30,6,2,12,5
"E00033715",264,205,44,124,0,0,2,11,16,8,59,9,14,7,21,8
"E00033716",152,100,21,41,1,1,0,3,24,9,52,19,4,7,17,5
"E00033717",170,123,32,68,1,3,2,4,10,3,47,14,8,6,19,0
"E00033718",251,207,38,128,0,5,9,13,7,7,44,15,10,5,11,3
"E00033719",257,222,36,127,1,5,4,21,13,15,35,9,13,9,4,0
"E00033720",257,177,33,110,0,5,7,7,8,7,80,42,14,1,17,6
"E00033721",229,188,39,106,1,4,9,7,7,15,41,10,13,6,9,3
"E00033722",166,111,22,61,0,2,2,8,7,9,55,37,4,5,9,0
"E00033723",257,199,42,119,0,5,6,8,11,8,58,33,7,6,9,3
"E00033724",243,148,26,80,0,1,3,9,25,4,95,31,16,19,25,4
"E00033725",268,185,35,120,0,2,3,5,16,4,83,30,13,10,19,11
"E00033726",182,145,27,86,0,0,5,6,16,5,37,18,6,2,10,1
"E00033727",220,126,31,64,1,0,1,5,18,6,94,25,11,19,31,8
"E00033728",351,286,54,165,0,10,6,18,14,19,65,24,13,10,15,3
"E00033729",174,124,15,81,0,0,4,6,14,4,50,22,8,7,9,4
"E00033730",216,155,38,82,0,1,2,8,16,8,61,23,13,5,16,4
"E00033731",120,97,17,54,3,1,3,3,13,3,23,12,1,1,3,6
"E00033732",211,128,28,74,1,4,1,3,11,6,83,32,9,10,25,7
"E00033733",176,121,17,78,2,2,0,6,13,3,55,18,11,9,13,4
"E00033734",156,116,24,73,1,0,0,3,14,1,40,14,3,9,13,1
"E00033735",60,14,0,10,0,0,1,1,0,2,46,31,1,1,12,1
"E00033736",191,131,30,81,0,2,1,2,12,3,60,28,5,7,16,4
"E00033737",285,199,39,112,1,5,7,13,15,7,86,25,15,12,28,6
"E00033738",145,57,13,30,1,0,0,2,8,3,88,36,6,7,30,9
"E00033739",186,117,33,60,0,0,1,5,11,7,69,20,9,6,25,9
"E00033740",237,162,26,101,0,2,4,8,15,6,75,42,12,4,11,6
"E00033741",205,153,33,89,0,0,1,6,19,5,52,26,5,7,11,3
"E00033742",212,156,31,95,0,0,1,3,14,12,56,23,6,13,13,1
"E00033743",190,139,25,82,0,0,5,2,15,10,51,17,8,14,9,3
"E00033744",247,160,42,87,3,2,3,3,15,5,87,33,10,11,22,11
"E00033745",122,59,11,34,1,0,0,2,9,2,63,33,6,6,15,3
"E00033746",192,110,29,49,0,1,0,9,17,5,82,15,7,15,29,16
"E00033747",276,175,38,83,1,1,0,7,33,12,101,28,12,22,26,13
"E00033748",191,125,31,67,1,2,0,7,13,4,66,25,7,14,16,4
"E00033749",221,147,28,89,0,2,2,8,16,2,74,28,18,8,20,0
"E00033750",257,222,36,134,0,6,3,15,16,12,35,9,8,9,8,1
"E00033752",299,205,34,122,0,1,4,14,25,5,94,30,11,13,34,6
"E00033753",184,143,30,84,1,5,6,7,5,5,41,18,9,6,6,2
"E00033754",226,174,37,99,0,3,2,8,15,10,52,18,10,11,11,2
"E00033755",248,185,42,99,0,5,6,15,8,10,63,25,23,7,4,4
"E00033756",230,188,42,120,1,3,3,4,10,5,42,9,7,11,11,4
"E00033758",196,124,22,70,0,2,4,7,14,5,72,26,9,5,25,7
"E00033759",131,63,14,31,0,0,3,3,6,6,68,24,11,8,24,1
"E00033762",231,173,39,87,0,5,4,14,15,9,58,18,20,2,13,5
"E00033763",239,190,48,113,0,5,1,10,4,9,49,17,13,4,11,4
"E00033764",283,241,52,134,1,4,2,14,18,16,42,14,12,7,7,2
"E00033765",223,158,32,87,1,7,2,10,10,9,65,27,13,7,17,1
"E00033766",283,227,48,122,0,5,9,11,12,20,56,17,18,8,7,6
"E00033767",209,165,26,99,1,3,5,12,12,7,44,17,7,2,13,5
"E00033768",213,165,34,98,0,3,3,8,9,10,48,21,11,2,13,1
"E00033769",130,65,8,41,0,0,0,2,9,5,65,35,7,3,15,5
"E00033770",318,265,52,150,0,8,3,16,16,20,53,8,23,8,8,6
"E00033771",258,221,48,120,1,7,4,16,15,10,37,9,13,8,5,2
"E00033773",213,142,34,78,0,3,1,10,12,4,71,38,6,10,11,6
"E00033774",232,172,34,101,0,4,5,11,12,5,60,34,4,1,16,5
"E00033775",322,211,40,98,0,4,6,11,41,11,111,21,17,27,30,16
"E00033776",201,107,27,50,1,2,0,6,16,5,94,45,5,16,20,8
"E00033777",203,145,23,84,0,7,4,6,12,9,58,32,10,5,11,0
"E00033778",242,199,44,121,3,6,3,13,4,5,43,14,15,3,10,1
"E00033779",203,117,32,48,0,2,3,4,26,2,86,19,4,13,37,13
"E00033780",201,137,27,81,0,2,10,8,6,3,64,37,5,4,10,8
"E00033781",239,159,30,88,1,2,5,10,19,4,80,37,7,10,19,7
"E00033782",229,160,26,91,0,2,3,11,12,15,69,34,7,5,19,4
"E00033783",240,172,28,91,0,9,2,12,16,14,68,26,10,9,20,3
