"GeographyCode","KS102EW0001","KS102EW0002","KS102EW0003","KS102EW0004","KS102EW0005","KS102EW0006","KS102EW0007","KS102EW0008","KS102EW0009","KS102EW0010","KS102EW0011","KS102EW0012","KS102EW0013","KS102EW0014","KS102EW0015","KS102EW0016","KS102EW0017","KS102EW0018","KS102EW0019","KS102EW0020","KS102EW0021","KS102EW0022","KS102EW0023","KS102EW0024","KS102EW0025","KS102EW0026","KS102EW0027","KS102EW0028","KS102EW0029","KS102EW0030","KS102EW0031","KS102EW0032","KS102EW0033","KS102EW0034","KS102EW0035"
"E00033204",252,12,2,1,9,0,2,8,52,48,47,43,14,9,3,2,0,34.0119047619048,29,4.76190476190476,0.793650793650794,0.396825396825397,3.57142857142857,0,0.793650793650794,3.17460317460317,20.6349206349206,19.047619047619,18.6507936507937,17.0634920634921,5.55555555555556,3.57142857142857,1.19047619047619,0.793650793650794,0
"E00033206",557,9,7,0,4,1,4,314,57,21,69,43,12,10,3,1,2,25.9174147217235,19,1.61579892280072,1.25673249551167,0,0.718132854578097,0.179533213644524,0.718132854578097,56.3734290843806,10.2333931777379,3.77019748653501,12.3877917414722,7.71992818671454,2.15439856373429,1.79533213644524,0.538599640933573,0.179533213644524,0.359066427289048
"E00033207",293,26,12,5,12,0,2,8,39,33,77,45,12,12,7,1,2,33.2047781569966,31,8.87372013651877,4.09556313993174,1.70648464163823,4.09556313993174,0,0.68259385665529,2.73037542662116,13.3105802047782,11.2627986348123,26.2798634812287,15.358361774744,4.09556313993174,4.09556313993174,2.38907849829352,0.341296928327645,0.68259385665529
"E00033208",257,23,11,6,12,3,4,5,30,44,71,32,6,8,2,0,0,29.7431906614786,28,8.94941634241245,4.28015564202335,2.33463035019455,4.66926070038911,1.16731517509728,1.55642023346304,1.94552529182879,11.6731517509728,17.1206225680934,27.6264591439689,12.4513618677043,2.33463035019455,3.11284046692607,0.778210116731518,0,0
"E00033209",324,26,7,3,11,4,3,9,30,42,74,42,21,24,22,5,1,38.5277777777778,34,8.02469135802469,2.16049382716049,0.925925925925926,3.39506172839506,1.23456790123457,0.925925925925926,2.77777777777778,9.25925925925926,12.962962962963,22.8395061728395,12.962962962963,6.48148148148148,7.40740740740741,6.79012345679012,1.54320987654321,0.308641975308642
"E00033210",271,21,10,3,12,2,7,16,50,19,73,37,4,7,8,2,0,30.5756457564576,28,7.74907749077491,3.690036900369,1.1070110701107,4.4280442804428,0.738007380073801,2.5830258302583,5.90405904059041,18.450184501845,7.01107011070111,26.9372693726937,13.6531365313653,1.4760147601476,2.5830258302583,2.9520295202952,0.738007380073801,0
"E00033211",357,29,20,10,25,4,12,15,44,29,85,51,7,16,8,2,0,30.7619047619048,28,8.12324929971989,5.60224089635854,2.80112044817927,7.00280112044818,1.12044817927171,3.36134453781513,4.20168067226891,12.3249299719888,8.12324929971989,23.8095238095238,14.2857142857143,1.96078431372549,4.48179271708683,2.24089635854342,0.560224089635854,0
"E00033212",314,42,18,6,27,3,14,9,21,24,63,40,12,23,12,0,0,31.156050955414,27.5,13.3757961783439,5.73248407643312,1.91082802547771,8.59872611464968,0.955414012738854,4.45859872611465,2.86624203821656,6.68789808917197,7.64331210191083,20.0636942675159,12.7388535031847,3.82165605095541,7.32484076433121,3.82165605095541,0,0
"E00033213",401,10,2,2,9,2,6,28,201,27,39,29,14,15,12,2,3,29.8379052369077,22,2.49376558603491,0.498753117206983,0.498753117206983,2.24438902743142,0.498753117206983,1.49625935162095,6.98254364089776,50.1246882793017,6.73316708229426,9.72568578553616,7.23192019950125,3.49127182044888,3.74064837905237,2.9925187032419,0.498753117206983,0.748129675810474
"E00033214",538,50,29,17,45,7,13,15,70,85,121,52,7,19,6,1,1,27.457249070632,26,9.29368029739777,5.39033457249071,3.15985130111524,8.36431226765799,1.30111524163569,2.41635687732342,2.78810408921933,13.0111524163569,15.7992565055762,22.4907063197026,9.66542750929368,1.30111524163569,3.53159851301115,1.11524163568773,0.185873605947955,0.185873605947955
"E00033215",349,35,24,13,30,2,4,7,33,40,81,49,7,15,9,0,0,29.6704871060172,28,10.0286532951289,6.87679083094556,3.72492836676218,8.59598853868195,0.573065902578797,1.14613180515759,2.00573065902579,9.45558739255014,11.4613180515759,23.2091690544413,14.0401146131805,2.00573065902579,4.29799426934097,2.57879656160458,0,0
"E00033216",254,20,11,3,6,1,1,5,33,45,72,38,8,7,3,1,0,32.1102362204724,30,7.8740157480315,4.33070866141732,1.18110236220472,2.36220472440945,0.393700787401575,0.393700787401575,1.96850393700787,12.992125984252,17.7165354330709,28.3464566929134,14.9606299212598,3.1496062992126,2.75590551181102,1.18110236220472,0.393700787401575,0
"E00033217",287,5,6,5,9,5,4,9,46,33,93,43,12,11,6,0,0,34.4076655052265,31,1.74216027874564,2.09059233449477,1.74216027874564,3.13588850174216,1.74216027874564,1.39372822299652,3.13588850174216,16.0278745644599,11.4982578397213,32.404181184669,14.9825783972125,4.18118466898955,3.83275261324042,2.09059233449477,0,0
"E00033218",303,18,11,11,20,4,11,8,22,22,66,64,21,21,2,1,1,35.7128712871287,37,5.94059405940594,3.63036303630363,3.63036303630363,6.6006600660066,1.32013201320132,3.63036303630363,2.64026402640264,7.26072607260726,7.26072607260726,21.7821782178218,21.1221122112211,6.93069306930693,6.93069306930693,0.66006600660066,0.33003300330033,0.33003300330033
"E00033219",378,13,2,4,8,0,0,8,107,42,80,73,19,13,8,0,1,34.9206349206349,30,3.43915343915344,0.529100529100529,1.05820105820106,2.11640211640212,0,0,2.11640211640212,28.3068783068783,11.1111111111111,21.1640211640212,19.3121693121693,5.02645502645503,3.43915343915344,2.11640211640212,0,0.264550264550265
"E00033220",389,10,2,1,4,1,2,22,216,36,46,30,1,7,9,2,0,27.4807197943445,22,2.5706940874036,0.51413881748072,0.25706940874036,1.02827763496144,0.25706940874036,0.51413881748072,5.65552699228792,55.5269922879177,9.25449871465296,11.8251928020566,7.7120822622108,0.25706940874036,1.79948586118252,2.31362467866324,0.51413881748072,0
"E00033221",249,7,1,0,5,0,1,9,53,37,96,33,3,1,3,0,0,32.3734939759036,31,2.81124497991968,0.401606425702811,0,2.00803212851406,0,0.401606425702811,3.6144578313253,21.285140562249,14.859437751004,38.5542168674699,13.2530120481928,1.20481927710843,0.401606425702811,1.20481927710843,0,0
"E00033222",178,3,4,3,3,3,1,0,3,7,30,19,23,41,27,9,2,55.9606741573034,62,1.68539325842697,2.24719101123596,1.68539325842697,1.68539325842697,1.68539325842697,0.561797752808989,0,1.68539325842697,3.93258426966292,16.8539325842697,10.6741573033708,12.9213483146067,23.0337078651685,15.1685393258427,5.0561797752809,1.12359550561798
"E00033223",248,4,2,1,9,2,2,5,46,50,87,24,6,6,2,1,1,32.2741935483871,30,1.61290322580645,0.806451612903226,0.403225806451613,3.62903225806452,0.806451612903226,0.806451612903226,2.01612903225806,18.5483870967742,20.1612903225806,35.0806451612903,9.67741935483871,2.41935483870968,2.41935483870968,0.806451612903226,0.403225806451613,0.403225806451613
"E00033224",301,15,9,4,19,5,11,8,9,26,33,54,28,38,31,5,6,44.6544850498339,48,4.98338870431894,2.99003322259136,1.32890365448505,6.31229235880399,1.66112956810631,3.65448504983389,2.6578073089701,2.99003322259136,8.63787375415282,10.9634551495017,17.9401993355482,9.30232558139535,12.624584717608,10.2990033222591,1.66112956810631,1.99335548172757
"E00033225",303,25,12,8,25,4,9,9,21,22,74,62,11,16,3,2,0,33.2442244224422,32,8.25082508250825,3.96039603960396,2.64026402640264,8.25082508250825,1.32013201320132,2.97029702970297,2.97029702970297,6.93069306930693,7.26072607260726,24.4224422442244,20.4620462046205,3.63036303630363,5.28052805280528,0.99009900990099,0.66006600660066,0
"E00033226",417,31,23,9,25,5,10,27,30,27,72,88,21,31,13,4,1,35.6714628297362,34,7.43405275779376,5.51558752997602,2.15827338129496,5.99520383693046,1.19904076738609,2.39808153477218,6.47482014388489,7.19424460431655,6.47482014388489,17.2661870503597,21.1031175059952,5.03597122302158,7.43405275779376,3.11750599520384,0.959232613908873,0.239808153477218
"E00033227",262,13,10,4,8,2,7,6,15,23,45,51,18,28,23,6,3,43.6221374045802,44,4.9618320610687,3.81679389312977,1.52671755725191,3.05343511450382,0.763358778625954,2.67175572519084,2.29007633587786,5.72519083969466,8.77862595419847,17.175572519084,19.4656488549618,6.87022900763359,10.6870229007634,8.77862595419847,2.29007633587786,1.14503816793893
"E00033228",341,14,11,5,21,4,2,5,22,17,51,77,32,45,29,4,2,45.1612903225806,49,4.10557184750733,3.2258064516129,1.46627565982405,6.158357771261,1.17302052785924,0.586510263929619,1.46627565982405,6.45161290322581,4.98533724340176,14.9560117302053,22.5806451612903,9.3841642228739,13.1964809384164,8.50439882697947,1.17302052785924,0.586510263929619
"E00033229",284,8,5,3,10,3,6,2,18,24,49,59,33,49,12,3,0,45.9894366197183,51,2.8169014084507,1.76056338028169,1.05633802816901,3.52112676056338,1.05633802816901,2.11267605633803,0.704225352112676,6.33802816901408,8.45070422535211,17.2535211267606,20.7746478873239,11.6197183098592,17.2535211267606,4.22535211267606,1.05633802816901,0
"E00033230",279,9,2,4,17,6,6,4,19,17,31,76,26,42,19,1,0,45.4408602150538,50,3.2258064516129,0.716845878136201,1.4336917562724,6.09318996415771,2.1505376344086,2.1505376344086,1.4336917562724,6.81003584229391,6.09318996415771,11.1111111111111,27.2401433691756,9.31899641577061,15.0537634408602,6.81003584229391,0.3584229390681,0
"E00033231",203,17,8,4,10,0,5,6,13,18,40,39,15,18,7,0,3,38.0443349753695,38,8.3743842364532,3.94088669950739,1.97044334975369,4.92610837438424,0,2.46305418719212,2.95566502463054,6.40394088669951,8.86699507389163,19.7044334975369,19.2118226600985,7.38916256157635,8.86699507389163,3.44827586206897,0,1.47783251231527
"E00033235",228,8,5,3,20,4,6,7,23,9,44,47,15,20,13,3,1,39.9956140350877,40,3.50877192982456,2.19298245614035,1.31578947368421,8.7719298245614,1.75438596491228,2.63157894736842,3.07017543859649,10.0877192982456,3.94736842105263,19.2982456140351,20.6140350877193,6.57894736842105,8.7719298245614,5.70175438596491,1.31578947368421,0.43859649122807
"E00033237",276,10,7,9,15,5,9,9,15,10,51,47,29,33,24,2,1,43.1231884057971,44,3.6231884057971,2.53623188405797,3.26086956521739,5.43478260869565,1.81159420289855,3.26086956521739,3.26086956521739,5.43478260869565,3.6231884057971,18.4782608695652,17.0289855072464,10.5072463768116,11.9565217391304,8.69565217391304,0.72463768115942,0.36231884057971
"E00033238",463,32,18,4,23,9,20,24,40,26,84,93,22,43,23,2,0,37.3304535637149,38,6.91144708423326,3.88768898488121,0.863930885529158,4.96760259179266,1.9438444924406,4.31965442764579,5.18358531317495,8.63930885529158,5.61555075593953,18.1425485961123,20.0863930885529,4.75161987041037,9.28725701943845,4.96760259179266,0.431965442764579,0
"E00033242",233,9,3,4,11,0,5,6,15,22,32,58,19,26,21,1,1,44.725321888412,49,3.86266094420601,1.28755364806867,1.71673819742489,4.72103004291846,0,2.14592274678112,2.57510729613734,6.43776824034335,9.44206008583691,13.7339055793991,24.8927038626609,8.15450643776824,11.1587982832618,9.01287553648069,0.429184549356223,0.429184549356223
"E00033245",315,13,11,3,15,8,3,8,32,24,52,49,23,46,24,3,1,42.4,42,4.12698412698413,3.49206349206349,0.952380952380952,4.76190476190476,2.53968253968254,0.952380952380952,2.53968253968254,10.1587301587302,7.61904761904762,16.5079365079365,15.5555555555556,7.3015873015873,14.6031746031746,7.61904761904762,0.952380952380952,0.317460317460317
"E00033246",253,10,7,7,13,3,13,4,25,17,47,65,16,16,7,3,0,37.9051383399209,39,3.95256916996047,2.76679841897233,2.76679841897233,5.13833992094862,1.18577075098814,5.13833992094862,1.58102766798419,9.88142292490119,6.71936758893281,18.5770750988142,25.6916996047431,6.32411067193676,6.32411067193676,2.76679841897233,1.18577075098814,0
"E00033247",333,30,14,8,18,5,8,11,25,27,66,62,25,14,15,5,0,36.0960960960961,35,9.00900900900901,4.2042042042042,2.4024024024024,5.40540540540541,1.5015015015015,2.4024024024024,3.3033033033033,7.50750750750751,8.10810810810811,19.8198198198198,18.6186186186186,7.50750750750751,4.2042042042042,4.5045045045045,1.5015015015015,0
"E00033248",294,12,0,1,2,1,2,6,17,18,100,69,17,18,18,7,6,44.9013605442177,43,4.08163265306122,0,0.340136054421769,0.680272108843537,0.340136054421769,0.680272108843537,2.04081632653061,5.78231292517007,6.12244897959184,34.0136054421769,23.469387755102,5.78231292517007,6.12244897959184,6.12244897959184,2.38095238095238,2.04081632653061
"E00033249",285,33,16,10,11,2,13,6,17,27,54,54,10,18,11,1,2,33.9087719298246,31,11.5789473684211,5.6140350877193,3.50877192982456,3.85964912280702,0.701754385964912,4.56140350877193,2.10526315789474,5.96491228070175,9.47368421052632,18.9473684210526,18.9473684210526,3.50877192982456,6.31578947368421,3.85964912280702,0.350877192982456,0.701754385964912
"E00033250",226,17,11,7,12,2,8,5,17,17,45,36,17,18,12,1,1,36.7035398230088,35,7.52212389380531,4.86725663716814,3.09734513274336,5.30973451327434,0.884955752212389,3.53982300884956,2.21238938053097,7.52212389380531,7.52212389380531,19.9115044247788,15.929203539823,7.52212389380531,7.9646017699115,5.30973451327434,0.442477876106195,0.442477876106195
"E00033251",222,30,8,3,12,4,6,2,22,19,47,38,8,13,7,3,0,32.8243243243243,31,13.5135135135135,3.6036036036036,1.35135135135135,5.40540540540541,1.8018018018018,2.7027027027027,0.900900900900901,9.90990990990991,8.55855855855856,21.1711711711712,17.1171171171171,3.6036036036036,5.85585585585586,3.15315315315315,1.35135135135135,0
"E00033252",350,21,11,10,33,5,11,10,21,16,53,55,24,43,25,7,5,40.8971428571429,42,6,3.14285714285714,2.85714285714286,9.42857142857143,1.42857142857143,3.14285714285714,2.85714285714286,6,4.57142857142857,15.1428571428571,15.7142857142857,6.85714285714286,12.2857142857143,7.14285714285714,2,1.42857142857143
"E00033253",240,17,7,7,11,1,2,5,14,33,33,42,13,26,21,7,1,41.4875,38,7.08333333333333,2.91666666666667,2.91666666666667,4.58333333333333,0.416666666666667,0.833333333333333,2.08333333333333,5.83333333333333,13.75,13.75,17.5,5.41666666666667,10.8333333333333,8.75,2.91666666666667,0.416666666666667
"E00033254",358,26,12,5,19,1,14,11,30,24,73,55,28,41,16,2,1,38.5642458100559,39,7.26256983240224,3.35195530726257,1.39664804469274,5.3072625698324,0.279329608938547,3.91061452513966,3.07262569832402,8.37988826815642,6.70391061452514,20.391061452514,15.3631284916201,7.82122905027933,11.4525139664804,4.46927374301676,0.558659217877095,0.279329608938547
"E00033255",267,13,11,3,11,1,4,6,15,8,47,62,29,35,20,2,0,45.1198501872659,51,4.8689138576779,4.11985018726592,1.12359550561798,4.11985018726592,0.374531835205993,1.49812734082397,2.24719101123596,5.61797752808989,2.99625468164794,17.6029962546816,23.2209737827715,10.8614232209738,13.1086142322097,7.49063670411985,0.749063670411985,0
"E00033256",225,18,9,4,10,2,4,5,14,8,33,45,24,27,18,2,2,43.1777777777778,46,8,4,1.77777777777778,4.44444444444444,0.888888888888889,1.77777777777778,2.22222222222222,6.22222222222222,3.55555555555556,14.6666666666667,20,10.6666666666667,12,8,0.888888888888889,0.888888888888889
"E00033257",308,9,5,5,10,3,2,6,16,33,55,78,23,38,22,3,0,44.9935064935065,46,2.92207792207792,1.62337662337662,1.62337662337662,3.24675324675325,0.974025974025974,0.649350649350649,1.94805194805195,5.19480519480519,10.7142857142857,17.8571428571429,25.3246753246753,7.46753246753247,12.3376623376623,7.14285714285714,0.974025974025974,0
"E00033258",329,17,10,3,30,4,11,11,12,19,38,51,27,55,31,6,4,44.3130699088146,48,5.16717325227964,3.03951367781155,0.911854103343465,9.11854103343465,1.21580547112462,3.3434650455927,3.3434650455927,3.64741641337386,5.77507598784195,11.5501519756839,15.5015197568389,8.20668693009119,16.7173252279635,9.42249240121581,1.82370820668693,1.21580547112462
"E00033259",135,9,4,2,6,2,4,2,10,12,32,28,9,11,4,0,0,37.5777777777778,37,6.66666666666667,2.96296296296296,1.48148148148148,4.44444444444444,1.48148148148148,2.96296296296296,1.48148148148148,7.40740740740741,8.88888888888889,23.7037037037037,20.7407407407407,6.66666666666667,8.14814814814815,2.96296296296296,0,0
"E00033260",245,15,11,2,10,2,6,7,19,18,51,44,21,18,18,1,2,39.9632653061225,39,6.12244897959184,4.48979591836735,0.816326530612245,4.08163265306122,0.816326530612245,2.44897959183673,2.85714285714286,7.75510204081633,7.34693877551021,20.8163265306122,17.9591836734694,8.57142857142857,7.34693877551021,7.34693877551021,0.408163265306122,0.816326530612245
"E00033261",247,20,9,3,7,4,10,11,22,18,54,47,17,16,3,2,4,36.5101214574899,35,8.09716599190283,3.64372469635628,1.21457489878543,2.83400809716599,1.61943319838057,4.04858299595142,4.45344129554656,8.90688259109312,7.28744939271255,21.8623481781377,19.0283400809717,6.88259109311741,6.47773279352227,1.21457489878543,0.809716599190283,1.61943319838057
"E00033262",154,15,3,0,4,0,3,4,15,18,38,21,7,20,5,1,0,37.9155844155844,36.5,9.74025974025974,1.94805194805195,0,2.5974025974026,0,1.94805194805195,2.5974025974026,9.74025974025974,11.6883116883117,24.6753246753247,13.6363636363636,4.54545454545455,12.987012987013,3.24675324675325,0.649350649350649,0
"E00033263",145,11,3,0,3,2,7,1,11,14,41,30,8,7,6,0,1,37.4206896551724,34,7.58620689655172,2.06896551724138,0,2.06896551724138,1.37931034482759,4.82758620689655,0.689655172413793,7.58620689655172,9.6551724137931,28.2758620689655,20.6896551724138,5.51724137931035,4.82758620689655,4.13793103448276,0,0.689655172413793
"E00033264",279,15,15,6,19,4,2,3,9,15,46,61,30,31,18,3,2,42.6093189964158,46,5.37634408602151,5.37634408602151,2.1505376344086,6.81003584229391,1.4336917562724,0.716845878136201,1.0752688172043,3.2258064516129,5.37634408602151,16.4874551971326,21.8637992831541,10.752688172043,11.1111111111111,6.45161290322581,1.0752688172043,0.716845878136201
"E00033265",298,13,9,6,15,7,10,11,23,25,39,79,16,12,25,6,2,40.7080536912752,41.5,4.36241610738255,3.02013422818792,2.01342281879195,5.03355704697987,2.3489932885906,3.35570469798658,3.69127516778524,7.71812080536913,8.38926174496644,13.0872483221477,26.510067114094,5.36912751677852,4.02684563758389,8.38926174496644,2.01342281879195,0.671140939597315
"E00033266",314,11,3,4,17,5,11,10,20,19,58,84,15,25,30,2,0,42.7452229299363,44,3.5031847133758,0.955414012738854,1.27388535031847,5.4140127388535,1.59235668789809,3.5031847133758,3.18471337579618,6.36942675159236,6.05095541401274,18.4713375796178,26.7515923566879,4.77707006369427,7.96178343949045,9.55414012738854,0.636942675159236,0
"E00033267",250,17,6,5,13,2,2,6,11,12,55,35,15,21,28,14,8,45.772,43,6.8,2.4,2,5.2,0.8,0.8,2.4,4.4,4.8,22,14,6,8.4,11.2,5.6,3.2
"E00033268",291,12,8,5,8,6,9,9,16,20,42,82,24,23,18,8,1,43.1615120274914,46,4.12371134020619,2.74914089347079,1.71821305841924,2.74914089347079,2.06185567010309,3.09278350515464,3.09278350515464,5.49828178694158,6.87285223367698,14.4329896907216,28.1786941580756,8.24742268041237,7.90378006872852,6.18556701030928,2.74914089347079,0.343642611683849
"E00033269",243,9,3,3,7,0,5,4,8,9,31,43,10,29,53,22,7,55.4444444444444,59,3.7037037037037,1.23456790123457,1.23456790123457,2.88065843621399,0,2.05761316872428,1.64609053497942,3.29218106995885,3.7037037037037,12.7572016460905,17.6954732510288,4.11522633744856,11.9341563786008,21.8106995884774,9.05349794238683,2.88065843621399
"E00033270",345,18,10,7,30,3,15,12,20,11,67,79,24,28,14,6,1,39.1072463768116,41,5.21739130434783,2.89855072463768,2.02898550724638,8.69565217391304,0.869565217391304,4.34782608695652,3.47826086956522,5.79710144927536,3.18840579710145,19.4202898550725,22.8985507246377,6.95652173913043,8.11594202898551,4.05797101449275,1.73913043478261,0.289855072463768
"E00033271",395,14,17,15,24,7,14,14,27,21,66,102,24,27,19,3,1,38.5696202531646,41,3.54430379746835,4.30379746835443,3.79746835443038,6.07594936708861,1.77215189873418,3.54430379746835,3.54430379746835,6.83544303797468,5.31645569620253,16.7088607594937,25.8227848101266,6.07594936708861,6.83544303797468,4.81012658227848,0.759493670886076,0.253164556962025
"E00033272",301,12,7,4,19,8,5,8,22,12,56,67,18,32,25,5,1,42.687707641196,44,3.98671096345515,2.32558139534884,1.32890365448505,6.31229235880399,2.6578073089701,1.66112956810631,2.6578073089701,7.30897009966777,3.98671096345515,18.6046511627907,22.2591362126246,5.98006644518272,10.6312292358804,8.30564784053156,1.66112956810631,0.332225913621262
"E00033274",259,18,13,4,14,4,10,8,16,10,53,65,11,15,15,1,2,37.9305019305019,40,6.94980694980695,5.01930501930502,1.54440154440154,5.40540540540541,1.54440154440154,3.86100386100386,3.08880308880309,6.17760617760618,3.86100386100386,20.4633204633205,25.0965250965251,4.24710424710425,5.79150579150579,5.79150579150579,0.386100386100386,0.772200772200772
"E00033275",286,10,5,6,16,4,10,8,12,16,40,59,18,36,30,10,6,46.9755244755245,49,3.4965034965035,1.74825174825175,2.0979020979021,5.59440559440559,1.3986013986014,3.4965034965035,2.7972027972028,4.1958041958042,5.59440559440559,13.986013986014,20.6293706293706,6.29370629370629,12.5874125874126,10.4895104895105,3.4965034965035,2.0979020979021
"E00033276",225,14,7,4,12,4,5,4,12,26,65,42,9,15,6,0,0,35.7822222222222,36,6.22222222222222,3.11111111111111,1.77777777777778,5.33333333333333,1.77777777777778,2.22222222222222,1.77777777777778,5.33333333333333,11.5555555555556,28.8888888888889,18.6666666666667,4,6.66666666666667,2.66666666666667,0,0
"E00033277",224,12,5,8,18,4,7,3,7,15,43,42,13,23,19,4,1,41.0178571428571,42,5.35714285714286,2.23214285714286,3.57142857142857,8.03571428571429,1.78571428571429,3.125,1.33928571428571,3.125,6.69642857142857,19.1964285714286,18.75,5.80357142857143,10.2678571428571,8.48214285714286,1.78571428571429,0.446428571428571
"E00033278",225,14,8,9,13,1,6,5,8,17,41,53,14,16,17,2,1,40.1422222222222,41,6.22222222222222,3.55555555555556,4,5.77777777777778,0.444444444444444,2.66666666666667,2.22222222222222,3.55555555555556,7.55555555555556,18.2222222222222,23.5555555555556,6.22222222222222,7.11111111111111,7.55555555555556,0.888888888888889,0.444444444444444
"E00033279",276,25,9,6,20,1,5,5,14,20,55,66,13,23,11,2,1,37.981884057971,40,9.05797101449275,3.26086956521739,2.17391304347826,7.2463768115942,0.36231884057971,1.81159420289855,1.81159420289855,5.07246376811594,7.2463768115942,19.9275362318841,23.9130434782609,4.71014492753623,8.33333333333333,3.98550724637681,0.72463768115942,0.36231884057971
"E00033281",307,30,8,6,16,2,12,8,16,28,74,53,15,23,13,3,0,36.1563517915309,34,9.77198697068404,2.60586319218241,1.95439739413681,5.21172638436482,0.651465798045603,3.90879478827362,2.60586319218241,5.21172638436482,9.12052117263844,24.1042345276873,17.2638436482085,4.88599348534202,7.49185667752443,4.23452768729642,0.977198697068404,0
"E00033282",303,18,8,5,18,4,4,5,18,22,54,69,15,28,25,7,3,42.1947194719472,43,5.94059405940594,2.64026402640264,1.65016501650165,5.94059405940594,1.32013201320132,1.32013201320132,1.65016501650165,5.94059405940594,7.26072607260726,17.8217821782178,22.7722772277228,4.95049504950495,9.24092409240924,8.25082508250825,2.31023102310231,0.99009900990099
"E00033283",276,4,9,5,14,2,10,11,15,15,55,46,21,32,31,5,1,44.8405797101449,44,1.44927536231884,3.26086956521739,1.81159420289855,5.07246376811594,0.72463768115942,3.6231884057971,3.98550724637681,5.43478260869565,5.43478260869565,19.9275362318841,16.6666666666667,7.60869565217391,11.5942028985507,11.231884057971,1.81159420289855,0.36231884057971
"E00033284",251,15,4,4,5,2,4,8,26,31,70,48,9,14,6,4,1,37.0278884462151,35,5.97609561752988,1.59362549800797,1.59362549800797,1.99203187250996,0.796812749003984,1.59362549800797,3.18725099601594,10.3585657370518,12.3505976095618,27.8884462151394,19.1235059760956,3.58565737051793,5.57768924302789,2.39043824701195,1.59362549800797,0.398406374501992
"E00033285",300,16,12,12,14,4,8,9,11,15,65,60,15,35,17,6,1,40.7066666666667,41,5.33333333333333,4,4,4.66666666666667,1.33333333333333,2.66666666666667,3,3.66666666666667,5,21.6666666666667,20,5,11.6666666666667,5.66666666666667,2,0.333333333333333
"E00033286",218,5,6,5,7,3,4,4,12,16,23,35,13,23,40,10,12,52.1284403669725,54.5,2.29357798165138,2.75229357798165,2.29357798165138,3.21100917431193,1.37614678899083,1.8348623853211,1.8348623853211,5.5045871559633,7.3394495412844,10.5504587155963,16.0550458715596,5.96330275229358,10.5504587155963,18.348623853211,4.58715596330275,5.5045871559633
"E00033287",306,25,16,9,22,4,12,4,19,28,68,48,19,23,7,2,0,34.0653594771242,32,8.16993464052288,5.22875816993464,2.94117647058824,7.18954248366013,1.30718954248366,3.92156862745098,1.30718954248366,6.20915032679739,9.15032679738562,22.2222222222222,15.6862745098039,6.20915032679739,7.51633986928105,2.28758169934641,0.65359477124183,0
"E00033288",321,25,10,6,20,6,11,9,29,19,72,65,19,13,14,2,1,35.4890965732087,34,7.78816199376947,3.11526479750779,1.86915887850467,6.23052959501558,1.86915887850467,3.42679127725857,2.80373831775701,9.03426791277258,5.9190031152648,22.4299065420561,20.2492211838006,5.9190031152648,4.04984423676012,4.3613707165109,0.623052959501558,0.311526479750779
"E00033289",229,6,4,6,6,6,8,10,16,15,35,77,10,16,14,0,0,41.5589519650655,45,2.62008733624454,1.74672489082969,2.62008733624454,2.62008733624454,2.62008733624454,3.49344978165939,4.36681222707424,6.98689956331878,6.55021834061135,15.2838427947598,33.6244541484716,4.36681222707424,6.98689956331878,6.11353711790393,0,0
"E00033290",368,13,10,8,20,7,5,8,18,11,59,75,21,25,37,29,22,49.2690217391304,50,3.53260869565217,2.71739130434783,2.17391304347826,5.43478260869565,1.90217391304348,1.35869565217391,2.17391304347826,4.89130434782609,2.98913043478261,16.0326086956522,20.3804347826087,5.70652173913043,6.79347826086956,10.054347826087,7.8804347826087,5.97826086956522
"E00033291",498,46,22,12,42,12,11,17,18,38,135,87,17,26,13,1,1,32.8674698795181,33,9.23694779116466,4.41767068273092,2.40963855421687,8.43373493975904,2.40963855421687,2.20883534136546,3.4136546184739,3.6144578313253,7.63052208835341,27.1084337349398,17.4698795180723,3.4136546184739,5.22088353413655,2.61044176706827,0.200803212851406,0.200803212851406
"E00033292",203,6,4,4,13,0,2,2,13,9,42,60,17,21,10,0,0,43.4433497536946,46,2.95566502463054,1.97044334975369,1.97044334975369,6.40394088669951,0,0.985221674876847,0.985221674876847,6.40394088669951,4.43349753694581,20.6896551724138,29.5566502463054,8.3743842364532,10.3448275862069,4.92610837438424,0,0
"E00033293",319,18,15,2,25,4,12,10,13,25,59,56,18,28,23,9,2,40.1222570532915,38,5.64263322884013,4.70219435736677,0.626959247648903,7.83699059561129,1.25391849529781,3.76175548589342,3.13479623824451,4.07523510971787,7.83699059561129,18.4952978056426,17.5548589341693,5.64263322884013,8.77742946708464,7.21003134796238,2.82131661442006,0.626959247648903
"E00033294",232,11,10,2,14,1,4,6,17,22,53,48,10,14,15,5,0,38.8448275862069,37,4.74137931034483,4.31034482758621,0.862068965517241,6.03448275862069,0.431034482758621,1.72413793103448,2.58620689655172,7.32758620689655,9.48275862068965,22.8448275862069,20.6896551724138,4.31034482758621,6.03448275862069,6.46551724137931,2.1551724137931,0
"E00033295",283,12,8,12,25,3,9,9,23,11,45,61,15,25,18,7,0,39.452296819788,40,4.24028268551237,2.82685512367491,4.24028268551237,8.8339222614841,1.06007067137809,3.18021201413428,3.18021201413428,8.12720848056537,3.886925795053,15.9010600706714,21.5547703180212,5.30035335689046,8.8339222614841,6.36042402826855,2.47349823321555,0
