"GeographyCode","QS406EW0001","QS406EW0002","QS406EW0003","QS406EW0004","QS406EW0005","QS406EW0006","QS406EW0007","QS406EW0008","QS406EW0009"
"E00034253",168,57,49,23,30,6,1,2,0
"E00034254",144,50,46,24,14,7,3,0,0
"E00034255",136,36,46,25,18,6,3,2,0
"E00034256",139,38,43,28,23,6,1,0,0
"E00034257",150,70,38,25,10,5,2,0,0
"E00034258",133,35,44,23,13,12,6,0,0
"E00034259",131,45,30,29,16,7,3,1,0
"E00034260",117,45,33,16,14,5,3,0,1
"E00034261",108,22,34,26,12,10,3,1,0
"E00034262",121,41,23,29,20,7,1,0,0
"E00034263",122,69,23,11,14,4,1,0,0
"E00034264",140,47,45,27,15,2,1,3,0
"E00034265",238,68,83,46,32,5,4,0,0
"E00034266",140,56,40,18,15,6,4,1,0
"E00034267",99,22,29,15,23,8,2,0,0
"E00034268",207,85,57,20,30,11,1,2,1
"E00034269",109,60,27,5,11,5,1,0,0
"E00034270",145,68,25,19,15,10,2,5,1
"E00034271",118,25,44,22,17,6,4,0,0
"E00034272",168,101,21,23,18,4,0,1,0
"E00034273",95,65,15,7,5,1,0,1,1
"E00034274",124,81,18,13,7,2,3,0,0
"E00034275",117,25,44,23,15,7,3,0,0
"E00034276",127,35,44,18,18,11,1,0,0
"E00034277",104,27,35,22,16,4,0,0,0
"E00034278",127,38,35,24,14,7,6,2,1
"E00034279",189,133,32,9,9,1,3,1,1
"E00034280",122,107,12,3,0,0,0,0,0
"E00034281",109,83,10,8,5,1,0,0,2
"E00034282",180,68,45,34,22,7,2,1,1
"E00034283",157,53,42,31,20,6,5,0,0
"E00034284",123,59,26,11,12,12,1,2,0
"E00034285",141,59,34,21,14,11,2,0,0
"E00034286",121,27,37,22,21,11,2,1,0
"E00034287",116,37,32,22,16,8,0,0,1
"E00034288",128,36,43,27,12,9,0,0,1
"E00034289",109,35,43,20,10,1,0,0,0
"E00034290",115,29,32,27,17,6,3,1,0
"E00034291",100,39,27,18,9,4,3,0,0
"E00034292",112,30,42,15,19,3,3,0,0
"E00034293",136,54,55,13,8,5,0,1,0
"E00034294",234,74,58,48,41,11,1,0,1
"E00034295",103,41,26,20,7,7,2,0,0
"E00034296",136,41,50,14,20,10,0,0,1
"E00034297",129,60,25,17,15,9,2,1,0
"E00034298",148,51,48,26,18,4,1,0,0
"E00034299",120,51,31,20,14,2,1,0,1
"E00034300",105,43,25,15,11,8,0,2,1
"E00034301",136,72,31,11,11,11,0,0,0
"E00034302",117,34,39,17,16,5,5,1,0
"E00034303",138,69,41,13,10,3,1,0,1
"E00034304",133,77,25,13,9,1,5,2,1
"E00034305",132,57,38,17,15,3,2,0,0
"E00034306",140,58,39,13,17,7,5,1,0
"E00034307",120,68,20,11,10,7,3,1,0
"E00034308",151,46,42,39,16,6,2,0,0
"E00034309",120,48,34,17,13,2,3,1,2
"E00034310",149,64,33,20,19,7,6,0,0
"E00034311",132,53,35,18,17,5,1,2,1
"E00034312",144,55,46,22,16,5,0,0,0
"E00034313",140,52,30,26,20,10,2,0,0
"E00034314",119,47,32,17,18,5,0,0,0
"E00034315",168,125,32,8,0,3,0,0,0
"E00034316",111,37,29,26,15,2,1,1,0
"E00034317",185,81,51,24,16,8,4,0,1
"E00034318",106,20,35,24,16,10,0,0,1
"E00034319",161,82,43,17,9,7,2,0,1
"E00034320",94,51,16,17,6,2,2,0,0
"E00034321",47,14,18,7,5,1,1,1,0
"E00034322",127,48,36,20,13,5,4,1,0
"E00034323",142,59,36,27,15,4,1,0,0
"E00034324",128,40,43,22,14,7,1,1,0
"E00034325",126,53,37,13,16,7,0,0,0
"E00034326",119,40,44,21,9,3,1,0,1
"E00034327",108,27,31,25,19,4,2,0,0
"E00034328",125,31,30,26,26,9,3,0,0
"E00034329",112,41,32,24,10,3,2,0,0
"E00034330",103,34,35,17,12,3,1,1,0
"E00034331",116,34,41,21,10,8,2,0,0
"E00034332",146,48,46,27,22,3,0,0,0
"E00034333",138,53,39,25,14,4,3,0,0
"E00034334",140,96,28,10,5,1,0,0,0
"E00034335",95,26,25,15,19,6,3,0,1
"E00034336",106,35,40,18,8,3,2,0,0
"E00034337",140,27,52,33,22,4,2,0,0
"E00034338",107,20,38,26,18,4,1,0,0
"E00034339",120,26,47,17,19,11,0,0,0
"E00034340",93,20,33,19,18,3,0,0,0
"E00034341",136,37,39,26,24,7,3,0,0
"E00034342",94,21,36,21,13,2,1,0,0
"E00034343",103,23,37,15,25,2,1,0,0
"E00034344",105,20,28,32,21,3,1,0,0
"E00034345",83,13,26,17,20,6,1,0,0
"E00034346",76,52,18,3,2,0,1,0,0
"E00034347",122,61,34,13,8,6,0,0,0
"E00034348",111,33,44,21,6,5,1,1,0
"E00034349",119,32,48,24,9,5,1,0,0
"E00034350",139,77,31,19,6,4,2,0,0
"E00034351",179,93,44,25,11,4,2,0,0
"E00034352",114,31,40,24,13,4,1,1,0
"E00034353",121,47,30,22,13,4,4,0,1
"E00034354",150,84,39,14,11,2,0,0,0
"E00034355",172,93,37,23,11,6,2,0,0
"E00034356",78,43,21,7,5,2,0,0,0
"E00034358",173,74,52,19,15,12,0,1,0
"E00034359",111,42,31,16,14,5,2,0,1
"E00034360",80,37,20,9,10,2,2,0,0
"E00034361",101,41,37,12,9,1,1,0,0
"E00034362",127,80,33,10,3,0,1,0,0
"E00034363",129,54,40,22,8,1,2,2,0
"E00034364",124,66,34,16,6,2,0,0,0
"E00034365",152,67,42,26,11,3,1,2,0
"E00034366",179,89,45,26,11,5,2,1,0
"E00034368",136,56,45,22,9,2,1,1,0
"E00034369",125,49,42,20,10,2,2,0,0
"E00034371",119,44,40,22,11,1,0,1,0
"E00034372",117,35,37,25,14,3,2,1,0
"E00034373",122,82,23,4,4,7,1,1,0
"E00034374",121,41,38,27,8,7,0,0,0
"E00034375",159,26,50,39,39,5,0,0,0
"E00034376",132,37,32,28,23,9,2,1,0
"E00034377",127,31,37,30,21,5,3,0,0
"E00034378",130,32,41,28,22,5,1,1,0
"E00034379",161,65,43,26,18,7,2,0,0
"E00034380",128,23,43,32,22,6,2,0,0
"E00034381",222,56,74,33,40,13,3,0,3
"E00034382",163,59,47,35,11,10,1,0,0
"E00034383",158,32,33,38,29,19,5,2,0
"E00034384",127,36,40,15,18,12,5,1,0
"E00034386",203,115,37,19,17,10,2,1,2
"E00034387",153,100,33,11,5,3,1,0,0
"E00034388",137,60,48,17,7,3,2,0,0
"E00034389",93,30,36,10,11,4,2,0,0
"E00034390",143,40,43,23,24,6,7,0,0
"E00034391",153,38,44,38,22,8,2,1,0
"E00034392",124,24,39,28,18,13,1,1,0
"E00034393",111,30,36,26,15,4,0,0,0
"E00034394",127,38,43,22,21,2,1,0,0
"E00034395",119,48,39,17,12,2,0,1,0
"E00034396",136,47,32,38,14,4,1,0,0
"E00034397",134,43,38,22,20,9,2,0,0
"E00034398",139,59,41,19,13,4,2,1,0
"E00034399",161,68,48,22,12,8,3,0,0
"E00034400",138,66,36,19,9,7,1,0,0
"E00034401",167,83,26,19,27,7,4,0,1
"E00034402",129,52,35,18,14,7,3,0,0
"E00034403",145,64,34,20,23,2,2,0,0
"E00034404",126,43,30,25,22,5,1,0,0
"E00034405",148,40,48,33,21,6,0,0,0
"E00034406",151,61,32,27,19,5,6,1,0
"E00034409",156,46,45,26,26,9,3,1,0
"E00034410",130,35,43,25,15,9,2,1,0
"E00034412",176,98,36,13,17,9,2,1,0
"E00034413",117,29,48,23,14,2,0,1,0
"E00034414",110,23,35,24,21,6,1,0,0
"E00034415",176,89,44,24,10,7,1,0,1
"E00034416",138,28,45,33,14,16,2,0,0
"E00034417",122,35,39,24,16,6,2,0,0
"E00034418",158,25,48,36,36,10,3,0,0
"E00034419",113,38,35,27,9,3,1,0,0
"E00034420",106,35,36,18,8,8,0,1,0
"E00034421",132,48,36,26,15,4,2,0,1
"E00034422",138,51,41,27,12,4,2,1,0
"E00034424",118,39,46,18,11,4,0,0,0
"E00034425",147,59,41,25,17,4,1,0,0
"E00034426",220,109,55,32,17,7,0,0,0
"E00034427",141,80,39,14,5,3,0,0,0
"E00034428",148,40,49,37,16,4,2,0,0
"E00034429",146,75,36,19,12,4,0,0,0
"E00034430",150,66,44,28,9,2,1,0,0
"E00034431",108,34,36,18,15,3,2,0,0
"E00034432",164,57,45,28,23,8,2,0,1
"E00034433",123,29,54,21,11,6,1,1,0
"E00034434",145,24,55,29,24,10,2,0,1
"E00034435",138,37,55,18,17,10,1,0,0
"E00034436",152,67,49,12,18,6,0,0,0
"E00034437",172,70,52,26,18,4,1,0,1
"E00034438",117,42,41,18,9,4,2,0,1
"E00034439",137,60,38,20,12,7,0,0,0
"E00034440",135,52,34,27,15,6,1,0,0
"E00034441",122,29,41,20,25,3,3,0,1
"E00034442",142,59,46,21,8,8,0,0,0
"E00034443",132,46,48,18,15,5,0,0,0
"E00034444",128,34,56,20,17,1,0,0,0
"E00034445",120,32,49,18,14,5,2,0,0
"E00034446",186,63,56,29,23,12,3,0,0
"E00034447",111,18,16,26,30,19,1,0,1
"E00034448",112,25,49,19,17,2,0,0,0
"E00034449",93,42,34,10,4,3,0,0,0
"E00034451",150,80,37,26,5,2,0,0,0
"E00034453",143,76,40,16,8,0,2,1,0
"E00034454",218,163,52,3,0,0,0,0,0
"E00034455",99,25,30,22,19,2,1,0,0
"E00034456",96,17,35,21,15,6,2,0,0
"E00034457",100,22,45,14,13,4,2,0,0
"E00034458",101,38,34,13,12,4,0,0,0
"E00034459",127,36,47,18,18,6,1,1,0
"E00034460",109,38,56,8,4,3,0,0,0
"E00034461",110,77,23,3,4,2,0,1,0
"E00034462",110,33,45,14,12,6,0,0,0
"E00034463",89,17,31,15,17,6,3,0,0
"E00034464",119,31,55,20,9,4,0,0,0
"E00034465",112,28,43,18,15,7,1,0,0
"E00034466",132,41,52,20,13,5,1,0,0
"E00034467",111,19,38,23,22,7,2,0,0
"E00034468",121,32,45,15,22,6,1,0,0
"E00034469",98,10,29,28,23,5,3,0,0
"E00034470",124,18,53,19,20,12,2,0,0
"E00034471",128,37,46,27,13,2,0,3,0
"E00034472",162,70,48,28,11,4,1,0,0
"E00034473",134,35,52,23,15,6,3,0,0
"E00034474",202,109,60,19,10,4,0,0,0
"E00034475",130,61,34,21,6,5,3,0,0
"E00034476",137,63,45,14,9,6,0,0,0
"E00034477",136,37,44,20,25,9,1,0,0
"E00034478",202,124,46,15,11,5,1,0,0
"E00034479",132,33,48,20,23,6,2,0,0
"E00034480",153,107,39,5,2,0,0,0,0
"E00034481",137,80,29,14,9,5,0,0,0
"E00034482",130,95,24,8,2,1,0,0,0
"E00034483",141,66,36,16,16,6,0,0,1
"E00034484",149,74,37,23,14,0,1,0,0
"E00034485",127,38,45,18,18,5,2,1,0
"E00165671",173,64,48,32,21,7,1,0,0
"E00165713",52,13,16,8,9,4,2,0,0
"E00165714",53,11,16,10,11,3,0,2,0
"E00165715",199,72,85,22,14,6,0,0,0
"E00165716",161,70,54,25,7,2,2,1,0
"E00165717",76,31,30,7,6,1,0,1,0
"E00165718",175,56,63,21,25,7,3,0,0
"E00165719",133,90,18,9,10,1,5,0,0
"E00165720",128,32,49,21,14,9,3,0,0
"E00165721",54,10,20,9,9,4,2,0,0
"E00165722",167,71,52,26,13,3,2,0,0
"E00165723",85,24,14,22,18,5,2,0,0
"E00165724",166,50,66,29,14,6,1,0,0
"E00165725",75,21,30,7,10,6,1,0,0
"E00165726",210,79,66,28,23,12,1,1,0
"E00165727",85,34,27,13,8,3,0,0,0
"E00165729",143,43,62,21,13,3,1,0,0
"E00165730",176,39,48,37,35,11,4,1,1
"E00165731",108,21,48,20,14,3,2,0,0
"E00165758",66,13,24,16,7,6,0,0,0
"E00165759",93,30,29,18,10,4,1,1,0
"E00165760",137,100,29,3,3,2,0,0,0
"E00165762",163,54,60,17,22,9,1,0,0
"E00165763",119,46,40,19,12,1,1,0,0
"E00176596",136,70,44,14,6,1,1,0,0
"E00176597",136,57,37,14,19,7,2,0,0
"E00176598",93,17,27,28,16,3,1,1,0
"E00176599",90,33,22,15,15,4,1,0,0
"E00176600",112,49,39,12,12,0,0,0,0
"E00176601",138,24,29,28,41,14,1,1,0
"E00176602",77,46,21,6,3,1,0,0,0
"E00176603",113,58,47,6,1,1,0,0,0
"E00176604",99,54,41,1,3,0,0,0,0
"E00176605",124,57,58,9,0,0,0,0,0
"E00176606",118,64,46,6,2,0,0,0,0
"E00176607",104,34,63,5,2,0,0,0,0
"E00176608",135,71,58,4,1,1,0,0,0
"E00176609",144,61,29,27,13,7,7,0,0
"E00176610",176,106,39,11,15,1,3,1,0
"E00176611",52,6,9,9,10,9,5,3,1
"E00176612",108,27,23,14,18,18,5,2,1
"E00176613",93,24,32,14,12,4,6,0,1
"E00176614",136,29,24,7,10,15,24,20,7
"E00176615",222,185,19,7,8,3,0,0,0
"E00176616",108,71,31,3,2,1,0,0,0
"E00176617",817,788,20,6,1,2,0,0,0
"E00176618",89,32,32,14,5,5,0,1,0
"E00176619",128,64,40,9,8,3,3,0,1
"E00176620",134,69,36,12,8,5,2,0,2
"E00176621",88,49,27,8,4,0,0,0,0
"E00176622",102,50,38,9,5,0,0,0,0
"E00176623",63,29,25,5,4,0,0,0,0
"E00176624",109,63,25,10,5,2,4,0,0
"E00176625",114,70,39,3,2,0,0,0,0
"E00176626",156,95,53,5,3,0,0,0,0
"E00176627",112,57,37,10,5,2,0,1,0
"E00176628",121,51,60,8,2,0,0,0,0
"E00176629",125,70,42,7,6,0,0,0,0
"E00176630",130,38,45,21,17,7,2,0,0
"E00176631",85,20,33,12,14,3,3,0,0
"E00176632",95,23,20,27,18,5,2,0,0
"E00176633",80,28,29,15,6,2,0,0,0
"E00176634",326,276,36,3,3,4,1,0,3
"E00176635",127,62,51,6,6,1,0,1,0
"E00176636",123,86,34,2,1,0,0,0,0
"E00176637",92,71,17,1,0,2,1,0,0
"E00176638",138,83,41,14,0,0,0,0,0
"E00176639",82,64,11,3,0,2,1,1,0
"E00176640",175,73,43,30,23,3,2,0,1
"E00176641",79,56,14,5,2,0,2,0,0
"E00176642",180,97,65,16,2,0,0,0,0
"E00176643",130,75,44,11,0,0,0,0,0
"E00176644",115,57,43,10,4,1,0,0,0
"E00176645",116,69,36,10,0,1,0,0,0
"E00176646",117,72,42,1,1,1,0,0,0
"E00176647",129,64,54,8,3,0,0,0,0
"E00176648",190,60,54,24,36,10,5,1,0
"E00176649",115,69,25,11,5,2,3,0,0
"E00176650",124,63,48,11,2,0,0,0,0
"E00176651",108,32,31,27,13,5,0,0,0
"E00176652",136,86,36,6,5,1,2,0,0
"E00176653",243,96,112,32,2,1,0,0,0
"E00176654",125,77,33,9,5,1,0,0,0
"E00176655",117,70,26,14,6,1,0,0,0
"E00176656",135,85,40,7,3,0,0,0,0
"E00176657",138,85,48,4,1,0,0,0,0
"E00176658",125,68,41,7,4,1,1,3,0
"E00176659",117,75,41,0,1,0,0,0,0
"E00176660",110,59,43,8,0,0,0,0,0
"E00176661",61,16,10,6,9,6,10,2,2
"E00176662",122,36,21,27,23,12,2,0,1
"E00176663",138,59,36,23,10,7,3,0,0
"E00176664",92,35,20,19,10,4,4,0,0
"E00176665",211,91,68,20,14,9,7,2,0
"E00176666",90,39,33,12,4,1,0,1,0
"E00176667",188,88,73,13,12,1,1,0,0
"E00176668",208,69,69,24,33,10,3,0,0
"E00176669",111,51,37,7,10,5,0,1,0
"E00176670",149,66,53,16,9,3,1,1,0
"E00176671",159,63,52,23,14,7,0,0,0
"E00176672",92,47,33,11,1,0,0,0,0
"E00176673",115,63,34,9,9,0,0,0,0
"E00176674",116,54,49,10,2,1,0,0,0
"E00176675",248,152,83,8,5,0,0,0,0
"E00176676",117,74,32,8,3,0,0,0,0
"E00176677",127,30,52,20,15,7,2,0,1
"E00176678",126,36,41,19,20,8,1,1,0
"E00176679",160,100,54,5,1,0,0,0,0
"E00176680",171,101,63,5,2,0,0,0,0
"E00176681",119,64,42,11,1,1,0,0,0
"E00176682",132,90,39,3,0,0,0,0,0
"E00176683",119,63,51,5,0,0,0,0,0
"E00176684",134,59,59,11,4,1,0,0,0
"E00176685",116,40,34,26,11,3,2,0,0
"E00176686",127,85,35,3,2,1,1,0,0
"E00176687",135,74,45,5,2,2,6,1,0
"E00176688",138,84,16,6,15,12,4,1,0
"E00176689",60,31,12,6,5,2,2,0,2
"E00176690",100,57,30,6,5,0,1,1,0
"E00176691",91,37,28,8,6,6,2,3,1
"E00176692",132,63,52,10,1,3,0,0,3
"E00176693",84,39,39,4,1,1,0,0,0
"E00176694",121,83,30,5,2,1,0,0,0
"E00176695",108,69,20,7,8,2,2,0,0
"E00176696",177,49,44,41,26,11,3,3,0
"E00176697",128,51,27,17,23,4,2,4,0
"E00176698",45,31,13,1,0,0,0,0,0
"E00176699",126,74,25,18,7,1,0,0,1
"E00176700",117,61,45,8,2,0,1,0,0
"E00176701",146,74,51,15,5,1,0,0,0
"E00176702",77,19,16,9,8,9,8,8,0
"E00176703",112,21,46,32,12,1,0,0,0
"E00176704",107,48,30,15,10,3,1,0,0
"E00176705",79,45,30,4,0,0,0,0,0
"E00176706",131,32,41,25,25,7,1,0,0
"E00176707",108,43,25,10,14,10,2,4,0
"E00176708",89,37,25,10,8,5,3,0,1
"E00176709",158,120,23,10,4,1,0,0,0
"E00176710",152,102,28,8,9,3,2,0,0
"E00176711",121,41,33,17,4,8,8,9,1
"E00176712",58,41,10,6,1,0,0,0,0
"E00176713",48,25,10,6,6,1,0,0,0
"E00176714",88,49,21,10,7,1,0,0,0
"E00176715",83,62,15,3,2,0,1,0,0
"E00176716",108,57,39,7,5,0,0,0,0
"E00176717",92,58,22,4,3,5,0,0,0
"E00176718",93,29,26,12,7,10,1,5,3
"E00176719",122,60,48,11,2,1,0,0,0
"E00176720",122,44,42,12,18,6,0,0,0
"E00176721",126,63,31,20,8,3,1,0,0
"E00176722",118,22,42,27,19,5,2,1,0
"E00176723",110,26,34,25,22,3,0,0,0
"E00176724",81,32,39,7,3,0,0,0,0
"E00176725",111,68,29,9,4,1,0,0,0
"E00176726",130,55,14,15,29,13,3,0,1
"E00176727",151,58,43,27,14,5,2,2,0
"E00176728",84,38,23,15,5,1,2,0,0
"E00176729",108,28,30,22,23,4,1,0,0
"E00176730",89,43,33,10,0,3,0,0,0
"E00176731",73,43,11,7,7,5,0,0,0
"E00176732",145,43,36,31,23,11,1,0,0
"E00176733",127,89,24,3,3,4,4,0,0
"E00176734",62,23,33,4,2,0,0,0,0
"E00176735",127,70,48,6,2,1,0,0,0
"E00176736",123,46,68,6,2,0,0,1,0
"E00176737",114,53,51,10,0,0,0,0,0
"E00176738",62,36,11,8,6,1,0,0,0
"E00176739",124,42,76,5,1,0,0,0,0
"E00176740",118,86,27,4,1,0,0,0,0
"E00176741",116,55,35,13,6,5,2,0,0
"E00176742",103,44,35,10,9,5,0,0,0
"E00176743",113,38,44,23,6,1,1,0,0
"E00176744",54,13,14,10,8,2,5,1,1
"E00176745",111,33,36,19,15,5,3,0,0
"E00176746",330,198,76,33,10,9,1,2,1
"E00176747",52,14,16,7,8,4,2,1,0
"E00176748",113,49,50,14,0,0,0,0,0
"E00176749",157,83,60,12,2,0,0,0,0
"E00176750",119,54,25,26,10,3,1,0,0
"E00176751",119,52,42,13,9,3,0,0,0
"E00176752",151,71,48,18,11,3,0,0,0
"E00176753",95,31,24,19,12,7,2,0,0
"E00176754",148,95,30,12,6,1,4,0,0
"E00176755",135,61,35,18,14,5,1,0,1
"E00176756",136,73,56,7,0,0,0,0,0
"E00176757",135,83,40,11,1,0,0,0,0
"E00176758",55,32,13,4,2,0,3,0,1
"E00176759",104,32,30,21,15,3,3,0,0
"E00176760",78,27,24,14,6,6,1,0,0
"E00176761",102,32,31,23,13,3,0,0,0
"E00176762",94,35,22,19,12,3,3,0,0
"E00176763",40,7,9,12,10,2,0,0,0
"E00176764",116,38,41,19,11,6,1,0,0
"E00176765",108,40,37,15,10,5,1,0,0
"E00176766",118,70,42,5,1,0,0,0,0
"E00176767",94,29,32,18,12,2,1,0,0
"E00176768",179,79,58,14,18,7,3,0,0
"E00176769",111,63,45,3,0,0,0,0,0
"E00176770",57,12,19,6,13,6,1,0,0
"E00176771",44,8,10,10,14,2,0,0,0
"E00176772",98,20,37,17,17,3,4,0,0
"E00176773",107,68,23,10,5,1,0,0,0
"E00176774",53,25,15,7,4,2,0,0,0
