"GeographyCode","QS606EW0001","QS606EW0002","QS606EW0003","QS606EW0004","QS606EW0005","QS606EW0006","QS606EW0007","QS606EW0008","QS606EW0009","QS606EW0010","QS606EW0011","QS606EW0012","QS606EW0013","QS606EW0014","QS606EW0015","QS606EW0016","QS606EW0017","QS606EW0018","QS606EW0019","QS606EW0020","QS606EW0021","QS606EW0022","QS606EW0023","QS606EW0024","QS606EW0025","QS606EW0026","QS606EW0027","QS606EW0028","QS606EW0029","QS606EW0030","QS606EW0031","QS606EW0032","QS606EW0033","QS606EW0034","QS606EW0035","QS606EW0036","QS606EW0037","QS606EW0038","QS606EW0039","QS606EW0040","QS606EW0041","QS606EW0042","QS606EW0043","QS606EW0044","QS606EW0045","QS606EW0046","QS606EW0047","QS606EW0048","QS606EW0049","QS606EW0050","QS606EW0051","QS606EW0052","QS606EW0053","QS606EW0054","QS606EW0055","QS606EW0056","QS606EW0057","QS606EW0058","QS606EW0059","QS606EW0060","QS606EW0061","QS606EW0062","QS606EW0063","QS606EW0064","QS606EW0065","QS606EW0066","QS606EW0067","QS606EW0068","QS606EW0069","QS606EW0070","QS606EW0071","QS606EW0072","QS606EW0073","QS606EW0074","QS606EW0075","QS606EW0076","QS606EW0077","QS606EW0078","QS606EW0079","QS606EW0080","QS606EW0081","QS606EW0082","QS606EW0083","QS606EW0084","QS606EW0085","QS606EW0086","QS606EW0087","QS606EW0088","QS606EW0089","QS606EW0090","QS606EW0091","QS606EW0092","QS606EW0093","QS606EW0094","QS606EW0095","QS606EW0096","QS606EW0097","QS606EW0098","QS606EW0099","QS606EW0100","QS606EW0101","QS606EW0102","QS606EW0103","QS606EW0104","QS606EW0105","QS606EW0106","QS606EW0107","QS606EW0108","QS606EW0109","QS606EW0110","QS606EW0111","QS606EW0112","QS606EW0113","QS606EW0114","QS606EW0115","QS606EW0116","QS606EW0117","QS606EW0118","QS606EW0119","QS606EW0120","QS606EW0121","QS606EW0122","QS606EW0123","QS606EW0124","QS606EW0125"
"E00033277",73,3,1,0,0,0,0,0,0,0,1,2,0,0,0,2,5,3,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,1,1,1,1,0,0,5,0,0,0,1,0,4,8,7,1,1,2,1,2,1,1,7,0,0,0,0,0,0,0,0,5,3,2,0,2,0,0,1,1,18,15,3,1,11,3,2,0,1,0,8,7,6,1,0,1,1,0,9,5,3,0,1,1,4,4,0,0,7,0,0,0,0,7,1,2,1,0,1,2
"E00033278",98,8,5,0,1,1,0,1,0,1,1,3,0,0,0,3,16,4,0,2,0,2,0,5,2,0,3,6,6,1,0,0,0,0,0,0,1,5,4,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,10,2,3,2,3,0,6,6,5,1,1,1,0,0,1,0,0,3,1,1,1,0,0,0,0,0,15,13,3,0,10,2,1,1,0,0,13,8,8,0,0,5,4,1,9,3,1,1,1,0,6,5,1,0,11,2,0,2,0,9,2,1,0,0,3,3
"E00033279",112,5,2,0,0,0,0,0,0,2,0,3,0,1,0,2,6,2,0,0,2,0,0,2,1,0,1,0,0,2,1,1,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,22,22,5,8,4,4,1,0,0,12,0,0,8,0,1,0,6,1,3,3,0,0,1,0,0,1,0,16,15,4,0,11,1,0,1,0,0,20,16,16,0,0,4,3,1,8,1,1,0,0,0,7,7,0,0,18,1,0,0,1,17,0,6,2,3,3,3
"E00033281",147,11,8,0,1,0,2,1,0,0,4,3,0,1,0,2,28,5,0,1,4,0,0,7,2,0,5,13,13,3,1,2,0,0,0,0,0,8,1,0,0,1,2,1,1,1,1,2,1,1,0,2,0,0,0,0,0,2,17,15,8,2,1,4,0,2,2,7,0,0,1,0,0,0,1,0,4,4,0,0,2,0,0,2,0,23,20,6,0,14,3,0,1,1,1,18,13,11,0,2,5,4,1,12,6,1,0,5,0,6,5,1,0,23,1,0,0,1,22,2,5,6,1,2,6
"E00033282",120,6,5,0,1,0,0,0,1,0,3,1,0,1,0,0,13,2,0,1,1,0,0,5,1,0,4,2,2,4,0,2,1,1,0,0,0,14,1,0,0,1,1,0,1,3,3,0,0,0,0,9,0,0,3,4,0,2,17,14,5,6,1,1,1,3,3,16,0,0,5,0,1,1,2,1,7,5,2,0,4,0,0,3,1,19,15,4,0,11,4,1,2,0,1,7,6,5,0,1,1,1,0,12,3,1,0,1,1,9,7,0,2,16,3,0,2,1,13,1,7,2,0,1,2
"E00033283",117,3,3,0,0,2,0,0,0,0,1,0,0,0,0,0,8,2,0,1,1,0,0,1,0,0,1,3,3,2,0,0,0,2,0,0,0,13,0,0,0,0,2,0,2,5,5,0,0,0,0,6,0,0,3,1,0,2,23,18,2,6,3,5,2,5,5,13,0,0,5,1,0,2,2,0,5,2,2,1,3,0,1,2,0,22,19,6,0,13,3,0,2,0,1,8,8,8,0,0,0,0,0,13,2,0,1,0,1,11,10,0,1,14,1,0,1,0,13,2,3,1,0,0,7
"E00033284",70,5,1,0,0,0,0,0,0,0,1,4,0,2,0,2,13,2,0,1,1,0,0,5,0,0,5,1,1,5,0,1,1,3,0,0,0,9,7,3,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,0,1,1,1,0,0,0,10,1,1,0,0,0,0,0,0,7,5,2,0,2,1,0,1,0,5,4,1,0,3,1,0,0,0,1,6,6,5,0,1,0,0,0,10,4,1,0,3,0,6,6,0,0,9,1,0,1,0,8,0,4,2,0,1,1
"E00033285",132,4,3,0,0,0,0,1,0,0,2,1,0,0,0,1,21,2,0,1,1,0,0,9,1,0,8,5,5,5,2,1,1,0,0,1,0,14,4,1,1,2,2,0,2,2,2,2,0,0,2,4,0,0,1,3,0,0,22,16,2,2,5,7,0,6,6,13,1,1,6,0,1,1,4,0,4,3,1,0,2,0,0,2,0,10,7,2,0,5,3,1,1,1,0,13,11,11,0,0,2,2,0,13,4,1,1,2,0,9,8,0,1,22,3,0,1,2,19,1,5,4,3,3,3
"E00033286",52,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,2,1,0,1,3,3,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,7,5,0,2,1,2,0,2,2,6,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,0,10,8,0,0,8,2,0,1,1,0,5,3,3,0,0,2,2,0,2,1,0,0,0,1,1,1,0,0,11,2,0,2,0,9,0,0,2,0,2,5
"E00033287",153,13,6,0,2,1,1,0,0,0,2,7,0,2,0,5,27,1,0,0,1,0,0,11,0,0,11,9,9,6,1,2,1,1,0,1,0,18,4,2,0,2,3,1,2,2,2,3,0,1,2,6,1,0,0,2,0,3,23,17,6,6,3,1,1,6,6,18,0,0,10,2,1,2,5,0,7,5,1,1,1,0,0,1,0,18,11,3,0,8,7,2,3,0,2,12,8,6,0,2,4,4,0,9,4,0,0,1,3,5,3,2,0,15,3,0,0,3,12,2,1,3,0,0,6
"E00033288",167,10,8,1,0,3,1,1,0,0,2,2,0,0,0,2,32,4,0,2,2,0,0,13,2,0,11,6,6,9,1,5,0,3,0,0,0,20,3,2,0,1,3,1,2,3,3,2,2,0,0,9,0,0,5,2,0,2,28,20,7,6,2,3,2,8,8,22,2,2,6,1,0,2,3,0,9,5,4,0,5,0,0,4,1,12,10,1,0,9,2,1,1,0,0,18,16,15,1,0,2,2,0,10,5,1,0,2,2,5,5,0,0,15,1,0,0,1,14,1,5,3,0,2,3
"E00033289",137,8,6,0,2,1,2,0,0,0,1,2,0,1,0,1,26,3,1,1,1,0,0,8,3,1,4,6,6,9,0,4,2,2,1,0,0,20,1,1,0,0,1,1,0,1,1,4,0,4,0,13,1,0,5,1,0,6,26,20,7,9,2,2,0,6,6,12,0,0,4,1,1,1,1,0,6,3,2,1,2,0,0,2,0,14,11,6,0,5,3,1,2,0,0,13,5,4,1,0,8,6,2,10,5,2,3,0,0,5,5,0,0,8,1,0,1,0,7,1,2,0,0,2,2
"E00033290",128,12,10,0,3,4,1,1,0,1,0,2,0,0,2,0,22,5,2,0,3,0,0,7,0,0,7,6,6,4,0,3,0,1,0,0,0,20,3,3,0,0,0,0,0,8,8,1,1,0,0,8,0,2,1,2,0,3,17,15,8,4,0,3,0,2,2,14,1,1,6,2,0,1,2,1,5,3,1,1,2,0,2,0,0,13,9,4,0,5,4,1,3,0,0,11,9,8,1,0,2,2,0,9,6,1,1,4,0,3,3,0,0,10,2,0,0,2,8,1,0,1,2,0,4
"E00033291",249,17,12,0,1,1,2,3,0,3,2,5,0,2,0,3,44,4,0,2,2,0,0,18,6,1,11,15,15,7,0,3,2,0,0,2,0,28,4,1,0,3,4,0,4,5,5,3,2,0,1,12,0,2,5,3,0,2,31,25,8,8,4,4,1,6,6,26,2,2,7,0,1,1,3,2,12,11,0,1,5,0,0,4,1,41,34,8,1,25,7,1,4,1,1,19,12,10,1,1,7,5,2,21,7,3,1,1,2,14,13,1,0,22,1,0,0,1,21,0,9,1,0,3,8
"E00033292",105,9,6,0,2,1,0,1,0,0,2,3,0,1,0,2,17,1,0,0,1,0,0,8,2,0,6,3,3,5,0,2,1,2,0,0,0,13,3,2,0,1,0,0,0,0,0,5,5,0,0,5,0,2,1,1,0,1,15,11,1,3,1,5,1,4,4,12,0,0,3,0,2,0,1,0,6,5,1,0,3,0,0,3,0,13,10,2,0,8,3,3,0,0,0,13,10,9,0,1,3,3,0,9,3,1,0,2,0,6,4,0,2,4,0,0,0,0,4,0,1,3,0,0,0
"E00033293",114,9,5,0,1,2,0,1,0,0,1,4,0,1,0,3,16,1,0,0,1,0,0,4,0,0,4,4,4,7,1,2,2,2,0,0,0,17,1,0,0,1,3,1,2,2,2,2,2,0,0,9,0,0,4,1,0,4,17,14,6,4,1,3,0,3,3,9,1,1,4,1,0,0,2,1,3,2,1,0,1,0,1,0,0,22,17,3,1,13,5,1,1,2,1,6,4,3,0,1,2,2,0,8,2,0,0,1,1,6,6,0,0,10,1,0,0,1,9,0,4,3,0,0,2
"E00033294",106,8,2,0,0,1,0,0,0,0,1,6,0,5,0,1,13,2,1,0,1,0,0,7,1,2,4,0,0,4,0,0,4,0,0,0,0,11,0,0,0,0,3,0,3,1,1,1,1,0,0,6,0,0,2,3,0,1,11,8,4,1,1,1,1,3,3,13,0,0,2,0,0,1,1,0,5,1,4,0,6,0,0,6,0,14,12,2,0,10,2,1,1,0,0,12,8,5,1,2,4,4,0,5,4,0,2,1,1,1,1,0,0,19,1,0,0,1,18,2,5,5,0,1,5
"E00033295",140,16,7,0,3,3,1,0,0,0,0,9,0,1,0,8,39,6,1,1,4,0,0,17,4,1,12,9,9,7,0,3,1,3,0,0,0,11,2,0,1,1,1,0,1,2,2,3,1,0,2,3,0,0,0,2,0,1,20,15,8,4,2,1,0,5,5,7,1,1,3,0,0,0,2,1,1,1,0,0,2,0,0,1,1,10,6,3,0,3,4,1,3,0,0,16,15,14,0,1,1,1,0,9,2,1,1,0,0,7,7,0,0,12,1,0,0,1,11,2,3,1,2,1,2
"E00033296",133,12,8,1,1,2,1,2,0,0,1,4,0,0,0,4,21,4,1,2,1,0,0,7,1,0,6,4,4,6,1,1,0,3,0,0,1,14,2,0,1,1,2,0,2,2,2,0,0,0,0,8,0,0,5,3,0,0,16,14,2,8,2,2,0,2,2,18,0,0,7,2,1,1,2,1,8,4,4,0,3,0,2,1,0,16,13,8,2,3,3,0,1,1,1,11,7,7,0,0,4,4,0,11,5,1,1,1,2,6,6,0,0,14,3,0,1,2,11,1,1,3,0,0,6
"E00033297",115,11,5,0,0,2,0,0,0,1,2,6,0,0,0,6,11,1,0,0,1,0,0,4,1,0,3,2,2,4,1,0,0,2,0,0,1,10,1,1,0,0,3,0,3,0,0,3,1,2,0,3,0,0,0,0,0,3,17,12,1,2,3,3,3,5,5,12,1,1,3,0,0,0,3,0,7,4,3,0,1,0,0,1,0,9,8,1,0,7,1,0,0,0,1,12,12,12,0,0,0,0,0,12,2,0,0,2,0,10,8,1,1,21,1,0,1,0,20,3,9,5,0,1,2
"E00033298",109,13,6,0,0,1,0,2,0,1,2,7,0,0,1,6,15,3,0,1,1,1,0,4,0,0,4,3,3,5,1,2,0,2,0,0,0,9,2,0,1,1,1,1,0,2,2,3,2,0,1,1,0,0,0,0,0,1,10,8,1,3,2,1,1,2,2,10,1,1,1,0,0,0,1,0,5,5,0,0,3,0,1,2,0,14,12,1,0,11,2,0,1,1,0,10,8,4,3,1,2,1,1,10,3,0,2,1,0,7,6,0,1,18,0,0,0,0,18,0,10,3,0,1,4
"E00033299",114,15,7,0,1,2,2,0,0,0,2,8,0,2,0,6,21,1,0,0,1,0,0,6,2,0,4,9,9,5,2,1,1,1,0,0,0,8,1,1,0,0,3,1,2,0,0,2,1,0,1,2,0,0,0,1,0,1,12,8,1,2,3,2,0,4,4,11,1,1,5,0,1,2,2,0,4,4,0,0,1,0,0,1,0,16,13,3,0,10,3,1,1,0,1,10,7,6,1,0,3,3,0,8,2,1,1,0,0,6,5,0,1,13,5,0,3,2,8,1,4,2,0,0,1
"E00033300",88,4,1,0,0,0,0,1,0,0,0,3,0,0,1,2,12,2,0,2,0,0,0,5,2,0,3,3,3,2,0,2,0,0,0,0,0,4,1,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,12,12,3,2,3,3,1,0,0,6,1,1,1,0,0,0,1,0,4,2,2,0,0,0,0,0,0,10,8,2,0,6,2,0,0,0,2,16,12,7,2,3,4,2,2,8,5,0,1,3,1,3,2,1,0,16,2,0,2,0,14,0,6,1,1,2,4
"E00033301",114,5,3,0,1,0,1,0,0,0,1,2,0,1,0,1,13,0,0,0,0,0,0,6,1,0,5,3,3,4,0,1,0,2,0,0,1,9,0,0,0,0,3,1,2,3,3,0,0,0,0,3,0,0,2,1,0,0,13,9,0,4,4,0,1,4,4,16,2,2,5,0,1,1,3,0,4,2,2,0,5,0,1,4,0,18,14,2,0,12,4,0,3,1,0,12,10,10,0,0,2,2,0,6,2,0,0,1,1,4,4,0,0,22,3,1,1,1,19,0,8,3,1,2,5
"E00033302",73,4,2,0,0,0,0,0,0,0,2,2,1,0,0,1,6,1,0,0,1,0,0,3,0,0,3,1,1,1,0,0,1,0,0,0,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,14,11,1,2,4,4,0,3,3,8,0,0,0,0,0,0,0,0,5,4,0,1,3,0,0,3,0,13,12,2,0,10,1,1,0,0,0,9,8,8,0,0,1,1,0,6,4,1,1,1,1,2,2,0,0,8,0,0,0,0,8,1,4,1,0,0,2
"E00033304",104,8,4,1,1,1,0,0,0,0,1,4,0,2,0,2,9,1,0,1,0,0,0,3,0,0,3,3,3,2,1,0,0,1,0,0,0,9,1,0,0,1,2,0,2,3,3,0,0,0,0,3,0,0,2,0,0,1,21,17,3,5,0,6,3,4,4,3,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,16,11,4,0,7,5,3,1,1,0,14,10,10,0,0,4,4,0,11,2,1,0,1,0,9,8,0,1,13,2,0,2,0,11,1,2,0,0,2,6
"E00033305",116,6,4,1,0,1,1,0,0,0,1,2,0,0,1,1,6,1,0,0,1,0,0,3,0,0,3,2,2,0,0,0,0,0,0,0,0,11,0,0,0,0,4,1,3,2,2,0,0,0,0,5,0,0,1,3,0,1,18,12,3,2,2,5,0,6,6,12,0,0,7,2,3,1,1,0,3,1,2,0,2,0,0,2,0,20,13,4,0,9,7,1,3,2,1,6,6,6,0,0,0,0,0,19,3,0,0,2,1,16,15,1,0,18,2,0,1,1,16,1,10,1,0,0,4
"E00033306",103,7,3,0,1,0,1,0,0,0,1,4,0,2,0,2,6,3,0,2,1,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,16,4,2,0,2,1,0,1,2,2,2,2,0,0,7,0,0,1,4,0,2,10,7,1,2,1,3,0,3,3,10,0,0,4,1,1,1,1,0,5,5,0,0,1,0,0,1,0,21,17,3,0,14,4,1,1,0,2,9,6,6,0,0,3,1,2,8,4,1,1,2,0,4,4,0,0,16,2,0,2,0,14,2,6,3,0,0,3
"E00033307",107,5,3,0,0,1,0,1,0,0,1,2,0,0,1,1,8,1,0,0,0,1,0,4,0,0,4,2,2,1,0,0,1,0,0,0,0,9,1,1,0,0,1,0,1,1,1,1,1,0,0,5,0,1,2,1,0,1,11,3,0,2,0,1,0,8,8,10,0,0,2,0,0,0,2,0,5,4,1,0,3,0,1,2,0,16,10,2,0,8,6,1,2,2,1,11,10,10,0,0,1,1,0,17,4,0,1,1,2,13,9,3,1,20,1,1,0,0,19,8,5,2,2,1,1
"E00033308",116,4,3,0,1,2,0,0,0,0,0,1,0,1,0,0,16,4,0,3,1,0,0,5,1,0,4,5,5,2,0,1,0,1,0,0,0,18,1,1,0,0,2,1,1,4,4,2,1,1,0,9,0,2,2,2,0,3,8,6,1,0,3,2,0,2,2,13,0,0,7,0,2,3,2,0,5,4,1,0,1,0,0,1,0,22,19,2,1,16,3,1,0,2,0,9,8,8,0,0,1,1,0,10,7,3,2,1,1,3,3,0,0,16,0,0,0,0,16,2,7,0,1,3,3
"E00033309",104,6,2,0,0,0,0,0,0,0,2,4,0,2,0,2,6,0,0,0,0,0,0,4,1,0,3,1,1,1,0,0,1,0,0,0,0,10,1,1,0,0,2,1,1,2,2,1,0,0,1,4,0,0,3,0,0,1,11,7,3,1,1,1,1,4,4,13,0,0,2,0,1,0,1,0,8,4,4,0,3,0,0,2,1,12,8,0,0,8,4,0,1,2,1,21,17,13,0,4,4,3,1,4,2,1,0,1,0,2,1,1,0,21,1,0,1,0,20,1,6,1,1,3,8
"E00033310",104,8,4,0,0,0,1,0,0,2,1,4,0,1,1,2,7,1,0,0,1,0,0,4,1,0,3,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,4,1,3,0,0,0,0,0,0,2,0,0,1,0,0,1,10,8,1,5,0,1,1,2,2,16,0,0,9,0,3,1,5,0,5,5,0,0,2,1,0,1,0,18,16,4,0,12,2,0,1,1,0,14,10,10,0,0,4,4,0,13,5,1,1,3,0,8,7,1,0,12,1,0,1,0,11,1,4,1,1,2,2
"E00033312",95,3,2,0,1,0,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,0,0,4,1,0,3,1,1,2,0,1,0,1,0,0,0,12,2,0,0,2,1,0,1,2,2,2,2,0,0,5,0,1,0,2,0,2,19,13,3,4,0,5,1,6,6,9,1,1,2,1,0,0,0,1,5,3,2,0,1,1,0,0,0,17,11,3,0,8,6,5,1,0,0,7,7,6,1,0,0,0,0,14,9,0,1,4,4,5,5,0,0,7,0,0,0,0,7,2,2,0,0,1,2
"E00033313",125,6,3,0,1,2,0,0,0,0,0,3,0,1,1,1,8,2,2,0,0,0,0,0,0,0,0,4,4,2,0,0,2,0,0,0,0,11,2,0,2,0,3,0,3,2,2,1,1,0,0,3,1,0,0,0,0,2,17,11,1,4,2,3,1,6,6,16,0,0,8,1,4,1,2,0,5,5,0,0,3,0,0,3,0,22,15,3,0,12,7,2,2,1,2,17,17,16,0,1,0,0,0,9,3,1,1,1,0,6,5,0,1,19,5,2,2,1,14,1,3,2,1,1,6
"E00033314",149,10,5,0,0,0,1,1,0,1,2,5,0,1,0,4,20,2,1,0,1,0,0,15,2,0,13,2,2,1,0,0,0,1,0,0,0,16,1,1,0,0,1,0,1,3,3,2,0,0,2,9,0,2,4,2,0,1,18,13,2,2,3,6,0,5,5,8,0,0,1,0,0,1,0,0,4,3,1,0,3,2,0,1,0,22,17,3,0,14,5,0,4,1,0,21,16,12,2,2,5,5,0,18,6,1,1,2,2,12,8,2,2,16,0,0,0,0,16,1,3,3,0,3,6
"E00033315",135,8,5,0,1,1,0,2,0,0,1,3,0,2,0,1,13,3,1,1,1,0,0,7,1,2,4,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,2,2,2,2,1,0,1,6,0,1,1,2,0,2,23,16,3,4,7,0,2,7,7,13,0,0,5,1,1,1,2,0,8,5,3,0,0,0,0,0,0,22,19,4,0,15,3,2,0,1,0,17,15,13,0,2,2,2,0,10,3,0,0,2,1,7,6,0,1,17,1,0,0,1,16,0,5,2,0,3,6
"E00033316",164,22,15,0,3,5,0,1,0,3,3,7,0,3,1,3,31,4,0,1,3,0,0,12,5,0,7,7,7,8,1,1,1,5,0,0,0,23,4,2,0,2,3,2,1,5,5,1,1,0,0,10,1,1,2,2,0,4,19,15,6,2,1,5,1,4,4,15,1,1,8,2,1,2,3,0,5,1,4,0,1,0,0,1,0,12,11,3,1,7,1,0,1,0,0,17,14,12,1,1,3,3,0,13,4,1,0,1,2,9,7,0,2,12,1,0,1,0,11,2,4,2,0,1,2
"E00033317",201,19,11,0,1,2,0,1,1,0,6,8,0,2,0,6,33,4,0,3,1,0,0,8,4,1,3,13,13,8,2,2,2,2,0,0,0,25,1,1,0,0,5,0,5,2,2,0,0,0,0,17,0,2,5,8,0,2,32,26,11,3,1,8,3,6,6,24,1,1,11,3,2,2,3,1,6,5,1,0,6,2,0,3,1,17,9,6,0,3,8,2,3,3,0,24,17,17,0,0,7,6,1,10,5,1,1,2,1,5,5,0,0,17,1,0,0,1,16,1,5,1,0,3,6
"E00033318",142,10,8,0,1,3,0,2,0,0,2,2,0,0,1,1,14,5,1,3,1,0,0,3,1,0,2,3,3,3,0,1,1,1,0,0,0,16,1,0,0,1,3,0,3,0,0,2,1,1,0,10,0,0,4,2,0,4,14,12,3,4,5,0,0,2,2,11,0,0,3,0,0,1,2,0,4,2,2,0,4,0,1,3,0,19,16,7,0,9,3,0,0,3,0,23,16,12,0,4,7,5,2,13,5,2,0,1,2,8,7,0,1,22,4,0,0,4,18,0,6,3,2,2,5
"E00033319",216,14,9,0,1,2,0,2,0,3,1,5,0,1,0,4,73,7,2,2,3,0,0,21,6,3,12,21,21,24,4,8,2,8,0,2,0,22,4,1,0,3,1,0,1,1,1,6,3,1,2,10,0,1,1,3,0,5,36,29,15,5,2,6,1,7,7,20,1,1,10,4,2,0,4,0,6,6,0,0,3,0,1,2,0,11,9,6,0,3,2,0,0,1,1,12,7,5,1,1,5,4,1,6,5,1,2,2,0,1,1,0,0,22,0,0,0,0,22,3,6,1,0,3,9
"E00033320",147,13,10,0,3,2,0,1,0,0,4,3,0,0,1,2,30,6,2,2,2,0,0,10,1,0,9,6,6,8,0,3,1,1,0,0,3,20,4,1,0,3,2,0,2,0,0,4,2,1,1,10,0,0,4,2,0,4,23,16,7,2,3,2,2,7,7,19,0,0,5,0,1,1,3,0,8,7,1,0,6,0,1,4,1,6,5,4,0,1,1,0,0,1,0,14,10,9,1,0,4,4,0,7,2,0,1,0,1,5,5,0,0,15,2,0,1,1,13,1,3,3,0,4,2
"E00033322",158,23,12,1,4,1,1,2,0,2,1,11,0,0,3,8,36,4,0,2,2,0,0,14,7,1,6,9,9,9,3,3,1,1,0,1,0,23,2,0,1,1,7,1,6,2,2,2,2,0,0,10,1,2,1,4,0,2,28,25,5,3,8,7,2,3,3,13,0,0,4,0,0,1,3,0,8,4,3,1,1,0,0,1,0,7,6,3,0,3,1,1,0,0,0,9,8,6,0,2,1,1,0,10,3,0,0,3,0,7,5,0,2,9,0,0,0,0,9,0,2,3,0,2,2
"E00033323",147,18,10,0,2,4,0,0,0,3,1,8,0,1,1,6,37,3,0,1,2,0,0,17,7,1,9,10,10,7,3,4,0,0,0,0,0,26,1,0,0,1,1,1,0,4,4,5,3,0,2,15,0,1,4,4,0,6,22,16,4,6,0,6,0,6,6,9,0,0,4,0,0,1,3,0,5,3,2,0,0,0,0,0,0,10,8,5,0,3,2,1,1,0,0,13,9,8,1,0,4,4,0,4,2,0,0,2,0,2,1,1,0,8,1,0,1,0,7,0,3,1,0,1,2
"E00033324",164,18,12,1,1,4,2,0,0,2,2,6,0,1,1,4,49,5,0,3,1,0,1,7,4,0,3,27,27,10,3,4,1,1,0,1,0,24,2,2,0,0,1,0,1,6,6,3,1,1,1,12,0,0,8,2,0,2,31,26,7,8,4,4,3,5,5,7,0,0,2,0,0,0,2,0,3,3,0,0,2,1,0,1,0,13,10,7,0,3,3,2,1,0,0,11,9,8,1,0,2,2,0,5,4,2,1,0,1,1,1,0,0,6,0,0,0,0,6,1,1,2,0,0,2
"E00033326",138,22,15,0,2,4,0,2,1,5,1,7,0,1,0,6,43,8,1,3,4,0,0,5,0,1,4,22,22,8,3,2,2,1,0,0,0,23,1,0,1,0,2,2,0,2,2,1,0,1,0,17,0,2,6,7,0,2,22,18,8,4,4,2,0,4,4,7,0,0,1,0,0,0,1,0,6,4,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7,4,4,0,0,3,2,1,6,3,0,0,2,1,3,2,0,1,7,0,0,0,0,7,2,1,1,0,1,2
"E00033327",147,11,7,0,0,1,0,2,0,0,4,4,0,1,0,3,16,6,0,3,3,0,0,4,1,0,3,2,2,4,1,1,1,0,0,0,1,19,3,3,0,0,5,1,4,1,1,2,2,0,0,8,0,1,3,2,0,2,31,24,4,6,4,8,2,7,7,12,0,0,6,1,1,0,4,0,4,2,2,0,2,0,0,2,0,15,9,3,0,6,6,2,2,0,2,20,15,13,2,0,5,5,0,11,5,3,1,0,1,6,5,0,1,12,1,0,1,0,11,1,3,2,1,1,3
"E00033328",86,5,3,0,1,0,0,0,0,0,2,2,0,2,0,0,11,2,0,1,1,0,0,5,3,0,2,1,1,3,0,0,0,1,0,2,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,1,1,0,2,16,13,3,3,4,3,0,3,3,9,0,0,7,1,1,3,1,1,1,1,0,0,1,1,0,0,0,9,8,2,0,6,1,1,0,0,0,8,7,7,0,0,1,1,0,7,2,0,1,1,0,5,4,1,0,16,0,0,0,0,16,1,5,1,0,4,5
"E00033329",159,17,10,0,4,2,0,1,0,0,3,7,0,0,1,6,34,12,3,4,5,0,0,5,3,0,2,8,8,9,2,2,1,3,0,1,0,24,1,0,0,1,4,1,3,6,6,2,1,1,0,11,0,3,1,2,0,5,27,17,9,2,3,3,0,10,10,11,0,0,4,0,1,2,1,0,6,4,2,0,1,0,0,0,1,9,6,5,0,1,3,0,2,1,0,19,14,13,1,0,5,1,4,11,4,1,0,1,2,7,6,0,1,7,0,0,0,0,7,0,2,1,0,0,4
"E00033330",154,16,7,0,3,0,2,0,0,0,2,9,0,3,0,6,36,12,2,6,4,0,0,10,1,5,4,9,9,5,1,1,0,3,0,0,0,20,3,2,0,1,2,0,2,1,1,6,2,2,2,8,0,0,2,3,0,3,22,19,5,2,4,5,3,3,3,15,0,0,4,0,1,0,3,0,8,5,3,0,3,0,1,2,0,13,13,7,0,6,0,0,0,0,0,10,7,6,1,0,3,2,1,11,3,1,0,0,2,8,6,1,1,11,0,0,0,0,11,0,4,2,0,0,5
"E00033331",135,12,6,0,2,1,0,1,0,0,2,6,0,0,0,6,32,13,3,4,6,0,0,9,7,0,2,5,5,5,0,3,2,0,0,0,0,14,3,1,0,2,0,0,0,1,1,2,2,0,0,8,0,1,2,3,0,2,24,21,7,6,6,0,2,3,3,9,0,0,6,0,3,3,0,0,2,2,0,0,1,0,1,0,0,8,4,2,0,2,4,2,2,0,0,14,9,9,0,0,5,4,1,10,5,1,1,2,1,5,2,2,1,12,1,0,0,1,11,1,4,2,1,1,2
