"GeographyCode","QS407EW0001","QS407EW0002","QS407EW0003","QS407EW0004","QS407EW0005","QS407EW0006","QS407EW0007","QS407EW0008","QS407EW0009","QS407EW0010"
"E00033563",131,0,0,0,5,43,46,26,5,6
"E00033564",144,2,2,9,8,15,42,34,12,20
"E00033565",117,0,0,1,2,29,53,22,6,4
"E00033566",148,0,5,36,12,39,34,16,4,2
"E00033567",127,0,0,2,4,42,64,11,3,1
"E00033568",144,0,1,3,38,50,33,9,7,3
"E00033569",102,0,0,3,26,30,21,14,3,5
"E00033570",173,0,3,20,23,68,41,14,2,2
"E00033571",121,0,0,3,7,59,40,7,4,1
"E00033572",117,0,1,3,16,19,45,22,5,6
"E00033573",95,0,3,3,31,30,16,8,4,0
"E00033574",118,0,0,2,2,35,52,21,4,2
"E00033575",111,0,0,1,13,18,42,22,10,5
"E00033576",109,0,3,10,26,28,35,5,2,0
"E00033577",120,0,0,8,8,39,48,11,5,1
"E00033579",123,0,1,8,23,65,16,9,1,0
"E00033580",152,4,7,62,41,20,18,0,0,0
"E00033581",221,2,10,33,45,65,61,5,0,0
"E00033582",159,1,0,38,24,51,25,11,7,2
"E00033583",110,3,4,5,9,37,46,5,1,0
"E00033584",107,0,2,20,10,9,19,26,8,13
"E00033585",135,0,2,5,24,42,50,8,3,1
"E00033586",143,0,5,12,37,28,46,4,2,9
"E00033587",153,1,2,24,41,60,17,5,3,0
"E00033589",136,0,1,12,26,61,32,4,0,0
"E00033590",79,1,0,2,13,49,11,2,1,0
"E00033591",94,0,0,2,25,42,23,0,1,1
"E00033592",118,0,1,1,24,74,8,9,0,1
"E00033593",100,0,5,2,26,37,26,2,1,1
"E00033594",143,0,2,6,31,73,21,9,1,0
"E00033595",157,1,6,41,27,64,14,2,0,2
"E00033596",143,1,7,32,36,35,24,4,4,0
"E00033597",105,0,5,2,33,29,28,3,3,2
"E00033598",124,0,1,9,86,18,5,1,3,1
"E00033599",125,0,1,9,75,29,9,2,0,0
"E00033600",139,1,6,31,37,40,16,7,0,1
"E00033601",140,1,3,14,86,29,7,0,0,0
"E00033602",131,2,4,8,6,28,50,19,11,3
"E00033603",136,0,5,22,27,55,19,3,3,2
"E00033604",138,1,1,4,90,32,8,1,1,0
"E00033605",125,0,3,1,12,32,62,10,3,2
"E00033606",114,1,7,12,11,37,34,10,1,1
"E00033607",118,0,3,7,64,31,8,4,1,0
"E00033608",144,0,0,6,38,56,31,8,2,3
"E00033611",122,0,1,2,2,34,55,8,19,1
"E00033613",125,0,1,35,9,24,32,15,6,3
"E00033614",139,0,0,3,9,26,41,56,3,1
"E00033616",141,0,1,0,10,24,37,14,22,33
"E00033618",159,1,1,22,22,30,49,27,6,1
"E00033620",118,0,2,7,13,21,45,22,5,3
"E00033621",103,0,4,4,30,51,8,2,2,2
"E00033623",181,0,19,40,36,57,17,6,2,4
"E00033624",125,0,0,4,40,72,4,4,1,0
"E00033625",123,0,0,1,29,31,35,11,13,3
"E00033626",172,0,0,3,50,53,45,12,7,2
"E00033627",142,0,0,3,33,63,26,12,4,1
"E00033628",139,0,2,2,31,68,26,6,3,1
"E00033629",179,0,1,6,43,68,51,7,2,1
"E00033630",128,1,3,34,31,17,34,6,2,0
"E00033631",129,6,26,26,8,19,35,6,2,1
"E00033632",149,0,1,7,60,74,5,0,0,2
"E00033633",101,0,0,0,5,40,32,15,6,3
"E00033634",158,0,1,19,26,69,29,7,6,1
"E00033635",132,0,1,21,14,31,40,15,8,2
"E00033636",167,0,2,4,24,109,19,8,1,0
"E00033637",196,0,2,5,29,126,22,8,1,3
"E00033639",129,0,0,2,32,72,20,2,1,0
"E00033640",128,0,0,6,10,96,14,2,0,0
"E00033641",127,0,0,10,8,22,16,29,28,14
"E00033642",145,0,1,3,3,19,70,27,19,3
"E00033643",109,0,1,1,40,45,18,3,0,1
"E00033644",95,0,2,6,5,66,9,0,6,1
"E00033645",109,0,1,1,40,50,10,5,0,2
"E00033646",41,1,0,0,3,21,14,1,1,0
"E00033647",99,0,1,1,3,57,24,8,5,0
"E00033648",127,3,3,17,7,71,20,3,3,0
"E00033649",115,0,0,4,16,37,41,15,1,1
"E00033650",134,0,1,5,38,74,10,2,1,3
"E00033651",58,0,1,0,15,31,10,1,0,0
"E00033652",132,0,1,5,34,76,10,4,1,1
"E00033653",105,0,0,2,32,27,24,16,4,0
"E00033654",79,0,0,0,3,46,27,2,0,1
"E00033655",186,0,4,21,24,116,15,6,0,0
"E00033656",83,0,1,3,7,56,14,1,1,0
"E00033657",84,1,0,3,3,62,14,0,0,1
"E00033658",129,0,0,3,17,93,14,1,1,0
"E00033659",157,0,1,10,14,63,56,6,5,2
"E00033660",132,0,2,4,36,53,18,12,4,3
"E00033662",155,0,2,8,22,95,13,11,2,2
"E00033663",122,0,1,49,22,12,12,18,6,2
"E00033664",138,0,4,61,9,43,18,1,1,1
"E00033665",167,1,0,3,4,63,70,15,8,3
"E00033666",130,0,1,50,15,50,13,0,0,1
"E00033667",142,0,5,12,14,57,39,11,3,1
"E00033668",114,0,1,12,6,38,27,19,6,5
"E00033669",125,0,1,3,9,55,46,8,2,1
"E00033670",177,1,8,24,131,8,4,1,0,0
"E00033672",159,1,5,25,41,37,21,18,6,5
"E00033673",124,0,4,10,50,49,7,2,1,1
"E00033677",120,0,4,23,40,36,10,4,2,1
"E00033678",194,2,31,42,61,48,6,1,2,1
"E00033684",212,2,10,38,70,47,18,16,7,4
"E00033685",130,0,0,7,33,64,18,3,3,2
"E00033686",129,0,1,4,66,38,12,4,2,2
"E00033687",162,1,7,26,24,69,28,6,0,1
"E00033688",118,0,4,8,22,62,14,4,1,3
"E00033689",145,1,2,10,41,65,18,6,0,2
"E00033690",169,1,5,24,59,35,26,13,5,1
"E00033691",107,1,13,11,24,28,22,6,0,2
"E00033692",201,0,2,42,137,11,5,0,4,0
"E00033694",114,0,3,15,28,52,10,5,0,1
"E00033695",137,0,1,12,15,88,14,5,2,0
"E00033696",205,0,3,4,50,116,27,2,3,0
"E00033697",145,0,1,21,7,68,41,5,2,0
"E00033698",165,0,0,5,11,100,38,5,6,0
"E00033699",143,0,0,7,5,41,69,15,4,2
"E00033700",97,0,0,0,28,40,24,4,0,1
"E00033701",136,0,0,1,20,35,39,17,16,8
"E00033702",103,0,6,38,8,27,10,10,1,3
"E00033703",167,0,3,28,71,28,26,9,1,1
"E00033704",125,0,0,0,11,25,29,35,18,7
"E00033705",133,0,0,5,3,24,45,25,22,9
"E00033706",116,0,0,13,12,50,21,10,7,3
"E00033707",119,0,3,6,52,38,17,3,0,0
"E00033708",117,1,0,8,39,48,10,6,5,0
"E00033709",76,0,0,0,2,34,33,7,0,0
"E00033710",137,0,0,5,39,42,42,9,0,0
"E00033711",70,0,1,24,3,29,11,0,1,1
"E00033712",124,0,0,1,2,49,14,15,25,18
"E00033713",127,0,3,8,27,44,30,12,2,1
"E00033715",162,2,7,17,41,57,21,11,5,1
"E00033716",121,0,4,29,27,49,6,5,0,1
"E00033717",103,1,1,13,20,48,15,1,1,3
"E00033718",132,0,0,2,20,46,38,15,10,1
"E00033719",127,0,1,1,15,38,39,20,11,2
"E00033720",135,0,1,4,9,25,52,16,11,17
"E00033721",113,0,0,1,14,31,41,9,13,4
"E00033722",94,0,1,0,3,20,37,21,7,5
"E00033723",135,0,0,1,4,32,51,27,14,6
"E00033724",134,0,1,4,8,46,59,10,3,3
"E00033725",145,0,8,9,5,67,48,5,2,1
"E00033726",103,0,1,6,3,21,52,16,3,1
"E00033727",138,0,0,4,44,56,14,11,7,2
"E00033728",141,1,0,0,2,10,17,47,46,18
"E00033729",99,0,1,2,8,23,45,11,8,1
"E00033730",127,0,0,3,27,54,34,7,2,0
"E00033731",87,0,0,3,37,33,13,1,0,0
"E00033732",125,0,1,11,14,56,26,11,6,0
"E00033733",102,0,0,6,23,24,33,8,6,2
"E00033734",111,0,0,5,44,40,18,3,1,0
"E00033735",94,6,18,41,17,7,0,4,1,0
"E00033736",126,1,6,8,42,44,17,4,2,2
"E00033737",145,0,1,4,9,35,53,20,12,11
"E00033738",97,1,2,25,11,32,19,4,0,3
"E00033739",105,0,0,1,48,43,9,0,4,0
"E00033740",140,0,0,3,12,31,74,16,1,3
"E00033741",134,0,15,11,17,40,36,13,1,1
"E00033742",130,0,0,3,54,49,18,2,4,0
"E00033743",108,0,0,3,6,31,56,12,0,0
"E00033744",146,0,1,2,16,96,23,5,2,1
"E00033745",119,0,0,10,60,27,17,2,3,0
"E00033746",124,0,3,8,46,29,21,8,8,1
"E00033747",146,0,1,10,32,65,28,6,2,2
"E00033748",119,0,2,1,25,52,29,7,2,1
"E00033749",118,0,1,6,21,36,34,16,2,2
"E00033750",137,0,1,1,25,22,27,26,25,10
"E00033752",189,1,7,2,37,90,33,15,4,0
"E00033753",108,0,0,4,19,44,27,9,3,2
"E00033754",126,0,0,4,23,50,32,11,3,3
"E00033755",118,0,0,0,11,21,31,13,28,14
"E00033756",133,0,0,1,36,42,42,9,2,1
"E00033758",112,0,2,2,25,36,37,6,3,1
"E00033759",99,0,4,30,19,15,17,12,1,1
"E00033762",122,0,1,4,39,21,14,5,19,19
"E00033763",125,0,1,1,16,48,30,14,10,5
"E00033764",133,0,0,2,5,37,34,26,14,15
"E00033765",131,0,0,6,34,36,9,14,23,9
"E00033766",123,0,1,1,9,16,19,28,29,20
"E00033767",117,0,0,0,33,37,32,8,1,6
"E00033768",116,0,0,2,31,43,19,9,5,7
"E00033769",130,0,2,15,71,29,9,2,1,1
"E00033770",127,0,0,1,1,7,14,38,39,27
"E00033771",132,0,0,0,12,49,26,18,16,11
"E00033773",114,0,0,4,31,32,24,12,7,4
"E00033774",130,0,0,8,35,63,12,11,0,1
"E00033775",185,0,0,12,31,69,27,33,10,3
"E00033776",146,6,17,32,4,37,43,3,2,2
"E00033777",109,0,0,1,26,44,14,10,8,6
"E00033778",128,0,0,2,21,63,22,12,7,1
"E00033779",132,0,1,16,52,34,15,8,3,3
"E00033780",104,0,0,0,5,33,50,12,2,2
"E00033781",170,0,3,21,54,35,39,10,8,0
"E00033782",131,0,0,5,30,50,32,11,2,1
"E00033783",120,0,2,2,20,26,21,20,16,13
"E00033784",189,0,3,8,27,94,38,10,5,4
"E00033785",128,0,2,12,21,31,29,23,8,2
"E00033786",140,0,0,0,4,7,21,42,42,24
"E00033787",130,0,0,2,10,23,47,24,14,10
"E00033788",107,0,1,0,14,27,27,20,14,4
"E00033789",105,0,0,0,8,33,37,19,7,1
"E00033790",109,0,0,2,6,21,31,24,15,10
"E00033791",150,0,1,2,34,83,26,1,3,0
"E00033792",80,0,1,2,8,30,22,10,5,2
"E00033793",134,0,1,6,16,92,14,1,1,3
"E00033794",117,0,0,6,3,92,13,2,1,0
"E00033795",119,0,2,3,20,72,14,6,1,1
"E00033796",89,0,0,2,5,55,20,5,1,1
"E00033797",106,0,1,4,18,62,11,4,4,2
"E00033798",136,0,0,0,7,21,36,37,23,12
"E00033799",117,0,1,2,26,45,14,17,6,6
"E00033800",84,1,1,0,22,36,18,5,1,0
"E00033801",128,0,2,6,46,37,23,11,3,0
"E00033802",76,0,1,2,29,23,12,7,2,0
"E00033803",120,0,0,1,32,42,27,13,5,0
"E00033804",120,0,2,13,22,43,19,14,6,1
"E00033805",97,0,4,10,34,24,11,4,9,1
"E00033806",122,6,8,54,39,9,1,3,0,2
"E00033807",227,3,8,79,62,44,12,5,9,5
"E00033808",92,0,1,9,12,48,17,2,3,0
"E00033810",145,1,7,18,96,16,6,0,0,1
"E00033811",218,10,17,25,40,84,25,8,4,5
"E00033812",177,4,12,34,40,70,11,5,1,0
"E00033813",207,0,23,45,55,54,13,2,7,8
"E00033814",165,0,4,13,76,45,20,4,2,1
"E00033815",168,1,9,17,66,51,20,2,2,0
"E00033816",130,2,2,11,30,52,20,5,4,4
"E00033818",141,2,8,38,37,44,5,2,1,4
"E00033819",142,5,11,32,77,12,3,1,0,1
"E00033820",141,1,12,14,79,30,5,0,0,0
"E00033821",113,8,12,54,21,4,7,0,2,5
"E00033822",159,0,2,18,37,53,34,5,5,5
"E00033823",58,1,2,5,7,7,24,5,5,2
"E00033824",165,1,4,14,38,56,35,12,4,1
"E00033825",135,1,2,11,31,63,15,8,3,1
"E00033826",176,0,30,73,29,17,13,7,3,4
"E00033827",152,9,14,68,29,4,8,3,2,15
"E00033828",155,2,10,22,43,44,25,7,1,1
"E00033829",142,5,38,35,44,12,5,1,1,1
"E00033832",144,1,19,38,69,11,4,0,0,2
"E00033833",192,4,23,86,39,20,12,1,2,5
"E00033836",91,3,21,43,17,3,2,0,1,1
"E00033837",127,4,3,20,20,30,27,15,4,4
"E00033838",105,0,0,6,24,43,27,3,2,0
"E00033839",242,0,7,17,72,102,34,4,3,3
"E00033840",213,9,31,79,46,26,8,5,1,8
"E00033841",145,1,3,30,36,57,13,4,0,1
"E00033842",194,17,30,47,50,29,11,5,3,2
"E00033843",142,1,7,9,58,47,12,5,0,3
"E00033844",134,1,3,11,45,51,13,7,3,0
"E00033845",142,3,15,85,22,12,1,1,2,1
"E00033846",207,2,17,86,33,46,9,7,4,3
"E00033847",127,9,3,35,28,40,8,2,0,2
"E00033848",147,0,0,1,0,15,88,32,9,2
"E00033849",132,0,0,2,2,16,59,29,17,7
"E00033850",162,0,0,2,7,23,63,34,16,17
"E00033851",119,0,1,9,23,12,43,13,10,8
"E00033852",106,0,0,4,38,3,20,24,11,6
"E00033853",125,0,0,4,10,22,32,26,10,21
"E00033854",134,0,1,1,4,11,49,35,22,11
"E00033855",110,2,10,47,17,5,6,9,8,6
"E00033856",180,1,10,64,73,22,3,3,3,1
"E00033857",116,0,1,6,13,26,45,16,7,2
"E00033859",117,0,9,21,6,5,4,6,11,55
"E00033861",171,0,8,43,20,27,48,16,4,5
"E00033862",141,0,5,11,11,30,64,13,6,1
"E00033863",121,1,0,0,1,14,47,39,13,6
"E00033864",110,0,0,1,3,5,45,23,26,7
"E00033865",137,0,0,0,3,35,71,21,5,2
"E00033866",122,0,1,3,1,9,36,42,21,9
"E00033867",118,0,0,0,2,16,45,32,17,6
"E00033868",119,0,0,0,2,17,55,30,9,6
"E00033869",122,0,0,0,1,3,35,42,31,10
"E00033870",172,1,8,67,38,32,12,13,1,0
"E00033871",115,0,0,0,10,10,51,33,6,5
"E00033872",125,0,0,0,3,6,53,40,19,4
"E00033873",138,0,0,27,18,21,42,17,9,4
"E00033874",131,0,0,1,1,13,60,36,12,8
"E00033875",119,0,0,1,3,9,58,28,17,3
"E00033876",117,1,0,0,3,9,66,23,11,4
"E00033877",130,0,1,0,1,9,46,46,17,10
"E00033878",127,0,0,0,5,12,71,24,10,5
"E00033879",116,0,0,0,4,17,57,21,13,4
"E00033880",187,0,1,27,17,20,56,32,23,11
"E00033881",125,0,1,2,6,24,42,27,11,12
"E00033882",104,0,1,0,1,5,40,39,15,3
"E00033883",129,0,0,5,5,27,48,23,15,6
"E00033884",130,0,0,0,2,12,51,36,21,8
"E00033885",213,0,3,10,58,18,50,37,17,20
"E00033886",112,0,0,1,0,16,56,25,8,6
"E00033887",137,0,0,2,1,19,72,30,7,6
"E00033888",130,0,0,3,5,8,50,39,14,11
"E00033889",123,0,0,1,2,6,35,36,25,18
"E00033890",121,1,4,58,30,10,7,1,4,6
"E00033891",131,0,0,10,11,25,32,19,20,14
"E00033892",63,0,0,5,25,20,7,4,2,0
"E00033893",118,0,2,1,11,8,51,27,8,10
"E00033894",126,0,0,0,3,24,73,22,1,3
"E00033895",108,0,12,13,21,16,23,10,6,7
"E00033896",123,0,4,14,20,7,14,6,19,39
"E00033897",123,0,2,5,10,13,11,20,24,38
"E00033898",149,3,2,8,31,44,38,13,7,3
"E00033899",129,0,4,16,47,45,14,2,1,0
"E00033900",112,0,1,5,26,58,20,2,0,0
"E00033901",184,7,16,74,44,20,12,2,1,8
"E00033902",118,0,3,6,7,46,41,11,2,2
"E00033903",112,4,19,22,20,26,17,1,1,2
"E00033904",144,0,2,14,43,66,9,3,2,5
"E00033905",119,0,3,6,89,16,5,0,0,0
"E00033906",126,6,21,44,33,5,5,4,4,4
"E00033907",161,13,3,84,11,13,14,6,15,2
"E00033908",175,3,15,83,35,18,10,4,2,5
"E00033909",114,0,1,12,22,35,33,8,2,1
"E00033910",158,0,5,7,21,50,66,6,3,0
"E00033911",148,0,1,3,20,50,47,21,4,2
"E00033913",111,0,3,17,30,40,17,4,0,0
"E00033914",143,0,6,7,22,53,45,6,4,0
"E00033915",102,0,6,8,40,18,18,4,2,6
"E00033917",136,0,3,29,40,42,14,5,0,3
"E00033918",161,6,22,36,56,29,6,2,3,1
"E00033919",128,9,12,23,34,25,10,11,3,1
"E00033920",150,0,5,21,89,23,11,0,0,1
"E00033921",163,0,10,14,71,45,18,2,1,2
"E00033922",136,0,1,9,8,41,35,24,15,3
"E00033923",138,0,2,16,79,34,6,1,0,0
"E00033924",179,5,8,10,53,67,32,3,1,0
"E00033925",167,5,26,96,18,8,4,5,1,4
"E00033926",138,0,8,15,53,45,13,4,0,0
"E00033927",147,0,1,9,14,65,52,1,4,1
"E00033928",114,0,2,10,26,62,9,3,1,1
"E00033930",126,2,5,9,27,44,26,4,6,3
"E00033931",139,2,5,20,67,25,10,6,1,3
"E00033932",119,0,0,7,13,34,49,13,3,0
"E00033933",97,0,1,5,9,35,40,3,4,0
"E00033934",162,10,14,30,65,21,10,1,4,7
"E00033935",190,2,12,33,91,27,11,5,4,5
"E00033936",127,1,2,9,46,35,26,5,1,2
"E00033937",95,1,4,11,60,15,1,1,1,1
"E00033938",137,0,6,9,69,37,12,1,1,2
"E00033939",113,1,7,16,14,16,28,24,3,4
"E00033940",142,2,7,29,29,12,26,23,10,4
"E00033941",138,2,1,23,21,45,32,4,7,3
"E00033942",180,0,20,35,30,32,35,19,4,5
"E00033943",146,0,1,8,64,54,13,4,0,2
"E00033944",132,7,12,20,31,15,18,9,9,11
"E00033945",96,1,8,31,19,11,19,3,0,4
"E00033946",168,2,1,30,19,79,21,8,8,0
"E00033947",108,0,3,11,13,35,33,8,5,0
"E00033948",151,0,0,4,27,73,38,5,3,1
"E00033949",151,0,4,9,46,45,39,3,5,0
"E00033950",180,0,1,5,38,68,49,16,3,0
"E00033951",121,0,8,23,33,23,28,1,4,1
"E00033952",151,0,3,5,27,56,40,14,5,1
"E00033953",178,0,5,7,47,71,38,5,3,2
"E00033954",112,2,2,28,16,52,8,2,1,1
"E00033955",160,1,6,4,30,77,34,5,2,1
"E00033956",42,0,0,2,4,30,4,1,0,1
"E00033957",134,0,5,12,24,28,41,17,4,3
"E00033958",135,0,0,3,16,57,52,6,0,1
"E00033959",138,0,0,5,44,39,42,4,4,0
"E00033960",129,0,0,6,11,52,54,5,1,0
"E00033961",136,0,1,13,29,43,34,7,4,5
"E00033962",121,0,0,9,8,38,51,8,6,1
"E00033963",173,0,2,20,42,79,19,9,2,0
"E00033964",172,3,6,59,57,27,14,4,1,1
"E00033965",134,2,6,24,25,39,28,6,3,1
"E00033966",133,0,7,9,32,69,16,0,0,0
"E00033967",138,0,3,3,33,71,24,2,0,2
"E00033968",91,1,6,39,17,12,8,3,4,1
"E00033969",113,0,2,21,23,28,26,9,3,1
"E00033970",146,1,0,25,23,68,19,4,0,6
"E00033971",77,0,1,5,1,54,8,4,4,0
"E00033972",135,0,19,26,29,34,18,3,6,0
"E00033973",84,0,6,17,11,30,17,1,1,1
"E00033974",134,1,8,21,21,47,27,7,1,1
"E00033975",174,1,4,28,28,90,19,3,0,1
"E00033976",114,0,6,30,38,15,18,6,1,0
"E00033977",78,0,4,5,22,39,5,1,2,0
"E00033978",116,1,4,37,38,28,4,3,1,0
"E00033979",72,0,2,31,8,21,9,1,0,0
"E00033980",114,1,2,23,27,41,17,1,0,2
"E00033981",90,1,2,38,19,17,7,4,1,1
"E00033982",43,0,1,1,2,28,7,2,0,2
"E00033983",110,0,5,2,28,44,17,5,5,4
"E00033984",102,0,0,11,10,51,25,3,2,0
"E00033985",110,2,1,6,35,42,14,8,2,0
"E00033986",108,0,0,1,4,62,32,7,0,2
"E00033987",133,3,10,8,23,45,25,8,8,3
"E00033988",119,0,2,13,20,46,28,4,6,0
"E00033989",115,0,4,13,23,41,29,4,1,0
"E00033990",120,0,0,1,7,62,42,5,3,0
"E00033991",117,0,0,3,14,60,35,5,0,0
"E00033992",129,2,1,17,15,75,14,0,3,2
"E00033993",208,0,0,4,78,80,33,7,5,1
"E00033994",132,0,0,0,5,90,31,3,3,0
"E00033995",109,0,0,2,4,64,32,5,2,0
"E00033996",117,0,0,2,7,80,22,4,1,1
"E00033997",147,0,0,7,24,82,22,5,3,4
"E00033998",122,0,0,4,18,82,12,5,1,0
"E00033999",118,0,3,11,33,55,10,5,0,1
"E00034000",117,0,1,1,22,72,16,4,0,1
"E00034001",147,0,2,13,31,75,21,4,0,1
"E00034002",107,1,0,9,14,62,17,4,0,0
"E00034003",91,0,1,6,15,50,15,4,0,0
"E00034004",96,0,0,6,21,52,12,4,1,0
"E00034005",131,0,0,1,28,21,54,21,4,2
"E00034006",121,0,1,0,35,22,24,30,7,2
"E00034007",97,1,2,6,10,65,8,2,0,3
"E00034008",120,0,1,0,24,44,22,20,7,2
"E00034009",112,0,1,13,15,59,15,5,3,1
"E00034010",108,7,18,18,26,13,14,8,4,0
"E00034011",141,0,1,6,31,46,32,17,3,5
"E00034012",111,0,0,5,17,56,21,11,0,1
"E00034013",128,0,2,13,31,27,12,27,12,4
"E00034014",111,0,0,2,13,85,8,1,1,1
"E00034015",110,0,2,7,25,63,7,6,0,0
"E00034016",113,0,0,5,30,65,10,2,0,1
"E00034017",123,0,2,3,13,77,21,4,2,1
"E00034019",131,0,2,10,6,29,71,10,2,1
"E00034020",125,0,0,4,7,24,73,11,5,1
"E00034021",120,0,0,1,11,59,40,5,3,1
"E00034022",152,0,2,3,8,48,77,9,5,0
"E00034023",136,2,10,30,56,16,11,7,0,4
"E00034024",145,0,11,14,35,54,22,5,1,3
"E00034025",178,0,1,30,40,85,14,4,1,3
"E00034026",129,0,2,18,43,44,17,3,0,2
"E00034027",108,0,2,7,53,29,14,2,0,1
"E00034028",164,0,5,29,67,45,13,2,1,2
"E00034029",177,1,6,16,39,84,22,4,5,0
"E00034030",123,0,1,6,30,48,30,6,1,1
"E00034031",106,0,0,6,23,19,37,12,6,3
"E00034032",120,0,0,0,2,24,64,20,5,5
"E00034033",98,0,1,2,3,27,52,8,5,0
"E00034034",132,0,2,9,26,37,20,10,13,15
"E00034035",127,0,1,4,10,31,64,9,2,6
"E00034036",120,0,0,1,5,29,69,12,4,0
"E00034037",132,0,0,0,10,45,66,7,2,2
"E00034038",136,2,2,1,15,23,26,30,23,14
"E00034039",143,0,2,14,34,39,29,18,5,2
"E00034040",108,0,2,2,3,19,53,19,9,1
"E00034041",129,0,1,1,3,39,72,8,3,2
"E00034042",135,0,1,3,9,52,59,10,1,0
"E00034043",159,3,11,36,25,26,38,8,5,7
"E00034044",130,0,0,8,10,21,62,17,10,2
"E00034045",152,0,1,3,50,70,22,6,0,0
"E00034046",133,0,3,9,28,31,48,11,3,0
"E00034047",129,0,1,11,26,41,19,17,7,7
"E00034048",117,0,0,2,5,57,50,1,2,0
"E00034049",130,0,0,0,17,49,56,7,1,0
"E00034050",135,0,0,0,7,24,92,11,1,0
"E00034051",106,0,2,7,69,19,4,1,1,3
"E00034052",119,0,0,4,37,37,37,3,0,1
"E00034053",157,5,5,8,29,43,42,17,3,5
"E00034054",133,0,0,2,7,42,73,7,2,0
"E00034055",162,1,9,33,39,25,22,12,7,14
"E00034056",139,0,3,11,83,28,9,3,1,1
"E00034057",112,0,1,1,43,26,36,2,1,2
"E00034058",152,0,11,37,50,38,7,7,1,1
"E00034059",187,0,2,4,45,75,53,4,4,0
"E00034061",142,0,0,2,6,38,75,16,4,1
"E00034062",190,4,4,17,36,47,51,20,3,8
"E00034063",145,1,8,11,13,24,35,29,18,6
"E00034064",119,0,0,9,2,10,27,35,27,9
"E00034065",126,0,0,11,15,28,38,20,8,6
"E00034066",143,1,2,54,37,31,11,4,3,0
"E00034067",131,0,0,9,33,52,26,7,4,0
"E00034068",144,0,1,14,49,32,20,8,14,6
"E00034069",167,1,9,10,24,31,64,11,12,5
"E00034070",157,3,9,18,47,57,20,2,0,1
"E00034071",182,0,7,9,55,58,45,6,1,1
"E00034072",151,2,10,26,39,46,14,6,6,2
"E00034073",101,1,1,1,13,39,31,8,6,1
"E00034074",171,0,7,11,95,42,15,0,1,0
"E00034075",152,1,10,10,100,24,6,0,1,0
"E00034076",143,1,1,10,48,37,37,7,2,0
"E00034077",147,1,4,2,107,21,9,1,1,1
"E00034078",140,1,5,26,70,20,11,5,2,0
"E00034079",162,1,5,11,103,28,11,0,2,1
"E00034080",113,0,1,6,31,45,25,4,1,0
"E00034081",200,2,12,93,31,29,27,4,2,0
"E00034082",117,0,2,6,52,38,14,4,1,0
"E00034083",107,0,2,4,20,43,29,3,3,3
"E00034084",105,0,3,10,25,17,45,2,2,1
"E00034085",143,0,2,11,87,35,4,1,2,1
"E00034086",61,1,2,5,6,20,23,1,2,1
"E00034087",91,0,0,6,6,29,34,10,6,0
"E00034088",161,0,6,6,91,46,9,1,2,0
"E00034089",99,0,1,1,5,11,48,27,5,1
"E00034090",114,0,1,8,10,18,45,22,10,0
"E00034091",73,0,0,0,5,6,30,18,10,4
"E00034092",84,0,0,4,6,20,41,11,2,0
"E00034093",158,0,7,42,13,24,52,9,8,3
"E00034094",141,1,3,12,10,30,55,16,9,5
"E00034095",134,0,1,19,37,58,16,1,2,0
"E00034096",126,0,2,5,8,35,50,15,8,3
"E00034097",109,0,0,3,7,15,54,23,3,4
"E00034098",125,0,1,10,9,26,58,13,7,1
"E00034099",102,4,0,5,11,12,31,16,14,9
"E00034100",150,0,0,8,33,57,42,6,3,1
"E00034101",152,0,1,10,79,38,19,1,2,2
"E00034102",138,0,0,9,62,38,23,5,1,0
"E00034104",153,1,2,14,19,53,50,11,3,0
"E00034105",150,0,2,13,38,31,44,11,6,5
"E00034106",86,2,6,2,9,20,17,13,10,7
"E00034107",128,0,0,1,22,48,44,8,2,3
"E00034108",121,0,6,32,49,25,5,4,0,0
"E00034109",102,0,2,12,56,28,3,0,1,0
"E00034110",143,0,10,2,15,46,60,5,5,0
"E00034111",121,0,0,9,33,58,16,3,2,0
"E00034113",116,0,2,6,7,48,49,3,1,0
"E00034114",123,0,0,3,5,36,68,8,1,2
"E00034115",113,0,0,2,6,74,25,5,1,0
"E00034116",153,0,2,7,33,94,13,4,0,0
"E00034117",124,0,1,4,44,58,13,3,1,0
"E00034118",92,0,0,1,6,36,40,4,4,1
"E00034119",124,0,0,1,6,104,8,4,0,1
"E00034120",103,0,0,6,2,64,26,1,3,1
"E00034121",117,0,1,5,12,57,38,2,1,1
"E00034122",128,0,0,6,5,83,30,3,0,1
"E00034123",137,0,0,3,4,101,26,1,0,2
"E00034124",127,0,0,2,7,55,60,2,1,0
"E00034125",125,0,0,2,37,66,15,3,1,1
"E00034126",148,0,3,2,37,62,24,9,9,2
"E00034127",126,1,2,3,13,67,35,3,1,1
"E00034130",117,0,0,3,2,32,65,14,1,0
"E00034131",152,0,0,3,4,57,78,9,1,0
"E00034132",91,0,1,2,23,26,35,4,0,0
"E00034133",101,0,0,2,1,40,54,1,2,1
"E00034134",133,0,1,3,6,75,36,6,5,1
"E00034135",117,1,2,8,64,35,4,1,1,1
"E00034136",136,0,2,3,5,42,66,13,3,2
"E00034137",108,0,0,7,11,53,31,4,1,1
"E00034138",129,0,1,8,13,91,12,1,1,2
"E00034139",118,0,0,4,12,42,46,11,1,2
"E00034140",98,0,0,3,5,40,41,8,1,0
"E00034141",111,2,4,29,28,37,9,2,0,0
