"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E00033427",240,5,1,4,1,6,1,0,1,1,5,3,3,4,2,2,0,2,1,5,1,2,3,4,6,4,3,1,4,5,1,3,3,1,1,0,3,0,2,5,5,6,3,1,4,2,2,2,1,3,3,3,2,3,5,2,3,3,6,4,4,4,3,7,4,2,2,4,4,3,3,4,3,6,0,3,1,0,1,2,2,2,1,3,2,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"E00033428",309,5,7,3,6,3,9,4,5,2,5,3,3,5,3,8,3,4,3,3,2,4,3,2,5,5,7,8,10,7,5,7,4,6,6,6,3,1,3,6,2,5,2,5,5,3,5,4,1,5,3,2,6,2,8,1,5,3,5,2,3,2,3,3,4,1,1,2,4,1,1,3,1,1,3,2,0,4,1,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033432",321,4,1,2,4,5,5,3,5,1,4,5,7,2,4,6,5,6,8,9,4,4,4,2,1,4,3,3,2,5,2,2,3,8,6,1,3,1,3,4,4,5,2,5,3,4,2,3,5,7,6,4,7,8,6,3,5,4,5,2,2,9,3,2,2,4,4,2,3,2,1,0,5,2,2,1,5,1,2,5,5,2,2,2,1,1,1,1,2,1,2,2,0,0,0,0,1,0,0,0,0,0
"E00033435",289,4,5,2,2,2,0,1,1,2,1,2,2,3,2,1,6,3,7,6,7,4,6,2,2,2,4,7,3,3,3,4,0,2,1,0,1,4,3,6,3,3,5,2,2,7,4,5,4,6,2,10,8,7,8,8,8,5,3,3,3,6,1,4,2,1,0,2,3,4,3,3,2,5,1,5,3,0,3,4,1,3,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033436",275,2,1,2,3,5,2,3,1,2,2,2,3,3,3,7,1,2,4,4,4,6,5,3,2,3,5,11,5,2,5,1,2,3,5,2,6,2,4,2,4,4,1,7,2,2,5,4,3,9,5,8,2,6,5,1,5,1,3,8,1,2,4,3,2,3,3,4,3,3,0,0,3,2,2,1,2,1,3,3,1,3,2,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033437",266,3,3,3,1,3,2,0,1,5,0,2,3,5,2,4,5,5,2,2,4,5,7,4,6,2,3,6,3,3,3,2,3,2,5,3,2,2,4,2,4,2,4,3,4,3,5,1,7,2,5,4,9,3,4,9,5,1,3,1,1,3,4,4,2,2,1,2,2,1,2,2,2,2,5,3,2,2,0,5,2,1,6,1,0,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"E00033438",307,2,2,3,3,2,3,1,3,6,5,6,4,3,2,5,4,6,4,5,5,5,4,8,4,4,3,2,2,6,7,3,6,5,0,0,1,1,2,3,7,9,3,4,7,9,3,6,7,4,8,5,7,3,7,6,0,5,3,2,5,1,5,3,2,0,2,3,6,0,0,3,4,2,2,3,4,2,0,2,0,4,0,2,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
"E00033439",358,0,3,2,1,5,4,3,6,3,1,2,1,5,4,4,6,4,2,10,7,1,1,10,7,2,1,8,6,5,2,4,2,5,6,1,6,4,5,2,2,9,1,8,9,1,4,7,7,6,3,9,3,7,6,5,8,9,5,8,8,4,3,4,1,3,5,4,3,2,3,4,7,6,3,4,3,4,1,0,3,3,1,2,2,2,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
"E00033440",348,4,10,7,2,9,7,6,7,12,7,5,5,12,8,6,8,6,4,5,3,2,2,8,4,3,9,4,1,5,6,4,3,4,1,8,4,7,7,5,7,7,2,6,1,1,6,3,1,3,2,1,1,6,2,5,2,6,0,4,4,2,2,1,6,3,5,4,5,3,3,3,0,4,6,1,0,1,1,1,0,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00033441",301,4,3,10,3,7,2,5,3,7,3,4,3,3,4,2,6,5,2,5,2,6,1,2,3,0,5,5,5,3,4,4,6,8,2,6,2,2,2,2,3,5,2,9,5,4,1,1,6,7,4,6,3,6,1,0,2,1,3,7,4,5,3,4,2,3,4,7,6,4,2,2,3,2,2,0,2,1,2,2,5,1,3,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00033442",336,2,2,4,1,3,2,2,3,4,4,0,8,3,4,4,10,7,5,6,8,12,5,1,5,7,3,2,8,4,3,3,1,1,2,0,2,6,3,5,3,4,3,3,4,11,5,9,5,7,4,8,5,7,1,5,6,3,0,3,3,2,2,0,8,3,2,1,4,3,7,5,5,2,5,2,3,4,1,3,5,2,4,0,1,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"E00033443",158,3,0,2,3,0,0,1,2,2,3,1,2,2,5,1,3,2,3,1,2,2,2,5,0,1,2,0,0,0,2,1,1,3,3,1,3,3,2,1,0,2,1,3,1,1,2,1,3,4,4,5,2,2,3,3,1,5,3,5,0,2,0,1,4,1,1,1,0,0,3,0,1,2,4,2,0,3,0,2,2,0,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033444",254,4,1,2,2,5,3,5,4,5,2,1,1,2,7,3,0,2,4,6,2,2,3,3,1,3,1,5,0,2,2,4,2,5,1,3,4,3,2,3,2,1,5,0,6,3,5,4,5,6,6,4,4,2,5,7,3,2,4,7,2,1,0,2,1,2,3,1,2,3,3,1,5,2,4,1,4,4,1,2,2,2,0,3,4,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"E00033445",257,3,2,4,3,1,3,1,3,4,4,1,3,3,2,6,5,0,5,6,2,5,6,2,4,3,8,4,10,6,1,4,0,4,2,3,0,2,3,1,3,2,5,2,2,6,2,3,4,5,4,4,5,7,5,5,4,2,6,1,1,1,0,4,1,4,4,2,6,2,3,0,0,1,2,1,1,3,2,2,1,1,1,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00033446",277,4,0,1,3,2,2,0,2,4,1,1,2,3,3,4,5,8,2,6,4,1,4,3,3,4,3,4,6,0,3,2,2,1,1,2,3,1,5,3,3,4,1,5,4,7,3,3,1,5,8,5,9,6,7,7,2,6,5,4,1,2,4,3,1,3,2,1,5,3,3,2,6,2,6,3,1,3,2,4,5,0,1,0,2,3,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"E00033447",159,0,0,0,1,5,1,0,0,2,3,2,1,1,0,0,2,1,1,4,2,1,1,2,6,0,2,2,1,1,1,1,0,1,1,2,1,1,1,2,2,1,1,0,2,1,0,3,1,5,4,3,0,0,0,2,1,3,2,3,2,1,2,0,3,2,0,1,3,3,4,2,1,3,7,3,1,2,1,2,6,4,0,4,8,0,2,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0
"E00033448",308,0,1,1,4,3,8,4,0,6,3,4,3,5,4,6,6,4,1,10,1,8,4,5,3,5,4,8,5,2,3,1,4,6,2,1,2,4,2,4,10,4,6,4,9,3,3,4,2,8,5,1,5,5,6,3,5,3,5,7,3,2,4,1,2,5,4,3,2,1,1,0,0,3,3,2,1,2,1,2,1,2,4,5,4,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033449",297,3,1,2,1,6,1,3,3,3,4,2,1,4,3,6,3,2,2,5,4,1,6,1,3,5,3,3,2,3,1,4,2,1,1,6,7,2,2,4,1,4,5,2,7,4,2,7,6,12,6,5,5,5,5,4,1,7,6,2,4,3,4,6,5,5,2,5,3,1,1,3,1,3,3,6,4,3,4,3,0,2,2,3,0,1,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0
"E00033450",301,8,2,2,1,2,1,5,2,1,2,4,4,2,3,2,6,2,6,3,5,8,5,3,4,5,6,15,3,7,4,5,2,1,1,2,4,2,1,2,5,4,3,6,5,5,9,4,2,10,5,2,3,4,6,4,2,2,3,3,3,1,5,1,4,2,5,3,8,2,2,6,2,1,1,1,3,1,2,1,2,2,2,2,2,0,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0
"E00033451",231,2,2,2,1,2,3,1,4,2,3,3,5,4,1,5,6,2,4,3,4,4,2,3,5,2,3,0,2,0,4,6,3,6,5,0,4,3,3,0,4,2,4,2,2,4,5,4,5,2,4,6,3,3,2,4,6,2,2,2,4,1,2,4,1,1,3,1,3,1,1,1,1,0,3,2,2,2,1,3,2,0,3,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"E00033452",229,1,2,3,0,1,3,0,0,4,1,1,1,4,1,2,1,3,4,0,5,1,3,3,2,6,1,3,2,2,1,3,3,3,4,2,3,0,2,2,2,2,1,2,2,6,7,2,4,4,8,3,1,3,5,3,3,4,7,2,3,5,5,4,1,3,5,1,6,3,0,5,2,2,6,0,3,2,2,3,2,0,4,3,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"E00033453",148,1,1,0,0,0,0,1,1,3,1,0,2,2,3,0,1,2,0,3,0,0,2,6,2,2,1,0,8,1,0,6,5,3,3,2,1,1,2,2,1,2,1,6,2,3,1,5,5,5,2,3,1,3,0,3,4,2,1,3,2,1,0,0,1,0,0,1,2,1,2,1,0,3,0,2,0,1,2,1,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033454",489,8,14,12,9,11,8,5,2,12,9,4,6,4,7,3,3,4,6,3,6,1,2,6,8,8,9,10,13,14,8,10,12,10,11,11,10,7,4,4,8,2,7,5,5,4,5,8,6,5,11,5,8,6,5,5,3,5,7,5,8,2,5,4,3,3,7,5,5,0,4,6,1,3,1,2,1,0,3,3,2,1,2,3,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00033455",231,2,2,3,1,9,4,3,1,3,0,4,4,4,3,2,0,3,0,2,0,3,4,1,6,4,1,4,5,2,8,3,4,3,2,2,1,4,0,8,4,2,4,6,5,2,2,4,2,4,4,5,3,3,4,4,3,1,4,6,4,4,4,2,0,1,0,1,0,2,1,1,2,2,0,2,1,0,5,1,1,2,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033456",336,2,3,2,4,2,4,4,0,6,1,6,2,2,7,3,4,7,4,6,6,6,9,5,3,6,7,5,4,1,3,7,4,3,4,6,1,2,3,6,2,6,3,6,5,2,7,7,4,4,7,4,4,3,5,6,4,4,6,3,5,3,5,5,8,5,5,0,2,1,7,2,5,3,2,4,3,2,2,2,3,2,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"E00033457",214,3,5,6,1,5,6,7,5,2,4,1,5,7,2,0,4,2,5,4,0,4,3,1,6,3,4,1,3,4,7,2,1,2,0,3,4,4,1,6,2,8,2,2,2,0,4,2,3,5,0,4,2,2,0,0,4,2,1,2,1,2,1,2,4,0,1,4,4,3,2,0,0,1,3,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033458",227,1,5,3,4,2,6,5,2,2,7,4,6,2,3,4,5,8,3,9,6,3,4,1,5,4,3,3,1,3,0,0,7,2,2,1,7,4,4,3,6,3,1,7,3,3,3,5,1,2,2,1,4,3,5,3,0,1,3,0,2,2,0,2,1,3,2,2,0,0,0,0,0,1,0,2,1,1,0,1,3,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033459",268,2,3,2,2,5,1,0,0,6,1,3,1,4,3,2,1,2,3,0,3,2,4,4,4,5,1,5,3,4,3,3,1,4,2,1,3,2,3,2,2,3,1,3,1,2,7,3,4,5,2,4,8,1,1,6,7,2,5,4,2,5,3,4,5,2,1,3,0,2,3,3,5,6,3,3,4,2,4,7,0,3,1,3,2,5,1,2,3,5,2,1,1,0,1,0,0,0,0,0,0,0
"E00033460",200,3,9,3,2,5,2,3,6,2,3,4,1,1,1,2,3,3,6,2,5,5,3,1,2,2,3,6,3,9,5,12,6,4,5,5,0,1,4,3,3,0,5,2,3,1,1,1,1,2,4,2,4,3,1,2,1,1,1,0,1,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033462",217,2,2,0,3,2,3,3,1,2,5,0,2,6,5,4,2,5,4,4,4,4,0,6,2,1,1,4,3,2,2,2,0,1,1,7,3,2,2,1,3,0,6,1,1,2,0,5,3,0,7,3,5,4,0,9,1,4,1,5,3,1,0,1,4,3,2,0,1,2,4,3,1,2,2,2,2,2,2,3,4,1,1,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00033463",228,3,4,0,2,1,2,2,5,1,2,0,2,2,1,2,2,1,3,2,3,4,1,4,4,4,4,1,3,1,4,2,2,0,3,1,1,1,4,4,4,3,0,3,2,4,3,7,1,3,5,2,5,5,3,4,3,0,1,2,4,5,3,5,2,1,3,0,2,2,2,3,5,7,3,2,4,4,6,3,2,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"E00033464",284,6,4,1,3,5,5,4,4,2,5,5,1,1,3,5,4,1,0,3,3,4,2,1,7,7,4,4,2,2,7,2,3,5,4,8,6,2,0,2,4,1,2,4,3,4,5,4,4,7,4,8,7,2,5,7,3,4,3,3,4,3,6,2,3,2,6,1,4,2,1,3,0,2,2,6,1,2,2,0,1,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033466",278,1,1,2,2,1,2,2,1,5,3,3,5,1,2,8,3,1,4,3,6,2,6,3,2,5,1,5,2,1,3,2,5,2,1,2,5,5,1,3,6,1,3,1,3,7,5,9,5,4,4,6,7,4,0,1,4,4,6,5,5,2,5,2,3,0,3,3,5,3,1,2,4,0,3,4,6,4,3,1,4,3,1,2,1,3,0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0
"E00033468",286,1,3,0,2,2,0,4,6,1,5,1,1,3,4,4,3,7,5,3,7,7,2,3,4,6,7,4,2,2,2,2,5,0,3,1,4,2,1,4,1,3,3,8,1,8,5,6,8,3,4,2,5,8,5,2,4,1,5,3,3,4,1,0,3,5,2,1,3,1,2,3,2,1,4,10,4,5,3,2,0,0,1,3,2,5,0,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0
"E00033470",324,0,2,6,3,3,4,2,6,4,3,3,9,6,7,5,6,6,4,1,4,10,3,6,4,5,2,7,1,2,4,4,2,1,4,1,3,1,7,6,5,3,3,4,3,6,6,2,6,5,5,4,9,7,8,3,5,5,3,2,5,5,4,3,3,3,4,4,3,3,2,1,2,2,1,4,2,2,5,1,1,2,1,1,1,1,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0
"E00033471",293,4,2,4,5,1,2,6,2,7,6,2,2,5,4,5,5,2,4,8,6,4,4,8,0,2,4,4,4,0,8,5,5,2,1,1,2,3,1,10,4,1,3,4,4,4,5,5,4,2,4,5,3,3,6,1,2,1,4,1,5,1,1,4,2,4,3,0,5,2,4,4,3,4,2,3,2,2,3,1,2,1,3,2,3,1,2,2,1,3,0,1,0,0,0,0,0,0,1,0,0,0
"E00033472",249,1,0,4,2,5,4,4,4,1,8,4,5,6,5,7,3,4,3,2,3,4,2,2,8,6,2,3,2,4,4,3,4,4,5,3,1,1,2,2,2,8,4,7,3,4,3,1,3,4,4,3,5,5,2,1,4,0,2,2,1,3,3,0,1,3,2,2,1,2,0,2,0,2,2,2,0,1,0,0,2,2,2,3,2,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00033473",272,8,2,3,5,0,4,1,2,2,2,1,2,5,4,3,3,4,4,7,4,7,4,1,3,4,5,3,4,5,3,1,4,3,3,3,5,2,3,5,2,2,6,1,5,3,3,2,10,3,3,3,6,2,3,3,3,3,4,2,10,3,4,3,2,3,2,2,1,1,1,2,3,5,3,6,1,2,4,0,3,2,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0
"E00033474",229,2,1,3,4,1,0,4,1,2,0,2,2,1,2,3,1,2,2,3,4,4,5,6,2,5,1,4,8,2,6,3,5,3,5,4,6,1,3,4,2,3,4,3,3,2,2,3,3,3,4,1,3,3,5,7,2,1,2,3,3,2,3,2,2,3,1,2,1,1,1,2,0,2,2,3,9,2,4,4,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00033475",287,4,4,4,5,4,3,3,3,5,3,2,6,3,3,7,4,3,3,8,4,2,5,3,5,1,13,3,5,8,3,4,1,2,11,1,3,4,3,3,6,2,4,4,6,6,2,1,6,4,5,4,2,3,1,5,7,1,2,7,2,2,2,1,4,1,2,1,2,2,3,3,4,4,1,3,2,0,0,3,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"E00033476",234,1,2,1,0,0,3,1,0,2,2,0,0,5,1,3,4,4,5,1,6,3,7,3,3,4,3,2,2,1,3,1,2,3,4,4,2,1,1,0,5,3,3,2,1,1,3,6,7,8,3,5,5,2,6,2,4,4,5,9,4,3,2,3,3,5,1,4,5,2,1,3,2,3,0,2,1,1,4,0,1,0,2,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0
"E00033477",177,1,1,3,1,2,3,1,2,1,2,2,3,2,1,2,2,3,4,1,0,1,1,4,2,3,2,1,0,5,3,1,1,4,1,5,2,2,4,5,2,4,2,3,2,3,2,3,2,2,7,2,2,3,2,2,0,3,5,0,3,2,1,3,1,4,0,1,2,0,1,5,1,2,1,3,1,0,0,1,0,2,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"E00033478",273,3,7,3,1,3,6,1,0,3,4,2,3,4,1,4,5,2,5,3,6,5,3,4,0,6,1,2,7,3,6,5,1,2,6,3,2,4,4,5,1,9,2,7,2,2,4,4,5,6,8,6,4,3,1,2,1,3,2,3,1,3,1,3,3,1,2,0,1,3,1,1,2,1,6,0,4,2,6,1,2,2,3,1,2,2,2,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0
"E00033479",390,1,4,1,6,6,5,4,2,3,8,8,4,6,3,1,5,9,6,7,5,4,1,4,4,5,9,3,5,6,2,4,5,1,5,6,2,3,2,7,4,6,4,2,6,17,4,6,4,13,4,5,5,6,5,4,5,8,10,3,3,5,5,3,1,4,1,4,4,8,2,1,8,1,0,8,5,4,7,4,5,1,2,1,0,2,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"E00033480",281,1,6,3,1,3,3,2,2,1,1,4,1,2,2,3,9,6,4,7,4,4,8,4,4,1,4,4,4,2,5,1,2,1,0,3,4,4,5,4,5,3,2,4,5,4,6,7,6,6,6,7,1,1,3,7,3,0,5,11,5,5,5,1,8,5,3,4,2,3,2,1,0,2,2,2,2,2,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033481",399,5,9,2,2,0,6,4,3,6,3,12,5,6,9,11,4,7,1,6,8,6,4,2,5,7,6,4,10,5,3,4,6,4,4,4,5,8,2,3,8,2,9,5,2,2,5,5,8,4,6,7,6,8,2,4,4,5,1,5,4,3,6,6,3,1,1,3,6,2,3,1,4,0,4,9,4,5,2,7,7,4,1,6,2,0,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0
"E00033482",282,3,1,1,6,2,1,1,2,1,3,5,1,0,3,5,4,5,5,1,6,7,2,5,2,4,2,2,4,5,5,3,3,1,2,2,4,0,0,3,7,2,0,4,3,8,3,1,2,6,3,8,10,4,8,6,9,4,5,1,2,1,1,1,9,3,3,5,3,2,4,1,3,2,2,3,3,1,1,2,0,3,1,4,1,3,2,1,0,0,1,3,1,0,1,1,1,0,0,1,0,0
"E00033483",338,3,5,2,3,3,3,4,3,2,3,2,1,4,6,4,6,3,2,8,4,8,4,5,4,2,6,4,10,8,5,3,3,0,8,7,2,3,4,4,4,4,1,4,3,1,8,4,4,4,2,5,8,4,4,7,1,3,7,8,4,8,4,1,5,2,3,0,0,3,1,2,0,4,6,2,2,1,3,3,1,1,2,1,4,3,2,4,7,4,3,1,0,0,0,1,2,1,0,0,0,0
"E00033484",292,1,4,1,6,1,3,4,2,4,2,1,3,2,3,5,4,4,2,6,4,7,3,6,4,4,6,0,4,3,4,2,1,5,2,1,3,1,3,3,3,5,6,1,4,7,2,5,3,5,9,3,5,3,9,4,6,7,10,4,5,3,4,4,0,5,8,2,1,6,2,3,2,0,1,1,2,2,2,1,2,2,1,0,1,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
"E00033485",318,8,3,2,2,3,2,2,4,10,4,2,4,4,3,6,1,3,4,3,5,5,10,5,3,1,8,3,1,3,5,4,5,5,4,3,3,1,2,2,4,2,1,6,7,1,6,7,6,2,4,5,3,4,1,4,5,4,7,5,3,5,4,3,4,4,3,3,1,3,2,3,4,8,3,2,6,2,2,2,3,2,2,2,4,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
"E00033486",348,9,5,4,10,8,2,6,9,4,0,0,4,2,2,3,1,2,5,4,9,5,2,3,5,5,7,6,7,7,10,7,2,5,5,3,6,4,10,4,9,7,3,4,6,0,2,5,10,5,5,6,5,3,5,6,4,4,1,6,0,9,2,2,6,6,1,4,3,1,1,2,4,4,2,1,1,0,0,5,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033487",239,1,1,0,3,2,2,0,0,1,2,1,0,1,0,3,2,0,0,2,0,4,1,3,2,5,3,2,3,2,0,1,1,1,1,3,2,4,3,1,0,4,3,1,7,3,4,5,4,4,4,3,3,5,1,0,4,5,5,6,4,3,6,2,6,8,4,5,3,6,2,4,1,1,1,6,3,1,2,1,2,5,5,1,3,1,1,2,2,2,5,1,1,4,1,0,0,0,0,0,0,0
"E00033488",235,6,5,1,3,3,4,0,4,0,1,3,1,1,1,1,2,0,5,8,1,5,2,6,7,2,9,4,6,4,9,7,0,4,3,2,1,3,6,6,3,2,3,1,3,3,2,3,6,8,5,1,6,2,5,2,3,5,1,1,2,1,5,0,1,3,1,2,2,0,3,2,0,0,2,1,1,2,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"E00033489",312,7,2,4,4,1,2,1,5,2,3,5,3,4,4,4,2,9,1,3,8,9,2,2,6,4,5,2,3,3,3,5,2,2,3,1,4,4,2,3,2,1,4,6,5,6,7,8,5,1,4,4,7,2,3,2,5,2,1,3,6,3,3,4,2,11,7,4,6,4,4,3,4,4,2,4,4,4,2,2,3,2,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E00033490",268,3,2,2,2,0,5,5,3,2,1,6,3,6,4,4,5,4,6,1,6,5,4,2,2,4,0,2,1,1,1,4,2,3,7,5,5,4,1,4,3,2,5,2,3,6,1,4,4,4,2,2,4,4,5,2,3,2,3,4,7,2,5,1,3,5,6,4,0,6,5,3,3,1,3,0,2,3,2,3,0,1,1,2,1,2,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"E00033491",224,1,7,5,3,4,2,0,2,0,0,1,1,1,0,2,4,2,4,3,2,2,5,4,3,3,2,3,5,5,1,0,8,11,5,5,3,2,1,3,3,8,7,1,3,2,1,5,3,3,2,2,2,1,6,6,6,2,2,3,3,2,3,1,4,2,1,0,2,1,2,1,2,3,0,4,0,0,0,0,1,0,0,1,1,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0
"E00033492",330,6,7,2,4,2,1,1,1,3,4,0,4,3,4,3,1,0,2,10,3,5,3,2,4,7,2,11,10,6,4,2,12,9,3,4,3,6,4,4,7,2,7,1,8,1,3,8,4,2,6,6,2,7,5,5,3,6,4,6,7,4,6,3,0,6,0,5,3,5,1,3,2,3,3,3,2,1,1,1,0,2,1,2,2,2,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0
"E00033493",289,3,6,1,2,4,1,4,2,2,3,1,5,2,1,4,5,4,1,6,3,3,7,5,7,5,10,4,9,9,2,6,6,2,1,4,8,3,1,4,3,3,2,2,6,8,8,4,4,4,4,5,2,9,2,1,3,0,1,6,3,3,4,5,1,4,2,3,2,1,1,2,1,1,0,1,3,3,4,1,0,1,1,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033494",254,3,2,0,2,1,10,2,5,2,3,5,4,2,2,4,5,6,2,2,5,4,2,1,4,5,3,2,3,0,3,0,4,2,1,5,5,2,3,3,3,2,7,3,2,4,1,3,6,10,5,3,5,4,4,1,3,0,5,5,6,2,3,4,2,5,2,3,1,3,1,2,1,3,1,1,2,1,3,2,1,1,0,1,1,2,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0
"E00033495",335,11,9,3,2,4,3,3,4,3,3,1,4,5,2,8,5,8,6,6,3,7,5,10,6,9,8,2,9,6,4,3,2,4,5,5,1,1,2,3,3,5,2,9,7,4,3,7,9,3,5,2,4,6,2,4,3,3,6,4,2,4,3,0,2,5,3,2,3,4,2,4,1,1,3,2,1,4,0,1,1,0,2,1,1,2,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"E00033496",299,5,9,7,2,5,14,2,6,2,2,1,4,1,1,3,1,2,2,2,1,8,5,7,6,7,8,5,9,4,4,3,5,7,3,0,4,0,2,1,4,4,3,2,6,6,2,2,3,4,7,4,7,3,2,4,2,5,1,1,2,3,1,5,4,4,4,2,4,1,2,1,0,2,7,1,3,0,6,1,5,1,1,0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0
"E00033497",222,3,3,1,2,4,3,0,2,0,1,1,4,1,0,4,5,0,4,3,5,4,3,4,3,1,4,0,5,4,2,0,2,2,1,1,2,1,2,1,1,5,2,3,3,6,5,2,2,6,6,1,2,6,2,4,3,6,6,4,6,1,1,5,8,5,3,2,6,3,1,1,0,1,2,1,2,4,0,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
