"GeographyCode","QS602EW0001","QS602EW0002","QS602EW0003","QS602EW0004","QS602EW0005","QS602EW0006","QS602EW0007","QS602EW0008","QS602EW0009","QS602EW0010","QS602EW0011","QS602EW0012","QS602EW0013","QS602EW0014","QS602EW0015","QS602EW0016"
"E00033378",137,97,14,66,0,4,3,6,4,0,40,37,0,1,0,2
"E00033379",130,91,13,63,1,2,2,6,3,1,39,29,1,2,5,2
"E00033380",106,74,13,49,1,2,1,7,0,1,32,29,0,0,2,1
"E00033381",130,50,6,27,2,4,3,7,0,1,80,71,1,2,1,5
"E00033382",123,86,10,68,0,4,0,3,1,0,37,31,0,2,2,2
"E00033383",133,86,13,62,0,3,1,4,3,0,47,37,0,6,3,1
"E00033384",146,88,10,72,0,1,0,2,0,3,58,48,2,1,6,1
"E00033385",156,110,13,79,1,3,1,5,3,5,46,35,1,3,6,1
"E00033386",140,104,11,73,0,8,3,7,2,0,36,23,2,1,9,1
"E00033387",122,88,7,64,3,1,2,4,6,1,34,16,3,0,9,6
"E00033388",162,70,11,47,0,2,0,1,8,1,92,59,2,1,22,8
"E00033389",118,90,10,67,0,2,0,9,1,1,28,19,0,0,4,5
"E00033391",164,110,21,52,0,0,0,11,22,4,54,25,2,9,13,5
"E00033392",149,109,15,55,0,3,5,10,14,7,40,24,3,1,10,2
"E00033394",139,107,11,72,0,4,5,1,8,6,32,15,2,1,11,3
"E00033395",156,121,13,88,0,3,3,7,5,2,35,21,2,3,8,1
"E00033396",126,76,13,42,2,1,3,12,3,0,50,40,1,2,6,1
"E00033397",125,96,11,66,0,4,2,12,0,1,29,27,0,1,1,0
"E00033399",128,90,17,57,0,4,2,9,0,1,38,37,0,0,1,0
"E00033400",118,78,17,49,0,0,2,8,2,0,40,35,1,2,2,0
"E00033401",102,80,12,58,0,1,2,6,0,1,22,22,0,0,0,0
"E00033402",134,96,12,65,0,2,1,4,3,9,38,19,8,1,6,4
"E00033403",144,100,14,64,3,4,2,8,3,2,44,36,5,0,3,0
"E00033404",162,113,8,80,0,6,3,10,5,1,49,32,3,3,8,3
"E00033405",129,88,9,64,0,2,1,5,3,4,41,31,3,2,4,1
"E00033406",126,90,10,58,0,3,3,11,5,0,36,33,1,0,2,0
"E00033407",138,109,14,73,0,3,0,5,6,8,29,19,4,1,4,1
"E00033408",123,90,14,52,1,2,2,7,1,11,33,26,3,1,3,0
"E00033409",166,60,9,35,0,7,2,7,0,0,106,97,0,2,4,3
"E00033410",121,92,8,69,0,1,0,6,2,6,29,21,5,0,1,2
"E00033411",119,84,11,45,0,10,3,10,4,1,35,32,0,1,2,0
"E00033412",146,104,15,67,0,3,3,8,1,7,42,35,4,0,2,1
"E00033413",111,83,14,50,1,1,1,3,2,11,28,19,1,1,7,0
"E00033414",135,104,11,74,0,2,5,4,2,6,31,21,2,5,3,0
"E00033415",94,75,6,48,1,7,2,11,0,0,19,19,0,0,0,0
"E00033416",144,118,5,89,1,2,3,6,4,8,26,19,1,3,2,1
"E00033417",144,108,16,68,0,6,6,6,0,6,36,28,4,0,3,1
"E00033418",144,99,6,47,2,19,7,16,1,1,45,44,0,0,1,0
"E00033419",119,80,7,41,0,13,4,14,1,0,39,36,1,2,0,0
"E00033420",155,113,9,79,0,1,7,9,1,7,42,34,4,1,3,0
"E00033421",128,92,13,56,1,2,2,8,3,7,36,26,0,1,5,4
"E00033422",172,120,12,77,3,12,2,9,5,0,52,47,1,1,2,1
"E00033423",126,99,8,71,1,1,1,12,0,5,27,21,4,0,0,2
"E00033424",134,102,18,63,1,5,4,6,3,2,32,25,2,2,3,0
"E00033425",124,102,9,78,0,2,1,4,5,3,22,18,2,0,1,1
"E00033426",121,89,10,68,0,1,1,5,2,2,32,24,2,1,3,2
"E00033427",105,57,3,41,1,1,5,5,0,1,48,41,0,0,4,3
"E00033428",124,81,8,59,0,0,2,3,7,2,43,27,0,3,10,3
"E00033432",135,69,20,36,0,0,2,4,7,0,66,41,0,5,17,3
"E00033435",125,70,10,38,0,5,3,6,6,2,55,34,0,0,18,3
"E00033436",128,71,17,39,0,2,1,4,8,0,57,33,0,7,11,6
"E00033437",114,61,8,34,3,1,1,10,4,0,53,35,0,2,13,3
"E00033438",127,81,14,43,0,6,3,8,7,0,46,30,0,7,9,0
"E00033439",173,89,15,52,1,2,3,7,9,0,84,48,2,13,16,5
"E00033440",139,70,19,31,0,0,1,4,13,2,69,33,4,7,15,10
"E00033441",141,68,12,38,0,1,1,4,12,0,73,39,2,8,17,7
"E00033442",134,72,17,44,0,1,0,4,6,0,62,49,0,2,8,3
"E00033443",72,38,8,24,1,0,0,2,3,0,34,22,0,2,9,1
"E00033444",115,55,13,28,1,3,1,5,3,1,60,36,1,7,11,5
"E00033445",98,55,11,35,0,1,0,4,4,0,43,26,0,5,12,0
"E00033446",121,61,13,39,0,0,2,3,4,0,60,41,0,1,13,5
"E00033447",94,30,9,16,0,0,1,1,3,0,64,51,0,1,10,2
"E00033448",124,78,12,43,0,4,2,6,7,4,46,31,0,3,9,3
"E00033449",143,81,9,50,0,1,2,9,9,1,62,39,0,5,16,2
"E00033450",121,74,14,46,0,2,0,7,5,0,47,36,0,4,5,2
"E00033451",109,56,13,29,0,2,0,5,7,0,53,29,1,3,18,2
"E00033452",110,58,7,39,0,0,2,2,7,1,52,37,0,4,10,1
"E00033453",78,49,6,35,0,2,0,2,4,0,29,11,0,0,14,4
"E00033454",219,153,26,95,0,2,0,14,14,2,66,43,3,3,13,4
"E00033455",122,58,15,30,1,3,0,3,5,1,64,29,1,8,24,2
"E00033456",133,79,17,47,0,2,0,5,7,1,54,37,0,6,9,2
"E00033457",95,53,16,21,0,1,0,0,15,0,42,17,1,8,6,10
"E00033458",87,42,10,18,0,0,0,4,8,2,45,16,2,7,17,3
"E00033459",143,55,8,36,0,0,0,1,10,0,88,64,0,4,18,2
"E00033460",79,58,8,37,0,2,2,4,4,1,21,10,1,3,5,2
"E00033462",94,37,11,18,0,0,0,2,6,0,57,33,0,6,16,2
"E00033463",103,46,8,25,1,0,1,5,6,0,57,44,0,2,5,6
"E00033464",116,64,14,34,0,1,0,5,8,2,52,35,0,3,12,2
"E00033466",122,57,14,30,0,1,4,2,6,0,65,40,2,4,14,5
"E00033468",119,64,19,34,0,0,2,4,5,0,55,37,1,2,12,3
"E00033470",130,85,24,40,1,0,1,7,11,1,45,29,1,1,11,3
"E00033471",107,57,16,28,1,1,3,6,2,0,50,36,0,3,7,4
"E00033472",105,56,14,30,0,1,0,0,10,1,49,27,0,6,13,3
"E00033473",116,54,14,32,0,0,1,2,4,1,62,32,1,7,17,5
"E00033474",145,82,15,37,0,1,0,3,23,3,63,28,3,8,20,4
"E00033475",157,94,19,51,0,0,1,4,18,1,63,30,1,8,20,4
"E00033476",115,58,8,36,0,1,1,4,8,0,57,36,0,2,14,5
"E00033477",74,46,6,35,1,0,1,1,1,1,28,18,0,0,6,4
"E00033478",115,64,9,41,0,2,0,8,4,0,51,35,1,5,10,0
"E00033479",167,92,15,58,1,4,1,6,6,1,75,49,0,6,16,4
"E00033480",108,71,8,50,0,1,2,8,0,2,37,25,1,1,10,0
"E00033481",172,86,25,49,0,1,1,6,4,0,86,56,1,9,15,5
"E00033482",117,60,12,32,0,1,1,9,5,0,57,38,0,5,12,2
"E00033483",166,82,20,47,0,0,1,7,7,0,84,55,1,6,18,4
"E00033484",121,73,18,43,0,0,2,5,4,1,48,33,2,3,8,2
"E00033485",137,75,16,37,1,0,2,7,10,2,62,39,2,8,11,2
"E00033486",165,113,25,64,0,1,1,5,13,4,52,33,2,5,9,3
"E00033487",157,54,9,29,1,2,1,2,9,1,103,62,1,0,36,4
"E00033488",149,77,12,38,0,0,0,1,22,4,72,20,1,10,33,8
"E00033489",122,64,15,36,0,0,3,4,6,0,58,41,0,3,13,1
"E00033490",108,53,11,29,1,3,0,7,2,0,55,38,0,6,11,0
"E00033491",142,82,15,50,0,1,0,7,5,4,60,25,1,9,23,2
"E00033492",195,99,25,43,0,1,1,6,20,3,96,40,2,9,32,13
"E00033493",142,102,18,63,0,4,1,5,9,2,40,23,0,5,8,4
"E00033494",103,57,9,37,0,2,1,7,1,0,46,33,0,2,10,1
"E00033495",161,105,26,57,0,3,1,5,12,1,56,30,0,10,13,3
"E00033496",152,86,18,43,0,0,0,6,19,0,66,42,1,3,17,3
"E00033497",98,61,9,45,0,0,0,4,3,0,37,26,0,3,6,2
"E00033498",91,47,9,12,0,0,2,0,22,2,44,15,0,2,21,6
"E00033501",98,48,7,19,0,0,0,2,19,1,50,22,0,5,21,2
"E00033502",104,83,17,54,0,2,1,4,3,2,21,17,0,3,1,0
"E00033503",100,71,13,42,0,0,1,12,3,0,29,24,0,1,4,0
"E00033504",129,67,16,40,0,0,0,6,5,0,62,33,0,7,17,5
"E00033505",93,62,12,39,0,0,1,3,6,1,31,23,0,1,4,3
"E00033506",124,66,12,37,0,0,0,6,9,2,58,33,0,5,15,5
"E00033507",136,84,10,41,1,1,0,6,25,0,52,20,0,6,25,1
"E00033508",132,59,10,29,0,0,0,2,14,4,73,54,1,5,9,4
"E00033509",113,62,8,45,0,1,1,4,3,0,51,25,2,11,7,6
"E00033510",137,81,14,53,0,1,0,5,8,0,56,31,0,6,11,8
"E00033511",122,69,11,36,1,0,0,6,14,1,53,22,1,10,18,2
"E00033512",78,42,10,24,0,1,1,4,2,0,36,14,1,3,14,4
"E00033513",130,84,13,54,0,2,2,2,11,0,46,26,2,4,9,5
"E00033514",114,60,15,38,1,0,1,2,3,0,54,39,1,0,12,2
"E00033515",125,89,17,52,0,0,4,4,11,1,36,18,0,3,10,5
"E00033516",110,73,11,48,1,1,1,5,6,0,37,26,1,3,3,4
"E00033517",126,70,17,39,0,3,3,3,3,2,56,35,1,10,8,2
"E00033518",121,70,17,36,0,2,0,5,9,1,51,25,1,5,17,3
"E00033519",139,75,18,39,0,0,1,2,15,0,64,30,1,11,17,5
"E00033520",102,67,16,36,0,0,2,5,8,0,35,25,0,2,6,2
"E00033521",142,77,19,48,0,0,0,1,7,2,65,24,5,6,27,3
"E00033522",151,87,22,37,0,2,0,3,19,4,64,32,3,7,13,9
"E00033523",144,84,17,53,0,1,0,7,6,0,60,36,4,7,9,4
"E00033524",217,148,23,93,0,4,2,11,11,4,69,43,1,4,15,6
"E00033525",131,76,16,52,0,1,2,3,0,2,55,40,3,5,7,0
"E00033526",128,96,11,68,2,3,1,4,5,2,32,25,1,0,4,2
"E00033527",153,84,19,53,0,0,2,8,2,0,69,55,0,2,10,2
"E00033528",126,74,7,46,0,2,1,10,8,0,52,31,1,0,18,2
"E00033530",145,120,13,82,1,9,3,11,1,0,25,20,0,0,4,1
"E00033531",134,93,14,53,0,10,2,12,2,0,41,33,1,2,4,1
"E00033532",166,105,17,74,0,3,2,8,1,0,61,49,0,3,7,2
"E00033533",96,66,10,48,0,0,2,2,3,1,30,26,0,1,2,1
"E00033534",124,63,8,40,0,4,2,7,1,1,61,36,1,1,18,5
"E00033535",133,86,12,54,0,6,4,7,2,1,47,41,1,2,2,1
"E00033536",127,81,11,50,0,3,1,10,5,1,46,33,0,5,6,2
"E00033537",132,69,14,39,1,0,4,6,4,1,63,43,1,2,11,6
"E00033538",147,89,13,51,0,3,3,17,2,0,58,55,0,0,1,2
"E00033539",130,108,17,66,0,2,0,16,6,1,22,16,0,2,3,1
"E00033540",135,108,16,71,1,4,1,11,4,0,27,25,0,0,2,0
"E00033541",129,80,9,58,1,1,1,6,4,0,49,43,0,1,3,2
"E00033542",124,77,12,48,1,3,5,5,1,2,47,34,0,2,8,3
"E00033543",120,65,5,42,1,3,2,4,3,5,55,36,0,1,12,6
"E00033544",104,72,13,47,1,1,1,3,3,3,32,25,0,3,2,2
"E00033545",121,65,9,27,0,4,2,14,8,1,56,47,0,3,5,1
"E00033546",148,77,12,50,2,0,2,4,7,0,71,50,2,1,13,5
"E00033547",126,90,17,51,0,3,4,7,7,1,36,23,2,3,7,1
"E00033548",113,80,14,49,0,2,0,5,7,3,33,24,0,2,4,3
"E00033549",151,74,21,37,0,3,2,5,6,0,77,64,1,0,8,4
"E00033550",124,81,6,49,0,8,3,10,3,2,43,41,0,0,2,0
"E00033551",102,38,6,26,1,0,0,3,1,1,64,59,0,2,2,1
"E00033552",124,79,11,50,1,3,6,7,1,0,45,40,0,2,3,0
"E00033553",161,74,18,41,0,6,1,7,1,0,87,77,0,0,6,4
"E00033554",115,76,7,54,2,2,2,6,3,0,39,34,1,2,2,0
"E00033555",136,77,14,42,0,7,2,8,3,1,59,54,1,0,3,1
"E00033556",114,74,7,52,0,6,1,7,1,0,40,37,0,1,1,1
"E00033557",124,79,9,58,1,5,0,4,0,2,45,43,0,1,1,0
"E00033558",114,83,4,62,1,2,4,8,2,0,31,29,0,0,2,0
"E00033559",110,72,10,52,1,2,1,4,2,0,38,35,0,0,2,1
"E00033560",113,72,6,39,0,12,1,12,0,2,41,38,0,1,2,0
"E00033561",106,65,10,32,1,5,2,13,0,2,41,34,1,1,4,1
"E00033562",117,75,9,52,0,2,4,6,2,0,42,38,0,1,3,0
"E00033563",131,89,13,51,3,8,5,6,1,2,42,38,0,0,3,1
"E00033564",144,87,17,47,1,5,2,9,5,1,57,46,0,0,8,3
"E00033565",117,75,8,47,1,4,3,10,0,2,42,37,0,3,2,0
"E00033566",148,80,11,54,0,3,1,8,3,0,68,59,0,1,5,3
"E00033567",127,90,13,57,0,3,2,11,4,0,37,32,0,3,1,1
"E00033568",144,74,18,32,0,4,2,7,9,2,70,46,0,6,11,7
"E00033569",102,66,11,43,0,2,2,6,2,0,36,28,1,0,4,3
"E00033570",173,122,22,74,1,1,1,8,13,2,51,35,0,4,7,5
"E00033571",121,63,14,39,0,1,3,5,1,0,58,51,0,2,4,1
"E00033572",117,71,11,51,0,0,1,8,0,0,46,41,0,1,4,0
"E00033573",95,57,8,30,0,0,0,4,14,1,38,10,0,0,26,2
"E00033574",118,82,11,56,0,3,0,10,1,1,36,31,1,0,4,0
"E00033575",111,56,8,39,1,1,0,5,2,0,55,53,0,0,1,1
"E00033576",109,46,11,32,0,1,0,2,0,0,63,52,0,3,7,1
"E00033577",120,68,5,52,0,2,2,3,3,1,52,40,0,1,9,2
"E00033579",123,67,19,23,1,1,0,7,15,1,56,20,1,7,26,2
"E00033580",152,92,7,37,0,0,3,5,40,0,60,29,2,1,20,8
"E00033581",221,138,21,84,0,0,1,11,20,1,83,31,5,7,29,11
"E00033582",159,81,17,49,0,0,0,8,4,3,78,40,2,9,23,4
"E00033583",110,82,6,60,1,1,0,7,4,3,28,20,3,2,3,0
"E00033584",107,82,5,54,1,7,5,6,3,1,25,21,1,2,1,0
"E00033585",135,95,12,69,0,1,0,6,4,3,40,27,0,3,7,3
"E00033586",143,87,11,57,0,1,4,7,6,1,56,33,1,2,17,3
"E00033587",153,79,14,46,0,3,4,5,6,1,74,64,0,1,8,1
"E00033589",136,86,22,44,0,2,1,8,9,0,50,23,2,6,16,3
"E00033590",79,50,7,30,0,0,0,3,7,3,29,18,2,3,3,3
"E00033591",94,50,7,29,1,1,5,2,5,0,44,33,1,6,4,0
"E00033592",118,55,11,29,0,0,0,4,10,1,63,25,3,7,19,9
"E00033593",100,56,14,27,0,0,0,2,8,5,44,23,1,14,3,3
"E00033594",143,58,16,30,0,0,2,2,6,2,85,39,1,9,26,10
"E00033595",157,59,16,33,0,0,1,1,6,2,98,48,1,9,31,9
"E00033596",143,73,10,43,0,2,1,5,10,2,70,35,5,9,18,3
"E00033597",105,61,13,31,0,1,1,5,9,1,44,30,0,4,8,2
"E00033598",124,76,17,38,1,0,1,1,18,0,48,19,1,5,13,10
"E00033599",125,73,16,34,0,0,0,7,14,2,52,22,3,9,16,2
"E00033600",139,46,11,31,0,0,0,0,4,0,93,62,1,4,23,3
"E00033601",140,100,25,52,0,1,1,4,16,1,40,19,2,5,10,4
"E00033602",131,98,3,75,1,1,2,8,5,3,33,29,0,0,4,0
"E00033603",136,61,10,36,0,4,1,3,7,0,75,37,2,9,22,5
"E00033604",138,78,18,34,0,0,3,6,15,2,60,27,3,7,15,8
"E00033605",125,84,16,57,1,0,1,5,3,1,41,23,2,3,10,3
"E00033606",114,89,9,62,0,1,1,5,3,8,25,10,3,5,3,4
"E00033607",118,67,15,35,0,1,0,4,8,4,51,23,3,4,13,8
"E00033608",144,83,13,48,1,1,2,6,11,1,61,36,3,2,14,6
"E00033611",122,93,12,57,1,3,0,8,6,6,29,21,0,4,1,3
"E00033613",125,66,16,42,0,1,0,3,2,2,59,50,1,2,6,0
"E00033614",139,105,10,78,0,5,4,3,2,3,34,22,3,3,5,1
"E00033616",141,105,19,61,0,8,4,8,4,1,36,27,0,2,4,3
"E00033618",159,113,12,85,0,1,1,8,6,0,46,34,1,1,6,4
"E00033620",118,76,5,56,2,2,2,5,2,2,42,34,2,1,4,1
"E00033621",103,62,17,29,1,2,0,2,9,2,41,16,0,6,15,4
"E00033623",181,93,18,60,1,2,0,4,4,4,88,39,7,8,24,10
"E00033624",125,51,17,23,0,0,1,3,6,1,74,49,0,5,14,6
"E00033625",123,95,7,67,0,4,3,13,1,0,28,22,0,0,2,4
"E00033626",172,154,16,122,0,2,2,8,2,2,18,10,0,2,4,2
"E00033627",142,126,16,87,0,2,2,12,6,1,16,7,2,2,4,1
"E00033628",139,78,18,35,0,4,0,5,16,0,61,32,3,8,13,5
"E00033629",179,120,15,80,0,2,5,5,8,5,59,36,1,5,13,4
"E00033630",128,76,8,55,0,0,0,2,10,1,52,29,0,5,11,7
"E00033631",129,52,9,35,0,0,0,5,2,1,77,52,1,3,20,1
"E00033632",149,79,26,26,1,1,2,4,15,4,70,23,3,14,20,10
"E00033633",101,66,10,45,0,1,0,8,2,0,35,30,0,0,4,1
"E00033634",158,71,13,31,0,3,0,6,14,4,87,50,2,10,19,6
"E00033635",132,87,11,57,0,3,4,6,6,0,45,37,1,0,7,0
"E00033636",167,98,22,47,0,0,0,4,20,5,69,23,3,18,17,8
"E00033637",196,153,29,97,1,2,3,8,13,0,43,18,1,9,11,4
"E00033639",129,82,18,41,0,0,3,3,13,4,47,26,1,7,10,3
"E00033640",128,65,16,37,0,0,1,1,8,2,63,35,2,10,14,2
"E00033641",127,76,9,47,1,4,2,7,6,0,51,43,1,0,7,0
"E00033642",145,88,14,52,0,2,0,15,3,2,57,54,0,0,1,2
"E00033643",109,73,14,47,0,0,0,5,6,1,36,21,0,5,6,4
"E00033644",95,38,17,10,0,0,0,1,9,1,57,19,1,12,19,6
"E00033645",109,63,11,34,0,3,1,4,10,0,46,28,0,7,9,2
"E00033646",41,23,6,11,0,0,0,1,3,2,18,10,0,1,6,1
"E00033647",99,69,13,44,0,3,2,5,2,0,30,16,0,5,8,1
"E00033648",127,62,11,39,1,0,0,2,9,0,65,37,0,7,15,6
"E00033649",115,110,18,72,3,5,4,6,1,1,5,0,1,1,2,1
"E00033650",134,75,20,35,0,4,5,0,9,2,59,28,1,5,17,8
"E00033651",58,34,12,14,0,0,0,2,6,0,24,11,0,5,4,4
"E00033652",132,77,22,37,1,1,4,2,9,1,55,28,2,6,16,3
"E00033653",105,92,16,64,1,2,2,4,3,0,13,7,1,1,3,1
"E00033654",79,41,12,22,0,1,1,1,4,0,38,16,1,3,12,6
"E00033655",186,108,24,63,0,1,5,4,11,0,78,30,4,14,24,6
"E00033656",83,44,9,23,0,0,0,5,6,1,39,23,3,1,11,1
"E00033657",84,51,12,27,0,1,0,7,3,1,33,19,2,3,6,3
"E00033658",129,83,24,43,0,1,2,6,6,1,46,13,3,10,12,8
"E00033659",157,101,21,63,0,1,0,5,11,0,56,36,0,4,15,1
"E00033660",132,71,18,37,0,0,2,3,11,0,61,38,1,5,11,6
"E00033662",155,74,14,44,1,0,0,3,11,1,81,41,4,16,10,10
"E00033663",122,63,7,32,0,0,2,4,18,0,59,28,0,4,25,2
"E00033664",138,59,10,28,1,0,2,2,14,2,79,52,0,1,20,6
"E00033665",167,119,24,66,2,4,5,10,6,2,48,26,1,9,10,2
"E00033666",130,48,11,18,0,2,1,0,16,0,82,49,1,5,23,4
"E00033667",142,73,22,37,1,0,1,4,8,0,69,45,2,1,18,3
"E00033668",114,73,16,44,0,0,1,5,5,2,41,27,0,0,9,5
"E00033669",125,52,18,22,1,0,1,2,8,0,73,35,4,10,18,6
"E00033670",177,149,4,113,0,10,0,13,1,8,28,11,7,4,3,3
"E00033672",159,86,19,44,1,3,1,2,9,7,73,28,9,11,17,8
"E00033673",124,59,17,20,0,2,0,3,15,2,65,29,6,1,22,7
"E00033677",120,35,15,17,0,0,0,2,1,0,85,51,1,2,27,4
"E00033678",194,91,6,63,0,2,1,2,8,9,103,47,26,1,24,5
"E00033684",212,77,13,43,0,1,1,3,15,1,135,71,4,10,44,6
"E00033685",130,56,11,32,0,0,0,3,10,0,74,37,1,12,18,6
"E00033686",129,55,14,27,0,0,3,1,10,0,74,29,2,7,29,7
"E00033687",162,93,21,53,0,0,0,2,14,3,69,36,4,6,19,4
"E00033688",118,45,12,20,0,1,1,1,10,0,73,25,0,14,26,8
"E00033689",145,64,23,27,0,0,1,3,7,3,81,51,2,3,18,7
"E00033690",169,96,14,60,0,3,1,8,4,6,73,35,2,5,26,5
"E00033691",107,63,5,49,0,0,1,0,5,3,44,17,1,1,18,7
"E00033692",201,165,3,122,1,10,8,16,4,1,36,19,6,0,5,6
"E00033694",114,42,10,15,0,0,0,0,13,4,72,24,1,9,32,6
"E00033695",137,76,25,39,0,1,0,4,7,0,61,31,0,4,17,9
"E00033696",205,113,28,58,0,3,2,7,10,5,92,61,2,5,21,3
"E00033697",145,70,13,45,0,3,0,6,3,0,75,46,0,2,20,7
"E00033698",165,90,16,56,0,2,2,6,8,0,75,44,0,9,18,4
"E00033699",143,107,16,71,0,0,5,8,7,0,36,28,0,1,7,0
"E00033700",97,68,13,44,0,1,1,7,1,1,29,21,0,4,3,1
"E00033701",136,105,11,75,0,3,3,9,3,1,31,22,1,2,5,1
"E00033702",103,39,8,26,0,0,0,2,3,0,64,43,0,2,13,6
"E00033703",167,58,21,30,0,0,0,3,4,0,109,70,0,5,30,4
"E00033704",125,114,16,75,0,5,5,9,4,0,11,7,0,1,3,0
"E00033705",133,119,7,93,1,5,3,8,2,0,14,11,0,1,2,0
"E00033706",116,47,5,31,0,0,1,2,7,1,69,38,1,9,20,1
"E00033707",119,80,11,57,0,1,0,5,5,1,39,26,2,2,5,4
"E00033708",117,49,13,24,0,1,1,2,8,0,68,42,0,2,18,6
"E00033709",76,45,12,22,0,2,0,5,4,0,31,21,0,0,10,0
"E00033710",137,84,11,57,0,0,1,7,7,1,53,28,1,9,12,3
"E00033711",70,27,12,11,0,0,0,1,3,0,43,21,0,3,19,0
"E00033712",124,83,10,52,0,0,2,14,4,1,41,32,1,2,5,1
"E00033713",127,86,12,60,1,5,2,4,2,0,41,28,0,0,10,3
"E00033715",162,120,22,78,0,0,1,10,8,1,42,14,3,3,16,6
"E00033716",121,60,7,30,1,1,0,2,15,4,61,37,0,4,16,4
"E00033717",103,75,15,46,1,3,2,3,4,1,28,13,1,1,13,0
"E00033718",132,116,10,86,0,3,5,10,2,0,16,7,3,0,6,0
"E00033719",127,120,11,82,0,4,1,15,3,4,7,5,0,2,0,0
"E00033720",135,94,12,66,0,3,4,4,4,1,41,34,0,0,6,1
"E00033721",113,97,10,71,1,3,2,7,2,1,16,9,1,2,3,1
"E00033722",94,53,7,38,0,2,0,5,1,0,41,34,0,3,4,0
"E00033723",135,90,9,64,0,4,3,7,3,0,45,39,0,0,6,0
"E00033724",134,73,12,45,0,1,1,8,6,0,61,39,1,5,13,3
"E00033725",145,89,15,63,0,1,0,3,7,0,56,35,1,3,8,9
"E00033726",103,76,6,56,0,0,4,5,3,2,27,17,1,1,6,2
"E00033727",138,68,13,38,1,0,1,5,9,1,70,43,0,9,15,3
"E00033728",141,125,15,86,0,7,2,12,3,0,16,10,0,2,4,0
"E00033729",99,65,6,47,0,0,3,4,4,1,34,20,1,5,5,3
"E00033730",127,81,14,52,0,1,1,7,4,2,46,34,1,2,5,4
"E00033731",87,65,9,43,2,1,2,2,5,1,22,13,0,1,3,5
"E00033732",125,64,9,43,1,4,1,2,3,1,61,36,1,4,15,5
"E00033733",102,66,11,40,2,2,0,4,6,1,36,22,1,5,5,3
"E00033734",111,75,14,51,0,0,0,3,6,1,36,19,0,6,11,0
"E00033735",94,12,0,10,0,0,1,1,0,0,82,71,0,0,10,1
"E00033736",126,78,15,52,0,2,1,2,6,0,48,30,1,4,12,1
"E00033737",145,106,12,73,1,3,4,9,4,0,39,25,3,3,7,1
"E00033738",97,36,6,22,1,0,0,2,5,0,61,35,1,4,19,2
"E00033739",105,65,17,37,0,0,1,5,3,2,40,20,1,0,15,4
"E00033740",140,89,14,60,0,0,4,5,4,2,51,43,1,0,4,3
"E00033741",134,89,14,59,0,0,0,3,13,0,45,35,0,4,5,1
"E00033742",130,89,13,58,0,0,0,3,9,6,41,21,1,7,11,1
"E00033743",108,72,9,47,0,0,3,1,9,3,36,22,0,5,6,3
"E00033744",146,78,19,49,1,1,1,3,4,0,68,42,0,4,17,5
"E00033745",119,31,4,21,0,0,0,1,5,0,88,61,3,6,13,5
"E00033746",124,60,14,34,0,1,0,7,4,0,64,36,0,7,14,7
"E00033747",146,88,21,46,0,1,0,6,13,1,58,21,1,14,13,9
"E00033748",119,67,14,37,1,0,0,7,8,0,52,36,0,5,10,1
"E00033749",118,79,11,53,0,2,2,5,6,0,39,24,0,5,10,0
"E00033750",137,124,15,85,0,5,1,14,3,1,13,7,0,2,2,2
"E00033752",189,122,18,75,0,1,2,11,15,0,67,36,0,7,20,4
"E00033753",108,82,12,51,1,5,3,7,1,2,26,21,0,2,1,2
"E00033754",126,100,14,63,0,2,1,8,9,3,26,13,2,1,9,1
"E00033755",118,97,9,64,0,5,3,12,3,1,21,15,2,1,1,2
"E00033756",133,109,15,80,1,3,1,4,5,0,24,7,0,6,8,3
"E00033758",112,60,7,40,0,1,2,4,6,0,52,33,0,1,15,3
"E00033759",99,36,7,20,0,0,2,3,2,2,63,43,0,4,15,1
"E00033762",122,95,14,60,0,5,1,8,5,2,27,17,1,0,5,4
"E00033763",125,110,25,73,0,4,0,7,1,0,15,12,0,0,2,1
"E00033764",133,117,15,86,0,2,2,9,3,0,16,11,0,2,3,0
"E00033765",131,82,7,55,1,7,2,8,2,0,49,37,0,4,7,1
"E00033766",123,105,11,78,0,3,5,6,2,0,18,12,2,1,2,1
"E00033767",117,93,9,65,0,3,2,7,5,2,24,16,0,0,6,2
"E00033768",116,85,7,64,0,3,2,7,2,0,31,23,0,2,5,1
"E00033769",130,35,2,24,0,0,0,2,6,1,95,75,1,1,12,6
"E00033770",127,120,8,91,0,6,1,10,4,0,7,3,1,1,2,0
"E00033771",132,116,18,73,0,7,2,11,4,1,16,10,2,3,0,1
"E00033773",114,76,18,46,0,2,1,7,2,0,38,30,0,2,2,4
"E00033774",130,93,10,69,0,2,2,6,3,1,37,26,0,0,8,3
"E00033775",185,122,22,64,0,3,3,8,21,1,63,22,1,10,19,11
"E00033776",146,46,11,22,1,1,0,5,6,0,100,77,0,6,13,4
"E00033777",109,81,8,59,0,6,3,2,2,1,28,22,0,2,4,0
"E00033778",128,114,17,78,2,4,1,11,1,0,14,11,1,0,1,1
"E00033779",132,72,19,31,0,2,2,2,16,0,60,22,0,5,26,7
"E00033780",104,69,7,48,0,1,5,7,1,0,35,26,0,1,6,2
"E00033781",170,88,10,55,1,1,3,6,11,1,82,60,0,2,17,3
"E00033782",131,83,7,57,0,1,2,7,6,3,48,39,0,3,6,0
"E00033783",120,80,3,53,0,7,1,10,6,0,40,23,1,2,12,2
