"GeographyCode","QS501EW0001","QS501EW0002","QS501EW0003","QS501EW0004","QS501EW0005","QS501EW0006","QS501EW0007","QS501EW0008"
"E00033673",219,104,26,32,7,24,15,11
"E00033677",206,134,20,18,6,10,10,8
"E00033678",287,93,19,26,2,46,92,9
"E00033684",362,177,49,43,4,34,40,15
"E00033685",235,129,33,30,3,12,16,12
"E00033686",207,112,30,20,2,14,22,7
"E00033687",301,116,35,45,6,34,52,13
"E00033688",203,100,40,25,6,10,10,12
"E00033689",252,128,40,42,4,19,15,4
"E00033690",306,102,37,38,4,47,64,14
"E00033691",187,65,25,21,2,22,45,7
"E00033692",295,23,20,24,8,38,173,9
"E00033694",174,100,12,26,3,14,14,5
"E00033695",238,97,35,40,7,23,27,9
"E00033696",352,151,50,53,8,43,30,17
"E00033697",269,108,41,28,10,42,28,12
"E00033698",325,130,55,58,7,25,40,10
"E00033699",269,61,57,50,12,30,54,5
"E00033700",168,54,34,14,6,23,31,6
"E00033701",284,65,43,40,9,50,75,2
"E00033702",145,80,14,15,1,13,15,7
"E00033703",243,144,17,28,6,16,24,8
"E00033704",279,33,44,63,8,46,78,7
"E00033705",294,50,38,66,6,42,76,16
"E00033706",206,98,33,30,3,16,21,5
"E00033707",204,45,37,43,7,25,42,5
"E00033708",178,92,24,20,8,18,10,6
"E00033709",151,61,16,25,3,18,18,10
"E00033710",245,67,42,46,8,34,43,5
"E00033711",104,50,11,21,2,8,8,4
"E00033712",289,83,51,55,9,31,44,16
"E00033713",224,58,33,38,14,34,37,10
"E00033715",278,75,50,48,7,36,51,11
"E00033716",175,70,32,25,3,12,25,8
"E00033717",174,40,24,36,6,30,30,8
"E00033718",252,33,47,44,14,46,66,2
"E00033719",257,30,33,63,13,47,60,11
"E00033720",279,60,48,51,16,33,63,8
"E00033721",235,31,48,48,9,48,49,2
"E00033722",183,43,24,28,7,35,37,9
"E00033723",288,49,31,61,14,40,80,13
"E00033724",267,112,40,39,7,27,32,10
"E00033725",290,93,34,30,7,26,89,11
"E00033726",194,50,33,35,5,23,46,2
"E00033727",251,113,32,25,9,34,27,11
"E00033728",407,115,61,68,15,65,72,11
"E00033729",181,40,32,35,13,28,29,4
"E00033730",240,72,36,43,14,30,41,4
"E00033731",125,28,19,29,5,15,25,4
"E00033732",233,86,32,28,12,27,40,8
"E00033733",192,55,26,37,9,25,36,4
"E00033734",171,54,19,36,8,29,24,1
"E00033735",111,81,7,6,3,0,8,6
"E00033736",206,76,36,46,7,19,16,6
"E00033737",306,97,52,46,17,33,53,8
"E00033738",160,86,28,19,3,10,11,3
"E00033739",195,73,38,29,7,24,17,7
"E00033740",262,61,47,44,12,38,54,6
"E00033741",224,58,36,47,7,42,30,4
"E00033742",228,64,36,53,8,32,25,10
"E00033743",206,48,44,40,8,18,42,6
"E00033744",279,112,36,44,6,32,35,14
"E00033745",170,102,12,19,6,10,16,5
"E00033746",230,127,27,31,9,14,16,6
"E00033747",285,117,56,37,4,43,24,4
"E00033748",213,94,33,33,4,20,25,4
"E00033749",270,120,34,34,8,30,36,8
"E00033750",262,45,45,43,9,28,89,3
"E00033752",321,90,44,71,10,38,46,22
"E00033753",201,52,25,39,12,22,44,7
"E00033754",233,51,38,41,7,26,58,12
"E00033755",255,52,49,42,9,41,53,9
"E00033756",232,42,33,53,4,44,52,4
"E00033758",215,82,37,39,2,26,20,9
"E00033759",161,80,23,21,3,12,13,9
"E00033762",240,53,35,47,12,31,56,6
"E00033763",244,41,46,53,12,34,53,5
"E00033764",286,37,46,62,10,50,76,5
"E00033765",257,64,30,54,12,25,59,13
"E00033766",291,34,52,71,10,46,67,11
"E00033767",217,35,46,40,5,28,59,4
"E00033768",228,48,38,39,8,34,56,5
"E00033769",185,110,17,18,2,11,18,9
"E00033770",322,32,54,70,18,51,84,13
"E00033771",261,32,42,52,7,40,78,10
"E00033773",230,61,39,34,9,26,56,5
"E00033774",245,69,40,40,3,35,45,13
"E00033775",334,131,50,51,9,33,53,7
"E00033776",251,130,32,35,6,17,22,9
"E00033777",217,48,30,34,10,36,54,5
"E00033778",247,37,34,52,14,40,62,8
"E00033779",215,99,32,34,1,16,24,9
"E00033780",211,43,33,45,13,30,38,9
"E00033781",285,126,47,42,5,28,21,16
"E00033782",251,71,45,40,11,36,39,9
"E00033783",253,60,50,45,6,40,39,13
"E00033784",355,132,52,61,8,36,47,19
"E00033785",249,62,27,42,15,35,49,19
"E00033786",364,53,67,72,17,38,102,15
"E00033787",273,53,45,41,12,41,68,13
"E00033788",238,41,27,49,9,40,63,9
"E00033789",237,41,34,43,8,36,65,10
"E00033790",220,26,34,42,8,30,69,11
"E00033791",257,97,50,41,5,16,29,19
"E00033792",163,32,17,33,9,32,32,8
"E00033793",239,99,37,41,3,23,19,17
"E00033794",202,83,29,40,6,17,17,10
"E00033795",221,69,38,31,5,28,42,8
"E00033796",171,69,35,24,3,17,15,8
"E00033797",196,89,26,24,5,20,19,13
"E00033798",304,56,42,52,11,36,98,9
"E00033799",241,130,37,29,6,14,16,9
"E00033800",143,15,36,24,10,27,28,3
"E00033801",228,126,31,30,6,19,12,4
"E00033802",150,70,22,17,6,18,12,5
"E00033803",221,92,36,36,7,15,25,10
"E00033804",222,90,36,38,5,16,24,13
"E00033805",150,92,18,18,1,6,12,3
"E00033806",175,21,9,17,1,23,100,4
"E00033807",364,129,40,57,2,51,71,14
"E00033808",168,80,24,19,2,13,18,12
"E00033810",197,75,28,19,1,11,39,24
"E00033811",417,182,50,42,4,30,66,43
"E00033812",281,112,39,28,3,29,44,26
"E00033813",371,135,46,46,6,35,79,24
"E00033814",247,106,30,39,2,26,34,10
"E00033815",252,114,29,33,4,14,45,13
"E00033816",227,83,22,31,1,38,40,12
"E00033818",212,103,26,27,2,10,24,20
"E00033819",204,48,23,29,3,24,60,17
"E00033820",205,68,25,26,3,16,35,32
"E00033821",149,51,19,14,0,15,38,12
"E00033822",287,111,45,33,3,26,50,19
"E00033823",132,52,10,25,1,8,31,5
"E00033824",310,108,40,41,1,39,54,27
"E00033825",217,74,32,21,3,21,42,24
"E00033826",321,62,17,19,1,36,167,19
"E00033827",208,41,17,24,0,18,90,18
"E00033828",253,98,31,29,5,23,44,23
"E00033829",204,31,23,19,2,29,93,7
"E00033832",257,81,16,23,0,20,108,9
"E00033833",256,57,20,20,1,29,105,24
"E00033836",132,39,5,15,1,13,55,4
"E00033837",247,113,31,35,0,33,32,3
"E00033838",190,76,23,32,5,15,12,27
"E00033839",447,215,54,50,11,49,56,12
"E00033840",288,54,29,39,2,57,95,12
"E00033841",238,111,32,26,4,25,30,10
"E00033842",306,93,47,26,4,23,77,36
"E00033843",246,102,44,35,2,17,36,10
"E00033844",238,118,38,20,1,16,28,17
"E00033845",202,50,11,18,4,24,82,13
"E00033846",338,93,29,42,7,45,97,25
"E00033847",199,70,10,18,3,46,43,9
"E00033848",307,46,41,43,15,41,107,14
"E00033849",278,42,39,32,16,39,100,10
"E00033850",330,35,35,50,14,33,150,13
"E00033851",251,43,19,35,11,61,76,6
"E00033852",223,40,28,25,7,27,94,2
"E00033853",251,50,29,26,7,27,107,5
"E00033854",308,60,27,49,13,44,102,13
"E00033855",163,49,12,14,6,12,64,6
"E00033856",276,141,10,28,5,15,59,18
"E00033857",216,46,33,33,11,23,60,10
"E00033859",208,9,12,25,3,14,140,5
"E00033861",266,54,25,33,6,30,114,4
"E00033862",253,49,31,43,12,25,86,7
"E00033863",249,35,23,39,9,31,109,3
"E00033864",231,38,31,44,9,24,75,10
"E00033865",290,53,33,49,12,49,83,11
"E00033866",262,45,44,30,12,31,91,9
"E00033867",256,41,32,34,7,29,101,12
"E00033868",268,47,37,39,10,34,91,10
"E00033869",274,29,35,47,3,29,124,7
"E00033870",220,97,37,28,7,20,26,5
"E00033871",237,32,27,49,9,41,77,2
"E00033872",261,35,29,31,9,29,125,3
"E00033873",270,71,33,46,6,32,69,13
"E00033874",287,37,37,45,16,39,104,9
"E00033875",255,37,25,51,6,25,99,12
"E00033876",240,44,30,34,7,30,90,5
"E00033877",294,46,40,59,14,27,103,5
"E00033878",249,33,31,24,11,39,99,12
"E00033879",248,41,35,37,7,37,80,11
"E00033880",384,76,45,56,11,55,131,10
"E00033881",263,36,28,43,8,36,108,4
"E00033882",223,39,17,37,11,29,82,8
"E00033883",240,51,27,37,4,22,94,5
"E00033884",271,45,34,45,12,32,94,9
"E00033885",392,45,37,56,8,53,187,6
"E00033886",237,51,23,44,12,31,69,7
"E00033887",327,65,46,53,11,56,82,14
"E00033888",290,48,52,44,13,31,96,6
"E00033889",255,34,26,34,7,33,113,8
"E00033890",166,45,20,20,4,10,61,6
"E00033891",272,80,19,24,14,25,100,10
"E00033892",102,28,10,11,6,9,33,5
"E00033893",222,57,20,49,11,17,58,10
"E00033894",261,77,28,40,6,32,70,8
"E00033895",177,27,23,18,6,19,80,4
"E00033896",244,21,19,29,6,29,128,12
"E00033897",241,41,16,27,2,26,126,3
"E00033898",281,83,37,33,4,30,67,27
"E00033899",207,80,26,25,5,15,28,28
"E00033900",210,70,34,33,3,25,31,14
"E00033901",282,90,44,20,6,38,63,21
"E00033902",254,76,36,31,2,41,38,30
"E00033903",172,53,30,27,2,13,32,15
"E00033904",264,145,38,26,11,14,20,10
"E00033905",168,97,14,18,3,18,15,3
"E00033906",179,45,20,40,6,23,25,20
"E00033907",246,57,44,33,3,35,57,17
"E00033908",247,66,34,22,5,34,61,25
"E00033909",228,59,24,34,7,39,47,18
"E00033910",287,92,42,38,4,28,51,32
"E00033911",269,90,41,40,10,24,49,15
"E00033913",190,63,27,20,1,20,40,19
"E00033914",250,73,24,27,4,27,54,41
"E00033915",160,51,25,22,7,15,26,14
"E00033917",246,95,31,43,11,22,32,12
"E00033918",221,113,16,28,9,16,26,13
"E00033919",213,107,23,29,18,14,13,9
"E00033920",225,125,22,22,8,16,17,15
"E00033921",248,71,20,44,6,19,72,16
"E00033922",284,58,33,52,8,54,70,9
"E00033923",196,70,28,34,3,26,24,11
"E00033924",296,96,44,55,2,22,55,22
"E00033925",205,61,35,33,9,14,32,21
"E00033926",236,74,29,33,5,23,52,20
"E00033927",288,110,28,40,5,35,44,26
"E00033928",205,98,24,25,2,11,35,10
"E00033930",217,68,48,31,4,21,29,16
"E00033931",219,81,26,25,5,24,38,20
"E00033932",258,85,33,43,13,31,38,15
"E00033933",190,50,29,29,3,26,37,16
"E00033934",242,55,28,33,4,19,85,18
"E00033935",277,94,34,39,6,34,45,25
"E00033936",216,86,33,19,8,31,19,20
"E00033937",153,56,18,28,3,12,26,10
"E00033938",229,84,32,29,4,26,35,19
"E00033939",222,56,49,25,2,22,49,19
"E00033940",245,83,28,36,5,32,49,12
"E00033941",262,76,32,42,6,30,49,27
"E00033942",300,117,31,47,6,34,50,15
"E00033943",241,65,42,46,5,23,46,14
"E00033944",223,62,13,17,7,64,46,14
"E00033945",173,65,16,33,5,18,31,5
"E00033946",305,119,38,37,4,37,52,18
"E00033947",204,71,48,26,7,25,20,7
"E00033948",264,111,35,42,8,33,16,19
"E00033949",219,98,27,47,5,22,10,10
"E00033950",318,137,32,46,10,38,37,18
"E00033951",224,106,22,34,9,27,20,6
"E00033952",314,94,53,51,12,49,46,9
"E00033953",303,131,50,43,5,34,27,13
"E00033954",181,106,24,16,4,17,5,9
"E00033955",272,113,37,52,6,31,22,11
"E00033956",80,42,13,6,2,6,7,4
"E00033957",234,82,42,38,2,33,32,5
"E00033958",249,95,30,40,6,32,31,15
"E00033959",213,85,36,33,7,21,17,14
"E00033960",259,89,48,50,9,31,26,6
"E00033961",231,98,28,32,8,30,26,9
"E00033962",240,89,34,31,5,34,40,7
"E00033963",280,121,48,50,2,29,12,18
"E00033964",238,136,30,30,2,16,18,6
"E00033965",238,124,38,22,5,20,17,12
"E00033966",209,92,39,31,4,22,11,10
"E00033967",233,119,32,29,6,20,12,15
"E00033968",122,50,15,26,4,10,11,6
"E00033969",211,69,37,25,10,31,26,13
"E00033970",244,150,30,24,8,12,15,5
"E00033971",156,78,24,22,6,12,10,4
"E00033972",206,84,29,29,7,23,21,13
"E00033973",151,80,16,20,1,17,13,4
"E00033974",241,130,29,31,7,20,14,10
"E00033975",284,145,41,30,3,31,29,5
"E00033976",181,64,28,30,5,22,21,11
"E00033977",132,80,13,13,2,7,13,4
"E00033978",154,77,24,17,2,16,10,8
"E00033979",104,77,6,7,0,2,11,1
"E00033980",200,115,23,18,5,15,14,10
"E00033981",131,103,11,5,2,4,2,4
"E00033982",82,40,9,12,1,9,6,5
"E00033983",185,50,28,40,5,29,24,9
"E00033984",198,60,21,45,7,28,30,7
"E00033985",165,50,35,31,5,22,15,7
"E00033986",211,70,34,32,9,35,27,4
"E00033987",214,58,36,40,6,37,28,9
"E00033988",205,69,33,33,3,31,28,8
"E00033989",190,62,33,33,3,29,20,10
"E00033990",235,72,42,44,8,29,36,4
"E00033991",227,69,31,42,10,41,29,5
"E00033992",229,136,22,28,4,15,11,13
"E00033993",332,118,63,57,8,38,41,7
"E00033994",264,66,54,62,11,31,25,15
"E00033995",209,67,32,47,8,24,25,6
"E00033996",233,71,42,47,8,36,21,8
"E00033997",268,85,37,46,8,38,46,8
"E00033998",229,107,28,38,9,26,16,5
"E00033999",225,108,42,32,5,22,11,5
"E00034000",230,104,37,31,7,22,20,9
"E00034001",296,125,49,26,8,36,37,15
"E00034002",190,103,26,24,3,20,10,4
"E00034003",166,79,25,26,4,18,10,4
"E00034004",173,79,30,20,3,20,14,7
"E00034005",248,88,37,50,11,36,24,2
"E00034006",228,91,24,36,10,27,35,5
"E00034007",179,87,28,23,1,22,15,3
"E00034008",244,84,42,39,0,34,37,8
"E00034009",199,122,12,23,4,18,8,12
"E00034010",181,82,19,28,8,25,16,3
"E00034011",274,72,36,42,10,47,61,6
"E00034012",228,105,39,36,6,19,15,8
"E00034013",226,95,24,28,6,19,39,15
"E00034014",219,106,33,37,6,21,11,5
"E00034015",238,136,30,25,5,14,17,11
"E00034016",212,93,29,41,5,24,11,9
"E00034017",266,81,38,54,8,38,28,19
"E00034019",225,56,37,44,13,39,28,8
"E00034020",245,62,29,51,7,35,55,6
"E00034021",241,66,37,37,10,39,40,12
"E00034022",310,97,57,54,7,32,57,6
"E00034023",187,73,30,25,1,20,25,13
"E00034024",228,64,38,35,1,34,47,9
"E00034025",291,140,42,39,7,23,31,9
"E00034026",214,59,38,46,8,20,36,7
"E00034027",172,46,28,25,5,20,44,4
"E00034028",287,111,36,41,8,30,41,20
"E00034029",382,196,43,41,7,40,49,6
"E00034030",208,77,24,38,6,21,35,7
"E00034031",196,38,25,35,9,25,52,12
"E00034032",261,55,33,51,14,41,51,16
"E00034033",201,40,25,40,9,31,49,7
"E00034034",252,70,33,41,19,26,53,10
"E00034035",254,79,43,47,8,39,29,9
"E00034036",263,67,55,54,13,28,41,5
"E00034037",264,74,40,50,7,37,51,5
"E00034038",280,72,34,51,9,41,58,15
"E00034039",262,83,31,38,7,32,64,7
"E00034040",218,57,43,36,8,26,41,7
"E00034041",258,76,41,44,13,31,47,6
"E00034042",244,65,43,42,5,40,39,10
"E00034043",272,83,38,41,7,39,47,17
"E00034044",271,79,40,53,8,33,48,10
"E00034045",257,85,43,48,7,20,48,6
"E00034046",230,68,36,48,9,26,40,3
"E00034047",222,62,34,37,8,30,49,2
"E00034048",222,77,34,31,9,33,34,4
"E00034049",229,70,37,30,9,29,48,6
"E00034050",249,61,39,46,7,42,45,9
"E00034051",166,40,37,26,3,12,36,12
"E00034052",208,51,40,41,3,23,43,7
"E00034053",315,85,53,67,6,47,52,5
"E00034054",259,80,54,39,8,28,44,6
"E00034055",275,78,39,42,4,45,53,14
"E00034056",195,74,33,22,2,22,38,4
"E00034057",178,63,21,35,2,24,26,7
"E00034058",230,86,28,41,7,29,27,12
"E00034059",331,116,43,59,5,45,47,16
"E00034061",286,86,36,53,9,41,47,14
"E00034062",417,73,25,43,3,155,95,23
"E00034063",432,46,22,35,3,232,78,16
"E00034064",476,24,13,31,2,308,79,19
"E00034065",248,65,22,41,14,41,49,16
"E00034066",234,97,35,28,5,23,44,2
"E00034067",249,57,32,37,8,44,60,11
"E00034068",247,55,20,39,2,56,69,6
"E00034069",371,66,34,44,1,124,89,13
"E00034070",273,81,26,32,3,33,57,41
"E00034071",317,83,34,39,12,61,75,13
"E00034072",254,114,29,30,1,36,37,7
"E00034073",233,33,15,22,2,81,68,12
"E00034074",269,87,25,38,4,55,56,4
"E00034075",210,74,27,24,2,27,44,12
"E00034076",246,80,25,16,5,62,47,11
"E00034077",203,69,23,30,3,27,42,9
"E00034078",219,66,28,28,8,40,40,9
"E00034079",248,48,42,41,4,52,53,8
"E00034080",207,57,25,20,1,41,56,7
"E00034081",326,92,31,36,6,61,74,26
"E00034082",194,63,22,21,1,43,39,5
"E00034083",224,39,23,22,4,68,60,8
"E00034084",217,39,16,15,3,53,64,27
"E00034085",220,54,21,31,0,41,59,14
"E00034086",122,33,20,11,2,24,22,10
"E00034087",229,35,8,21,3,98,52,12
"E00034088",243,74,23,25,5,45,54,17
"E00034089",271,31,18,22,3,131,65,1
"E00034090",283,54,14,25,4,116,61,9
"E00034091",207,26,15,18,1,96,37,14
"E00034092",207,31,14,17,2,71,61,11
"E00034093",350,74,25,33,4,121,79,14
"E00034094",393,59,22,40,0,167,94,11
"E00034095",224,47,17,30,3,60,59,8
"E00034096",317,46,17,32,1,141,62,18
"E00034097",314,43,20,30,2,144,65,10
"E00034098",309,50,24,23,6,112,84,10
"E00034099",301,35,16,12,3,135,89,11
"E00034100",270,53,34,43,3,51,74,12
"E00034101",240,67,28,31,4,36,68,6
"E00034102",215,79,21,25,5,37,39,9
"E00034104",274,65,41,33,9,38,73,15
"E00034105",302,87,25,38,3,95,46,8
"E00034106",185,36,14,19,5,30,71,10
"E00034107",276,64,30,25,6,65,68,18
"E00034108",165,74,12,13,3,30,29,4
"E00034109",153,51,34,16,1,15,29,7
"E00034110",267,61,35,36,4,50,70,11
"E00034111",210,93,26,36,0,21,27,7
"E00034113",247,100,36,48,6,27,15,15
"E00034114",263,106,45,42,5,35,26,4
"E00034115",228,78,29,56,6,27,25,7
"E00034116",254,116,33,52,5,27,14,7
"E00034117",222,76,29,38,5,35,25,14
"E00034118",165,54,31,38,6,10,21,5
"E00034119",239,82,49,40,8,30,21,9
"E00034120",213,96,29,37,5,22,17,7
"E00034121",228,97,29,39,9,22,25,7
"E00034122",246,131,29,37,6,23,13,7
"E00034123",247,88,50,65,5,22,13,4
"E00034124",239,105,32,44,4,36,15,3
"E00034125",221,99,40,36,3,16,17,10
"E00034126",307,78,43,65,8,46,57,10
"E00034127",267,110,44,43,7,31,26,6
"E00034130",233,99,46,28,5,19,25,11
"E00034131",310,118,47,51,4,33,46,11
"E00034132",156,78,24,17,4,14,18,1
"E00034133",195,70,37,28,5,25,28,2
"E00034134",248,116,35,39,6,20,23,9
"E00034135",187,49,39,34,5,25,27,8
"E00034136",265,107,43,45,10,24,27,9
"E00034137",187,67,36,27,9,19,24,5
"E00034138",224,83,41,35,6,20,22,17
"E00034139",249,128,32,47,1,19,16,6
"E00034140",201,90,31,23,7,17,26,7
"E00034141",171,77,14,30,4,26,9,11
"E00034142",299,128,46,57,8,20,25,15
"E00034143",265,119,35,42,9,30,24,6
"E00034144",282,116,34,55,6,37,28,6
"E00034145",188,89,33,25,5,10,21,5
"E00034146",214,82,38,38,9,18,17,12
"E00034147",195,88,20,37,6,17,21,6
"E00034148",266,115,40,48,9,31,13,10
"E00034149",210,81,52,37,6,14,17,3
"E00034150",165,64,27,26,3,19,21,5
"E00034151",223,95,46,34,6,18,15,9
"E00034152",242,90,32,52,6,26,31,5
"E00034153",222,92,39,40,5,17,25,4
"E00034154",275,108,49,53,4,32,17,12
"E00034155",277,103,59,48,5,20,31,11
"E00034156",198,94,27,26,5,16,9,21
"E00034157",234,95,41,53,4,18,19,4
"E00034158",279,119,47,43,7,32,16,15
"E00034159",232,68,35,33,2,30,63,1
"E00034160",224,80,25,44,7,20,32,16
"E00034161",216,79,31,40,5,17,37,7
"E00034162",282,77,33,43,8,41,62,18
"E00034163",200,86,34,21,8,20,20,11
"E00034164",267,92,42,49,4,34,37,9
"E00034165",171,78,32,24,1,14,18,4
"E00034167",324,153,53,47,6,17,22,26
"E00034168",269,104,52,42,11,29,21,10
"E00034169",257,59,30,35,9,36,69,19
"E00034170",255,80,39,56,10,23,41,6
"E00034171",211,68,40,27,5,25,27,19
"E00034172",230,50,32,37,7,30,68,6
"E00034173",187,45,29,27,3,22,55,6
"E00034174",198,41,34,31,3,25,54,10
"E00034175",201,94,35,22,4,16,21,9
"E00034176",128,21,19,18,3,26,36,5
"E00034177",226,62,35,27,6,22,58,16
"E00034178",254,75,34,37,7,32,61,8
"E00034180",283,69,47,51,2,38,61,15
"E00034182",110,49,19,15,0,7,13,7
"E00034184",194,67,42,32,9,20,19,5
"E00034185",197,91,28,27,5,15,23,8
"E00034187",193,90,38,29,4,13,16,3
"E00034188",255,91,52,39,12,32,19,10
"E00034189",225,94,40,42,6,19,17,7
"E00034190",185,74,33,31,5,16,17,9
"E00034191",197,79,41,29,6,19,17,6
"E00034192",275,121,46,45,5,21,28,9
"E00034193",225,112,30,26,6,23,22,6
"E00034194",197,86,43,19,3,27,6,13
"E00034195",188,75,28,34,4,25,17,5
"E00034196",259,107,45,50,7,27,16,7
"E00034197",260,113,40,41,12,30,13,11
"E00034199",245,106,42,23,4,21,33,16
"E00034200",497,114,25,43,4,170,84,57
"E00034201",237,59,25,31,6,29,62,25
"E00034202",234,116,29,26,5,14,32,12
"E00034203",352,83,38,22,4,116,63,26
"E00034208",233,114,28,22,6,17,24,22
"E00034209",160,76,11,12,3,21,23,14
"E00034211",220,99,14,20,6,22,51,8
"E00034212",219,86,31,22,2,22,48,8
"E00034213",374,185,49,37,7,23,47,26
"E00034215",112,46,12,10,0,22,17,5
"E00034216",350,109,34,36,4,36,95,36
"E00034219",221,94,30,14,1,41,29,12
"E00034221",240,137,30,20,4,17,20,12
"E00034222",329,102,17,49,3,60,76,22
"E00034223",219,99,29,16,2,20,46,7
"E00034224",337,59,28,44,4,128,52,22
"E00034225",287,76,29,24,7,78,46,27
"E00034227",324,63,28,25,4,120,64,20
"E00034228",375,58,17,25,7,136,95,37
"E00034230",386,62,25,21,3,155,96,24
"E00034231",331,70,15,28,3,134,63,18
"E00034234",264,123,40,42,6,26,13,14
"E00034235",245,99,44,43,7,22,24,6
"E00034236",248,115,49,36,7,21,13,7
"E00034237",245,90,43,43,5,29,28,7
"E00034238",108,55,15,11,1,8,13,5
"E00034239",261,101,44,45,8,27,27,9
"E00034240",228,93,34,48,7,19,19,8
"E00034241",232,86,51,27,4,32,11,21
"E00034242",206,103,28,37,3,18,10,7
"E00034243",303,117,58,51,3,25,36,13
"E00034244",233,80,44,46,5,19,23,16
"E00034245",225,115,20,38,6,16,23,7
"E00034246",207,92,32,40,2,17,15,9
"E00034247",204,93,30,43,2,11,20,5
"E00034248",177,85,23,30,4,15,11,9
"E00034249",213,110,33,33,4,20,7,6
"E00034250",284,107,56,50,10,30,13,18
"E00034251",240,97,24,24,6,17,20,52
"E00034252",333,112,53,57,6,38,43,24
"E00034253",322,143,56,49,4,31,23,16
"E00034254",232,92,43,41,6,21,19,10
"E00034255",241,100,46,40,6,25,20,4
"E00034256",247,93,50,52,6,16,22,8
"E00034257",255,133,38,23,5,21,22,13
"E00034258",246,98,54,41,9,24,14,6
"E00034259",222,78,43,43,6,23,17,12
"E00034260",184,84,29,21,6,20,16,8
"E00034261",217,89,40,39,6,19,14,10
"E00034262",240,81,47,33,10,32,30,7
"E00034263",193,86,35,23,7,24,13,5
"E00034264",247,104,42,48,4,26,15,8
"E00034265",454,160,70,65,19,54,64,22
"E00034266",246,75,53,45,7,24,34,8
"E00034267",229,56,35,31,11,27,65,4
"E00034268",363,104,73,55,5,48,66,12
"E00034269",162,61,23,30,6,9,31,2
"E00034270",314,96,50,41,8,45,56,18
"E00034271",243,57,44,56,7,29,41,9
"E00034272",283,95,45,42,3,39,51,8
"E00034273",142,56,20,12,4,16,25,9
"E00034274",193,52,26,26,0,21,48,20
"E00034275",260,63,33,56,9,35,51,13
"E00034276",260,76,46,52,5,41,35,5
"E00034277",209,67,49,28,4,24,31,6
"E00034278",273,69,26,41,4,54,65,14
"E00034279",288,82,30,46,2,36,64,28
"E00034280",185,98,32,21,6,9,11,8
"E00034281",165,40,21,21,1,24,44,14
"E00034282",336,89,57,48,11,45,74,12
"E00034283",318,84,47,43,7,47,64,26
"E00034284",248,64,48,44,6,24,55,7
"E00034285",257,113,38,45,11,13,26,11
"E00034286",251,107,43,35,11,28,24,3
"E00034287",205,85,33,37,8,19,18,5
"E00034288",249,65,45,50,8,32,45,4
"E00034289",178,76,36,19,5,19,9,14
"E00034290",220,72,39,38,7,31,19,14
"E00034291",168,73,25,19,2,21,24,4
"E00034292",207,73,34,36,5,18,34,7
"E00034293",214,71,31,30,15,21,33,13
"E00034294",416,86,72,71,11,68,91,17
"E00034295",172,58,36,31,2,21,16,8
"E00034296",243,62,37,52,10,29,47,6
"E00034297",231,69,35,43,5,27,45,7
"E00034298",268,84,28,60,10,34,43,9
"E00034299",195,79,31,28,5,25,15,12
"E00034300",196,72,31,39,7,24,18,5
"E00034301",214,81,33,21,3,31,36,9
"E00034302",224,43,38,51,10,31,45,6
"E00034303",220,91,31,38,4,18,27,11
"E00034304",208,59,34,28,4,21,48,14
"E00034305",253,87,39,32,8,32,41,14
"E00034306",241,83,27,41,10,28,35,17
"E00034307",204,66,18,45,8,22,36,9
"E00034308",284,73,46,51,7,46,42,19
"E00034309",234,91,29,39,4,31,33,7
"E00034310",262,67,41,46,6,32,50,20
"E00034311",249,57,35,33,5,45,62,12
"E00034312",244,75,50,41,5,37,28,8
"E00034313",248,81,36,48,6,33,34,10
"E00034314",202,64,35,33,5,21,36,8
"E00034315",218,138,20,26,7,7,12,8
"E00034316",228,107,36,33,8,21,17,6
"E00034317",286,137,36,48,5,27,22,11
"E00034318",217,100,33,41,3,18,19,3
"E00034319",247,98,30,51,3,34,20,11
"E00034320",149,65,21,22,5,7,19,10
"E00034321",81,22,17,16,1,8,9,8
"E00034322",240,101,33,39,3,30,27,7
"E00034323",245,101,35,50,9,14,26,10
"E00034324",237,124,43,38,2,21,8,1
"E00034325",218,85,29,28,7,30,27,12
"E00034326",234,83,34,28,6,30,37,16
"E00034327",226,49,30,46,9,29,52,11
"E00034328",267,36,49,49,7,37,83,6
"E00034329",218,117,23,31,7,22,13,5
"E00034330",194,90,25,22,11,17,18,11
"E00034331",220,114,20,30,5,19,27,5
"E00034332",254,95,36,38,7,39,27,12
"E00034333",254,115,37,36,5,29,24,8
"E00034334",182,103,23,19,2,14,11,10
"E00034335",186,58,36,29,11,25,20,7
"E00034336",198,87,32,25,9,17,19,9
"E00034337",292,62,43,32,14,42,83,16
"E00034338",221,38,39,40,8,34,54,8
"E00034339",250,47,21,43,14,38,77,10
"E00034340",191,59,20,28,7,23,45,9
"E00034341",277,64,40,37,10,56,55,15
"E00034342",184,44,31,33,10,17,45,4
"E00034343",208,50,21,33,8,32,55,9
"E00034344",235,38,39,45,7,27,75,4
"E00034345",183,18,21,27,8,29,72,8
"E00034346",107,57,7,14,4,9,14,2
"E00034347",201,80,22,31,16,18,30,4
"E00034348",209,115,23,34,2,20,9,6
"E00034349",246,136,28,21,4,19,18,20
"E00034350",203,125,23,25,2,8,10,10
"E00034351",268,115,34,32,5,27,34,21
"E00034352",211,111,23,37,6,16,14,4
"E00034353",224,105,39,26,5,25,18,6
"E00034354",222,105,41,27,3,13,20,13
"E00034355",267,155,44,28,6,19,12,3
"E00034356",113,70,16,11,4,6,4,2
