"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E00033220",143,0,0,4,0,0,0,0,0,4,0,0,1,2,24,2,27,6,6,1,6,6,10,8,26,13,1,0
"E00033221",106,0,0,8,1,0,0,1,1,1,4,0,1,5,14,8,13,5,1,2,4,3,6,9,21,6,0,0
"E00033222",34,0,0,4,0,0,0,0,0,1,3,0,0,0,5,0,2,0,0,1,2,1,2,6,11,0,0,0
"E00033223",132,0,0,4,0,0,0,2,0,1,1,0,0,3,15,2,26,14,2,3,7,3,6,15,24,8,0,0
"E00033224",68,0,0,3,0,0,0,0,0,2,1,0,0,4,10,0,5,2,2,2,0,7,5,9,16,3,0,0
"E00033225",79,0,0,9,4,0,0,0,0,3,2,1,0,5,8,3,7,1,1,0,1,8,4,9,16,6,0,0
"E00033226",110,0,0,7,1,0,0,0,0,5,1,0,0,7,16,6,18,3,5,5,1,9,5,5,17,6,0,0
"E00033227",84,0,0,2,0,1,0,0,1,0,0,0,1,3,15,4,9,0,2,3,5,6,2,6,16,10,0,0
"E00033228",90,0,0,4,1,0,0,0,2,1,0,0,0,4,14,3,9,3,1,1,1,3,4,7,26,10,0,0
"E00033229",120,0,0,10,5,0,1,0,1,2,1,0,0,14,20,9,7,2,5,4,4,6,4,6,20,9,0,0
"E00033230",129,0,0,12,3,0,0,1,1,4,3,2,0,10,22,9,12,2,2,4,3,10,12,9,13,7,0,0
"E00033231",64,0,0,2,0,0,0,0,0,2,0,2,0,11,10,2,7,0,1,0,1,5,5,4,8,6,0,0
"E00033235",65,0,0,5,4,0,0,1,0,0,0,0,1,1,15,5,4,1,2,0,0,3,8,5,8,7,0,0
"E00033237",56,0,0,3,1,0,0,0,1,0,1,0,0,4,6,5,7,0,2,0,0,6,6,5,8,4,0,0
"E00033238",160,0,0,11,2,0,1,1,5,0,2,0,2,7,35,9,16,1,3,1,3,10,9,18,26,9,0,0
"E00033242",80,0,0,8,0,0,0,0,1,5,2,0,0,4,11,3,6,1,5,2,1,10,10,3,12,4,0,0
"E00033245",93,0,0,7,1,0,0,1,2,2,1,0,1,5,21,6,9,0,2,0,2,5,6,6,14,9,0,0
"E00033246",105,0,0,9,3,3,0,1,0,1,1,0,3,4,18,12,10,3,1,2,2,10,6,3,17,5,0,0
"E00033247",128,0,0,11,2,2,0,0,2,0,5,1,1,6,22,9,17,3,2,3,1,7,6,11,25,3,0,0
"E00033248",64,0,0,4,0,0,0,0,2,0,2,0,0,1,15,5,4,0,2,1,6,6,2,7,7,4,0,0
"E00033249",78,0,0,3,1,0,0,1,1,0,0,0,1,6,19,5,5,1,1,2,3,3,2,5,15,7,0,0
"E00033250",47,0,0,2,0,1,0,0,1,0,0,0,1,2,9,1,4,0,0,0,1,9,4,1,10,3,0,0
"E00033251",47,0,0,3,1,1,1,0,0,0,0,0,0,4,10,1,0,2,1,1,2,7,2,4,7,3,0,0
"E00033252",67,0,0,5,2,1,0,0,0,0,2,0,0,6,12,6,3,0,0,0,2,8,4,2,13,6,0,0
"E00033253",62,0,1,2,0,0,0,1,0,0,1,0,0,6,10,5,8,0,0,1,1,7,6,2,8,5,0,0
"E00033254",133,0,0,9,2,0,0,1,1,2,3,0,1,9,21,10,13,2,6,1,6,7,8,11,17,12,0,0
"E00033255",97,0,0,8,4,0,0,1,1,1,1,0,1,9,17,6,4,4,3,1,4,6,6,6,15,7,0,0
"E00033256",79,0,0,8,1,0,1,0,1,5,0,0,0,7,18,4,4,1,2,1,3,2,5,4,14,6,0,0
"E00033257",125,0,0,9,3,0,1,0,1,2,2,0,2,12,18,9,13,1,2,3,1,7,6,12,25,5,0,0
"E00033258",60,0,0,6,2,0,0,0,1,0,3,0,0,3,8,5,5,1,1,3,1,4,7,5,10,1,0,0
"E00033259",52,0,0,4,0,1,0,0,2,0,1,0,1,8,13,2,4,0,1,0,2,3,6,1,6,1,0,0
"E00033260",100,0,0,2,1,0,0,0,1,0,0,1,0,1,18,5,9,1,1,1,1,17,9,10,17,7,0,0
"E00033261",89,0,0,8,2,0,0,0,6,0,0,0,2,7,16,5,6,0,3,0,2,9,7,6,12,6,0,0
"E00033262",48,0,0,1,0,1,0,0,0,0,0,0,0,4,7,3,3,2,1,0,1,6,2,5,11,2,0,0
"E00033263",54,0,0,2,0,0,0,1,1,0,0,0,0,5,5,3,10,1,2,0,3,5,4,4,9,1,0,0
"E00033264",72,0,0,5,3,0,0,0,1,1,0,0,2,3,12,6,4,1,1,1,3,11,5,3,10,5,0,0
"E00033265",108,0,0,8,1,0,0,0,2,3,2,0,0,12,16,9,6,2,3,2,7,5,7,10,17,4,0,0
"E00033266",139,0,1,8,0,0,0,1,1,5,1,0,1,8,19,12,10,3,3,1,7,12,6,11,33,4,0,0
"E00033267",80,0,0,2,2,0,0,0,0,0,0,0,0,6,8,6,6,3,2,3,2,5,10,6,18,3,0,0
"E00033268",144,0,0,11,1,0,0,2,2,6,0,0,0,12,24,8,4,7,11,1,5,6,9,19,19,8,0,0
"E00033269",69,0,0,8,2,0,0,0,2,4,0,0,0,5,10,4,5,2,4,3,3,1,6,8,8,2,0,0
"E00033270",162,0,0,8,0,1,0,0,2,3,2,0,1,7,26,17,13,4,7,5,7,2,15,18,28,4,0,0
"E00033271",212,0,0,18,4,1,0,2,1,6,4,1,2,22,27,16,9,2,12,5,9,7,21,18,29,14,0,0
"E00033272",148,0,0,6,1,0,0,1,0,2,2,1,0,10,21,12,5,4,13,3,3,6,13,24,21,6,0,0
"E00033274",101,0,0,6,2,0,0,3,0,0,1,1,0,13,16,11,2,4,5,2,2,2,5,5,21,6,0,0
"E00033275",118,0,0,10,4,0,0,1,2,2,1,0,1,12,17,6,4,0,4,3,4,6,3,11,32,5,0,0
"E00033276",101,0,0,2,0,0,0,0,2,0,0,0,0,11,15,4,5,1,8,2,2,5,9,9,23,5,0,0
"E00033277",73,0,0,8,2,0,0,2,1,1,2,0,1,3,12,6,3,3,1,1,3,3,5,4,16,4,0,0
"E00033278",98,0,0,3,1,0,0,0,0,1,1,0,0,5,19,7,7,1,3,2,2,3,11,12,19,4,0,0
"E00033279",112,0,0,3,0,0,0,1,0,1,1,0,1,8,24,9,4,3,9,1,3,6,12,6,18,5,0,0
"E00033281",147,0,0,6,1,0,0,0,0,4,1,0,0,7,35,5,10,2,6,1,5,10,9,22,26,3,0,0
"E00033282",120,0,1,5,1,0,0,0,2,2,0,0,1,14,17,8,1,3,5,5,2,10,5,12,27,4,0,0
"E00033283",117,0,0,3,0,1,0,0,0,1,1,0,3,10,13,9,11,1,7,0,3,7,11,9,25,5,0,0
"E00033284",70,0,0,9,1,0,5,0,0,3,0,0,0,4,10,6,3,1,0,2,0,5,5,7,10,8,0,0
"E00033285",132,0,0,10,1,0,0,3,1,2,3,0,0,13,27,11,2,3,3,1,7,6,7,14,25,3,0,0
"E00033286",52,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,5,3,2,0,2,3,1,6,12,2,0,0
"E00033287",153,0,0,9,0,1,0,1,5,2,0,0,0,19,18,6,8,4,7,6,5,5,13,19,27,7,0,0
"E00033288",167,0,0,7,2,1,0,0,1,2,1,0,2,13,25,7,4,6,11,0,8,7,22,17,32,5,1,0
"E00033289",137,0,0,10,1,0,1,2,3,1,2,1,0,8,16,4,5,7,8,3,6,3,17,20,22,7,0,0
"E00033290",128,0,0,17,2,0,0,1,6,4,4,1,1,9,17,7,5,4,4,1,6,5,17,12,17,5,0,0
"E00033291",249,2,0,13,3,0,0,6,1,2,1,0,2,23,33,18,10,5,11,7,8,9,16,28,54,9,1,0
"E00033292",105,0,0,7,1,0,0,0,0,3,3,0,0,8,25,8,2,0,4,2,6,3,4,8,21,7,0,0
"E00033293",114,0,0,6,0,0,0,2,0,2,2,0,1,7,13,6,5,1,6,2,7,7,13,14,20,6,0,0
"E00033294",106,0,2,6,1,0,0,1,0,3,1,0,0,4,17,5,12,3,3,0,3,8,11,7,21,3,1,0
"E00033295",140,0,0,8,3,0,1,2,0,1,1,0,2,8,24,7,5,7,5,1,1,4,10,16,31,11,0,0
"E00033296",133,0,0,9,1,0,0,0,3,3,2,1,1,9,20,11,5,2,9,0,9,5,9,12,25,6,0,0
"E00033297",115,1,0,4,2,1,0,0,1,0,0,0,2,12,16,12,3,0,1,2,8,8,4,12,22,8,0,0
"E00033298",109,0,0,3,0,0,0,0,0,0,3,1,0,9,23,9,7,1,2,2,1,6,6,9,24,6,0,0
"E00033299",114,0,0,6,1,0,1,1,1,1,1,0,1,13,15,5,4,3,3,5,3,5,7,11,28,5,0,0
"E00033300",88,0,0,4,0,0,0,1,1,1,1,0,0,8,18,5,5,4,5,0,2,6,2,9,16,4,0,0
"E00033301",114,1,0,4,1,0,0,0,2,0,1,0,1,6,19,7,10,2,8,3,1,8,4,6,28,6,0,0
"E00033302",73,0,0,3,1,0,0,0,0,2,0,1,0,9,12,5,5,3,1,0,2,7,3,4,15,3,0,0
"E00033304",104,0,0,4,1,0,0,1,0,2,0,0,1,7,16,5,9,2,4,2,3,2,13,12,19,5,0,0
"E00033305",116,0,0,6,0,0,0,0,1,2,3,0,3,10,17,11,4,0,3,1,3,8,11,9,23,7,0,0
"E00033306",103,0,0,4,1,0,0,0,0,2,1,0,0,10,12,4,8,4,3,4,5,6,5,5,27,6,0,0
"E00033307",107,1,0,5,0,0,0,1,0,3,1,0,1,12,14,13,5,1,1,1,5,11,7,5,22,3,0,0
"E00033308",116,0,0,10,3,0,0,1,3,3,0,0,1,12,22,6,4,1,1,2,5,4,4,13,26,5,0,0
"E00033309",104,0,0,4,0,0,1,1,0,1,1,0,0,11,25,1,8,3,4,1,1,4,8,6,20,8,0,0
"E00033310",104,0,0,8,2,1,0,1,1,1,2,1,1,9,21,6,1,4,7,2,1,4,5,7,24,3,0,0
"E00033312",95,0,0,4,1,0,0,0,1,2,0,0,0,13,15,10,2,3,1,1,3,7,6,9,19,2,0,0
"E00033313",125,0,0,10,1,0,0,0,4,2,3,0,2,12,23,11,7,0,4,2,4,3,8,9,25,5,0,0
"E00033314",149,0,0,10,0,0,0,1,1,7,1,0,1,7,25,13,6,2,8,0,4,2,12,12,33,14,0,0
"E00033315",135,0,0,4,0,0,0,1,1,1,1,0,1,8,27,8,7,1,10,3,4,5,9,9,34,5,0,0
"E00033316",164,0,0,11,3,0,0,2,3,3,0,0,0,11,21,9,7,5,4,6,9,9,13,13,39,6,1,0
"E00033317",201,0,0,14,1,0,0,2,6,2,3,1,0,12,38,14,7,5,7,11,8,6,21,27,22,8,0,0
"E00033318",142,0,0,5,0,0,1,1,0,1,2,0,0,11,27,5,7,4,11,3,5,10,5,15,27,7,0,0
"E00033319",216,0,0,12,1,0,0,1,1,3,6,0,0,16,13,7,13,6,9,2,23,6,18,31,48,11,1,0
"E00033320",147,1,0,11,0,0,0,1,2,3,5,0,0,19,22,8,4,4,3,0,6,5,13,21,26,4,0,0
"E00033322",158,0,0,10,1,2,0,1,0,3,3,1,2,10,21,11,3,3,8,3,13,5,12,22,28,6,0,0
"E00033323",147,0,0,7,1,0,0,2,0,1,3,1,1,6,14,6,6,3,7,2,11,7,10,21,32,11,1,1
"E00033324",164,0,0,8,1,1,0,1,0,3,2,0,1,3,16,10,5,4,7,7,17,0,18,43,18,7,0,0
"E00033326",138,0,0,8,0,0,0,1,0,6,1,0,3,12,13,8,3,1,7,2,12,6,14,27,16,6,0,0
"E00033327",147,0,0,7,1,1,1,1,0,1,2,3,0,14,32,10,7,5,5,1,10,7,10,9,22,5,0,0
"E00033328",86,0,0,8,1,1,0,2,2,1,1,0,1,2,17,8,7,1,4,0,2,1,7,7,18,3,0,0
"E00033329",159,0,0,9,1,0,0,5,0,3,0,0,1,17,24,4,3,6,7,6,6,7,20,22,20,7,0,0
"E00033330",154,0,0,16,3,1,0,2,3,4,3,0,1,12,17,6,7,4,9,4,6,4,10,24,26,7,0,1
"E00033331",135,0,0,12,2,0,0,1,3,3,3,1,1,7,27,13,2,2,7,0,11,5,15,11,16,5,0,0
"E00033332",170,0,0,13,1,1,2,2,3,2,2,3,1,13,20,4,9,6,8,5,9,6,13,24,28,8,0,0
"E00033333",157,0,0,8,0,0,1,2,0,3,2,0,0,9,25,6,14,2,6,3,8,7,14,25,24,6,0,0
"E00033334",149,0,1,8,1,0,0,1,1,5,0,1,0,9,25,5,7,4,9,3,11,1,18,17,19,11,0,0
"E00033335",131,0,1,5,1,0,0,0,1,0,3,0,0,8,26,1,5,8,3,3,9,6,13,21,18,4,0,0
"E00033336",158,0,0,11,1,0,0,3,1,5,1,0,1,19,23,3,6,5,6,3,13,10,7,22,22,7,0,0
"E00033337",97,0,0,9,0,0,0,2,1,3,3,0,1,8,11,4,2,5,5,1,7,6,9,12,14,3,0,0
"E00033338",132,0,1,9,4,0,0,2,0,3,0,1,0,6,11,3,4,5,6,3,14,5,14,27,20,3,0,0
"E00033339",162,0,0,4,0,0,0,4,0,0,0,0,1,17,16,5,7,3,6,4,15,7,16,26,25,10,0,0
"E00033340",166,0,0,14,3,0,0,2,1,5,3,1,0,7,20,5,13,4,12,2,9,1,16,33,22,7,0,0
"E00033341",156,0,0,13,2,0,0,1,2,4,4,1,0,16,16,5,9,4,8,4,5,5,17,26,19,8,0,0
"E00033342",158,0,0,13,3,1,0,2,0,5,2,1,0,5,22,8,7,11,9,2,7,2,18,26,24,3,0,0
"E00033343",155,0,0,9,3,0,1,2,0,2,1,0,0,9,19,7,4,8,9,5,11,4,14,21,26,9,0,0
"E00033344",161,0,0,8,2,0,0,1,2,2,1,0,0,10,15,7,4,3,11,4,16,5,21,32,21,4,0,0
"E00033345",198,0,0,11,0,0,0,4,0,5,2,0,1,9,26,8,5,9,5,8,10,3,23,48,24,7,1,0
"E00033346",136,0,0,6,2,0,0,0,0,2,2,1,0,6,24,4,6,5,5,1,8,5,12,22,26,4,1,0
"E00033347",162,0,0,12,2,0,0,3,2,1,4,0,1,5,14,10,3,3,10,3,13,4,14,35,27,7,1,0
"E00033348",135,0,0,6,0,0,0,1,1,2,2,0,2,14,20,6,3,9,5,2,14,5,8,18,15,7,1,0
"E00033349",118,0,0,6,0,0,0,1,0,3,2,0,2,13,14,10,2,2,6,3,3,3,9,10,23,12,0,0
"E00033350",148,1,0,8,0,0,0,0,2,3,3,0,1,14,14,10,5,3,11,4,3,5,13,21,30,5,0,0
"E00033351",106,0,0,4,0,1,0,0,0,2,1,0,1,6,20,10,6,2,2,4,1,6,5,9,19,11,0,0
"E00033352",129,0,0,3,0,0,0,1,1,0,1,1,0,10,13,9,2,5,7,3,5,0,15,13,37,6,0,0
"E00033353",130,0,0,10,3,1,0,1,1,2,2,0,1,13,12,10,8,0,8,5,4,8,19,13,15,4,0,0
"E00033354",73,0,0,3,1,0,0,1,0,0,1,0,0,8,7,5,4,2,4,3,3,4,7,5,14,4,0,0
"E00033355",154,0,0,9,1,1,0,2,1,4,0,1,1,11,31,12,9,4,8,2,9,5,9,16,21,6,0,0
"E00033356",158,0,0,10,4,0,0,2,0,2,2,0,3,15,25,9,10,2,8,0,3,3,16,14,31,9,0,0
"E00033357",105,0,0,9,0,1,0,3,1,3,1,0,0,9,17,4,6,6,2,1,1,6,6,11,19,8,0,0
"E00033358",84,0,0,2,1,0,1,0,0,0,0,0,0,7,14,5,8,0,6,0,2,4,8,7,19,2,0,0
"E00033359",155,0,0,10,1,0,0,1,1,3,4,0,2,7,20,12,6,2,7,3,11,6,18,16,31,4,0,0
"E00033360",151,0,0,8,3,1,0,1,1,2,0,0,2,10,10,6,7,7,9,0,8,5,14,26,26,12,1,0
"E00033361",236,0,0,12,2,1,0,1,2,6,0,2,4,20,24,16,9,10,15,5,11,5,27,29,35,12,0,0
"E00033362",148,0,1,6,1,0,0,0,0,1,4,0,1,17,10,9,9,5,6,4,4,8,8,31,23,6,0,0
"E00033363",115,0,1,7,2,0,0,1,1,2,1,1,0,10,13,9,7,4,3,3,10,3,12,11,16,5,0,0
"E00033364",185,0,0,17,2,0,0,2,5,3,5,1,1,19,29,8,4,5,10,3,10,3,18,22,29,6,0,0
"E00033365",246,1,0,11,0,0,0,4,3,3,1,0,3,16,41,13,9,2,21,3,10,9,16,41,36,14,0,0
"E00033366",165,0,0,12,0,1,0,3,2,4,2,0,0,12,18,7,3,3,9,4,11,6,20,21,32,7,0,0
"E00033367",172,0,1,7,2,0,0,0,2,1,2,0,0,2,27,7,7,10,4,2,7,9,14,43,23,9,0,0
"E00033368",143,0,0,12,1,2,0,2,1,1,5,0,1,10,19,4,7,1,5,1,5,5,14,27,28,4,0,0
"E00033369",205,0,0,12,2,0,0,2,0,2,6,2,0,12,22,8,9,8,6,3,13,9,14,46,33,8,0,0
"E00033370",124,0,0,7,1,0,0,1,0,4,1,0,0,10,12,5,4,2,5,2,11,6,8,26,19,7,0,0
"E00033371",160,0,0,6,1,0,1,1,1,1,1,0,0,5,17,9,7,5,4,5,16,5,17,35,22,7,0,0
"E00033372",149,0,0,9,2,0,0,0,0,4,3,0,0,7,27,4,10,6,9,5,7,6,12,13,29,5,0,0
"E00033373",237,0,0,22,5,2,1,2,2,7,3,0,4,14,37,8,14,6,7,6,14,6,21,24,43,11,0,0
"E00033374",148,0,0,6,0,0,0,1,1,3,1,0,0,5,19,3,6,5,9,4,4,4,16,26,35,6,0,0
"E00033375",149,0,0,7,0,0,0,0,0,4,3,1,0,11,14,3,4,2,6,8,15,6,7,24,32,9,0,0
"E00033376",125,0,0,2,0,0,1,0,0,1,0,1,0,5,10,2,8,3,2,4,10,4,14,33,20,6,1,0
"E00033377",169,0,0,6,0,0,0,4,1,1,0,1,0,15,21,3,4,10,4,3,14,6,15,32,29,6,0,0
"E00033378",172,0,1,3,2,0,0,0,1,0,0,0,1,7,25,4,8,4,5,5,16,3,10,34,39,7,0,0
"E00033379",145,0,0,2,0,0,0,0,0,0,2,0,1,5,18,6,3,8,8,0,10,5,12,29,31,7,0,0
"E00033380",139,0,0,11,4,1,0,1,2,1,2,1,1,8,18,5,6,4,9,3,10,7,8,25,19,4,0,0
"E00033381",72,0,0,2,0,0,0,1,0,0,1,0,0,1,9,3,0,3,3,0,10,1,9,14,11,6,0,0
"E00033382",183,0,0,15,1,1,0,1,5,6,1,1,2,9,28,6,5,1,1,7,8,9,18,30,36,7,0,0
"E00033383",136,1,0,9,1,0,1,0,2,4,1,0,0,6,23,9,3,5,3,3,5,3,12,25,26,3,0,0
"E00033384",166,0,0,12,2,0,0,1,1,3,5,0,0,10,25,9,7,2,9,1,13,7,13,34,20,4,0,0
"E00033385",187,0,0,6,1,0,0,3,1,0,1,0,1,11,20,12,5,9,10,4,13,6,16,33,34,7,0,0
"E00033386",201,1,0,18,3,0,0,4,1,5,5,0,3,17,33,10,5,4,5,7,7,6,13,17,47,7,1,0
"E00033387",118,0,0,10,0,1,0,0,1,6,2,0,0,5,15,8,7,5,6,3,8,3,7,20,17,4,0,0
"E00033388",100,0,0,2,0,0,0,1,1,0,0,0,0,6,7,4,9,6,5,3,4,3,7,9,30,5,0,0
"E00033389",161,0,0,5,2,0,0,1,0,1,1,0,1,17,21,10,6,1,9,5,6,8,13,14,40,5,0,0
"E00033391",150,0,0,10,0,1,0,2,1,2,4,0,3,11,21,8,9,5,3,1,5,9,10,22,23,10,0,0
"E00033392",154,0,0,5,0,0,0,1,2,1,1,0,1,11,27,6,17,2,2,3,7,9,7,21,26,10,0,0
"E00033394",164,0,0,8,2,1,0,2,1,1,1,0,1,6,21,6,19,5,6,3,8,5,10,29,34,3,0,0
"E00033395",181,1,0,11,2,0,0,2,0,4,3,0,1,9,23,4,9,12,10,2,12,5,11,30,34,7,0,0
"E00033396",136,0,0,5,2,0,0,0,2,0,1,0,1,9,16,11,9,7,7,2,3,10,11,19,19,7,0,0
"E00033397",183,0,0,8,1,1,0,0,1,4,1,1,0,12,12,15,6,5,12,3,15,7,17,25,34,11,0,0
"E00033399",174,0,0,8,3,0,0,1,0,2,2,1,0,14,26,14,10,6,7,1,3,3,15,30,32,4,0,0
"E00033400",152,0,0,13,1,0,0,2,3,3,4,0,1,6,13,5,5,7,4,5,18,3,18,30,23,1,0,0
"E00033401",144,0,1,11,1,0,1,0,1,3,5,0,0,7,16,10,6,4,5,2,10,2,18,27,20,5,0,0
"E00033402",178,0,0,9,2,0,0,0,0,4,3,2,0,7,20,3,23,6,5,3,15,4,12,30,36,3,0,0
"E00033403",168,0,0,8,1,0,0,1,3,0,3,0,1,10,22,8,4,7,4,6,9,5,17,26,28,13,0,0
"E00033404",181,0,0,4,0,0,0,0,0,0,4,0,1,12,20,7,12,7,9,9,13,5,17,35,23,6,0,1
"E00033405",151,0,0,7,1,1,0,2,0,1,2,0,0,7,20,7,5,4,6,3,11,8,14,30,27,2,0,0
"E00033406",162,0,0,8,0,0,0,3,2,2,1,0,0,9,19,7,5,6,5,2,8,4,18,29,30,11,0,1
"E00033407",186,0,0,12,2,0,0,5,1,2,2,1,6,7,17,2,8,19,9,1,15,9,12,27,31,10,0,0
"E00033408",170,0,0,8,1,0,0,2,0,2,3,0,0,6,35,4,12,6,3,3,17,7,11,26,18,14,0,0
"E00033409",105,0,0,2,0,1,0,1,0,0,0,0,0,4,19,1,7,4,3,3,13,4,6,19,13,7,0,0
"E00033410",163,0,1,7,2,0,0,0,0,4,1,2,1,2,17,6,18,5,5,5,11,5,17,23,31,7,0,0
"E00033411",169,0,0,4,1,0,0,1,0,1,1,2,4,14,25,4,5,6,6,1,24,6,6,22,30,10,0,0
"E00033412",198,0,0,11,1,0,0,0,3,6,1,1,0,12,19,8,25,11,6,4,16,1,13,30,31,10,0,0
"E00033413",122,0,0,2,1,0,0,1,0,0,0,0,1,5,15,3,16,4,5,2,10,5,6,15,26,7,0,0
"E00033414",184,3,0,4,0,0,0,0,0,2,2,1,1,7,23,15,14,9,5,2,13,2,6,37,34,8,0,0
"E00033415",140,0,0,5,0,0,0,0,1,3,1,0,0,8,16,1,2,8,5,11,26,0,5,30,16,7,0,0
"E00033416",209,0,0,13,4,1,0,2,1,4,1,0,2,7,24,13,10,8,7,8,12,2,9,41,48,5,0,0
"E00033417",195,0,0,10,0,0,0,6,1,1,2,2,2,4,17,6,7,7,6,1,25,5,17,42,30,14,0,0
"E00033418",212,2,0,11,0,2,0,2,1,3,3,0,1,13,23,8,11,4,8,12,22,9,16,35,24,13,0,0
"E00033419",158,0,1,7,0,1,0,3,0,2,1,0,0,4,24,6,3,10,3,5,26,5,6,28,24,6,0,0
"E00033420",204,0,0,8,0,1,0,2,3,1,1,1,0,4,27,5,20,6,7,3,17,4,12,32,43,15,0,0
"E00033421",150,0,0,5,0,0,0,2,1,0,2,0,0,4,21,4,13,8,5,2,8,3,11,27,27,12,0,0
"E00033422",228,0,1,17,0,0,0,10,0,5,2,0,3,8,25,10,8,11,9,6,22,4,21,35,38,10,0,0
"E00033423",191,0,0,6,0,0,0,1,3,1,1,0,0,14,13,7,14,13,1,8,13,5,16,44,28,9,0,0
"E00033424",186,0,0,5,1,0,0,3,0,0,1,0,1,4,30,5,12,10,8,5,15,3,13,31,36,8,0,0
"E00033425",156,0,0,6,0,0,0,2,0,1,3,0,2,6,17,1,14,6,3,2,9,8,22,25,28,7,0,0
"E00033426",169,1,0,7,0,0,0,1,2,3,1,1,0,5,17,7,3,6,1,1,10,10,11,40,35,14,0,0
"E00033427",104,0,0,4,0,0,0,3,0,1,0,2,1,2,8,2,6,7,5,0,8,8,10,23,15,3,0,0
"E00033428",132,0,0,10,1,1,1,0,2,5,0,0,0,10,23,8,3,1,3,4,4,12,13,17,19,5,0,0
"E00033432",108,0,0,12,5,0,1,0,0,2,4,0,2,14,14,4,8,2,0,0,1,7,7,9,24,4,0,0
"E00033435",131,0,0,12,8,1,0,1,0,1,1,0,1,16,14,8,6,4,6,3,5,3,6,10,25,11,1,0
"E00033436",107,0,0,8,2,0,0,1,0,2,3,0,0,6,21,6,12,0,3,2,3,7,8,7,15,9,0,0
"E00033437",103,0,0,9,4,1,0,1,0,3,0,0,0,12,21,12,4,5,1,1,2,3,8,11,11,3,0,0
"E00033438",133,0,0,10,3,0,0,0,1,5,1,0,3,17,23,14,2,2,4,5,1,0,13,6,26,7,0,0
"E00033439",147,0,0,7,1,0,1,0,1,2,2,1,1,8,31,13,13,7,1,1,4,9,9,11,25,6,0,0
"E00033440",80,0,0,9,2,2,0,0,2,2,1,1,0,5,16,8,2,1,0,1,2,6,3,7,17,2,0,0
"E00033441",87,1,0,4,2,1,0,0,0,1,0,0,0,9,13,7,3,2,0,1,3,11,5,6,20,2,0,0
"E00033442",128,0,0,11,2,0,0,1,2,5,1,1,0,7,26,4,8,2,3,0,4,7,8,12,33,2,0,0
"E00033443",62,0,0,11,1,0,1,0,0,7,2,0,0,6,6,1,3,0,3,1,2,5,6,7,11,0,0,0
"E00033444",85,0,1,3,1,0,0,0,0,1,1,0,3,9,15,4,2,0,2,3,4,9,4,8,13,5,0,0
"E00033445",119,0,0,4,1,0,0,0,1,1,1,0,0,8,25,8,8,3,2,1,7,10,3,10,25,4,1,0
"E00033446",117,0,0,5,0,0,0,1,0,3,1,1,1,8,31,10,5,3,2,3,3,7,5,7,21,5,0,0
"E00033447",42,0,0,6,1,1,0,0,1,2,1,0,2,2,7,1,3,0,1,1,3,5,0,4,6,1,0,0
"E00033448",127,0,0,12,2,0,0,0,2,4,4,1,2,21,14,3,9,3,5,1,3,8,8,12,17,8,0,0
"E00033449",117,1,0,12,4,0,0,0,3,3,2,0,1,10,17,9,6,5,6,1,5,5,12,5,17,5,0,0
"E00033450",148,0,0,8,2,1,0,1,0,2,2,0,0,13,29,6,6,4,5,1,3,6,18,17,28,4,0,0
"E00033451",88,0,0,10,3,0,0,0,1,1,5,0,0,10,12,8,4,2,2,0,0,2,4,8,20,6,0,0
"E00033452",98,0,0,10,2,0,0,2,1,3,2,1,0,7,18,10,7,1,4,1,2,3,7,10,13,4,0,0
"E00033453",77,0,0,4,1,0,0,0,2,1,0,0,1,2,17,5,3,2,2,4,1,5,6,9,14,2,0,0
"E00033454",231,0,0,23,3,1,2,3,5,6,3,0,3,15,32,23,14,3,15,4,9,9,24,15,31,11,0,0
"E00033455",76,0,0,3,1,0,0,0,0,2,0,1,1,7,12,6,11,1,2,3,0,6,8,4,9,2,0,0
"E00033456",150,0,0,5,0,0,0,1,2,1,1,0,1,18,20,8,6,4,6,2,10,9,8,16,29,7,1,0
"E00033457",59,0,0,3,1,0,0,0,1,0,1,0,0,2,7,7,5,2,3,1,1,3,2,3,16,4,0,0
"E00033458",63,0,0,4,1,0,0,1,0,1,1,0,0,2,9,5,6,1,1,2,0,3,6,7,14,3,0,0
"E00033459",87,0,0,7,3,0,0,1,0,0,3,0,0,6,14,3,5,0,2,1,4,5,8,9,19,4,0,0
"E00033460",92,0,0,7,1,1,1,0,1,3,0,0,1,11,10,8,6,2,3,2,1,7,5,8,15,6,0,0
"E00033462",52,0,0,6,2,1,0,2,0,1,0,0,1,3,5,1,2,1,2,2,1,3,2,7,9,7,0,0
"E00033463",75,0,0,9,1,0,1,0,2,3,2,1,2,1,11,6,5,0,0,0,3,3,5,4,20,5,0,0
"E00033464",105,0,0,3,0,0,1,0,0,0,2,0,1,6,19,3,7,1,2,3,0,9,6,9,32,4,0,0
"E00033466",101,0,0,6,2,0,0,0,2,2,0,0,0,7,24,5,4,1,2,3,3,8,5,12,16,5,0,0
