"GeographyCode","CT00100001","CT00100002","CT00100003","CT00100004","CT00100005","CT00100006","CT00100007","CT00100008","CT00100009","CT00100010","CT00100011","CT00100012","CT00100013","CT00100014","CT00100015","CT00100016","CT00100017","CT00100018","CT00100019","CT00100020","CT00100021","CT00100022","CT00100023","CT00100024","CT00100025","CT00100026","CT00100027","CT00100028","CT00100029","CT00100030","CT00100031","CT00100032","CT00100033","CT00100034","CT00100035","CT00100036","CT00100037","CT00100038","CT00100039","CT00100040","CT00100041","CT00100042","CT00100043","CT00100044","CT00100045","CT00100046","CT00100047","CT00100048","CT00100049","CT00100050","CT00100051","CT00100052","CT00100053","CT00100054","CT00100055","CT00100056","CT00100057","CT00100058","CT00100059","CT00100060","CT00100061","CT00100062","CT00100063","CT00100064","CT00100065","CT00100066","CT00100067","CT00100068","CT00100069","CT00100070","CT00100071","CT00100072","CT00100073","CT00100074","CT00100075","CT00100076","CT00100077","CT00100078","CT00100079","CT00100080","CT00100081","CT00100082","CT00100083","CT00100084","CT00100085","CT00100086","CT00100087","CT00100088","CT00100089","CT00100090","CT00100091","CT00100092","CT00100093","CT00100094","CT00100095"
"E01006581",1559,1440,20,0,6,9,5,1,2,9,8,0,17,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006582",1642,1491,36,0,2,3,5,8,2,8,20,0,16,0,3,6,1,4,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,8,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E01006583",1758,1593,76,1,2,7,4,1,0,14,0,0,20,0,9,3,0,6,1,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006584",1393,1339,18,0,0,3,6,0,0,11,0,0,2,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006585",1354,1241,4,0,2,9,2,9,0,9,1,0,22,3,25,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006586",1899,1634,22,1,0,19,28,14,13,13,7,0,43,1,19,5,0,6,0,0,0,0,0,0,1,1,0,0,3,6,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,1,0,6,0,4,0,0,0,0,11,1,1,0,0,0,2,0,2,1,1,0,8,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,0,4,0,1,0,0,0,0
"E01006587",1624,1376,16,0,9,29,17,15,2,6,2,0,56,2,4,1,0,29,0,0,0,1,0,0,0,0,0,0,2,5,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"E01006588",1569,1313,58,6,9,15,13,4,2,7,7,0,16,2,17,4,0,18,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,3,0,3,0,0,1,0,4,1,0,1,0,0,0,0,0,3,3,1,11,0,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0
"E01006589",1518,1350,15,0,5,11,12,20,7,26,6,2,17,2,6,3,2,6,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0
"E01006590",1642,1409,56,0,4,7,15,14,0,19,11,4,6,0,9,5,2,5,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,2,0,0,0,2,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,6,7,0,21,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
"E01006591",1633,1356,81,0,5,14,18,8,6,17,26,0,8,0,9,12,3,17,0,0,0,0,0,0,1,0,0,0,2,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,2,0,14,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006592",1565,1390,51,0,10,9,3,14,4,2,13,2,8,0,11,1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
"E01006593",1541,1292,48,0,14,11,18,14,8,4,6,0,29,0,16,3,2,7,0,0,0,2,0,0,0,2,1,0,1,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"E01006594",1410,1213,22,0,10,6,1,17,0,43,4,2,30,4,1,4,0,21,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E01006595",1745,1580,25,0,4,15,13,10,0,11,16,1,21,0,21,1,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006596",1451,1233,29,1,6,19,4,12,0,12,26,7,25,0,10,2,1,12,0,0,0,0,0,0,2,0,2,0,0,3,0,0,1,0,3,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0
"E01006597",1667,1497,33,0,6,12,6,17,4,9,14,12,4,0,8,2,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,3,2,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"E01006598",1361,1291,3,0,8,1,1,3,0,6,1,0,5,0,8,2,2,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006599",1121,1036,6,0,0,0,6,1,0,6,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"E01006600",1407,1362,7,0,4,6,3,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006603",1410,1362,3,0,1,3,5,5,1,2,0,0,9,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006604",1367,1333,3,1,0,3,1,0,0,0,0,0,6,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01006605",1531,1465,14,0,2,6,4,1,0,0,0,0,10,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0
"E01006606",1521,1441,14,0,6,7,0,2,0,0,1,0,2,2,10,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006607",1531,1496,7,0,6,5,3,2,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01006608",1215,1187,3,0,1,0,0,0,0,1,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006609",1283,1211,7,0,6,3,5,3,0,0,0,0,19,0,5,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006610",1397,1321,12,0,4,12,4,0,1,5,0,0,3,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01006611",1291,1209,8,0,4,3,1,1,1,1,0,0,7,0,15,1,0,1,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006612",1495,1444,7,0,2,7,3,1,1,0,0,0,0,1,10,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006613",1360,1325,10,0,1,2,5,3,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006614",1322,1255,6,0,3,6,1,2,0,0,6,2,11,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006615",1302,1241,12,0,3,9,1,0,1,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
"E01006616",1428,1358,19,1,3,3,2,3,2,0,0,0,4,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006617",1421,1352,9,0,1,4,3,1,2,4,10,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006618",1639,1603,5,0,2,5,1,3,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01006619",1599,1520,20,0,2,2,2,3,0,2,0,0,1,1,8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,4,0,8,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01006620",1417,1371,9,0,0,6,1,0,0,1,0,0,8,0,5,2,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006621",1468,1350,17,0,0,4,2,0,0,27,3,0,15,0,6,1,0,14,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006622",1519,1469,15,1,5,6,0,1,1,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006623",1462,1335,8,1,2,3,0,5,0,19,3,0,59,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"E01006624",1556,1407,17,0,4,4,4,2,1,4,12,0,38,0,28,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006625",1416,1375,10,0,1,2,5,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006626",1448,1376,9,1,4,1,2,3,0,4,1,0,9,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006627",1378,1307,6,0,0,4,2,3,0,1,1,0,14,0,11,2,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0
"E01006628",1874,1465,96,0,4,23,30,22,7,18,14,1,58,1,45,7,0,9,3,0,0,0,0,0,0,1,0,0,3,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,1,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,15,0,8,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006629",1255,1115,18,0,4,15,6,3,3,7,8,0,19,0,8,9,1,5,1,7,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"E01006630",1338,1087,18,0,3,16,22,5,4,7,1,0,30,0,61,10,0,44,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
"E01006632",1842,1581,12,0,4,19,6,9,3,21,4,2,15,0,38,2,1,47,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,5,1,6,0,15,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1
"E01006633",1432,1329,5,0,7,7,15,1,2,0,0,0,4,0,0,3,1,10,1,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,1,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"E01006637",1596,1353,4,3,17,8,5,2,1,40,0,0,15,2,73,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"E01006638",1219,1095,3,0,3,6,13,1,0,13,0,6,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0
"E01006639",1509,1417,4,0,6,6,4,1,4,15,0,0,23,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006640",1880,1727,16,0,0,15,4,1,0,8,15,0,33,0,5,1,2,10,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,1,0,2,0,6,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"E01006641",1740,1387,9,0,1,2,3,8,0,151,1,0,43,5,16,0,1,2,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,1,46,0,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,2,11,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"E01006642",1290,1205,13,1,4,5,0,6,2,15,0,0,11,0,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"E01006643",1822,1663,18,0,0,16,10,9,4,25,1,0,7,0,29,1,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006644",2040,1886,16,0,4,18,8,10,0,2,0,7,19,0,22,0,0,2,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006645",1424,1347,9,0,0,2,5,2,5,1,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006646",1899,1519,35,1,13,12,13,11,3,25,2,2,42,8,26,8,0,46,0,0,0,0,0,0,2,9,0,0,0,9,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,9,1,7,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,2,1,12,0,14,0,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006647",1422,1293,8,0,8,16,9,0,2,0,1,4,7,0,25,2,1,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"E01006648",2175,1782,43,0,13,21,13,11,1,40,8,4,27,0,32,3,0,42,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,11,5,2,0,0,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,14,5,28,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0
"E01006651",1642,1534,10,0,7,4,1,6,3,13,5,0,18,0,8,1,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0
"E01006652",1505,1412,14,0,0,1,1,0,0,41,4,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"E01006653",1520,1437,10,0,1,3,4,3,1,30,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006654",1513,1426,10,0,1,1,3,1,0,29,0,0,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,1,0,0,0
"E01006655",1758,1543,18,0,1,5,6,4,1,69,5,1,17,1,17,3,0,18,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,1,0,0,1,0,7,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
