"GeographyCode","QS701EW0001","QS701EW0002","QS701EW0003","QS701EW0004","QS701EW0005","QS701EW0006","QS701EW0007","QS701EW0008","QS701EW0009","QS701EW0010","QS701EW0011","QS701EW0012","QS701EW0013"
"E00033455",168,0,0,1,23,5,2,31,7,0,7,0,92
"E00033456",262,4,0,3,47,1,1,62,16,6,10,0,112
"E00033457",145,0,0,0,23,2,0,23,2,1,8,0,86
"E00033458",156,0,1,0,23,3,1,19,3,1,11,1,93
"E00033459",185,1,0,0,29,1,0,38,6,2,9,1,98
"E00033460",142,3,0,3,22,1,0,48,11,1,2,1,50
"E00033462",152,1,1,1,14,0,0,18,2,1,14,0,100
"E00033463",166,1,0,1,21,1,2,30,5,2,11,1,91
"E00033464",210,3,0,2,34,2,0,44,6,2,12,0,105
"E00033466",200,0,0,1,24,2,0,56,6,0,12,0,99
"E00033468",213,2,0,1,27,3,0,57,7,4,24,1,87
"E00033470",231,1,0,0,26,1,1,59,10,6,18,1,108
"E00033471",201,3,0,2,37,2,1,50,10,2,7,1,86
"E00033472",167,1,0,1,22,2,0,43,3,2,6,0,87
"E00033473",207,0,2,1,41,3,0,34,7,1,12,2,104
"E00033474",177,1,1,1,30,0,1,29,9,1,9,0,95
"E00033475",213,0,0,4,48,2,0,22,8,3,12,0,114
"E00033476",192,0,0,4,37,3,2,39,4,1,11,0,91
"E00033477",136,1,0,0,17,0,0,49,2,0,3,4,60
"E00033478",189,1,0,2,26,1,2,55,10,3,12,0,77
"E00033479",284,3,1,2,40,0,2,86,24,5,13,0,108
"E00033480",227,1,0,3,28,1,0,85,6,5,14,2,82
"E00033481",268,1,0,4,38,0,1,72,11,0,18,0,123
"E00033482",212,1,0,2,24,0,1,54,17,3,8,3,99
"E00033483",238,2,0,4,46,2,1,64,10,1,12,0,96
"E00033484",226,1,0,3,35,1,1,61,7,2,21,2,92
"E00033485",227,2,0,0,30,2,0,54,10,4,15,1,109
"E00033486",267,0,0,6,51,4,1,67,11,2,18,3,104
"E00033487",177,0,1,1,13,1,0,39,4,5,7,0,106
"E00033488",190,0,0,1,30,3,0,23,8,1,8,0,116
"E00033489",235,1,0,1,25,2,1,59,15,1,13,0,117
"E00033490",193,3,1,0,22,0,1,48,10,1,6,2,99
"E00033491",181,0,0,5,36,3,1,37,10,1,11,1,76
"E00033492",263,3,0,3,42,3,0,34,8,0,15,0,155
"E00033493",221,1,0,3,52,3,0,63,5,3,14,0,77
"E00033494",183,4,1,0,30,5,0,51,9,1,5,0,77
"E00033495",247,3,0,2,48,3,3,58,11,3,16,0,100
"E00033496",210,1,0,6,35,2,0,38,12,1,7,0,108
"E00033497",175,1,0,2,28,1,0,45,10,2,10,0,76
"E00033498",97,1,0,1,10,1,0,9,1,2,0,0,72
"E00033501",99,0,0,1,15,0,0,12,1,2,4,0,64
"E00033502",169,2,0,1,19,2,0,87,13,2,6,1,36
"E00033503",178,4,0,3,21,3,0,75,11,2,9,0,50
"E00033504",222,1,0,1,40,2,1,50,7,0,10,0,110
"E00033505",163,3,0,1,26,1,0,58,6,1,8,0,59
"E00033506",204,0,1,1,26,4,4,51,10,1,8,1,97
"E00033507",201,3,0,2,23,1,0,43,6,1,8,3,111
"E00033508",165,1,0,2,28,1,0,25,5,2,9,0,92
"E00033509",201,3,0,3,29,2,0,41,12,3,17,0,91
"E00033510",224,3,0,4,37,3,0,48,8,0,15,0,106
"E00033511",181,1,0,2,16,2,0,33,6,2,12,3,104
"E00033512",165,0,1,1,19,2,0,34,8,1,4,1,94
"E00033513",206,4,0,2,33,1,0,55,4,2,11,0,94
"E00033514",171,1,0,2,21,4,1,43,10,1,15,0,73
"E00033515",209,0,0,2,45,7,0,49,17,1,17,0,71
"E00033516",199,3,0,2,39,2,0,60,13,2,5,0,73
"E00033517",222,2,0,2,35,1,1,55,14,5,12,1,94
"E00033518",187,1,0,4,35,2,0,38,7,1,13,1,85
"E00033519",216,1,0,4,31,1,1,43,12,2,8,2,111
"E00033520",148,1,0,0,26,6,2,39,5,5,9,0,55
"E00033521",200,0,0,7,41,2,0,26,7,0,10,0,107
"E00033522",209,0,0,3,21,4,0,39,7,2,17,1,115
"E00033523",246,0,0,5,46,4,2,59,11,2,13,2,102
"E00033524",316,3,1,2,39,2,0,130,15,1,11,2,110
"E00033525",234,2,0,2,35,0,2,78,13,2,10,1,89
"E00033526",201,5,0,1,35,3,0,83,8,4,11,0,51
"E00033527",279,5,0,1,53,2,0,77,14,4,9,1,113
"E00033528",196,2,0,4,14,1,0,84,4,1,8,2,76
"E00033530",332,11,0,3,30,3,1,169,18,4,3,2,88
"E00033531",279,8,0,0,23,4,0,129,15,2,5,2,91
"E00033532",306,6,0,4,32,0,1,135,20,2,8,2,96
"E00033533",179,2,0,0,23,1,2,74,7,6,7,0,57
"E00033534",166,2,0,1,22,0,0,55,2,6,3,0,75
"E00033535",233,6,0,4,34,2,2,99,12,2,6,1,65
"E00033536",232,3,0,1,37,1,0,79,13,2,7,2,87
"E00033537",212,1,0,0,37,2,0,66,9,2,5,1,89
"E00033538",245,2,0,2,26,1,0,105,11,0,16,1,81
"E00033539",251,4,0,0,38,2,0,108,10,9,11,1,68
"E00033540",242,6,0,0,39,1,0,108,9,0,11,2,66
"E00033541",239,5,0,4,22,1,1,92,16,0,19,2,77
"E00033542",199,4,0,0,16,2,1,71,9,1,17,1,77
"E00033543",192,3,1,0,20,0,1,65,9,2,5,2,84
"E00033544",168,1,0,3,34,1,0,63,1,0,11,0,54
"E00033545",170,3,0,2,15,4,0,55,9,1,8,0,73
"E00033546",265,2,0,1,48,4,1,61,8,3,11,0,126
"E00033547",216,2,1,3,24,1,1,84,13,1,12,1,73
"E00033548",176,0,0,0,31,3,1,62,3,1,14,1,60
"E00033549",252,1,0,1,34,2,0,73,10,2,8,1,120
"E00033550",218,6,1,2,14,0,0,109,8,2,4,0,72
"E00033551",134,4,0,1,9,0,1,46,4,2,9,0,58
"E00033552",220,6,0,1,23,1,0,106,9,3,12,2,57
"E00033553",263,8,0,1,25,1,1,92,15,0,16,0,104
"E00033554",258,4,0,2,23,1,0,104,17,2,12,1,92
"E00033555",208,10,0,1,19,3,0,78,2,0,5,1,89
"E00033556",210,2,0,1,22,0,0,89,8,4,15,1,68
"E00033557",238,5,0,2,20,1,0,114,8,3,10,1,74
"E00033558",224,4,1,2,25,1,0,113,4,1,7,1,65
"E00033559",205,3,0,0,18,1,3,91,15,1,12,0,61
"E00033560",252,9,0,3,16,1,0,114,3,2,9,1,94
"E00033561",237,6,0,2,10,0,0,99,16,1,13,0,90
"E00033562",255,4,1,0,18,3,1,122,8,1,6,0,91
"E00033563",284,4,0,2,26,1,2,123,15,2,7,1,101
"E00033564",284,3,0,1,25,3,1,99,7,1,5,0,139
"E00033565",218,2,0,5,25,1,0,95,12,3,3,1,71
"E00033566",205,6,1,6,22,0,0,81,8,1,8,1,71
"E00033567",236,2,2,2,28,1,0,102,8,1,8,3,79
"E00033568",230,0,0,1,29,2,0,62,10,0,12,1,113
"E00033569",197,2,0,1,26,2,2,73,14,2,3,1,71
"E00033570",276,4,0,4,38,1,0,99,17,1,23,1,88
"E00033571",172,4,2,4,16,2,0,58,6,0,5,3,72
"E00033572",217,4,1,0,27,2,1,95,9,0,7,2,69
"E00033573",147,2,0,0,31,1,0,32,2,1,4,0,74
"E00033574",243,4,0,0,31,2,0,94,13,4,8,0,87
"E00033575",195,4,0,1,12,1,0,82,11,3,6,0,75
"E00033576",175,0,0,2,15,1,1,49,9,1,7,0,90
"E00033577",229,0,0,2,34,0,0,80,14,1,9,1,88
"E00033579",224,2,0,16,19,0,0,30,3,2,21,2,129
"E00033580",205,2,0,4,12,1,0,31,7,1,16,0,131
"E00033581",361,10,2,6,63,5,1,67,7,5,28,0,167
"E00033582",263,3,2,13,26,2,0,44,12,4,20,1,136
"E00033583",188,7,3,10,19,2,2,62,9,4,17,0,53
"E00033584",539,11,6,37,24,3,0,73,16,7,26,3,333
"E00033585",238,5,4,24,29,0,0,69,8,7,10,0,82
"E00033586",242,6,6,28,17,3,0,66,6,5,5,0,100
"E00033587",226,1,1,10,20,0,0,61,6,1,17,0,109
"E00033589",230,1,0,4,50,3,0,44,7,3,22,1,95
"E00033590",123,1,1,16,5,2,0,29,7,2,6,1,53
"E00033591",137,2,0,1,19,1,0,29,3,1,8,2,71
"E00033592",226,2,1,12,14,4,0,31,5,1,15,0,141
"E00033593",136,0,1,3,24,1,0,21,5,1,7,0,73
"E00033594",261,0,0,7,32,3,0,35,5,1,16,0,162
"E00033595",226,3,0,1,21,0,1,34,6,2,11,1,146
"E00033596",242,3,2,13,25,1,1,32,8,3,13,1,140
"E00033597",172,3,2,6,25,1,0,36,5,4,8,0,82
"E00033598",162,1,0,3,35,0,0,21,8,0,5,0,89
"E00033599",161,3,0,8,19,2,0,34,6,2,8,0,79
"E00033600",171,0,0,2,18,1,0,34,4,2,5,0,105
"E00033601",201,0,4,13,28,5,0,40,8,6,14,1,82
"E00033602",235,2,9,21,41,1,0,60,8,9,17,2,65
"E00033603",216,1,2,5,29,1,0,34,6,1,14,1,122
"E00033604",197,0,2,9,21,0,0,31,8,1,14,1,110
"E00033605",236,4,4,12,33,3,0,72,3,6,13,0,86
"E00033606",217,6,4,28,33,2,1,51,6,6,15,1,64
"E00033607",159,1,0,10,21,0,0,31,6,2,11,1,76
"E00033608",247,2,2,8,29,1,0,47,9,4,28,0,117
"E00033611",258,3,12,23,36,3,2,70,10,7,15,1,76
"E00033613",180,0,2,17,21,0,0,49,7,12,10,0,62
"E00033614",284,8,7,38,27,2,0,90,13,9,11,1,78
"E00033616",292,5,1,17,23,4,4,96,7,3,23,1,108
"E00033618",299,11,3,6,50,1,0,100,10,3,16,1,98
"E00033620",241,8,2,6,29,1,1,90,7,2,15,0,80
"E00033621",198,2,0,3,27,2,0,37,6,1,14,0,106
"E00033623",283,2,0,12,38,2,0,51,5,6,17,5,145
"E00033624",214,0,0,0,19,2,1,38,7,3,14,3,127
"E00033625",242,2,0,1,20,4,1,127,13,2,5,1,66
"E00033626",307,4,0,8,43,6,1,171,13,2,8,5,46
"E00033627",239,2,0,4,35,2,1,125,10,1,7,1,51
"E00033628",204,2,0,0,27,2,2,36,7,2,15,0,111
"E00033629",328,2,1,2,46,4,1,116,19,3,12,1,121
"E00033630",184,0,0,4,32,1,0,47,12,4,7,0,77
"E00033631",159,2,1,1,26,0,1,31,3,0,6,1,87
"E00033632",221,2,1,3,21,4,0,32,8,0,15,0,135
"E00033633",171,2,0,0,19,1,1,75,11,0,4,1,57
"E00033634",257,2,2,3,26,1,0,42,12,0,10,1,158
"E00033635",208,6,0,1,19,2,1,87,12,1,12,1,66
"E00033636",289,0,0,1,43,4,0,57,13,0,13,1,157
"E00033637",342,5,0,4,44,1,1,135,23,1,19,2,107
"E00033639",214,0,0,0,34,1,1,53,5,1,13,3,103
"E00033640",217,2,0,1,27,5,1,41,6,1,6,1,126
"E00033641",235,6,0,1,7,1,0,92,10,1,7,0,110
"E00033642",263,2,0,6,17,4,1,119,13,1,11,2,87
"E00033643",165,1,0,2,19,1,0,60,9,0,3,3,67
"E00033644",153,0,0,0,14,1,0,15,3,3,12,1,104
"E00033645",181,0,0,2,25,2,2,48,2,1,9,1,89
"E00033646",74,0,0,0,6,1,1,14,3,0,8,0,41
"E00033647",208,0,0,5,28,4,0,68,7,1,9,0,86
"E00033648",194,2,0,3,23,0,0,45,4,6,11,0,100
"E00033649",213,6,0,5,19,6,0,123,13,0,6,0,35
"E00033650",213,0,0,0,29,1,0,50,12,2,16,0,103
"E00033651",91,0,0,1,10,1,0,22,7,2,6,0,42
"E00033652",198,3,0,2,29,2,2,42,6,1,9,0,102
"E00033653",220,5,0,1,28,1,2,91,9,1,11,1,70
"E00033654",153,1,0,3,21,4,0,26,4,1,5,0,88
"E00033655",291,1,0,6,49,5,0,66,10,2,6,2,144
"E00033656",143,1,0,2,19,3,0,29,5,1,4,0,79
"E00033657",143,1,0,1,20,3,0,34,4,3,10,1,66
"E00033658",217,0,0,2,30,2,0,53,7,3,16,1,103
"E00033659",276,1,0,2,38,4,1,88,19,5,9,0,109
"E00033660",204,2,0,1,34,0,0,43,8,2,8,0,106
"E00033662",251,3,0,2,35,1,0,53,13,1,9,0,134
"E00033663",179,1,0,2,19,2,0,27,6,5,5,1,111
"E00033664",169,4,0,1,16,0,0,38,7,1,4,0,98
"E00033665",301,3,0,3,36,6,0,119,16,3,11,0,104
"E00033666",139,0,0,0,21,1,0,20,3,0,3,0,91
"E00033667",219,2,0,0,32,1,0,49,12,1,14,0,108
"E00033668",217,1,0,2,22,4,0,75,12,2,14,0,85
"E00033669",215,2,0,3,22,0,0,46,8,2,5,0,127
"E00033670",267,11,1,5,12,2,0,105,6,1,62,2,60
"E00033672",278,4,0,5,19,4,1,41,4,1,39,1,159
"E00033673",204,1,0,4,12,0,0,22,7,0,26,0,132
"E00033677",167,0,0,2,6,2,0,17,3,0,31,0,106
"E00033678",261,0,0,14,8,2,0,33,2,1,47,0,154
"E00033684",323,1,0,5,27,3,1,48,9,2,21,2,204
"E00033685",222,0,1,2,31,2,0,23,8,2,13,0,140
"E00033686",191,2,0,1,11,1,1,21,10,2,14,1,127
"E00033687",293,1,0,3,23,4,0,53,8,2,41,0,158
"E00033688",194,0,0,0,21,3,0,15,3,0,11,0,141
"E00033689",228,1,0,6,30,3,0,31,3,1,17,0,136
"E00033690",285,8,2,9,21,1,0,57,4,2,49,2,130
"E00033691",177,0,1,1,24,0,0,47,10,1,20,0,73
"E00033692",292,16,2,8,6,5,0,120,6,0,58,3,68
"E00033694",165,0,1,1,12,1,0,11,1,0,18,1,119
"E00033695",221,1,0,10,27,3,0,37,14,3,15,1,110
"E00033696",309,2,0,10,36,5,0,77,10,5,23,1,140
"E00033697",243,2,1,9,12,1,0,72,16,2,19,1,108
"E00033698",288,3,2,10,21,5,1,66,8,3,31,1,137
"E00033699",247,6,1,15,17,5,0,85,16,0,32,0,70
"E00033700",159,1,0,8,10,2,1,62,6,1,14,1,53
"E00033701",266,4,2,15,19,3,0,129,8,1,20,0,65
"E00033702",112,0,1,1,11,0,0,26,6,1,6,2,58
"E00033703",190,1,1,2,14,3,0,41,3,5,6,1,113
"E00033704",275,7,2,17,10,4,2,139,11,1,14,1,67
"E00033705",287,4,1,16,12,2,0,162,14,2,13,2,59
"E00033706",175,0,0,7,15,2,1,30,5,1,2,0,112
"E00033707",190,2,2,19,16,5,0,62,4,3,14,1,62
"E00033708",161,0,0,2,14,1,0,26,4,1,20,1,92
"E00033709",137,4,0,4,12,2,0,39,6,1,12,1,56
"E00033710",229,1,0,13,22,6,1,71,10,2,15,1,87
"E00033711",94,0,0,1,14,0,0,11,4,1,5,0,58
"E00033712",264,3,0,12,17,4,0,87,5,2,38,2,94
"E00033713",206,4,1,10,19,1,1,82,9,2,14,1,62
"E00033715",264,2,0,4,26,5,1,111,15,6,13,1,80
"E00033716",152,0,0,0,15,3,0,35,3,2,12,2,80
"E00033717",170,3,0,3,10,1,1,77,11,0,7,0,57
"E00033718",251,6,3,14,12,3,0,138,16,3,4,0,52
"E00033719",257,4,1,20,16,7,0,122,18,0,12,3,54
"E00033720",257,1,0,14,9,6,1,103,15,1,15,1,91
"E00033721",229,8,0,28,3,2,1,121,8,1,6,0,51
"E00033722",166,4,1,8,4,0,0,62,9,0,14,1,63
"E00033723",257,6,1,27,9,2,0,115,14,3,10,0,70
"E00033724",243,2,2,12,12,4,0,58,8,1,21,2,121
"E00033725",268,8,0,14,11,1,0,63,3,1,63,4,100
"E00033726",182,2,0,7,20,2,1,68,7,2,18,0,55
"E00033727",220,1,0,7,17,1,1,46,6,0,25,3,113
"E00033728",351,4,2,29,19,0,0,168,18,1,27,3,80
"E00033729",174,4,0,10,14,1,1,56,8,2,13,0,65
"E00033730",216,2,0,15,18,2,1,66,7,2,25,0,78
"E00033731",120,1,0,8,13,0,0,45,5,4,8,0,36
"E00033732",211,1,0,14,14,0,0,57,11,0,19,0,95
"E00033733",176,2,1,11,16,2,0,46,11,1,17,1,68
"E00033734",156,1,1,8,23,1,1,41,5,3,17,1,54
"E00033735",60,1,0,0,0,1,0,7,1,0,3,0,47
"E00033736",191,1,2,13,22,4,0,43,10,4,19,1,72
"E00033737",285,8,1,24,24,2,2,85,9,6,22,0,102
"E00033738",145,1,0,2,9,0,0,23,4,2,7,0,97
"E00033739",186,0,0,13,11,3,0,45,5,6,20,1,82
"E00033740",237,1,0,15,13,5,0,73,12,4,21,2,91
"E00033741",205,1,1,9,23,0,1,61,10,1,25,0,73
"E00033742",212,0,1,14,28,1,1,63,7,4,20,1,72
"E00033743",190,3,1,11,18,4,1,56,7,2,18,0,69
"E00033744",247,5,0,4,21,3,0,52,10,2,45,0,105
"E00033745",122,1,0,0,9,0,0,27,6,0,5,1,73
"E00033746",192,1,0,3,20,2,0,51,4,0,8,1,102
"E00033747",276,4,1,0,30,1,0,66,12,0,21,1,140
"E00033748",191,1,0,2,29,2,1,59,4,1,12,1,79
"E00033749",221,2,0,0,21,6,2,73,9,1,16,0,91
"E00033750",257,10,0,2,20,0,1,149,15,2,1,0,57
"E00033752",299,4,2,1,33,4,1,96,16,4,14,2,122
"E00033753",184,2,0,3,18,0,0,98,10,0,5,2,46
"E00033754",226,5,1,2,27,3,1,95,15,2,3,1,71
"E00033755",248,1,0,0,17,4,1,130,13,1,4,2,75
"E00033756",230,1,1,5,15,0,0,128,14,4,7,1,54
"E00033758",196,0,0,0,28,2,0,58,8,1,9,2,88
"E00033759",131,1,0,0,17,0,0,29,1,0,6,1,76
"E00033762",231,7,0,1,20,1,0,116,10,0,1,0,75
"E00033763",239,3,0,2,29,5,1,127,14,2,2,0,54
"E00033764",283,9,0,5,32,2,0,147,20,2,4,0,62
"E00033765",223,4,0,0,20,4,0,101,9,0,4,2,79
"E00033766",283,8,0,0,34,3,1,150,6,3,3,2,73
"E00033767",209,6,0,3,17,2,0,111,9,0,4,0,57
"E00033768",213,3,0,4,28,1,0,103,11,0,5,0,58
"E00033769",130,1,1,2,13,1,0,25,5,1,6,0,75
"E00033770",318,3,0,6,30,1,1,182,13,3,5,0,74
"E00033771",258,5,0,2,30,3,2,147,7,3,5,0,54
"E00033773",213,3,0,1,19,0,1,90,9,3,4,0,83
"E00033774",232,4,0,3,13,3,1,119,8,2,5,1,73
"E00033775",322,1,1,4,27,2,3,95,13,3,16,0,157
"E00033776",201,2,0,3,26,1,0,47,5,2,4,0,111
"E00033777",203,1,0,1,25,1,0,90,8,1,3,0,73
"E00033778",242,5,0,4,26,1,0,141,11,2,1,2,49
"E00033779",203,1,0,2,33,1,2,34,4,0,14,0,112
"E00033780",201,4,0,1,22,1,0,94,6,0,1,2,70
"E00033781",239,1,0,2,33,5,2,72,14,3,6,2,99
"E00033782",229,4,0,1,18,0,1,94,19,1,6,1,84
"E00033783",240,2,0,3,20,1,2,97,13,5,5,1,91
"E00033784",335,6,0,5,39,4,0,96,15,5,14,0,151
"E00033785",239,3,0,1,24,2,0,105,12,1,6,2,83
"E00033786",359,8,1,7,21,7,1,182,19,2,4,3,104
"E00033787",263,6,0,2,38,3,1,122,18,4,4,0,65
"E00033788",236,7,0,2,20,6,0,115,13,4,1,2,66
"E00033789",225,10,0,2,16,2,0,115,10,1,3,1,65
"E00033790",216,7,0,1,17,0,1,111,16,2,3,2,56
"E00033791",242,5,0,1,31,3,0,43,11,3,15,1,129
"E00033792",159,3,0,0,15,0,1,82,7,2,7,0,42
"E00033793",224,4,0,0,32,2,2,46,8,1,8,1,120
"E00033794",187,1,0,0,28,1,0,44,4,2,5,0,102
"E00033795",212,1,0,3,23,1,0,86,7,3,7,0,81
"E00033796",153,2,0,0,26,2,1,39,7,2,6,0,68
"E00033797",181,3,0,0,22,2,0,55,1,0,5,0,93
"E00033798",287,3,0,2,13,1,0,145,15,0,7,4,97
"E00033799",219,2,0,1,29,2,0,47,12,0,10,0,116
"E00033800",141,3,0,5,8,0,1,82,7,0,2,1,32
"E00033801",191,0,0,3,19,0,0,32,8,2,12,0,115
"E00033802",123,4,0,2,15,0,0,36,1,1,9,0,55
"E00033803",198,2,0,2,35,0,1,44,13,0,13,1,87
"E00033804",199,0,0,2,28,1,0,34,9,1,9,2,113
"E00033805",128,0,0,1,16,3,0,22,4,0,4,0,78
"E00033806",173,7,0,4,19,3,0,36,4,13,19,4,64
"E00033807",353,7,1,11,49,2,1,51,8,9,14,6,194
"E00033808",149,0,0,2,13,0,0,16,1,0,13,0,104
"E00033810",192,2,0,3,17,0,1,31,3,1,14,2,118
"E00033811",375,3,1,3,30,2,0,40,7,1,21,1,266
"E00033812",266,0,0,7,28,1,1,37,2,2,21,1,166
"E00033813",353,4,0,4,55,0,1,48,4,2,23,2,210
"E00033814",239,1,0,2,28,2,0,29,2,2,12,0,161
"E00033815",235,5,2,4,37,2,1,25,4,0,22,1,132
"E00033816",208,4,0,4,25,3,1,38,9,1,19,0,104
"E00033818",192,3,0,0,13,3,1,18,1,0,9,0,144
"E00033819",199,1,4,7,26,3,0,29,1,5,13,2,108
"E00033820",197,2,0,2,26,1,2,27,1,2,14,1,119
"E00033821",129,1,0,3,15,0,0,17,2,5,8,3,75
"E00033822",269,3,0,3,29,1,3,37,5,2,21,1,164
"E00033823",123,1,0,2,9,1,1,16,1,1,8,0,83
"E00033824",302,7,0,4,46,1,0,34,5,1,20,3,181
"E00033825",204,0,1,1,24,3,0,32,7,4,20,1,111
"E00033826",277,9,1,6,40,6,0,86,7,12,21,1,88
"E00033827",204,5,0,9,33,2,1,37,4,6,24,0,83
"E00033828",243,4,0,3,37,5,0,31,5,0,18,0,140
"E00033829",204,5,1,5,35,0,0,23,6,14,17,4,94
"E00033832",237,8,1,9,27,2,0,61,4,7,17,1,100
"E00033833",254,5,2,11,40,3,0,61,4,9,19,0,100
"E00033836",126,5,0,1,9,1,0,26,1,8,11,0,64
"E00033837",230,3,3,9,34,2,1,31,5,3,16,0,123
"E00033838",176,1,1,3,27,2,0,22,4,1,12,1,102
"E00033839",392,1,1,3,45,3,0,68,12,6,30,4,219
"E00033840",287,3,2,10,26,4,3,56,3,5,18,1,156
"E00033841",219,3,0,2,18,3,0,36,2,2,20,1,132
"E00033842",304,2,0,8,20,1,0,43,5,2,25,4,194
"E00033843",226,1,0,0,20,1,0,25,4,4,14,2,155
"E00033844",220,1,0,0,14,4,0,20,3,1,15,0,162
"E00033845",184,1,4,11,19,2,0,26,3,2,32,4,80
"E00033846",317,6,2,12,34,2,3,38,7,1,52,1,159
"E00033847",190,1,1,5,13,1,0,16,4,2,28,0,119
"E00033848",280,4,1,18,22,1,1,131,9,3,16,0,74
"E00033849",251,6,2,15,11,4,1,111,12,3,10,1,75
"E00033850",301,12,2,13,19,2,0,127,13,4,6,0,103
"E00033851",227,5,2,20,10,0,0,77,5,0,14,1,93
"E00033852",205,8,3,8,9,2,2,72,5,1,7,2,86
"E00033853",211,9,3,11,16,0,0,79,5,2,12,3,71
"E00033854",281,6,1,11,13,2,1,103,4,6,8,1,125
"E00033855",130,4,2,8,4,0,0,44,2,5,5,1,55
"E00033856",212,3,0,11,9,0,0,29,1,1,4,0,154
"E00033857",191,7,0,9,18,2,1,73,4,3,8,2,64
"E00033859",188,11,4,20,8,0,0,74,2,2,5,0,62
"E00033861",231,10,0,20,19,1,2,82,5,11,17,1,63
"E00033862",219,4,3,23,12,0,0,82,6,5,14,2,68
"E00033863",222,4,3,12,6,1,0,106,9,4,10,2,65
"E00033864",203,4,0,7,14,2,2,88,8,3,2,0,73
"E00033865",263,10,2,16,12,2,0,123,10,4,6,0,78
"E00033866",236,8,0,7,17,4,0,102,10,5,6,2,75
"E00033867",228,4,0,13,11,0,1,96,7,4,15,2,75
"E00033868",243,5,8,13,16,2,0,103,12,2,11,0,71
"E00033869",246,8,2,12,9,1,1,108,12,5,9,2,77
"E00033870",190,1,0,9,19,2,0,27,1,0,6,0,125
"E00033871",213,8,2,13,18,0,1,82,6,4,9,1,69
"E00033872",243,8,1,21,5,1,0,117,9,5,3,1,72
"E00033873",235,3,0,7,23,0,2,89,8,2,9,2,90
"E00033874",262,1,0,10,18,1,0,106,7,7,12,1,99
"E00033875",223,12,0,11,8,2,0,92,15,3,7,0,73
"E00033876",208,2,0,11,12,1,1,89,7,5,6,1,73
"E00033877",265,7,1,13,9,1,1,124,8,5,14,0,82
"E00033878",218,3,0,8,9,1,0,100,7,5,7,2,76
"E00033879",229,4,2,11,6,0,3,117,7,1,7,1,70
"E00033880",344,5,2,19,19,1,0,148,15,5,11,1,118
"E00033881",246,11,1,13,14,3,0,108,10,5,3,1,77
"E00033882",198,3,1,10,4,0,2,94,8,3,3,2,68
"E00033883",206,7,5,16,9,1,1,89,2,2,7,0,67
"E00033884",237,1,5,7,20,0,4,98,7,3,9,1,82
"E00033885",361,8,6,43,14,3,3,155,10,10,4,2,103
"E00033886",204,9,1,14,15,3,0,75,7,4,12,0,64
"E00033887",292,7,0,16,20,1,0,116,9,2,17,0,104
"E00033888",250,11,3,23,16,1,1,98,8,4,9,1,75
"E00033889",236,10,4,7,13,1,0,95,13,4,3,0,86
"E00033890",156,0,1,12,7,1,0,49,2,3,3,0,78
"E00033891",207,5,4,10,9,0,0,83,6,2,5,0,83
"E00033892",85,0,2,3,11,0,1,26,0,1,2,0,39
"E00033893",194,7,3,9,14,2,0,58,6,2,14,0,79
"E00033894",238,4,3,15,22,0,1,88,4,5,11,1,84
"E00033895",166,6,2,19,18,2,1,70,3,4,3,0,38
"E00033896",229,15,5,30,6,1,0,85,11,4,6,1,65
"E00033897",222,18,4,15,3,1,1,89,4,6,4,0,77
"E00033898",271,3,2,2,48,2,2,50,12,6,22,0,122
"E00033899",192,1,0,3,33,2,0,28,11,1,8,0,105
"E00033900",203,2,1,2,21,0,0,23,7,1,18,0,128
"E00033901",258,5,0,6,41,0,0,49,8,2,15,0,132
"E00033902",241,2,1,3,36,0,0,34,9,3,17,0,136
"E00033903",168,6,0,6,20,3,1,25,2,2,16,1,86
"E00033904",233,3,0,1,30,0,0,37,5,0,17,0,140
"E00033905",136,2,0,1,14,3,0,17,3,3,6,0,87
"E00033906",173,1,0,3,16,0,0,25,7,4,11,0,106
"E00033907",233,1,1,8,37,0,0,50,5,5,21,2,103
"E00033908",237,4,0,1,40,3,1,50,7,4,18,0,109
"E00033909",208,1,1,4,29,5,1,41,6,4,20,0,96
"E00033910",272,8,0,5,35,4,0,52,9,4,23,0,132
"E00033911",249,3,1,6,35,4,1,46,2,3,16,0,132
"E00033913",187,1,0,0,30,2,0,40,10,6,21,0,77
"E00033914",240,1,0,6,28,3,0,45,7,5,29,1,115
"E00033915",153,2,0,3,31,1,0,26,5,2,16,0,67
"E00033917",241,1,0,0,35,1,1,56,8,3,15,3,118
"E00033918",188,0,0,2,23,2,0,31,4,1,13,0,112
"E00033919",198,1,0,1,21,2,0,24,5,1,14,1,128
"E00033920",194,2,0,2,23,0,0,29,7,1,15,0,115
"E00033921",229,2,1,11,62,2,3,28,8,2,19,0,91
"E00033922",266,4,0,4,44,6,0,71,6,8,29,0,94
"E00033923",179,0,1,2,31,0,0,26,9,0,9,1,100
"E00033924",284,4,0,3,48,2,0,34,7,6,34,0,146
"E00033925",199,4,0,5,15,2,0,32,2,4,13,0,122
"E00033926",217,0,0,2,53,1,2,37,5,1,13,0,103
"E00033927",276,3,2,3,57,2,1,50,9,2,19,1,127
"E00033928",188,0,1,7,30,2,0,23,4,2,15,0,104
"E00033930",207,1,0,4,36,1,0,33,3,1,18,0,110
"E00033931",213,0,0,4,34,4,0,46,6,0,20,0,99
"E00033932",236,0,0,5,49,3,1,30,6,4,23,2,113
