"GeographyCode","QS502EW0001","QS502EW0002","QS502EW0003","QS502EW0004","QS502EW0005","QS502EW0006","QS502EW0007","QS502EW0008","QS502EW0009","QS502EW0010","QS502EW0011","QS502EW0012","QS502EW0013","QS502EW0014"
"E00033424",264,16,116,17,153,34,10,122,34,101,12,81,44,5
"E00033425",208,23,90,12,92,29,10,73,39,75,14,40,42,9
"E00033426",268,29,89,11,140,29,13,100,28,104,13,60,36,20
"E00033427",201,44,60,13,92,25,14,52,21,61,14,48,28,1
"E00033428",235,94,65,28,50,48,9,22,21,19,6,21,24,10
"E00033432",258,126,64,31,27,50,6,7,18,4,2,12,19,4
"E00033435",253,94,77,33,50,47,12,23,26,8,5,21,38,4
"E00033436",233,86,77,37,49,45,10,17,23,17,9,12,27,3
"E00033437",224,92,64,25,46,31,10,18,15,15,3,13,34,0
"E00033438",253,94,94,29,53,50,18,15,34,16,9,12,25,0
"E00033439",308,123,81,40,56,53,13,22,35,12,17,14,32,6
"E00033440",233,99,70,26,36,41,5,21,21,12,3,13,18,7
"E00033441",232,114,65,32,34,37,13,10,19,7,10,10,22,3
"E00033442",280,122,85,25,52,43,12,24,24,19,5,19,32,0
"E00033443",128,53,31,10,24,19,7,9,13,7,3,9,22,3
"E00033444",207,95,57,28,32,40,5,14,23,14,8,7,33,2
"E00033445",209,65,62,25,53,46,13,22,23,13,3,15,29,1
"E00033446",240,105,64,33,44,46,11,17,25,10,7,12,31,2
"E00033447",141,83,32,10,15,18,4,6,14,3,3,5,6,0
"E00033448",250,101,68,24,52,42,17,21,35,20,8,13,32,4
"E00033449",251,94,97,34,34,42,20,24,26,18,8,21,31,3
"E00033450",254,71,107,35,52,56,14,24,34,22,10,18,39,2
"E00033451",185,78,53,32,41,38,11,16,21,12,9,16,29,2
"E00033452",204,98,55,18,29,19,10,12,15,6,0,10,16,2
"E00033453",132,30,50,21,33,28,10,8,31,18,5,12,20,4
"E00033454",372,91,139,53,102,79,29,45,52,41,13,29,57,3
"E00033455",186,70,58,24,27,30,14,6,20,9,10,7,32,4
"E00033456",284,106,93,51,61,50,9,28,28,18,10,14,36,3
"E00033457",151,73,37,19,22,30,5,7,20,5,1,6,13,5
"E00033458",166,67,41,24,26,33,4,5,21,5,4,10,27,8
"E00033459",232,123,52,27,32,38,5,9,17,5,3,6,24,5
"E00033460",150,38,50,25,41,35,4,13,26,18,5,15,20,9
"E00033462",175,102,36,22,13,22,2,6,15,7,3,4,13,2
"E00033463",197,95,50,17,26,21,10,9,18,7,2,11,22,2
"E00033464",226,100,63,26,46,40,5,16,18,12,10,11,37,1
"E00033466",236,110,58,29,49,44,7,14,28,14,3,9,27,2
"E00033468",246,113,52,26,42,52,7,16,26,13,3,17,29,5
"E00033470",255,95,92,41,40,44,6,14,31,10,7,15,25,0
"E00033471",231,90,64,27,38,47,6,12,30,10,5,14,25,6
"E00033472",186,85,47,30,25,33,8,10,19,6,0,8,15,1
"E00033473",225,94,55,31,36,52,7,11,22,8,5,9,31,5
"E00033474",200,101,48,31,36,31,12,15,19,10,3,6,20,1
"E00033475",224,100,70,30,37,41,12,12,19,2,1,11,24,1
"E00033476",209,85,69,14,31,26,16,8,18,5,11,14,31,2
"E00033477",148,48,53,22,39,25,12,17,23,13,3,16,34,0
"E00033478",223,87,60,25,42,36,9,26,18,14,8,12,26,17
"E00033479",323,135,108,29,53,50,9,18,35,19,8,12,40,0
"E00033480",237,59,83,22,63,39,15,24,28,26,6,24,42,1
"E00033481",312,136,87,37,47,49,14,17,32,11,5,17,39,0
"E00033482",243,108,72,27,47,37,12,17,20,17,8,14,34,3
"E00033483",284,111,85,31,67,51,16,28,30,14,6,17,39,2
"E00033484",246,90,68,26,62,38,13,23,23,20,12,17,31,1
"E00033485",258,98,78,25,50,39,12,18,29,14,9,15,31,2
"E00033486",279,94,81,33,49,58,15,29,37,18,11,19,30,3
"E00033487",220,121,38,9,38,15,13,14,19,12,3,10,22,2
"E00033488",199,88,56,23,28,33,11,6,12,8,3,3,25,9
"E00033489",259,115,57,36,52,49,12,10,33,8,7,14,28,1
"E00033490",215,97,60,25,43,32,9,9,27,7,6,14,29,1
"E00033491",191,70,62,30,31,43,9,11,14,10,4,11,33,1
"E00033492",284,143,68,27,32,40,6,7,20,16,6,7,29,0
"E00033493",243,92,73,34,49,55,17,14,26,10,9,11,40,3
"E00033494",202,75,60,22,37,36,9,10,25,15,5,16,28,1
"E00033495",265,95,91,32,52,48,8,22,35,10,8,18,28,5
"E00033496",234,118,54,21,34,36,4,11,12,10,2,8,19,2
"E00033497",188,71,54,18,38,30,16,10,25,12,4,12,22,0
"E00033498",104,51,26,18,15,18,9,6,7,2,3,2,11,1
"E00033501",114,61,27,15,15,20,9,4,8,5,1,2,10,3
"E00033502",185,40,68,31,57,41,7,22,18,15,8,15,30,2
"E00033503",188,45,64,13,55,38,6,22,35,14,9,17,25,2
"E00033504",257,112,86,33,32,40,7,12,23,4,3,7,27,1
"E00033505",181,48,64,32,58,39,11,20,25,14,9,20,29,0
"E00033506",236,107,53,22,53,31,6,25,19,14,5,8,23,0
"E00033507",208,94,68,26,19,38,8,11,35,9,8,8,19,1
"E00033508",200,99,50,24,28,33,5,8,9,5,5,10,20,0
"E00033509",215,79,66,34,47,43,13,16,33,11,5,15,29,3
"E00033510",244,95,72,32,53,45,8,23,27,21,7,12,29,3
"E00033511",191,68,61,26,30,33,8,13,18,8,0,15,16,2
"E00033512",172,64,56,29,44,45,11,12,21,2,8,6,17,0
"E00033513",226,82,63,19,51,50,9,15,20,14,3,11,27,2
"E00033514",197,87,55,14,30,33,14,15,12,6,2,5,15,3
"E00033515",229,67,80,28,60,38,11,17,24,13,10,11,35,6
"E00033516",216,69,82,23,51,43,12,28,26,18,8,20,32,3
"E00033517",245,95,79,28,52,46,15,25,28,17,5,15,25,0
"E00033518",198,75,62,23,39,34,9,17,21,18,2,8,27,6
"E00033519",242,106,58,25,40,37,15,18,29,10,8,13,27,4
"E00033520",161,51,66,28,30,40,11,17,20,12,5,8,24,6
"E00033521",207,65,80,39,49,47,10,16,37,12,4,4,33,2
"E00033522",228,92,64,33,42,40,10,13,22,12,8,9,18,3
"E00033523",266,104,86,38,51,56,11,22,35,13,12,12,43,2
"E00033524",345,108,127,53,73,82,19,34,42,33,15,38,51,9
"E00033525",272,82,88,29,72,58,17,21,41,18,13,13,42,0
"E00033526",224,44,85,20,83,43,19,46,42,38,14,41,30,6
"E00033527",315,112,124,39,65,53,20,25,35,16,9,18,34,0
"E00033528",216,51,75,16,81,31,9,36,31,28,13,27,42,0
"E00033530",348,60,140,34,138,53,15,64,31,60,16,64,59,7
"E00033531",294,71,95,15,105,36,22,50,31,39,16,52,39,8
"E00033532",338,71,121,33,122,64,32,49,60,56,21,50,59,4
"E00033533",197,39,69,15,76,36,17,31,37,27,12,32,40,0
"E00033534",203,75,56,16,48,25,11,23,13,23,8,16,37,4
"E00033535",263,51,95,25,91,49,19,65,32,48,12,51,63,3
"E00033536",258,73,101,30,61,62,16,32,30,25,12,31,32,8
"E00033537",240,84,95,32,60,46,12,25,28,28,9,26,41,5
"E00033538",287,73,97,18,86,45,25,45,30,31,12,46,46,3
"E00033539",259,57,95,37,92,50,19,42,42,38,15,43,52,5
"E00033540",267,53,93,32,102,48,19,43,31,42,15,42,59,2
"E00033541",271,71,87,29,94,41,25,40,36,32,13,37,40,2
"E00033542",221,58,70,14,75,30,13,32,33,26,16,30,39,8
"E00033543",218,67,72,20,57,37,11,33,28,25,9,28,31,1
"E00033544",188,48,64,28,62,41,11,30,23,28,7,19,25,0
"E00033545",214,77,73,22,54,39,14,30,27,24,11,26,31,2
"E00033546",305,112,90,44,53,52,11,27,23,23,6,17,35,1
"E00033547",234,48,87,30,79,44,15,37,29,28,16,29,42,2
"E00033548",191,47,67,26,56,33,5,28,26,35,3,31,14,1
"E00033549",292,118,89,27,56,42,17,21,25,17,7,18,36,1
"E00033550",246,35,84,21,103,34,26,53,35,57,14,60,34,4
"E00033551",182,52,55,8,58,21,14,22,22,19,15,26,29,0
"E00033552",252,57,86,23,101,50,16,48,35,27,12,46,51,3
"E00033553",304,92,80,21,113,39,17,46,27,43,19,43,41,0
"E00033554",281,66,93,28,97,55,20,39,33,29,10,36,55,1
"E00033555",241,54,66,12,97,42,21,34,15,44,10,43,41,10
"E00033556",245,47,83,16,95,35,24,41,32,38,10,40,40,2
"E00033557",260,46,83,17,106,38,22,44,42,39,15,37,47,3
"E00033558",249,47,93,23,91,49,29,43,33,34,18,37,39,2
"E00033559",232,40,82,14,97,29,19,51,18,38,6,38,50,4
"E00033560",274,53,91,13,124,34,17,73,35,59,9,56,49,5
"E00033561",257,50,83,18,103,41,15,63,36,45,11,38,25,5
"E00033562",278,72,101,38,66,54,37,24,46,30,10,31,50,2
"E00033563",303,92,100,30,85,53,30,42,38,32,12,30,54,0
"E00033564",307,94,90,18,83,34,25,41,26,36,7,40,52,7
"E00033565",248,74,89,17,59,27,17,30,23,26,10,29,53,2
"E00033566",254,87,75,25,77,41,22,28,35,21,14,22,45,5
"E00033567",258,56,107,29,83,54,19,34,47,27,16,40,50,1
"E00033568",267,110,82,38,37,53,17,12,29,22,4,18,33,8
"E00033569",217,54,80,23,64,46,16,19,26,11,10,27,46,1
"E00033570",303,89,122,45,79,61,13,42,38,37,22,38,44,6
"E00033571",214,72,63,17,58,37,20,28,30,20,7,22,37,1
"E00033572",249,52,86,24,73,39,24,34,31,29,14,36,41,3
"E00033573",158,56,47,32,33,22,5,15,21,13,3,10,20,3
"E00033574",262,56,115,27,83,43,16,29,34,30,18,36,43,0
"E00033575",224,59,64,14,94,25,18,47,24,39,16,26,31,0
"E00033576",207,104,53,22,28,27,9,8,22,7,3,12,20,1
"E00033577",253,77,84,34,54,55,18,24,40,20,12,19,42,5
"E00033579",238,108,62,25,42,36,6,15,18,17,4,7,11,8
"E00033580",219,104,46,23,44,19,9,17,16,16,7,7,44,8
"E00033581",377,128,110,54,63,74,12,41,54,29,23,21,40,29
"E00033582",285,135,77,25,38,44,5,23,24,26,3,18,27,14
"E00033583",204,45,66,14,69,33,9,52,30,54,6,27,37,10
"E00033584",554,48,217,34,338,49,7,286,51,176,18,79,49,38
"E00033585",253,43,97,22,121,58,11,91,36,81,17,42,40,10
"E00033586",271,73,83,20,106,38,10,75,24,80,10,45,32,7
"E00033587",264,106,59,18,75,32,12,31,27,37,14,34,42,1
"E00033589",244,99,72,30,42,45,11,17,28,17,5,6,32,2
"E00033590",131,48,43,20,29,24,8,19,13,18,7,11,21,2
"E00033591",168,84,51,23,16,34,4,5,25,8,1,6,16,5
"E00033592",235,119,55,20,24,34,6,8,19,8,7,7,20,9
"E00033593",147,56,43,22,18,31,4,15,14,6,2,8,12,5
"E00033594",279,136,73,31,30,46,7,15,21,15,4,5,33,8
"E00033595",255,141,36,22,39,35,5,13,20,14,4,10,23,8
"E00033596",285,133,61,24,51,34,10,29,27,31,10,29,38,13
"E00033597",184,71,57,14,42,33,6,25,14,27,14,13,20,5
"E00033598",178,78,52,21,31,23,6,12,13,11,3,14,20,8
"E00033599",171,56,56,25,33,38,6,25,18,25,3,16,15,8
"E00033600",204,121,38,14,24,20,6,17,9,15,5,10,15,2
"E00033601",212,68,71,29,45,46,4,25,22,30,9,9,15,7
"E00033602",253,49,89,19,115,31,10,85,41,83,13,37,41,6
"E00033603",235,116,57,22,30,44,8,14,16,14,8,9,24,7
"E00033604",211,84,63,31,35,48,9,21,21,25,8,12,23,11
"E00033605",248,46,86,18,118,28,7,76,34,84,6,46,37,9
"E00033606",218,45,61,21,117,39,4,73,21,69,8,32,14,18
"E00033607",168,58,61,27,44,38,4,23,19,24,6,17,29,2
"E00033608",271,93,80,27,67,47,8,30,30,27,3,22,40,15
"E00033611",273,55,93,22,125,40,10,96,32,84,9,38,45,8
"E00033613",227,62,59,14,105,20,11,77,22,87,14,38,26,6
"E00033614",294,46,125,33,142,60,15,98,51,103,16,52,43,8
"E00033616",310,75,123,32,101,40,15,66,28,52,13,48,53,14
"E00033618",318,68,110,20,118,50,13,74,45,72,22,60,61,14
"E00033620",263,47,94,29,117,45,13,71,36,69,5,48,39,6
"E00033621",208,91,48,20,47,31,11,30,17,28,9,11,27,14
"E00033623",310,121,95,35,73,49,14,45,34,33,10,13,42,24
"E00033624",234,108,60,18,33,34,3,13,19,12,3,5,14,8
"E00033625",253,54,95,19,85,45,21,34,53,30,24,33,48,7
"E00033626",312,51,109,38,94,71,6,40,49,57,15,61,59,32
"E00033627",245,37,90,38,66,49,5,39,43,39,16,52,48,22
"E00033628",233,111,56,24,29,33,10,11,20,6,3,9,24,2
"E00033629",349,107,119,44,86,60,12,37,39,36,14,39,69,9
"E00033630",203,68,62,23,55,36,9,29,20,20,5,14,26,5
"E00033631",189,84,49,16,24,24,8,7,19,9,2,12,25,5
"E00033632",228,98,59,34,33,42,7,11,21,6,5,9,26,13
"E00033633",194,47,68,17,59,30,23,31,27,25,15,27,50,4
"E00033634",280,129,63,25,36,43,11,12,25,14,5,15,29,8
"E00033635",237,58,86,24,72,40,13,30,36,25,10,20,32,6
"E00033636",302,115,98,51,46,65,14,13,32,18,9,11,37,8
"E00033637",351,77,120,48,96,79,18,44,58,48,11,44,45,35
"E00033639",225,88,57,24,40,46,12,24,23,16,7,7,27,11
"E00033640",235,103,63,30,41,40,5,17,20,19,7,13,14,11
"E00033641",261,67,80,17,92,39,31,46,23,40,14,42,41,2
"E00033642",309,62,99,18,125,46,26,46,35,42,16,57,53,3
"E00033643",176,59,57,29,51,37,5,23,32,18,9,20,30,2
"E00033644",162,81,35,20,28,28,3,4,7,3,2,4,6,8
"E00033645",188,71,62,21,27,27,6,11,20,10,9,10,16,1
"E00033646",78,31,24,9,16,12,2,7,8,3,1,2,9,0
"E00033647",248,103,48,31,44,28,10,21,25,17,2,20,25,9
"E00033648",223,112,57,27,25,36,6,13,14,11,4,16,19,3
"E00033649",213,25,90,34,70,54,11,26,42,36,10,34,36,13
"E00033650",236,112,66,21,40,40,8,9,22,8,6,9,16,5
"E00033651",103,46,26,17,22,19,5,4,6,3,1,3,10,1
"E00033652",219,87,65,31,37,38,12,13,27,8,6,7,21,5
"E00033653",249,72,73,40,65,60,12,30,39,37,8,35,32,17
"E00033654",162,63,51,15,28,25,5,13,13,7,1,9,28,5
"E00033655",310,107,90,52,64,60,10,20,29,27,9,23,38,14
"E00033656",155,60,55,23,23,33,2,10,14,7,2,5,16,0
"E00033657",153,63,46,21,18,32,3,10,8,8,3,6,30,1
"E00033658",228,84,72,37,39,48,9,16,23,19,5,15,26,3
"E00033659",307,100,113,33,54,63,12,23,32,21,10,20,61,5
"E00033660",238,116,59,22,30,42,13,15,34,12,11,9,24,2
"E00033662",289,129,93,37,36,58,23,9,24,9,6,12,26,1
"E00033663",189,83,53,15,28,18,4,9,18,11,2,4,31,7
"E00033664",204,102,58,26,16,37,7,6,20,8,6,9,19,0
"E00033665",323,86,110,44,84,69,13,28,39,32,10,33,51,9
"E00033666",180,109,26,19,19,21,6,7,13,4,4,7,12,2
"E00033667",248,112,66,26,43,36,9,17,27,13,10,12,30,3
"E00033668",235,79,67,26,74,38,8,37,26,30,9,22,32,4
"E00033669",240,102,77,27,35,44,9,19,30,13,2,13,36,2
"E00033670",267,30,88,16,159,25,7,121,40,121,11,69,44,20
"E00033672",293,105,78,42,80,46,8,55,24,42,7,18,35,17
"E00033673",219,104,38,24,35,29,9,12,18,8,3,7,25,9
"E00033677",206,134,33,15,16,16,8,4,8,7,2,5,12,8
"E00033678",287,93,77,28,101,32,4,79,28,74,14,28,31,20
"E00033684",362,177,86,36,57,45,9,32,28,31,6,19,40,15
"E00033685",235,129,49,23,30,29,5,9,13,7,1,12,23,3
"E00033686",207,112,50,13,28,24,5,12,22,12,5,12,18,6
"E00033687",301,116,94,47,54,60,10,26,30,35,11,19,48,17
"E00033688",203,100,54,18,20,23,8,6,9,6,2,4,24,5
"E00033689",252,128,63,31,35,42,6,14,19,10,4,7,21,3
"E00033690",306,102,90,40,88,54,5,58,38,48,14,25,40,13
"E00033691",187,65,59,20,38,38,7,26,21,31,9,21,20,13
"E00033692",295,23,110,19,176,41,14,141,40,143,15,90,64,29
"E00033694",174,100,31,15,16,30,6,7,13,6,4,6,17,7
"E00033695",238,97,74,32,35,51,12,15,27,13,7,12,41,6
"E00033696",352,151,101,54,54,78,14,22,44,14,8,17,43,9
"E00033697",269,108,80,33,38,38,16,23,33,13,6,14,32,4
"E00033698",325,130,103,38,56,57,12,12,32,8,7,29,44,12
"E00033699",269,61,113,26,67,52,16,34,28,26,8,36,41,3
"E00033700",168,54,63,27,32,30,9,14,23,15,7,20,25,5
"E00033701",284,65,121,42,90,65,20,40,54,40,16,42,43,8
"E00033702",145,80,21,8,21,13,3,8,12,5,2,11,11,4
"E00033703",243,144,40,19,27,32,8,9,15,11,3,15,18,4
"E00033704",279,33,119,29,126,53,20,42,52,44,13,46,59,2
"E00033705",294,50,119,34,106,59,16,49,45,42,18,44,49,7
"E00033706",206,98,61,18,28,37,7,8,21,10,6,11,19,3
"E00033707",204,45,80,32,66,46,10,27,28,23,7,22,35,2
"E00033708",178,92,38,19,14,26,9,4,17,4,0,6,9,4
"E00033709",151,61,42,15,27,30,6,14,15,7,2,10,22,4
"E00033710",245,67,95,57,63,68,10,29,36,21,8,25,37,0
"E00033711",104,50,26,6,13,16,3,2,8,1,4,4,9,2
"E00033712",289,83,94,25,60,52,14,25,30,17,7,30,41,13
"E00033713",224,58,93,22,51,55,21,24,33,19,4,18,38,1
"E00033715",278,75,106,39,62,56,12,23,40,25,12,22,47,3
"E00033716",175,70,53,21,23,29,4,6,16,15,6,9,18,6
"E00033717",174,40,66,38,47,48,8,13,36,18,9,13,28,4
"E00033718",252,33,118,32,80,59,24,35,51,28,19,37,44,2
"E00033719",257,30,108,37,94,71,20,35,49,31,10,38,53,4
"E00033720",279,60,111,33,86,57,29,32,43,25,12,44,53,1
"E00033721",235,31,115,22,84,51,23,36,38,26,18,25,43,1
"E00033722",183,43,62,16,54,28,17,21,32,17,6,25,42,2
"E00033723",288,49,118,34,104,71,25,43,47,49,18,43,64,8
"E00033724",267,112,80,34,46,42,10,20,27,16,6,18,25,10
"E00033725",290,93,86,41,51,51,14,25,39,61,11,43,37,24
"E00033726",194,50,77,26,64,45,9,30,25,24,11,24,37,2
"E00033727",251,113,68,27,49,36,15,20,31,10,8,12,33,5
"E00033728",407,115,146,40,118,67,32,48,58,25,24,43,86,5
"E00033729",181,40,74,24,51,43,17,19,30,16,9,12,29,0
"E00033730",240,72,89,40,50,55,16,15,35,22,3,26,27,5
"E00033731",125,28,45,22,43,36,7,18,16,17,2,13,28,0
"E00033732",233,86,70,35,33,56,16,16,30,14,10,22,33,6
"E00033733",192,55,67,21,58,47,10,20,27,18,7,15,39,6
"E00033734",171,54,61,28,45,51,16,15,37,13,4,15,25,0
"E00033735",111,81,10,3,5,4,3,2,0,2,2,7,10,0
"E00033736",206,76,60,33,34,45,9,15,14,8,4,10,26,3
"E00033737",306,97,105,28,79,50,26,42,32,36,12,23,41,6
"E00033738",160,86,40,16,20,20,4,7,9,2,3,7,10,1
"E00033739",195,73,62,20,32,38,8,16,23,10,5,6,25,3
"E00033740",262,61,109,42,68,63,18,27,44,28,10,35,38,3
"E00033741",224,58,92,32,53,60,11,21,38,15,6,17,31,2
"E00033742",228,64,99,40,51,60,10,16,34,11,5,16,33,0
"E00033743",206,48,92,30,61,38,14,17,20,17,4,30,40,3
"E00033744",279,112,62,28,42,44,8,6,37,13,6,24,35,18
"E00033745",170,102,21,13,20,19,8,2,13,9,3,8,9,5
"E00033746",230,127,53,24,30,31,10,10,16,12,2,6,9,2
"E00033747",285,117,88,47,48,46,8,27,32,14,6,8,31,1
"E00033748",213,94,64,19,30,38,9,17,19,11,11,10,13,2
"E00033749",270,120,73,29,47,43,12,22,26,15,8,23,35,4
"E00033750",262,45,110,26,93,48,21,41,44,48,24,55,61,5
"E00033752",321,90,108,51,64,88,17,23,33,21,11,29,49,14
"E00033753",201,52,75,19,66,40,15,29,31,26,11,22,33,6
"E00033754",233,51,87,18,76,44,16,30,29,38,12,28,35,11
"E00033755",255,52,95,37,93,41,16,43,33,29,13,24,42,8
"E00033756",232,42,91,42,85,56,10,30,47,30,9,30,51,8
"E00033758",215,82,71,40,29,52,9,9,25,9,5,9,30,5
"E00033759",161,80,36,8,31,16,4,16,6,7,3,6,14,3
"E00033762",240,53,92,28,80,39,20,35,33,31,12,34,37,6
"E00033763",244,41,100,34,84,59,21,28,40,26,15,31,39,7
"E00033764",286,37,136,35,110,79,20,54,54,41,26,41,65,5
"E00033765",257,64,79,37,88,42,19,38,25,30,14,31,44,11
"E00033766",291,34,121,33,123,53,16,34,48,27,18,41,53,11
"E00033767",217,35,103,31,71,45,9,30,34,35,11,32,34,2
"E00033768",228,48,88,27,79,41,17,34,33,22,17,33,32,1
"E00033769",185,110,24,9,27,14,2,12,8,6,1,13,14,6
"E00033770",322,32,148,40,124,72,34,38,60,48,24,47,76,12
"E00033771",261,32,116,30,103,60,16,41,53,48,21,46,68,5
"E00033773",230,61,79,24,56,38,15,25,27,31,10,30,37,6
"E00033774",245,69,85,32,70,50,12,31,33,26,13,24,49,3
"E00033775",334,131,100,46,71,68,18,28,42,32,13,28,40,11
"E00033776",251,130,61,25,35,32,8,13,15,8,3,16,23,5
"E00033777",217,48,78,47,64,58,17,32,44,25,15,30,30,7
"E00033778",247,37,99,22,100,53,22,43,38,35,19,36,47,4
"E00033779",215,99,57,23,37,32,5,13,17,11,6,10,16,13
"E00033780",211,43,82,26,59,49,20,22,31,18,10,19,51,1
"E00033781",285,126,75,25,50,39,9,17,29,9,5,14,28,15
"E00033782",251,71,90,23,71,47,19,25,38,19,9,22,29,4
"E00033783",253,60,101,41,59,51,19,20,48,23,12,17,39,8
"E00033784",355,132,114,47,71,68,14,23,42,22,11,27,61,9
"E00033785",249,62,78,35,79,47,23,30,38,25,15,26,55,6
"E00033786",364,53,140,37,143,67,30,60,44,60,20,59,69,7
"E00033787",273,53,105,36,93,47,25,38,38,41,15,38,49,14
"E00033788",238,41,107,34,77,53,23,25,47,32,19,28,35,9
"E00033789",237,41,84,26,97,44,17,42,42,41,18,38,53,3
"E00033790",220,26,86,26,91,49,17,47,29,33,19,38,57,1
"E00033791",257,97,87,23,26,42,8,14,13,14,4,17,30,18
"E00033792",163,32,65,21,46,40,14,23,27,18,8,18,30,5
"E00033793",239,99,63,30,35,38,7,14,21,6,7,11,27,13
"E00033794",202,83,66,28,23,49,6,8,19,6,5,11,22,6
"E00033795",221,69,79,18,63,40,11,27,35,26,12,21,24,3
"E00033796",171,69,52,23,29,20,9,7,14,6,3,8,26,2
"E00033797",196,89,59,17,29,31,6,14,16,13,4,6,21,5
"E00033798",304,56,116,27,118,60,19,59,28,52,12,60,53,13
"E00033799",241,130,52,21,24,34,7,8,15,5,4,10,21,3
"E00033800",143,15,71,26,42,37,13,17,28,17,2,22,31,5
"E00033801",228,126,55,22,27,33,6,12,16,9,3,4,19,0
"E00033802",150,70,45,18,17,26,7,8,15,5,3,8,19,4
"E00033803",221,92,68,19,29,31,12,17,15,10,5,13,26,0
"E00033804",222,90,54,33,42,39,11,13,18,13,6,15,24,11
"E00033805",150,92,29,11,18,15,1,8,7,7,4,5,8,0
"E00033806",175,21,58,26,96,34,2,71,22,89,10,34,37,8
"E00033807",364,129,105,49,91,63,10,59,33,49,14,32,47,19
"E00033808",168,80,32,22,16,20,2,9,11,14,0,10,9,22
"E00033810",197,75,39,20,21,22,1,16,7,28,4,13,8,40
"E00033811",417,182,71,30,50,38,7,26,20,52,9,19,18,50
"E00033812",281,112,63,36,39,36,8,26,26,28,13,19,22,37
"E00033813",371,135,92,46,81,42,7,58,23,58,12,23,34,29
"E00033814",247,106,53,29,34,45,3,15,26,16,10,12,24,20
"E00033815",252,114,54,22,43,35,6,19,21,33,7,15,26,17
"E00033816",227,83,47,20,51,30,2,28,27,28,5,18,19,17
"E00033818",212,103,32,17,21,25,3,9,8,11,6,9,12,17
"E00033819",204,48,55,18,60,25,4,44,20,55,8,16,21,31
"E00033820",205,68,44,21,23,30,5,14,13,31,4,13,16,41
"E00033821",149,51,34,15,32,20,2,26,11,31,5,8,16,21
"E00033822",287,111,66,28,40,38,6,25,27,40,7,12,34,24
"E00033823",132,52,24,13,39,14,1,20,6,23,4,10,11,16
"E00033824",310,108,76,30,57,35,2,40,23,41,7,16,12,39
"E00033825",217,74,51,20,31,27,5,18,17,32,5,14,26,39
"E00033826",321,62,93,27,164,32,1,139,31,149,12,51,38,28
"E00033827",208,41,66,21,66,34,6,46,23,64,21,43,23,33
"E00033828",253,98,55,25,30,32,5,24,18,36,6,11,25,24
"E00033829",204,31,74,31,85,37,5,63,24,83,9,20,33,25
"E00033832",257,81,72,28,110,23,4,76,22,96,13,27,32,14
"E00033833",256,57,91,10,96,25,1,70,26,83,13,45,44,39
"E00033836",132,39,38,16,41,27,3,35,17,48,7,10,20,7
"E00033837",247,113,66,21,43,47,1,21,38,23,8,10,29,1
"E00033838",190,76,40,16,26,31,5,15,8,6,2,5,21,18
"E00033839",447,215,118,38,76,56,17,35,45,34,13,26,56,16
"E00033840",288,54,98,24,124,59,8,93,40,79,18,39,34,12
"E00033841",238,111,66,24,32,39,12,21,28,15,5,18,27,2
"E00033842",306,93,75,29,47,26,4,37,13,64,8,15,16,54
"E00033843",246,102,61,34,34,36,3,12,21,23,8,13,14,15
"E00033844",238,118,41,22,30,22,1,15,19,16,3,14,13,12
"E00033845",202,50,54,15,82,14,5,57,24,72,7,15,17,22
"E00033846",338,93,89,24,117,49,13,93,29,85,8,28,43,38
"E00033847",199,70,38,15,65,28,4,51,23,34,4,12,18,14
"E00033848",307,46,135,26,129,47,22,77,41,73,14,63,70,10
"E00033849",278,42,90,24,120,21,21,69,37,73,10,68,53,7
"E00033850",330,35,112,24,165,47,24,99,39,103,15,89,66,6
"E00033851",251,43,80,15,126,27,18,76,29,46,12,42,52,8
"E00033852",223,40,79,10,101,24,17,71,23,65,12,55,43,2
"E00033853",251,50,86,19,109,34,14,65,37,78,15,65,55,3
"E00033854",308,60,95,11,133,47,22,61,43,61,16,58,70,6
"E00033855",163,49,43,13,65,22,7,42,17,44,10,41,24,3
"E00033856",276,141,43,7,44,31,9,29,15,38,9,29,25,11
"E00033857",216,46,84,20,76,40,17,51,24,45,4,31,42,5
"E00033859",208,9,77,13,136,26,6,99,17,118,9,83,32,8
"E00033861",266,54,80,20,129,35,11,86,26,86,19,65,48,2
"E00033862",253,49,88,14,107,29,18,64,25,62,11,39,46,5
"E00033863",249,35,79,22,128,38,22,69,30,71,12,74,55,5
"E00033864",231,38,91,13,99,31,15,54,24,49,11,45,40,6
"E00033865",290,53,104,30,119,58,21,57,51,50,16,46,71,4
"E00033866",262,45,101,18,106,33,19,55,31,65,12,51,39,10
"E00033867",256,41,89,19,110,35,22,57,27,63,26,48,55,4
"E00033868",268,47,107,16,107,46,16,61,41,56,18,47,63,5
"E00033869",274,29,106,16,144,36,12,83,33,82,18,88,50,6
"E00033870",220,97,73,25,33,35,10,20,18,16,6,10,13,7
"E00033871",237,32,88,17,117,39,16,55,39,46,19,45,43,2
"E00033872",261,35,94,11,134,32,21,81,33,87,23,77,40,8
"E00033873",270,71,86,25,92,47,17,53,27,46,10,33,52,10
"E00033874",287,37,121,16,136,33,27,76,34,60,16,62,49,2
"E00033875",255,37,86,12,129,38,20,62,33,58,19,63,49,2
"E00033876",240,44,80,17,104,26,22,54,33,47,22,56,50,3
"E00033877",294,46,102,17,145,43,28,67,29,66,18,60,42,6
"E00033878",249,33,85,12,116,24,20,77,40,71,14,61,45,3
