"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00033227",225,28,12,16,37,23,7,5,1,1,64,42,7,8,3,4,36,12,20,4,28,19,9,0,32,24,8
"E00033228",286,29,18,11,36,21,11,3,1,0,76,52,4,5,15,0,65,42,18,5,45,24,21,0,35,21,14
"E00033229",255,26,14,12,46,32,6,4,2,2,50,23,9,7,9,2,69,13,46,10,49,15,33,1,15,10,5
"E00033230",241,29,12,17,24,18,4,2,0,0,74,36,11,7,14,6,52,5,41,6,42,9,33,0,20,5,15
"E00033231",164,24,14,10,28,18,6,3,1,0,56,40,5,7,2,2,28,7,19,2,18,9,9,0,10,8,2
"E00033235",188,36,21,15,23,12,6,5,0,0,61,42,3,3,11,2,31,6,22,3,20,9,10,1,17,10,7
"E00033237",230,33,13,20,21,10,5,4,0,2,71,36,7,13,7,8,45,20,24,1,33,14,14,5,27,10,17
"E00033238",377,84,31,53,50,24,21,3,2,0,126,60,16,17,17,16,49,10,36,3,43,11,30,2,25,9,16
"E00033242",206,26,16,10,29,16,6,4,3,0,65,39,8,6,6,6,37,8,25,4,26,10,16,0,23,8,15
"E00033245",265,43,21,22,36,28,4,4,0,0,71,39,2,12,16,2,41,13,28,0,46,21,24,1,28,20,8
"E00033246",213,42,15,27,34,23,8,3,0,0,77,44,4,12,7,10,34,8,26,0,16,8,7,1,10,5,5
"E00033247",258,44,16,28,43,17,18,7,1,0,87,45,17,8,15,2,50,13,34,3,14,5,9,0,20,11,9
"E00033248",278,25,21,4,59,53,5,1,0,0,105,97,6,2,0,0,40,32,8,0,18,16,2,0,31,28,3
"E00033249",213,36,7,29,43,16,20,2,2,3,74,36,10,15,5,8,28,10,16,2,18,6,10,2,14,8,6
"E00033250",177,30,10,20,33,17,8,4,4,0,56,36,5,6,4,5,26,9,15,2,18,6,12,0,14,7,7
"E00033251",165,30,14,16,39,17,18,3,1,0,55,34,6,7,4,4,18,8,9,1,13,7,6,0,10,2,8
"E00033252",270,42,17,25,24,11,6,7,0,0,82,31,15,15,17,4,42,17,20,5,43,19,23,1,37,24,13
"E00033253",197,21,8,13,48,30,11,7,0,0,40,19,8,3,5,5,33,18,14,1,26,15,10,1,29,22,7
"E00033254",295,55,17,38,43,30,10,2,0,1,87,40,13,12,13,9,50,12,35,3,41,6,31,4,19,9,10
"E00033255",228,25,12,13,20,14,2,3,0,1,63,35,13,6,5,4,63,17,38,8,35,13,21,1,22,5,17
"E00033256",182,23,8,15,18,9,8,0,1,0,47,20,12,7,5,3,45,7,34,4,27,11,13,3,22,10,12
"E00033257",276,24,18,6,52,39,7,4,0,2,87,69,2,7,6,3,50,20,28,2,38,18,20,0,25,10,15
"E00033258",261,34,5,29,24,9,10,4,1,0,72,39,5,6,16,6,38,14,22,2,53,12,35,6,40,19,21
"E00033259",112,16,6,10,23,12,6,4,1,0,43,31,2,2,4,4,15,8,7,0,11,5,6,0,4,1,3
"E00033260",205,32,14,18,36,24,7,5,0,0,64,43,4,8,3,6,34,9,23,2,18,12,6,0,21,11,10
"E00033261",204,43,15,28,35,22,8,5,0,0,68,31,10,10,11,6,33,8,20,5,16,5,11,0,9,4,5
"E00033262",132,22,11,11,32,23,5,4,0,0,39,33,2,0,3,1,13,5,6,2,20,9,11,0,6,2,4
"E00033263",126,19,10,9,36,22,8,4,0,2,40,30,3,0,4,3,17,9,7,1,7,3,4,0,7,5,2
"E00033264",220,14,7,7,33,19,9,3,1,1,68,41,4,12,9,2,51,17,30,4,31,17,14,0,23,13,10
"E00033265",248,44,18,26,37,21,9,4,3,0,77,41,5,10,17,4,45,12,26,7,12,3,9,0,33,14,19
"E00033266",274,41,15,26,31,20,8,2,1,0,103,57,9,11,14,12,42,18,20,4,25,4,21,0,32,14,18
"E00033267",207,19,7,12,31,14,12,2,3,0,59,36,5,11,4,3,27,11,14,2,21,10,10,1,50,35,15
"E00033268",252,34,16,18,31,20,7,2,1,1,89,43,12,10,15,9,48,3,42,3,23,3,17,3,27,18,9
"E00033269",146,15,6,9,20,15,3,2,0,0,48,27,9,7,1,4,15,3,11,1,16,10,4,2,32,22,10
"E00033270",277,47,11,36,32,18,9,2,2,1,105,35,12,26,24,8,44,9,26,9,28,5,22,1,21,11,10
"E00033271",302,55,21,34,34,20,8,2,0,4,135,51,16,37,13,18,41,2,33,6,19,8,11,0,18,6,12
"E00033272",251,35,15,20,30,18,9,0,2,1,85,36,11,12,22,4,38,6,30,2,32,1,29,2,31,10,21
"E00033274",206,34,12,22,23,8,14,0,1,0,92,51,9,11,10,11,24,4,16,4,15,8,7,0,18,7,11
"E00033275",245,30,16,14,27,17,6,1,1,2,72,33,7,6,16,10,34,8,25,1,36,11,24,1,46,37,9
"E00033276",184,21,9,12,47,30,11,4,2,0,77,54,3,10,4,6,18,9,7,2,15,9,4,2,6,4,2
"E00033277",177,17,4,13,29,13,14,1,0,1,60,26,4,11,14,5,24,2,20,2,23,8,14,1,24,12,12
"E00033278",180,19,5,14,29,14,10,5,0,0,64,34,6,12,6,6,32,2,26,4,16,4,12,0,20,10,10
"E00033279",215,24,11,13,39,14,18,4,3,0,77,48,7,12,8,2,38,14,19,5,23,10,11,2,14,3,11
"E00033281",245,36,12,24,60,32,23,4,1,0,79,44,9,4,14,8,31,3,22,6,23,5,18,0,16,7,9
"E00033282",250,27,13,14,43,26,14,2,0,1,85,44,13,12,15,1,32,5,24,3,28,9,19,0,35,11,24
"E00033283",242,36,14,22,30,18,3,6,0,3,71,37,3,12,13,6,36,9,27,0,32,10,22,0,37,13,24
"E00033284",220,38,19,19,56,48,5,0,1,2,81,66,4,4,4,3,20,14,5,1,14,12,2,0,11,11,0
"E00033285",242,28,14,14,30,18,9,2,1,0,95,54,11,21,7,2,30,10,16,4,35,10,25,0,24,11,13
"E00033286",192,20,9,11,23,10,7,3,1,2,40,26,2,4,6,2,24,7,15,2,23,8,15,0,62,44,18
"E00033287",230,35,12,23,46,23,18,5,0,0,87,33,15,22,14,3,30,4,25,1,23,6,15,2,9,4,5
"E00033288",254,49,20,29,47,20,21,3,2,1,90,30,16,18,15,11,38,7,28,3,13,2,10,1,17,11,6
"E00033289",201,34,15,19,21,16,2,1,1,1,84,44,7,10,11,12,32,7,23,2,16,2,13,1,14,9,5
"E00033290",184,31,17,14,23,16,6,0,1,0,82,31,16,12,17,6,30,2,27,1,10,3,7,0,8,2,6
"E00033291",364,46,11,35,85,49,25,6,5,0,156,65,33,24,29,5,36,4,27,5,26,9,17,0,15,4,11
"E00033292",176,17,12,5,22,13,4,5,0,0,64,41,7,6,8,2,42,15,26,1,21,5,16,0,10,2,8
"E00033293",255,35,14,21,46,22,14,7,3,0,77,36,11,5,15,10,35,8,23,4,28,8,19,1,34,26,8
"E00033294",194,27,12,15,39,31,1,7,0,0,70,41,8,9,7,5,24,10,12,2,14,8,6,0,20,11,9
"E00033295",223,41,19,22,25,10,8,4,1,2,81,29,12,20,12,8,26,3,19,4,25,5,20,0,25,10,15
"E00033296",235,35,18,17,26,23,1,1,1,0,74,34,5,15,14,6,36,3,31,2,24,4,20,0,40,15,25
"E00033297",269,48,14,34,43,29,5,9,0,0,83,45,7,7,16,8,40,6,31,3,24,10,14,0,31,17,14
"E00033298",250,37,18,19,30,16,11,0,3,0,87,51,3,12,19,2,29,9,18,2,31,8,23,0,36,15,21
"E00033299",241,35,13,22,22,19,1,1,1,0,71,29,11,16,10,5,41,4,29,8,36,11,23,2,36,17,19
"E00033300",206,28,11,17,30,25,4,1,0,0,66,38,3,6,15,4,38,7,29,2,19,5,14,0,25,10,15
"E00033301",225,42,17,25,38,9,17,7,3,2,82,41,6,13,13,9,30,4,23,3,13,6,7,0,20,11,9
"E00033302",180,22,4,18,31,5,14,9,1,2,65,36,8,6,9,6,21,4,15,2,20,10,9,1,21,14,7
"E00033304",211,30,12,18,27,15,8,2,2,0,71,42,3,9,11,6,35,9,26,0,23,2,20,1,25,6,19
"E00033305",225,26,8,18,32,21,6,4,0,1,86,46,4,14,19,3,35,10,23,2,23,8,15,0,23,7,16
"E00033306",231,34,11,23,42,19,14,8,0,1,73,35,6,12,16,4,28,12,14,2,35,8,22,5,19,14,5
"E00033307",224,28,9,19,44,17,18,8,0,1,88,47,13,15,6,7,26,3,17,6,21,10,10,1,17,6,11
"E00033308",228,40,20,20,37,13,18,2,2,2,80,37,4,17,13,9,28,4,22,2,18,6,11,1,25,17,8
"E00033309",240,31,17,14,44,19,15,8,1,1,80,42,16,11,7,4,32,11,19,2,37,9,25,3,16,5,11
"E00033310",238,43,16,27,40,15,16,6,2,1,83,32,12,14,20,5,26,2,22,2,31,5,25,1,15,7,8
"E00033312",236,27,12,15,30,19,4,0,4,3,79,52,7,6,12,2,40,13,24,3,27,7,18,2,33,11,22
"E00033313",265,52,27,25,40,14,17,5,3,1,87,49,9,11,13,5,47,7,39,1,18,3,14,1,21,10,11
"E00033314",256,44,21,23,30,15,10,3,2,0,96,49,6,23,13,5,38,6,26,6,23,7,15,1,25,14,11
"E00033315",285,48,20,28,38,19,17,1,1,0,98,46,13,7,27,5,42,4,36,2,24,7,17,0,35,13,22
"E00033316",264,21,12,9,43,24,18,1,0,0,100,45,19,17,16,3,37,3,31,3,28,7,21,0,35,19,16
"E00033317",307,33,17,16,39,30,9,0,0,0,127,65,14,24,18,6,51,9,39,3,37,10,25,2,20,4,16
"E00033318",296,53,22,31,41,27,12,2,0,0,108,67,8,13,9,11,37,11,22,4,23,6,17,0,34,13,21
"E00033319",341,43,21,22,40,27,12,0,1,0,124,50,28,25,12,9,62,7,48,7,46,8,38,0,26,11,15
"E00033320",257,28,15,13,22,14,7,0,1,0,88,37,17,14,10,10,53,4,49,0,29,4,24,1,37,19,18
"E00033322",253,30,8,22,32,19,13,0,0,0,88,41,7,15,15,10,43,4,33,6,34,5,29,0,26,5,21
"E00033323",241,27,11,16,16,8,6,1,1,0,90,27,15,18,23,7,45,1,38,6,35,4,27,4,28,8,20
"E00033324",246,34,10,24,34,22,9,1,2,0,94,33,22,12,20,7,39,3,31,5,25,6,18,1,20,6,14
"E00033326",235,25,12,13,15,12,1,2,0,0,92,27,21,20,18,6,46,2,40,4,29,3,25,1,28,6,22
"E00033327",245,32,9,23,18,13,3,1,0,1,84,19,8,19,31,7,57,9,45,3,25,13,12,0,29,14,15
"E00033328",224,28,16,12,31,20,9,2,0,0,76,43,9,15,4,5,30,12,14,4,32,10,20,2,27,12,15
"E00033329",272,41,14,27,25,15,7,0,0,3,101,37,10,17,23,14,46,5,32,9,26,6,20,0,33,11,22
"E00033330",263,29,8,21,20,16,2,0,0,2,100,35,17,20,23,5,47,2,37,8,29,6,22,1,38,13,25
"E00033331",270,22,9,13,36,12,22,1,0,1,83,34,11,19,14,5,37,3,28,6,45,9,34,2,47,19,28
"E00033332",256,44,16,28,30,15,13,1,1,0,115,39,15,21,21,19,27,1,23,3,28,4,21,3,12,4,8
"E00033333",258,29,11,18,29,15,13,1,0,0,94,30,26,17,18,3,50,4,36,10,35,7,28,0,21,8,13
"E00033334",236,36,18,18,36,25,11,0,0,0,75,26,20,9,16,4,45,1,42,2,26,1,24,1,18,5,13
"E00033335",217,30,9,21,19,13,4,2,0,0,70,27,8,13,15,7,45,6,35,4,34,5,27,2,19,11,8
"E00033336",259,30,12,18,38,16,21,0,1,0,96,42,17,17,16,4,51,5,42,4,22,7,14,1,22,8,14
"E00033337",168,20,5,15,13,6,5,0,0,2,62,27,11,8,7,9,33,6,23,4,14,3,10,1,26,11,15
"E00033338",210,31,6,25,20,12,7,0,1,0,87,17,12,20,27,11,33,3,26,4,26,0,22,4,13,2,11
"E00033339",283,50,18,32,32,15,9,4,3,1,96,34,14,24,19,5,57,5,41,11,25,3,21,1,23,10,13
"E00033340",240,26,15,11,29,20,7,1,1,0,100,36,21,18,23,2,44,1,38,5,22,1,21,0,19,5,14
"E00033341",248,35,15,20,22,18,1,2,0,1,99,28,15,23,26,7,41,2,36,3,33,5,28,0,18,9,9
"E00033342",267,32,10,22,23,16,4,2,1,0,94,26,18,21,16,13,51,6,41,4,39,5,33,1,28,10,18
"E00033343",213,30,16,14,28,18,10,0,0,0,91,38,9,24,14,6,32,2,27,3,19,1,18,0,13,7,6
"E00033344",271,38,24,14,23,14,8,1,0,0,113,46,22,23,14,8,34,7,25,2,37,7,28,2,26,9,17
"E00033345",303,57,28,29,27,12,11,0,1,3,120,29,16,30,33,12,47,2,40,5,21,4,17,0,31,7,24
"E00033346",238,49,37,12,35,16,18,1,0,0,71,28,17,11,9,6,38,8,26,4,24,8,16,0,21,13,8
"E00033347",255,40,16,24,28,16,9,3,0,0,100,40,22,17,16,5,36,4,30,2,26,3,23,0,25,12,13
"E00033348",234,27,9,18,19,14,5,0,0,0,84,29,25,9,14,7,41,2,32,7,29,3,24,2,34,20,14
"E00033349",228,24,14,10,26,15,7,1,3,0,91,64,9,7,8,3,50,29,19,2,19,9,10,0,18,4,14
"E00033350",257,26,6,20,26,15,11,0,0,0,91,28,15,18,24,6,57,4,48,5,33,3,29,1,24,10,14
"E00033351",244,35,12,23,27,9,13,4,1,0,80,36,13,6,22,3,39,8,26,5,30,2,26,2,33,11,22
"E00033352",204,29,8,21,41,29,11,0,1,0,63,19,12,15,9,8,32,7,23,2,23,7,16,0,16,4,12
"E00033353",213,27,11,16,32,22,10,0,0,0,77,39,17,5,10,6,29,0,26,3,30,7,23,0,18,6,12
"E00033354",196,15,11,4,21,15,6,0,0,0,79,65,3,5,5,1,34,24,10,0,28,21,7,0,19,16,3
"E00033355",224,40,16,24,26,15,8,2,1,0,99,47,16,14,15,7,34,5,25,4,15,7,8,0,10,5,5
"E00033356",286,42,17,25,36,20,12,3,1,0,107,51,19,14,18,5,44,6,35,3,26,9,17,0,31,11,20
"E00033357",230,39,22,17,26,17,6,1,0,2,73,42,5,7,11,8,32,3,29,0,30,11,17,2,30,19,11
"E00033358",176,29,22,7,18,13,3,1,1,0,63,31,8,14,9,1,29,7,22,0,19,7,12,0,18,4,14
"E00033359",272,41,23,18,49,31,16,1,0,1,95,48,12,15,9,11,28,13,11,4,28,9,19,0,31,18,13
"E00033360",297,27,6,21,46,23,17,1,3,2,88,31,9,16,25,7,57,13,37,7,40,9,31,0,39,11,28
"E00033361",342,51,22,29,51,32,14,4,1,0,138,55,18,32,22,11,42,5,34,3,32,10,22,0,28,13,15
"E00033362",216,30,15,15,53,31,15,7,0,0,74,22,17,18,10,7,17,2,14,1,22,9,12,1,20,9,11
"E00033363",162,22,14,8,39,20,15,4,0,0,57,33,5,10,5,4,22,6,16,0,9,4,5,0,13,6,7
"E00033364",295,44,22,22,32,20,9,1,2,0,113,36,14,30,24,9,44,2,41,1,31,6,24,1,31,13,18
"E00033365",360,58,22,36,42,24,14,3,0,1,157,64,30,29,20,14,47,4,41,2,23,7,16,0,33,14,19
"E00033366",235,24,14,10,33,24,8,0,0,1,92,43,6,18,23,2,41,2,36,3,26,5,18,3,19,12,7
"E00033367",283,82,70,12,69,60,6,1,1,1,90,50,10,23,2,5,17,4,12,1,14,4,9,1,11,2,9
"E00033368",226,21,10,11,50,33,15,2,0,0,82,47,7,16,10,2,28,5,21,2,16,9,7,0,29,14,15
"E00033369",296,40,20,20,38,27,9,1,1,0,133,54,23,30,21,5,57,6,41,10,18,4,14,0,10,6,4
"E00033370",237,28,17,11,41,27,14,0,0,0,69,41,9,8,6,5,29,6,22,1,29,16,13,0,41,27,14
"E00033371",257,37,22,15,34,29,5,0,0,0,89,38,5,19,19,8,48,2,45,1,12,1,11,0,37,16,21
"E00033372",234,37,17,20,44,19,22,3,0,0,84,37,15,13,18,1,47,4,35,8,12,0,11,1,10,5,5
"E00033373",380,48,21,27,53,37,9,5,1,1,144,68,34,23,15,4,75,7,63,5,41,9,32,0,19,3,16
"E00033374",234,17,14,3,52,37,14,0,1,0,78,51,17,6,4,0,31,6,25,0,26,8,17,1,30,18,12
"E00033375",288,39,17,22,28,23,5,0,0,0,74,23,17,16,12,6,66,10,48,8,43,4,38,1,38,18,20
"E00033376",245,19,8,11,23,16,6,1,0,0,78,35,13,12,11,7,39,5,27,7,36,5,30,1,50,24,26
"E00033377",265,27,13,14,28,22,3,3,0,0,100,51,17,14,11,7,53,8,40,5,27,3,22,2,30,15,15
"E00033378",274,35,20,15,39,35,3,1,0,0,101,31,19,28,11,12,44,9,32,3,34,8,24,2,21,11,10
"E00033379",221,22,12,10,59,41,14,3,1,0,83,44,13,11,10,5,23,5,16,2,17,9,7,1,17,8,9
"E00033380",214,22,13,9,40,35,3,2,0,0,81,46,12,13,6,4,27,6,18,3,18,3,15,0,26,10,16
"E00033381",189,8,5,3,17,11,2,4,0,0,45,26,6,8,4,1,32,11,20,1,36,12,24,0,51,39,12
"E00033382",276,42,20,22,35,27,3,2,3,0,102,43,13,23,17,6,48,9,32,7,16,3,13,0,33,10,23
"E00033383",230,20,15,5,55,32,22,1,0,0,69,46,11,9,3,0,40,13,26,1,30,7,23,0,16,12,4
"E00033384",296,43,27,16,38,26,11,1,0,0,94,44,18,18,5,9,47,3,42,2,32,6,25,1,42,15,27
"E00033385",278,28,16,12,81,72,8,0,1,0,91,53,16,7,8,7,39,11,28,0,18,5,13,0,21,10,11
"E00033386",288,36,21,15,43,31,12,0,0,0,122,67,14,18,17,6,59,9,42,8,17,4,12,1,11,5,6
"E00033387",194,36,23,13,48,41,5,0,2,0,68,54,0,5,7,2,28,10,15,3,9,3,3,3,5,4,1
"E00033388",253,28,20,8,46,35,9,2,0,0,77,57,8,7,4,1,44,20,21,3,33,12,20,1,25,12,13
"E00033389",219,19,10,9,44,28,9,4,3,0,106,41,13,21,25,6,26,7,17,2,11,4,7,0,13,4,9
"E00033391",291,54,30,24,76,61,12,2,1,0,90,58,13,7,8,4,33,7,21,5,22,4,17,1,16,4,12
"E00033392",249,53,36,17,52,47,3,1,1,0,85,54,8,11,10,2,32,14,16,2,18,6,7,5,9,7,2
"E00033394",252,58,45,13,60,48,7,5,0,0,78,53,15,5,2,3,38,17,15,6,12,6,6,0,6,4,2
"E00033395",265,51,44,7,88,78,9,0,1,0,67,50,0,5,12,0,34,9,24,1,12,3,9,0,13,4,9
"E00033396",248,27,13,14,25,17,4,2,1,1,84,43,12,9,14,6,58,17,39,2,28,7,21,0,26,10,16
"E00033397",249,35,15,20,29,16,9,4,0,0,104,31,20,26,18,9,41,8,26,7,26,8,18,0,14,8,6
"E00033399",274,37,19,18,46,25,18,1,0,2,84,26,27,9,15,7,52,5,40,7,24,4,20,0,31,10,21
"E00033400",245,39,7,32,17,13,2,0,0,2,96,24,20,19,15,18,45,5,35,5,24,6,15,3,24,15,9
"E00033401",212,22,9,13,38,19,15,1,3,0,83,29,15,18,14,7,32,3,28,1,19,3,16,0,18,7,11
"E00033402",309,105,92,13,78,68,6,2,0,2,71,37,17,10,3,4,23,3,19,1,16,4,11,1,16,2,14
"E00033403",309,50,36,14,41,34,5,1,0,1,97,56,4,17,15,5,59,4,50,5,33,4,29,0,29,9,20
"E00033404",292,40,31,9,88,85,1,1,1,0,83,46,11,15,4,7,34,10,22,2,29,8,21,0,18,7,11
"E00033405",254,46,33,13,38,23,14,1,0,0,83,39,15,16,10,3,51,8,41,2,19,2,15,2,17,4,13
"E00033406",260,37,16,21,31,26,5,0,0,0,93,27,14,17,29,6,54,6,40,8,19,3,16,0,26,16,10
"E00033407",293,74,72,2,92,75,10,5,2,0,80,58,6,13,3,0,20,4,16,0,11,4,6,1,16,8,8
"E00033408",294,99,85,14,54,49,4,1,0,0,74,33,12,10,15,4,26,5,20,1,22,7,14,1,19,9,10
"E00033409",275,21,9,12,19,12,6,1,0,0,65,28,8,17,4,8,34,4,30,0,46,12,33,1,90,54,36
"E00033410",259,75,65,10,55,43,10,1,1,0,81,48,10,10,8,5,24,4,18,2,11,3,8,0,13,8,5
"E00033411",279,52,25,27,24,20,2,0,2,0,86,32,24,8,16,6,62,4,47,11,29,8,20,1,26,11,15
"E00033412",299,77,63,14,87,72,14,1,0,0,74,38,10,13,10,3,21,7,11,3,15,8,7,0,25,13,12
"E00033413",212,53,42,11,58,42,15,0,0,1,53,36,4,8,4,1,23,9,13,1,15,3,12,0,10,3,7
"E00033414",272,67,56,11,85,61,20,2,1,1,69,35,17,7,6,4,23,3,16,4,13,6,7,0,15,6,9
"E00033415",221,35,6,29,14,10,1,1,0,2,84,19,12,22,18,13,50,2,40,8,21,3,18,0,17,3,14
"E00033416",308,86,74,12,81,64,12,3,2,0,92,52,14,14,10,2,29,5,22,2,5,4,1,0,15,7,8
"E00033417",294,56,38,18,81,73,7,0,0,1,81,36,24,1,14,6,34,5,20,9,28,5,22,1,14,9,5
"E00033418",342,62,31,31,20,15,2,3,0,0,126,36,22,29,30,9,66,3,57,6,38,6,31,1,30,10,20
"E00033419",253,38,21,17,17,15,1,0,0,1,90,31,17,16,21,5,51,6,38,7,26,3,23,0,31,17,14
"E00033420",349,97,86,11,97,82,12,2,1,0,72,40,12,6,11,3,36,8,25,3,29,9,18,2,18,8,10
"E00033421",258,72,46,26,34,25,8,1,0,0,85,35,14,10,16,10,30,7,19,4,24,10,13,1,13,5,8
"E00033422",390,52,20,32,31,23,4,0,1,3,137,50,25,16,31,15,107,12,79,16,38,4,33,1,25,7,18
"E00033423",275,66,61,5,72,64,7,1,0,0,78,40,12,19,5,2,32,10,18,4,16,6,10,0,11,6,5
"E00033424",264,54,45,9,54,41,12,1,0,0,99,70,17,3,6,3,26,6,20,0,12,6,5,1,19,6,13
"E00033425",208,18,10,8,69,55,14,0,0,0,82,52,11,16,0,3,19,8,6,5,5,2,3,0,15,9,6
"E00033426",268,50,27,23,55,45,8,0,2,0,82,45,8,10,14,5,44,5,32,7,25,7,17,1,12,4,8
"E00033427",201,28,16,12,22,17,4,0,0,1,57,28,11,7,11,0,40,3,34,3,32,3,27,2,22,11,11
"E00033428",235,31,13,18,66,35,21,10,0,0,72,40,10,11,9,2,31,8,21,2,19,3,15,1,16,4,12
"E00033432",258,42,10,32,35,14,7,11,3,0,85,47,7,10,11,10,38,10,22,6,22,4,18,0,36,20,16
"E00033435",253,39,17,22,27,9,16,1,0,1,98,57,11,7,12,11,36,5,26,5,28,10,17,1,25,10,15
"E00033436",233,33,18,15,41,25,12,3,1,0,82,51,5,7,15,4,32,6,24,2,21,3,18,0,24,9,15
"E00033437",224,37,16,21,33,18,12,2,1,0,79,43,10,8,18,0,26,3,20,3,22,6,15,1,27,12,15
"E00033438",253,45,20,25,34,21,9,4,0,0,102,55,6,16,13,12,26,7,16,3,25,5,17,3,21,8,13
"E00033439",308,44,21,23,40,28,8,3,1,0,104,62,4,10,21,7,53,8,39,6,41,14,26,1,26,7,19
"E00033440",233,37,13,24,45,10,17,10,7,1,77,36,13,12,14,2,30,7,21,2,34,12,21,1,10,4,6
"E00033441",232,26,9,17,48,17,23,5,3,0,71,44,6,10,8,3,34,10,23,1,32,9,21,2,21,10,11
"E00033442",280,56,21,35,27,18,7,1,1,0,100,42,13,13,21,11,30,13,15,2,36,9,23,4,31,10,21
"E00033443",128,18,10,8,13,5,5,3,0,0,46,28,2,5,11,0,22,6,15,1,14,6,8,0,15,7,8
"E00033444",207,26,8,18,25,13,7,4,1,0,77,49,4,9,11,4,24,4,18,2,25,6,19,0,30,11,19
"E00033445",209,33,15,18,42,31,6,3,2,0,70,37,8,11,11,3,24,6,11,7,21,4,17,0,19,10,9
"E00033446",240,35,13,22,24,16,5,1,1,1,90,51,7,8,15,9,31,5,22,4,33,7,23,3,27,11,16
"E00033447",141,18,8,10,12,5,5,2,0,0,30,14,4,5,3,4,19,9,8,2,27,19,8,0,35,25,10
"E00033448",250,41,21,20,36,26,3,5,2,0,90,42,10,21,12,5,37,6,21,10,19,9,9,1,27,6,21
"E00033449",251,29,15,14,26,19,4,3,0,0,95,62,8,8,12,5,43,9,30,4,28,9,18,1,30,9,21
"E00033450",254,41,21,20,46,32,9,5,0,0,86,54,2,12,14,4,26,2,20,4,31,6,23,2,24,13,11
"E00033451",185,29,11,18,29,15,8,2,4,0,66,31,5,10,15,5,25,16,8,1,16,8,7,1,20,10,10
"E00033452",204,27,15,12,24,10,8,3,2,1,62,45,2,3,5,7,37,7,26,4,30,7,22,1,24,13,11
"E00033453",132,17,8,9,29,27,0,1,0,1,49,31,2,5,7,4,14,3,9,2,12,1,9,2,11,1,10
"E00033454",372,44,16,28,108,55,43,9,1,0,120,62,19,16,14,9,45,8,34,3,34,11,22,1,21,10,11
"E00033455",186,23,14,9,34,14,14,4,2,0,71,50,5,6,8,2,29,10,16,3,11,2,9,0,18,8,10
"E00033456",284,52,25,27,44,19,14,6,4,1,87,45,7,13,16,6,48,9,39,0,31,10,21,0,22,8,14
"E00033457",151,28,13,15,27,13,10,3,1,0,53,21,8,14,7,3,19,8,11,0,18,5,12,1,6,3,3
"E00033458",166,43,9,34,22,8,3,11,0,0,70,32,9,7,12,10,14,4,10,0,7,1,5,1,10,5,5
"E00033459",232,27,15,12,27,15,10,2,0,0,63,39,6,6,8,4,39,16,21,2,29,14,14,1,47,35,12
"E00033460",150,29,10,19,58,20,31,7,0,0,43,25,6,4,6,2,9,1,5,3,3,1,2,0,8,4,4
"E00033462",175,30,9,21,23,8,6,3,5,1,57,31,4,7,8,7,23,2,18,3,19,9,10,0,23,7,16
"E00033463",187,23,12,11,18,11,5,1,1,0,60,44,5,4,5,2,26,6,18,2,29,9,17,3,31,10,21
"E00033464",226,28,15,13,41,21,10,7,3,0,81,55,7,11,5,3,33,4,27,2,27,7,20,0,16,8,8
"E00033466",236,32,10,22,24,18,2,3,1,0,80,42,4,13,16,5,36,4,30,2,28,4,23,1,36,11,25
"E00033468",246,44,17,27,28,18,4,2,1,3,83,35,5,14,14,15,29,5,19,5,29,1,27,1,33,16,17
"E00033470",255,43,20,23,28,14,10,2,2,0,96,46,13,11,24,2,38,11,25,2,26,9,15,2,24,6,18
"E00033471",217,38,21,17,34,21,9,3,1,0,74,36,12,15,10,1,25,2,19,4,28,4,22,2,18,9,9
"E00033472",186,34,16,18,34,19,7,5,2,1,65,35,8,12,7,3,19,3,15,1,15,6,9,0,19,10,9
"E00033473",225,38,14,24,34,21,8,3,1,1,72,38,13,4,11,6,37,8,27,2,26,3,21,2,18,8,10
"E00033474",200,33,19,14,41,32,5,4,0,0,65,50,2,3,6,4,23,8,14,1,15,6,9,0,23,13,10
"E00033475",224,34,15,19,51,34,10,6,1,0,74,40,7,8,16,3,29,13,15,1,25,10,15,0,11,8,3
"E00033476",209,36,16,20,25,21,2,2,0,0,66,34,4,8,15,5,42,19,22,1,23,11,10,2,17,8,9
"E00033477",148,19,10,9,23,14,7,2,0,0,56,33,6,9,6,2,22,3,17,2,16,2,14,0,12,5,7
"E00033478",223,34,18,16,36,19,13,4,0,0,81,47,12,5,13,4,21,4,14,3,17,5,10,2,34,13,21
"E00033479",323,45,20,25,46,19,11,10,5,1,109,69,5,17,9,9,47,9,34,4,37,9,26,2,39,16,23
"E00033480",235,42,16,26,26,14,8,3,0,1,89,50,14,7,11,7,48,4,41,3,21,3,16,2,9,6,3
"E00033481",312,46,20,26,50,24,12,10,1,3,101,55,4,20,18,4,38,5,30,3,33,10,23,0,44,20,24
"E00033482",243,37,17,20,29,15,7,5,1,1,82,52,6,9,10,5,36,5,28,3,28,5,23,0,31,14,17
