"GeographyCode","QS112EW0001","QS112EW0002","QS112EW0003","QS112EW0004","QS112EW0005","QS112EW0006","QS112EW0007","QS112EW0008","QS112EW0009","QS112EW0010","QS112EW0011","QS112EW0012","QS112EW0013","QS112EW0014","QS112EW0015","QS112EW0016","QS112EW0017","QS112EW0018","QS112EW0019","QS112EW0020","QS112EW0021","QS112EW0022","QS112EW0023","QS112EW0024","QS112EW0025","QS112EW0026","QS112EW0027","QS112EW0028","QS112EW0029","QS112EW0030","QS112EW0031"
"E00033199",185,102,47,55,60,8,24,10,0,8,6,0,0,0,0,0,20,16,4,0,0,8,2,0,6,23,0,4,0,4,15
"E00033200",232,85,40,45,62,14,22,6,8,4,4,0,0,0,0,0,10,10,0,0,0,16,10,6,0,85,0,4,30,9,42
"E00033201",235,19,7,12,127,4,71,22,13,27,9,0,0,0,0,0,36,32,4,0,0,16,10,0,6,89,0,0,59,0,30
"E00033202",315,20,3,17,120,4,62,14,14,21,13,0,0,0,0,0,18,8,6,4,0,36,2,23,11,175,0,0,123,0,52
"E00033203",244,29,11,18,136,6,76,16,20,13,27,0,0,0,0,0,15,2,9,0,4,39,12,20,7,79,4,0,39,0,36
"E00033204",252,27,3,24,141,8,65,20,13,16,16,0,0,0,0,0,49,28,6,12,3,19,10,4,5,84,0,0,30,0,54
"E00033206",184,71,6,65,104,8,51,14,18,16,3,0,0,0,0,0,24,24,0,0,0,21,4,7,10,9,4,0,0,0,5
"E00033207",293,103,7,96,164,4,59,16,13,24,6,0,0,0,0,0,22,12,0,10,0,79,53,15,11,26,0,0,9,2,15
"E00033208",257,79,2,77,148,4,39,4,15,17,3,0,0,0,0,0,29,8,0,21,0,76,28,30,18,30,10,0,0,0,20
"E00033209",323,149,40,109,92,2,24,8,6,10,0,0,0,0,0,0,12,8,0,4,0,54,23,17,14,82,13,28,8,4,29
"E00033210",271,78,13,65,134,2,65,0,22,43,0,0,0,0,0,0,37,8,12,17,0,30,16,8,6,59,6,5,23,0,25
"E00033211",357,50,11,39,227,4,101,6,34,43,18,0,0,0,0,0,19,6,0,13,0,103,21,56,26,80,11,14,12,0,43
"E00033212",314,30,11,19,228,12,92,26,12,45,9,0,0,0,0,0,17,8,6,0,3,107,29,58,20,56,7,38,3,0,8
"E00033213",401,38,15,23,85,6,36,10,15,8,3,0,0,0,0,0,15,8,3,4,0,28,14,10,4,278,4,20,171,8,75
"E00033214",538,80,10,70,325,8,132,12,39,72,9,0,0,0,0,0,46,20,15,8,3,139,46,80,13,133,17,23,39,0,54
"E00033215",349,69,8,61,191,4,88,8,16,45,19,0,0,0,0,0,16,4,3,9,0,83,21,58,4,89,10,32,9,3,35
"E00033216",252,88,6,82,114,4,28,8,0,20,0,0,0,0,0,0,39,22,9,8,0,43,20,15,8,50,14,0,2,0,34
"E00033217",287,87,11,76,113,0,52,12,9,17,14,0,0,0,0,0,32,22,6,4,0,29,12,11,6,87,7,6,24,0,50
"E00033218",303,25,6,19,213,6,142,12,22,57,51,0,0,0,0,0,36,8,12,13,3,29,13,9,7,65,0,26,7,0,32
"E00033219",362,99,13,86,124,0,81,34,12,25,10,0,0,0,0,0,24,18,6,0,0,19,5,6,8,139,0,8,78,2,51
"E00033220",389,42,8,34,84,6,27,2,9,4,12,0,0,0,0,0,26,16,6,4,0,25,5,11,9,263,7,0,204,0,52
"E00033221",249,134,4,130,47,0,14,6,0,8,0,2,2,0,0,0,20,10,3,4,3,11,6,5,0,68,4,0,20,0,44
"E00033222",178,107,56,51,60,14,19,8,3,4,4,0,0,0,0,0,13,8,0,5,0,14,6,8,0,11,0,3,0,4,4
"E00033223",248,124,9,115,44,0,4,4,0,0,0,0,0,0,0,0,23,20,3,0,0,17,4,11,2,80,0,18,19,0,43
"E00033224",301,62,35,27,191,22,51,16,12,5,18,0,0,0,0,0,32,14,3,15,0,86,20,40,26,48,9,21,0,3,15
"E00033225",300,100,9,91,162,2,56,0,21,23,12,0,0,0,0,0,30,2,7,21,0,74,30,31,13,38,7,14,0,0,17
"E00033226",417,73,21,52,287,12,75,24,9,22,20,0,0,0,0,0,45,2,12,25,6,155,38,61,56,57,35,9,0,0,13
"E00033227",262,76,43,33,145,6,56,14,3,10,29,0,0,0,0,0,25,4,3,18,0,58,17,25,16,41,17,0,0,4,20
"E00033228",341,138,45,93,146,26,29,6,6,8,9,0,0,0,0,0,30,8,9,10,3,61,16,19,26,57,14,29,0,0,14
"E00033229",284,47,25,22,188,22,116,26,13,12,65,0,0,0,0,0,23,8,3,12,0,27,6,7,14,49,22,18,0,2,7
"E00033230",279,26,14,12,213,32,124,34,21,22,47,0,0,0,0,0,19,4,11,4,0,38,2,22,14,40,15,8,0,3,14
"E00033231",203,64,17,47,130,8,35,10,0,15,10,0,0,0,0,0,25,6,6,6,7,62,16,30,16,9,4,0,0,0,5
"E00033235",228,64,19,45,140,4,67,20,4,26,17,0,0,0,0,0,17,12,0,5,0,52,20,22,10,24,3,10,0,0,11
"E00033237",276,73,24,49,178,12,55,14,10,23,8,0,0,0,0,0,27,6,6,15,0,84,38,23,23,25,4,0,9,2,10
"E00033238",463,53,20,33,340,24,135,18,18,46,53,0,0,0,0,0,42,4,7,31,0,139,53,40,46,70,19,23,0,0,28
"E00033242",233,35,18,17,153,10,72,16,11,4,41,0,0,0,0,0,20,2,10,4,4,51,16,10,25,45,26,0,0,2,17
"E00033245",315,90,41,49,187,18,95,24,4,44,23,0,0,0,0,0,7,2,5,0,0,67,25,20,22,38,6,9,4,4,15
"E00033246",253,57,13,44,176,4,75,12,22,15,26,0,0,0,0,0,22,6,10,0,6,75,21,39,15,20,5,0,0,0,15
"E00033247",333,48,16,32,236,12,93,16,23,13,41,0,0,0,0,0,37,4,15,18,0,94,39,34,21,49,14,18,0,0,17
"E00033248",294,212,44,168,55,0,7,4,3,0,0,0,0,0,0,0,15,12,3,0,0,33,22,3,8,27,3,0,0,2,22
"E00033249",285,55,14,41,186,8,64,10,9,39,6,0,0,0,0,0,43,10,14,19,0,71,33,29,9,44,17,10,0,0,17
"E00033250",226,61,13,48,157,10,50,14,3,21,12,0,0,0,0,0,13,8,0,5,0,84,46,24,14,8,3,5,0,0,0
"E00033251",222,44,9,35,129,6,24,4,0,4,16,2,2,0,0,0,28,4,3,21,0,69,27,29,13,49,7,26,3,2,11
"E00033252",350,81,43,38,213,24,60,12,19,18,11,0,0,0,0,0,21,0,9,12,0,108,33,48,27,56,7,31,0,0,18
"E00033253",240,77,37,40,137,8,47,8,10,5,24,0,0,0,0,0,24,2,4,18,0,58,27,22,9,26,6,6,0,0,14
"E00033254",358,43,15,28,266,14,118,24,17,27,50,0,0,0,0,0,34,20,6,8,0,100,35,42,23,49,18,15,0,2,14
"E00033255",267,49,18,31,178,14,87,16,4,29,38,0,0,0,0,0,6,2,0,4,0,71,15,14,42,40,19,10,3,2,6
"E00033256",225,34,21,13,168,14,74,32,0,19,23,0,0,0,0,0,31,2,12,17,0,49,13,21,15,23,4,15,0,0,4
"E00033257",308,101,28,73,178,22,90,30,14,19,27,0,0,0,0,0,28,20,3,5,0,38,10,9,19,29,5,8,4,0,12
"E00033258",325,61,31,30,252,28,68,18,13,21,16,0,0,0,0,0,38,6,11,9,12,118,40,51,27,12,0,4,0,4,4
"E00033259",135,43,6,37,88,6,14,2,8,4,0,2,2,0,0,0,21,6,6,9,0,45,22,7,16,4,0,0,0,0,4
"E00033260",245,63,23,40,159,6,54,16,0,4,34,0,0,0,0,0,32,10,13,9,0,67,24,24,19,23,6,14,0,0,3
"E00033261",247,39,9,30,175,10,55,10,14,4,27,0,0,0,0,0,50,2,13,32,3,60,25,7,28,33,21,10,0,0,2
"E00033262",154,52,11,41,86,12,22,8,3,4,7,0,0,0,0,0,17,10,3,4,0,35,26,3,6,16,7,0,0,3,6
"E00033263",145,55,8,47,79,4,40,2,9,12,17,0,0,0,0,0,10,4,6,0,0,25,20,3,2,11,3,0,0,0,8
"E00033264",279,73,30,43,170,10,32,10,0,13,9,0,0,0,0,0,39,8,11,9,11,89,23,41,25,36,8,8,0,2,18
"E00033265",298,47,17,30,218,14,107,8,12,46,41,0,0,0,0,0,37,8,8,14,7,60,17,17,26,33,15,6,0,5,7
"E00033266",314,65,18,47,212,18,104,14,39,23,28,0,0,0,0,0,36,8,10,12,6,54,13,12,29,37,8,10,0,0,19
"E00033267",250,82,45,37,146,16,63,12,12,16,23,0,0,0,0,0,7,0,3,4,0,60,25,25,10,22,8,5,0,4,5
"E00033268",291,39,21,18,228,10,171,34,39,46,52,0,0,0,0,0,31,12,9,4,6,16,7,0,9,24,5,10,0,2,7
"E00033269",168,55,32,23,86,4,61,12,22,10,17,0,0,0,0,0,2,2,0,0,0,19,3,7,9,27,4,15,0,2,6
"E00033270",345,31,16,15,290,18,184,22,58,69,35,0,0,0,0,0,41,12,6,23,0,47,9,23,15,24,4,6,0,0,14
"E00033271",379,18,14,4,337,10,259,28,57,107,67,0,0,0,0,0,36,10,7,16,3,32,19,4,9,24,5,0,0,2,17
"E00033272",301,27,11,16,262,34,166,30,45,44,47,0,0,0,0,0,19,6,6,4,3,43,6,25,12,12,0,5,0,2,5
"E00033274",259,61,15,46,176,10,106,14,14,58,20,0,0,0,0,0,25,4,9,9,3,35,9,17,9,22,16,4,0,0,2
"E00033275",286,70,48,22,196,22,129,26,23,49,31,0,0,0,0,0,15,4,0,8,3,30,2,14,14,20,5,5,0,2,8
"E00033276",225,68,13,55,146,0,61,12,27,16,6,0,0,0,0,0,31,16,6,9,0,54,28,9,17,11,0,3,0,0,8
"E00033277",224,33,20,13,167,10,82,16,17,34,15,0,0,0,0,0,19,4,12,0,3,56,19,18,19,24,4,10,0,0,10
"E00033278",225,39,14,25,167,14,80,24,20,24,12,0,0,0,0,0,35,12,6,14,3,38,18,12,8,19,0,14,0,0,5
"E00033279",276,53,13,40,199,12,74,20,13,14,27,0,0,0,0,0,34,10,12,12,0,79,42,25,12,24,7,10,0,4,3
"E00033281",307,47,12,35,231,18,117,34,9,46,28,0,0,0,0,0,41,8,17,16,0,55,19,27,9,29,11,10,0,0,8
"E00033282",303,35,20,15,209,18,105,18,17,37,33,0,0,0,0,0,35,16,6,13,0,51,17,9,25,59,16,13,0,5,25
"E00033283",276,38,23,15,217,26,92,10,17,38,27,3,0,0,0,3,45,12,3,22,8,51,18,4,29,21,0,0,0,0,21
"E00033284",250,143,23,120,86,0,15,4,0,8,3,0,0,0,0,0,4,4,0,0,0,67,24,26,17,21,10,5,0,0,6
"E00033285",300,54,21,33,216,20,121,20,9,65,27,0,0,0,0,0,26,8,7,4,7,49,6,26,17,30,3,10,0,0,17
"E00033286",218,79,52,27,118,16,41,8,11,10,12,0,0,0,0,0,30,4,0,22,4,31,13,10,8,21,0,0,0,10,11
"E00033287",306,30,10,20,241,14,150,26,23,84,17,0,0,0,0,0,34,10,8,13,3,43,10,22,11,35,4,15,0,0,16
"E00033288",321,29,13,16,270,8,149,22,31,74,22,0,0,0,0,0,65,10,26,19,10,48,18,10,20,22,10,0,0,2,10
"E00033289",229,37,11,26,178,14,106,20,14,48,24,0,0,0,0,0,28,14,9,5,0,30,12,0,18,14,8,0,0,0,6
"E00033290",242,22,5,17,208,8,143,18,26,68,31,2,2,0,0,0,20,6,6,8,0,35,6,17,12,12,0,0,0,2,10
"E00033291",498,31,13,18,435,16,233,32,29,125,47,0,0,0,0,0,69,30,15,24,0,117,41,53,23,32,9,5,0,2,16
"E00033292",203,47,7,40,142,18,81,24,18,22,17,0,0,0,0,0,18,10,4,4,0,25,6,3,16,14,0,8,0,2,4
"E00033293",319,54,34,20,236,16,110,20,19,48,23,0,0,0,0,0,34,8,6,17,3,76,20,39,17,29,4,4,0,2,19
"E00033294",232,68,19,49,146,8,60,6,19,14,21,0,0,0,0,0,27,16,6,5,0,51,30,15,6,18,0,3,0,4,11
"E00033295",283,21,15,6,247,30,149,22,32,65,30,0,0,0,0,0,14,10,0,4,0,54,14,28,12,15,5,5,0,0,5
"E00033296",268,31,19,12,203,32,123,20,28,30,45,0,0,0,0,0,20,10,0,4,6,28,2,17,9,34,9,5,0,2,18
"E00033297",312,58,27,31,219,18,101,14,24,14,49,2,2,0,0,0,32,8,9,12,3,66,28,21,17,35,9,15,0,4,7
"E00033298",294,51,23,28,203,24,114,14,3,57,40,0,0,0,0,0,28,2,10,13,3,37,10,0,27,40,14,9,0,0,17
"E00033299",288,38,28,10,212,26,130,24,13,60,33,0,0,0,0,0,24,4,0,20,0,32,7,8,17,38,6,11,0,0,21
"E00033300",234,45,15,30,156,10,87,28,30,5,24,0,0,0,0,0,12,4,3,5,0,47,7,21,19,33,7,5,0,0,21
"E00033301",300,32,17,15,247,6,90,16,19,33,22,0,0,0,0,0,34,4,9,18,3,117,37,53,27,21,0,4,0,0,17
"E00033302",239,36,24,12,181,6,71,22,26,17,6,0,0,0,0,0,30,8,6,13,3,74,18,35,21,22,9,11,0,0,2
"E00033304",252,22,8,14,213,22,103,20,25,25,33,0,0,0,0,0,24,8,3,13,0,64,3,25,36,17,4,5,0,2,6
"E00033305",276,45,15,30,202,10,122,20,22,54,26,0,0,0,0,0,18,2,0,13,3,52,10,11,31,29,12,0,0,4,13
"E00033306",280,47,22,25,174,12,71,8,13,27,23,0,0,0,0,0,39,8,8,23,0,52,22,7,23,59,15,25,0,4,15
"E00033307",312,30,16,14,264,10,87,20,19,31,17,0,0,0,0,0,64,6,9,33,16,103,27,46,30,18,3,15,0,0,0
"E00033308",288,42,23,19,227,10,101,10,22,42,27,0,0,0,0,0,42,4,18,13,7,74,17,30,27,19,8,0,0,2,9
"E00033309",316,40,14,26,248,22,99,14,13,36,36,0,0,0,0,0,42,8,19,9,6,85,32,36,17,28,8,5,0,4,11
"E00033310",331,25,12,13,271,22,122,18,24,46,34,0,0,0,0,0,17,4,0,13,0,110,36,58,16,35,15,9,0,0,11
"E00033312",276,55,18,37,201,10,74,18,6,22,28,0,0,0,0,0,39,12,9,9,9,78,24,21,33,20,3,4,0,10,3
"E00033313",340,27,13,14,285,8,102,24,16,25,37,0,0,0,0,0,54,14,6,28,6,121,44,38,39,28,6,4,0,2,16
"E00033314",316,40,21,19,245,12,114,16,14,51,33,0,0,0,0,0,40,10,9,14,7,79,20,20,39,31,19,5,0,0,7
"E00033315",354,30,20,10,286,16,175,30,18,64,63,0,0,0,0,0,25,2,10,13,0,70,9,34,27,38,12,12,0,0,14
"E00033316",327,42,26,16,252,20,164,36,35,57,36,0,0,0,0,0,27,14,9,4,0,41,14,12,15,33,9,9,0,0,15
"E00033317",368,35,14,21,311,24,205,56,22,77,50,2,2,0,0,0,41,16,10,9,6,39,0,20,19,22,5,10,0,2,5
"E00033318",355,46,19,27,271,14,105,20,17,33,35,0,0,0,0,0,20,10,4,6,0,132,38,38,56,38,9,5,0,0,24
"E00033319",419,38,19,19,349,28,267,46,50,114,57,0,0,0,0,0,20,10,6,4,0,34,6,6,22,32,3,5,0,6,18
"E00033320",292,36,23,13,240,26,170,34,46,32,58,0,0,0,0,0,18,6,8,4,0,26,11,3,12,16,0,4,0,7,5
"E00033322",301,23,10,13,262,34,180,36,33,81,30,0,0,0,0,0,26,8,10,4,4,22,4,0,18,16,5,0,0,0,11
"E00033323",297,14,12,2,261,28,210,32,37,79,62,0,0,0,0,0,6,0,6,0,0,17,4,7,6,22,5,15,0,2,0
"E00033324",304,20,12,8,272,22,208,46,25,99,38,0,0,0,0,0,31,6,13,12,0,11,4,3,4,12,0,5,0,0,7
"E00033326",293,14,9,5,252,28,205,36,23,91,55,0,0,0,0,0,8,2,6,0,0,11,2,3,6,27,16,4,0,4,3
"E00033327",295,39,27,12,237,24,174,40,44,61,29,0,0,0,0,0,25,4,9,12,0,14,5,7,2,19,3,5,0,0,11
"E00033328",264,53,22,31,167,18,99,8,18,32,41,0,0,0,0,0,5,0,0,5,0,45,15,17,13,44,11,5,0,3,25
"E00033329",316,35,17,18,260,28,169,26,48,52,43,0,0,0,0,0,33,6,12,12,3,30,10,12,8,21,3,5,0,7,6
"E00033330",320,31,19,12,255,32,168,28,42,71,27,2,2,0,0,0,21,8,0,6,7,32,10,7,15,34,0,20,0,4,10
"E00033331",328,35,28,7,263,40,180,24,31,73,52,0,0,0,0,0,27,6,9,12,0,16,7,3,6,30,13,5,0,4,8
"E00033332",314,16,8,8,259,20,201,26,63,73,39,0,0,0,0,0,19,2,9,4,4,19,9,3,7,39,17,6,0,0,16
"E00033333",341,26,15,11,286,22,221,36,35,108,42,0,0,0,0,0,30,4,0,22,4,13,6,3,4,29,4,11,0,0,14
"E00033334",294,17,6,11,251,22,161,18,25,67,51,0,0,0,0,0,36,12,10,14,0,32,6,18,8,26,0,0,0,2,24
"E00033335",252,31,16,15,208,26,140,34,33,43,30,0,0,0,0,0,19,2,9,4,4,23,5,8,10,13,4,5,0,0,4
"E00033336",328,23,15,8,273,14,198,46,35,70,47,0,0,0,0,0,27,4,3,20,0,34,6,19,9,32,9,6,0,0,17
"E00033337",200,27,14,13,155,18,107,14,33,42,18,0,0,0,0,0,6,6,0,0,0,24,5,11,8,18,3,0,0,0,15
"E00033338",274,8,2,6,229,26,178,26,37,92,23,0,0,0,0,0,8,2,0,6,0,17,4,5,8,37,14,18,0,0,5
"E00033339",353,38,13,25,294,24,219,26,32,103,58,3,0,3,0,0,19,0,0,19,0,29,8,10,11,21,13,5,0,0,3
"E00033340",305,9,6,3,274,28,215,30,41,88,56,0,0,0,0,0,20,6,3,5,6,11,2,3,6,22,14,0,0,0,8
"E00033341",309,19,14,5,274,28,183,30,39,76,38,0,0,0,0,0,30,10,6,8,6,33,5,15,13,16,5,6,0,2,3
"E00033342",324,29,15,14,270,34,197,30,36,85,46,2,2,0,0,0,15,4,7,0,4,22,4,7,11,25,20,0,0,0,5
"E00033343",264,16,8,8,245,18,201,32,30,85,54,0,0,0,0,0,15,2,6,4,3,11,0,6,5,3,0,0,0,0,3
"E00033344",332,36,16,20,275,30,174,24,49,57,44,0,0,0,0,0,34,10,12,12,0,37,8,10,19,21,0,8,11,0,2
"E00033345",384,18,11,7,341,28,258,22,68,108,60,0,0,0,0,0,25,2,3,20,0,30,6,7,17,25,0,9,11,0,5
"E00033346",289,45,21,24,190,14,135,26,31,46,32,0,0,0,0,0,19,2,6,11,0,22,3,10,9,54,13,10,22,2,7
"E00033347",315,26,15,11,274,18,186,32,40,73,41,0,0,0,0,0,21,2,6,13,0,49,9,17,23,15,0,0,6,0,9
"E00033348",289,29,23,6,232,24,186,32,31,87,36,0,0,0,0,0,9,2,3,0,4,13,7,0,6,28,10,6,0,2,10
"E00033349",267,90,13,77,151,18,80,14,13,40,13,0,0,0,0,0,15,12,3,0,0,38,20,0,18,26,5,8,0,0,13
"E00033350",322,23,13,10,288,22,222,44,27,108,43,0,0,0,0,0,12,8,0,4,0,32,6,10,16,11,4,7,0,0,0
"E00033351",300,34,13,21,221,30,101,20,15,36,30,0,0,0,0,0,32,4,14,8,6,58,26,15,17,45,15,20,0,2,8
"E00033352",255,34,11,23,213,22,109,10,33,34,32,0,0,0,0,0,32,10,13,5,4,50,12,30,8,8,0,3,0,2,3
"E00033353",254,19,13,6,221,26,153,28,26,55,44,0,0,0,0,0,13,6,3,4,0,29,11,6,12,14,3,0,0,0,11
"E00033354",214,107,37,70,96,2,25,14,3,4,4,0,0,0,0,0,33,8,9,13,3,36,9,4,23,11,0,0,0,0,11
"E00033355",275,33,12,21,218,8,155,22,46,55,32,0,0,0,0,0,32,14,6,12,0,23,8,3,12,24,3,9,2,0,10
"E00033356",345,36,20,16,273,22,159,30,28,61,40,4,0,0,4,0,33,12,9,8,4,55,4,16,35,36,19,10,0,2,5
"E00033357",266,47,30,17,200,14,84,18,11,10,45,0,0,0,0,0,41,18,8,12,3,61,18,29,14,19,7,0,0,6,6
"E00033358",221,28,11,17,173,14,86,12,9,41,24,0,0,0,0,0,20,10,0,5,5,53,19,15,19,20,0,0,8,0,12
"E00033359",324,73,27,46,213,20,122,14,27,53,28,0,0,0,0,0,40,18,10,12,0,31,10,6,15,38,6,15,0,0,17
"E00033360",354,49,20,29,275,24,152,30,36,50,36,0,0,0,0,0,42,12,13,17,0,57,15,17,25,30,14,6,0,5,5
"E00033361",429,45,23,22,359,24,231,44,47,89,51,0,0,0,0,0,57,18,15,24,0,47,14,21,12,25,11,0,0,2,12
"E00033362",272,27,18,9,236,16,162,14,52,64,32,0,0,0,0,0,37,16,12,9,0,21,3,7,11,9,0,0,0,0,9
"E00033363",196,29,10,19,155,12,98,30,6,37,25,0,0,0,0,0,27,4,6,13,4,18,12,3,3,12,8,0,0,0,4
"E00033364",362,25,19,6,320,24,236,34,43,96,63,0,0,0,0,0,30,6,6,12,6,30,4,11,15,17,8,0,0,0,9
"E00033365",448,41,21,20,367,12,238,44,42,108,44,2,2,0,0,0,64,16,6,39,3,51,21,16,14,40,0,5,3,3,29
"E00033366",284,22,17,5,244,14,189,30,41,50,68,0,0,0,0,0,22,10,7,5,0,19,6,9,4,18,0,5,0,2,11
"E00033367",336,48,6,42,186,14,109,22,20,52,15,0,0,0,0,0,28,14,0,4,10,35,7,18,10,102,0,15,41,0,46
"E00033368",269,44,23,21,192,14,113,32,21,46,14,0,0,0,0,0,30,12,10,8,0,35,4,6,25,33,5,8,0,0,20
"E00033369",373,24,10,14,315,4,224,30,48,104,42,0,0,0,0,0,42,24,6,8,4,45,10,8,27,34,4,9,4,0,17
"E00033370",272,64,43,21,186,14,104,20,6,44,34,2,2,0,0,0,32,18,6,8,0,34,15,6,13,22,0,4,2,2,14
"E00033371",308,29,17,12,247,24,161,38,28,56,39,3,0,3,0,0,33,12,3,18,0,26,0,11,15,32,0,4,7,0,21
"E00033372",291,28,5,23,219,12,159,32,39,55,33,2,2,0,0,0,21,8,10,0,3,25,9,6,10,44,24,15,0,0,5
"E00033373",474,42,12,30,388,28,253,40,45,101,67,0,0,0,0,0,57,24,3,16,14,50,7,25,18,44,0,22,2,0,20
"E00033374",275,53,26,27,202,22,91,36,14,21,20,2,2,0,0,0,63,32,12,16,3,24,6,9,9,20,0,9,0,0,11
"E00033375",347,42,22,20,278,44,207,30,28,87,62,5,0,0,5,0,8,8,0,0,0,14,7,3,4,27,0,16,0,0,11
"E00033376",281,46,29,17,204,40,137,38,50,27,22,0,0,0,0,0,8,8,0,0,0,19,5,6,8,31,10,9,0,0,12
"E00033377",306,41,18,23,231,26,161,48,29,46,38,5,0,0,5,0,31,14,9,8,0,8,2,0,6,34,9,10,0,0,15
"E00033378",334,40,19,21,260,22,188,32,46,71,39,0,0,0,0,0,19,10,9,0,0,31,8,3,20,34,0,17,0,0,17
"E00033379",273,45,17,28,201,10,79,30,18,25,6,0,0,0,0,0,55,20,18,13,4,57,14,28,15,27,3,3,3,0,18
"E00033380",246,28,13,15,188,20,113,32,30,27,24,0,0,0,0,0,37,16,3,13,5,18,6,0,12,30,0,5,3,5,17
"E00033381",208,78,51,27,125,26,71,24,15,16,16,0,0,0,0,0,10,4,6,0,0,18,4,5,9,5,3,0,0,0,2
"E00033382",332,25,13,12,272,24,193,34,48,68,43,0,0,0,0,0,20,4,3,9,4,35,4,6,25,35,12,4,0,0,19
"E00033383",281,48,19,29,199,16,112,28,28,32,24,0,0,0,0,0,20,8,6,0,6,51,5,27,19,34,2,4,0,0,28
"E00033384",356,32,21,11,294,34,197,44,28,74,51,0,0,0,0,0,30,20,3,4,3,33,8,13,12,30,2,10,8,3,7
"E00033385",317,63,15,48,205,12,123,34,22,37,30,2,2,0,0,0,35,28,3,4,0,33,12,13,8,49,7,0,9,3,30
"E00033386",352,32,9,23,301,8,193,30,42,51,70,0,0,0,0,0,52,18,16,8,10,48,15,17,16,19,8,0,0,0,11
"E00033387",214,71,7,64,106,2,71,18,31,12,10,2,2,0,0,0,20,16,0,4,0,11,4,3,4,37,6,0,0,0,31
"E00033388",288,86,24,62,159,12,69,16,17,22,14,0,0,0,0,0,21,14,7,0,0,57,16,9,32,43,3,4,0,4,32
"E00033389",278,33,8,25,225,8,135,14,38,64,19,4,4,0,0,0,32,12,16,4,0,46,10,9,27,20,4,6,0,0,10
"E00033391",346,65,8,57,232,12,80,20,17,17,26,0,0,0,0,0,59,18,21,20,0,81,23,27,31,49,3,5,10,3,28
"E00033392",285,85,13,72,142,4,80,16,13,41,10,0,0,0,0,0,33,14,3,13,3,25,14,3,8,58,6,3,17,0,32
"E00033394",284,70,10,60,132,2,78,18,15,31,14,0,0,0,0,0,38,24,3,4,7,14,8,0,6,82,7,20,15,0,40
"E00033395",287,77,7,70,147,8,62,22,9,12,19,0,0,0,0,0,46,38,3,5,0,31,6,9,16,63,7,6,5,0,45
"E00033396",285,45,17,28,215,22,115,18,29,22,46,2,2,0,0,0,47,8,3,30,6,29,7,6,16,25,0,5,0,3,17
"E00033397",323,34,16,18,255,18,197,28,48,102,19,0,0,0,0,0,18,6,0,12,0,22,9,0,13,34,7,10,0,0,17
"E00033399",330,23,14,9,271,28,177,38,61,39,39,0,0,0,0,0,31,6,9,16,0,35,11,6,18,36,7,11,0,2,16
"E00033400",299,33,21,12,251,14,176,26,45,77,28,2,2,0,0,0,17,2,3,8,4,42,19,9,14,15,9,0,0,0,6
"E00033401",275,17,10,7,243,20,162,22,27,78,35,2,2,0,0,0,30,14,16,0,0,29,2,19,8,15,0,8,0,0,7
"E00033402",346,31,6,25,172,10,98,28,12,45,13,0,0,0,0,0,20,16,0,4,0,44,16,10,18,143,4,5,60,0,74
"E00033403",348,34,13,21,253,26,173,40,25,55,53,0,0,0,0,0,34,12,6,12,4,20,8,0,12,61,0,0,22,4,35
"E00033404",329,70,15,55,175,16,90,24,13,36,17,0,0,0,0,0,39,28,6,5,0,30,10,8,12,84,11,0,3,0,70
"E00033405",305,30,6,24,230,16,143,38,25,56,24,0,0,0,0,0,23,16,3,4,0,48,10,10,28,45,9,11,13,2,10
"E00033406",321,30,19,11,252,14,189,38,39,83,29,0,0,0,0,0,18,8,6,4,0,31,7,19,5,39,3,0,3,2,31
"E00033407",328,45,12,33,147,6,68,18,12,25,13,0,0,0,0,0,39,14,12,10,3,34,8,6,20,136,4,0,42,2,88
"E00033408",327,38,16,22,156,8,82,14,19,26,23,0,0,0,0,0,47,12,7,25,3,19,5,3,11,133,5,6,57,4,61
"E00033409",314,80,66,14,216,50,121,32,22,44,23,0,0,0,0,0,14,6,0,8,0,31,9,8,14,18,4,0,0,3,11
"E00033410",289,38,11,27,169,4,103,14,29,31,29,2,2,0,0,0,30,24,6,0,0,30,12,0,18,82,0,9,40,0,33
"E00033411",330,29,19,10,252,24,197,22,35,82,58,0,0,0,0,0,16,8,0,5,3,15,5,3,7,49,6,12,5,2,24
"E00033412",345,47,21,26,190,10,91,18,22,29,22,0,0,0,0,0,45,20,9,16,0,44,16,18,10,108,0,5,36,4,63
"E00033413",242,45,6,39,142,14,68,12,23,12,21,0,0,0,0,0,25,14,3,5,3,35,2,24,9,55,0,6,30,0,19
"E00033414",330,45,12,33,199,8,102,22,24,50,6,2,2,0,0,0,32,22,6,0,4,55,15,27,13,86,9,0,33,2,42
"E00033415",274,11,6,5,239,24,187,36,43,80,28,2,2,0,0,0,12,4,4,4,0,14,5,4,5,24,4,18,0,0,2
"E00033416",359,40,11,29,198,4,114,16,25,56,17,2,2,0,0,0,46,34,9,0,3,32,9,13,10,121,10,0,27,2,82
"E00033417",339,44,14,30,226,14,126,26,18,57,25,0,0,0,0,0,53,30,9,8,6,33,16,3,14,69,5,10,22,2,30
"E00033418",424,22,16,6,362,34,282,50,42,129,61,0,0,0,0,0,29,6,3,14,6,17,2,3,12,40,6,18,10,0,6
"E00033419",308,31,20,11,253,24,194,26,31,85,52,0,0,0,0,0,24,10,6,8,0,11,7,0,4,24,0,3,4,3,14
