"GeographyCode","QS802EW0001","QS802EW0002","QS802EW0003","QS802EW0004","QS802EW0005","QS802EW0006","QS802EW0007","QS802EW0008","QS802EW0009","QS802EW0010","QS802EW0011","QS802EW0012","QS802EW0013","QS802EW0014","QS802EW0015","QS802EW0016","QS802EW0017","QS802EW0018"
"E00033343",265,253,1,1,0,4,0,0,0,0,4,2,0,0,0,0,0,0
"E00033344",332,306,6,5,1,3,0,0,0,0,2,4,5,0,0,0,0,0
"E00033345",396,381,1,1,0,1,0,2,2,1,4,2,1,0,0,0,0,0
"E00033346",289,269,1,0,0,0,1,1,2,6,4,5,0,0,0,0,0,0
"E00033347",315,301,2,1,1,2,0,1,0,2,3,1,1,0,0,0,0,0
"E00033348",291,278,1,1,0,3,0,0,1,1,1,4,1,0,0,0,0,0
"E00033349",267,260,2,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0
"E00033350",322,314,2,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0
"E00033351",300,290,2,1,1,1,0,0,1,0,1,2,1,0,0,0,0,0
"E00033352",255,251,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00033353",254,245,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
"E00033354",214,196,0,2,0,0,0,2,0,3,8,0,0,1,2,0,0,0
"E00033355",277,265,2,0,0,0,1,1,0,3,2,3,0,0,0,0,0,0
"E00033356",350,335,0,0,1,2,0,0,1,2,4,4,1,0,0,0,0,0
"E00033357",266,254,3,0,1,2,0,0,0,0,3,3,0,0,0,0,0,0
"E00033358",221,194,5,1,0,1,0,0,1,10,1,8,0,0,0,0,0,0
"E00033359",324,303,2,4,0,2,0,2,1,4,1,4,0,0,1,0,0,0
"E00033360",354,340,2,1,0,0,0,3,1,3,2,2,0,0,0,0,0,0
"E00033361",429,414,3,0,2,0,0,1,1,3,3,1,1,0,0,0,0,0
"E00033362",272,262,2,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0
"E00033363",196,193,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"E00033364",362,353,2,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0
"E00033365",448,430,2,2,0,1,0,0,4,2,2,5,0,0,0,0,0,0
"E00033366",284,277,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0
"E00033367",336,313,2,1,0,0,2,0,1,6,7,4,0,0,0,0,0,0
"E00033368",269,237,8,1,1,1,1,1,1,4,2,12,0,0,0,0,0,0
"E00033369",373,350,6,2,1,0,0,2,0,5,2,4,1,0,0,0,0,0
"E00033370",272,259,2,0,0,0,0,1,2,2,5,0,0,0,0,0,1,0
"E00033371",308,299,1,1,0,2,0,0,0,1,1,2,1,0,0,0,0,0
"E00033372",291,253,2,3,0,7,2,2,3,7,2,10,0,0,0,0,0,0
"E00033373",474,444,5,2,0,5,1,1,1,8,1,4,1,1,0,0,0,0
"E00033374",275,265,2,0,1,0,0,0,2,2,0,2,0,0,0,1,0,0
"E00033375",375,351,3,1,1,0,1,0,3,6,4,4,1,0,0,0,0,0
"E00033376",281,261,2,2,1,1,0,0,0,4,5,5,0,0,0,0,0,0
"E00033377",306,278,3,1,0,2,0,2,3,7,3,6,1,0,0,0,0,0
"E00033378",334,316,3,2,0,0,0,0,1,7,4,1,0,0,0,0,0,0
"E00033379",273,260,2,1,0,1,0,0,1,5,3,0,0,0,0,0,0,0
"E00033380",246,234,1,1,0,2,0,1,0,0,4,3,0,0,0,0,0,0
"E00033381",208,193,1,0,0,1,0,4,1,0,4,3,1,0,0,0,0,0
"E00033382",332,315,5,2,0,2,0,3,1,1,1,2,0,0,0,0,0,0
"E00033383",281,268,5,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0
"E00033384",356,341,1,0,3,3,0,1,0,0,2,5,0,0,0,0,0,0
"E00033385",317,297,5,0,1,1,0,0,3,2,5,2,0,1,0,0,0,0
"E00033386",352,338,3,2,0,1,0,1,0,0,3,4,0,0,0,0,0,0
"E00033387",219,196,6,0,0,1,1,1,4,4,0,5,1,0,0,0,0,0
"E00033388",288,269,2,0,2,2,1,0,2,3,3,4,0,0,0,0,0,0
"E00033389",293,275,3,0,2,0,0,2,1,1,2,7,0,0,0,0,0,0
"E00033391",346,325,2,0,0,1,0,0,0,12,2,2,2,0,0,0,0,0
"E00033392",285,262,4,3,0,2,0,2,1,4,3,4,0,0,0,0,0,0
"E00033394",284,243,7,2,0,2,0,4,0,11,9,6,0,0,0,0,0,0
"E00033395",335,291,2,2,2,5,2,0,2,13,7,8,0,0,1,0,0,0
"E00033396",291,271,2,2,0,3,1,0,0,3,4,3,1,0,1,0,0,0
"E00033397",323,297,1,1,0,1,0,0,1,11,3,5,3,0,0,0,0,0
"E00033399",330,314,1,1,0,0,0,1,2,8,1,2,0,0,0,0,0,0
"E00033400",299,291,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"E00033401",275,263,2,1,0,0,0,1,1,2,0,4,1,0,0,0,0,0
"E00033402",346,324,3,0,0,3,0,0,4,5,6,1,0,0,0,0,0,0
"E00033403",348,312,5,3,0,2,1,1,3,9,4,7,0,1,0,0,0,0
"E00033404",332,310,4,1,0,0,1,1,1,7,3,2,2,0,0,0,0,0
"E00033405",305,297,1,1,0,0,0,1,2,0,0,3,0,0,0,0,0,0
"E00033406",321,297,5,0,1,1,0,1,2,4,7,1,2,0,0,0,0,0
"E00033407",328,307,4,1,0,0,0,0,2,3,8,3,0,0,0,0,0,0
"E00033408",327,297,3,2,1,3,1,3,4,6,3,4,0,0,0,0,0,0
"E00033409",314,286,3,3,0,2,1,0,1,5,8,4,1,0,0,0,0,0
"E00033410",289,267,4,0,0,1,0,3,2,5,3,3,1,0,0,0,0,0
"E00033411",330,313,1,0,1,1,0,0,3,7,1,3,0,0,0,0,0,0
"E00033412",347,298,4,2,2,4,0,1,2,21,8,5,0,0,0,0,0,0
"E00033413",242,210,2,1,2,2,0,1,4,9,4,6,1,0,0,0,0,0
"E00033414",330,297,5,0,1,1,0,0,0,17,5,3,1,0,0,0,0,0
"E00033415",274,257,1,0,0,0,0,2,2,6,4,1,0,0,1,0,0,0
"E00033416",359,311,8,2,1,3,1,2,5,10,10,4,2,0,0,0,0,0
"E00033417",339,306,6,2,0,1,0,3,3,7,5,6,0,0,0,0,0,0
"E00033418",429,406,4,2,0,1,0,1,1,5,4,3,1,1,0,0,0,0
"E00033419",332,308,5,0,1,2,1,0,0,3,5,5,0,0,1,1,0,0
"E00033420",388,362,2,6,0,1,1,1,2,4,4,4,1,0,0,0,0,0
"E00033421",309,276,5,4,2,4,1,0,1,6,3,7,0,0,0,0,0,0
"E00033422",467,409,7,4,4,7,1,1,6,5,5,15,2,1,0,0,0,0
"E00033423",315,287,7,0,0,1,0,0,5,10,3,1,1,0,0,0,0,0
"E00033424",304,288,3,1,0,0,0,1,2,2,3,4,0,0,0,0,0,0
"E00033425",245,234,4,0,0,1,0,0,0,2,3,1,0,0,0,0,0,0
"E00033426",302,254,6,3,2,4,0,2,7,6,7,9,2,0,0,0,0,0
"E00033427",240,230,2,1,1,0,0,0,1,1,3,1,0,0,0,0,0,0
"E00033428",309,285,3,3,0,0,0,1,1,6,4,3,3,0,0,0,0,0
"E00033432",321,316,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"E00033435",289,276,2,1,1,1,1,0,2,3,1,1,0,0,0,0,0,0
"E00033436",275,271,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"E00033437",266,264,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"E00033438",307,306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00033439",358,347,1,0,0,0,0,0,4,3,1,2,0,0,0,0,0,0
"E00033440",348,332,1,1,0,1,0,0,3,3,2,5,0,0,0,0,0,0
"E00033441",301,295,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0
"E00033442",336,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033443",158,154,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
"E00033444",254,250,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"E00033445",257,254,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"E00033446",277,271,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0
"E00033447",159,157,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00033448",308,294,0,1,0,3,1,3,0,5,0,0,1,0,0,0,0,0
"E00033449",297,294,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"E00033450",301,292,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
"E00033451",231,227,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
"E00033452",229,218,0,1,2,1,0,0,0,2,3,1,1,0,0,0,0,0
"E00033453",148,137,0,0,0,2,0,0,0,2,7,0,0,0,0,0,0,0
"E00033454",489,474,0,0,0,0,0,0,1,6,4,2,2,0,0,0,0,0
"E00033455",231,217,1,0,0,2,0,1,2,5,0,1,2,0,0,0,0,0
"E00033456",336,329,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"E00033457",214,202,2,1,0,0,0,0,0,3,5,0,1,0,0,0,0,0
"E00033458",227,212,1,1,0,1,1,1,0,1,1,8,0,0,0,0,0,0
"E00033459",268,258,1,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0
"E00033460",200,176,7,0,1,1,0,0,0,0,6,8,1,0,0,0,0,0
"E00033462",217,210,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
"E00033463",228,226,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"E00033464",284,276,4,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
"E00033466",278,268,0,0,1,2,1,0,1,2,0,2,1,0,0,0,0,0
"E00033468",286,280,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
"E00033470",324,320,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"E00033471",293,288,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"E00033472",249,247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033473",272,267,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"E00033474",229,226,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"E00033475",287,271,2,0,1,3,0,0,1,7,1,1,0,0,0,0,0,0
"E00033476",234,227,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
"E00033477",177,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033478",273,249,5,0,0,0,1,0,0,9,3,6,0,0,0,0,0,0
"E00033479",390,386,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"E00033480",281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033481",399,395,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"E00033482",282,279,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"E00033483",338,329,2,0,0,2,0,1,1,0,2,1,0,0,0,0,0,0
"E00033484",292,290,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"E00033485",318,309,0,0,1,0,0,0,1,2,0,4,1,0,0,0,0,0
"E00033486",348,340,0,1,0,0,0,0,2,2,0,3,0,0,0,0,0,0
"E00033487",239,228,1,0,0,0,0,0,0,1,4,0,2,0,1,0,2,0
"E00033488",235,209,4,0,1,3,4,0,1,2,2,7,2,0,0,0,0,0
"E00033489",312,311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00033490",268,261,0,0,0,1,1,1,0,1,1,2,0,0,0,0,0,0
"E00033491",224,219,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0
"E00033492",330,319,2,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0
"E00033493",289,279,4,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0
"E00033494",254,252,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00033495",335,324,2,0,0,0,1,0,0,2,3,3,0,0,0,0,0,0
"E00033496",299,292,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"E00033497",222,220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033498",112,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033501",123,118,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0
"E00033502",240,235,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"E00033503",247,245,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"E00033504",315,310,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0
"E00033505",215,211,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"E00033506",305,294,1,2,0,2,0,1,1,2,0,2,0,0,0,0,0,0
"E00033507",247,237,1,2,0,1,0,0,3,0,1,0,1,0,0,1,0,0
"E00033508",228,225,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"E00033509",287,277,1,0,0,0,0,2,0,2,3,2,0,0,0,0,0,0
"E00033510",290,280,3,2,0,0,0,2,0,0,1,2,0,0,0,0,0,0
"E00033511",232,208,1,1,1,1,0,1,0,8,6,5,0,0,0,0,0,0
"E00033512",209,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033513",293,278,0,1,0,1,0,2,3,4,0,4,0,0,0,0,0,0
"E00033514",234,229,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
"E00033515",281,271,2,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0
"E00033516",251,244,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
"E00033517",298,293,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"E00033518",254,242,2,0,0,0,0,0,1,5,1,3,0,0,0,0,0,0
"E00033519",329,321,3,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0
"E00033520",186,175,0,0,0,1,0,1,1,4,1,1,2,0,0,0,0,0
"E00033521",246,239,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
"E00033522",285,275,1,0,0,0,0,1,3,2,2,0,0,0,1,0,0,0
"E00033523",341,334,0,1,0,2,0,0,0,1,1,2,0,0,0,0,0,0
"E00033524",416,385,5,3,0,1,0,1,2,9,5,4,1,0,0,0,0,0
"E00033525",331,326,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"E00033526",269,252,5,0,0,0,1,0,0,2,4,5,0,0,0,0,0,0
"E00033527",384,382,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"E00033528",256,250,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0
"E00033530",448,416,5,3,0,1,1,1,2,4,4,9,2,0,0,0,0,0
"E00033531",359,332,1,2,4,1,0,2,2,5,4,5,1,0,0,0,0,0
"E00033532",392,384,0,0,0,0,0,1,1,2,1,2,1,0,0,0,0,0
"E00033533",235,233,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"E00033534",218,211,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0
"E00033535",305,300,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"E00033536",314,298,3,0,0,2,0,1,0,2,3,5,0,0,0,0,0,0
"E00033537",288,280,0,1,0,3,0,0,0,2,2,0,0,0,0,0,0,0
"E00033538",320,310,1,0,0,1,0,1,0,2,3,1,1,0,0,0,0,0
"E00033539",315,307,0,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0
"E00033540",314,307,2,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0
"E00033541",323,308,4,0,0,1,0,2,0,3,0,3,2,0,0,0,0,0
"E00033542",271,254,3,0,0,0,1,0,0,5,4,4,0,0,0,0,0,0
"E00033543",254,251,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00033544",227,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033545",257,249,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
"E00033546",356,354,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033547",292,281,0,0,1,0,0,2,0,3,4,0,0,0,0,1,0,0
"E00033548",235,232,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"E00033549",337,331,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0
"E00033550",301,284,3,1,0,2,1,3,0,2,2,3,0,0,0,0,0,0
"E00033551",219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033552",330,325,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
"E00033553",354,346,0,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0
"E00033554",331,324,2,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0
"E00033555",269,248,1,0,0,4,1,2,0,0,1,8,3,0,1,0,0,0
"E00033556",312,305,0,0,0,0,1,1,1,2,0,2,0,0,0,0,0,0
"E00033557",317,311,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0
"E00033558",300,295,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"E00033559",260,250,0,0,0,0,1,2,2,3,1,1,0,0,0,0,0,0
"E00033560",316,308,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0
"E00033561",299,277,5,1,0,1,0,0,1,3,7,4,0,0,0,0,0,0
"E00033562",314,304,2,0,0,1,1,0,3,1,1,1,0,0,0,0,0,0
"E00033563",341,330,1,1,0,0,0,0,1,3,2,3,0,0,0,0,0,0
"E00033564",350,318,2,0,0,6,2,1,4,7,2,6,2,0,0,0,0,0
"E00033565",286,279,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"E00033566",310,297,0,1,0,0,2,1,1,5,1,2,0,0,0,0,0,0
"E00033567",342,341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033568",348,319,1,2,2,1,0,1,0,4,4,8,3,1,0,2,0,0
"E00033569",255,246,0,0,0,2,1,0,1,2,2,1,0,0,0,0,0,0
"E00033570",375,355,2,0,1,2,1,1,0,2,4,6,1,0,0,0,0,0
"E00033571",243,236,0,0,0,2,0,3,0,1,0,0,1,0,0,0,0,0
"E00033572",279,269,2,0,0,2,0,1,0,1,2,1,1,0,0,0,0,0
"E00033573",187,183,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"E00033574",321,320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00033575",244,238,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"E00033576",231,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033577",290,267,5,1,1,3,0,2,1,1,2,7,0,0,0,0,0,0
"E00033579",317,299,1,2,0,3,0,1,4,3,1,3,0,0,0,0,0,0
"E00033580",247,196,4,0,2,2,0,1,0,12,19,9,0,0,2,0,0,0
"E00033581",496,442,1,3,2,2,1,5,1,14,8,12,4,0,0,1,0,0
"E00033582",334,291,2,2,1,15,0,1,2,3,8,5,4,0,0,0,0,0
"E00033583",230,204,3,0,1,2,0,1,1,7,5,4,1,0,0,1,0,0
"E00033584",588,510,8,1,0,2,2,5,12,25,16,6,1,0,0,0,0,0
"E00033585",291,273,2,1,0,1,1,0,4,4,1,4,0,0,0,0,0,0
"E00033586",298,279,3,0,0,2,2,0,5,1,2,4,0,0,0,0,0,0
"E00033587",286,277,2,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0
"E00033589",315,308,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0
"E00033590",173,166,1,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0
"E00033591",220,210,3,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0
"E00033592",307,291,1,0,0,2,0,2,2,1,3,3,2,0,0,0,0,0
"E00033593",200,190,0,0,0,1,0,0,0,2,5,2,0,0,0,0,0,0
"E00033594",367,355,2,0,0,2,0,0,0,3,1,4,0,0,0,0,0,0
"E00033595",309,289,1,0,1,1,0,0,2,3,7,5,0,0,0,0,0,0
"E00033596",345,310,2,1,0,6,0,1,0,5,9,9,2,0,0,0,0,0
"E00033597",223,210,3,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0
"E00033598",214,203,1,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0
"E00033599",225,209,2,1,0,1,0,0,0,2,6,2,2,0,0,0,0,0
"E00033600",240,235,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
"E00033601",264,245,3,1,0,0,0,0,3,5,5,2,0,0,0,0,0,0
"E00033602",273,261,1,0,0,2,0,0,1,3,3,2,0,0,0,0,0,0
"E00033603",302,294,0,0,0,1,0,0,0,4,2,0,1,0,0,0,0,0
"E00033604",244,210,1,2,0,0,0,0,0,24,0,6,1,0,0,0,0,0
"E00033605",286,269,0,0,0,0,0,2,3,5,3,4,0,0,0,0,0,0
"E00033606",252,226,4,1,0,1,0,0,4,6,2,7,1,0,0,0,0,0
"E00033607",214,205,1,0,1,1,0,0,0,2,0,2,1,1,0,0,0,0
"E00033608",330,293,9,1,1,2,0,2,1,9,4,7,0,1,0,0,0,0
"E00033611",302,287,2,0,0,0,0,2,2,3,6,0,0,0,0,0,0,0
"E00033613",255,230,3,1,1,0,0,0,2,7,2,9,0,0,0,0,0,0
"E00033614",338,321,3,2,0,0,0,1,5,5,1,0,0,0,0,0,0,0
"E00033616",366,331,7,0,3,2,0,2,4,3,8,6,0,0,0,0,0,0
"E00033618",362,332,0,2,1,3,0,5,0,8,5,4,2,0,0,0,0,0
"E00033620",309,294,1,2,4,0,0,1,0,4,0,3,0,0,0,0,0,0
"E00033621",270,246,3,1,0,2,0,1,2,7,3,1,2,1,0,1,0,0
"E00033623",364,321,1,1,0,4,1,9,3,9,9,5,1,0,0,0,0,0
"E00033624",280,267,0,0,1,3,0,0,0,0,0,8,1,0,0,0,0,0
"E00033625",323,309,1,0,0,1,1,0,3,4,1,1,2,0,0,0,0,0
"E00033626",438,356,13,2,2,4,2,1,0,18,20,16,4,0,0,0,0,0
"E00033627",356,291,11,1,1,2,1,2,2,13,16,16,0,0,0,0,0,0
"E00033628",312,306,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"E00033629",438,409,6,0,1,1,0,1,0,8,2,7,3,0,0,0,0,0
"E00033630",237,217,5,2,0,2,0,1,1,2,2,4,1,0,0,0,0,0
"E00033631",227,213,3,0,3,0,0,0,0,1,2,3,1,0,1,0,0,0
"E00033632",334,302,2,3,1,2,0,2,2,5,3,10,2,0,0,0,0,0
"E00033633",240,224,4,0,0,1,0,0,1,2,2,6,0,0,0,0,0,0
"E00033634",362,337,5,2,0,3,0,2,0,5,2,5,1,0,0,0,0,0
"E00033635",270,260,1,2,1,0,0,0,1,1,1,3,0,0,0,0,0,0
"E00033636",417,386,5,2,1,6,1,2,0,3,2,8,1,0,0,0,0,0
"E00033637",483,387,9,7,5,6,1,2,1,13,23,21,8,0,0,0,0,0
"E00033639",302,273,2,1,0,4,0,0,1,3,0,12,6,0,0,0,0,0
"E00033640",304,267,2,1,2,3,1,1,3,3,6,13,2,0,0,0,0,0
"E00033641",303,291,3,2,1,0,0,0,0,1,2,3,0,0,0,0,0,0
"E00033642",366,357,0,1,0,1,0,1,0,3,3,0,0,0,0,0,0,0
"E00033643",229,227,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"E00033644",228,220,0,0,0,1,0,0,0,3,1,3,0,0,0,0,0,0
"E00033645",251,246,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"E00033646",105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033647",306,271,5,2,1,6,0,1,1,4,5,9,1,0,0,0,0,0
"E00033648",259,250,0,1,0,2,0,1,0,1,4,0,0,0,0,0,0,0
"E00033649",311,269,5,3,2,2,0,2,0,6,5,17,0,0,0,0,0,0
"E00033650",297,282,1,2,0,0,0,0,0,3,2,4,2,0,1,0,0,0
"E00033651",141,133,1,1,1,0,1,0,1,1,0,2,0,0,0,0,0,0
"E00033652",281,259,1,2,4,2,1,0,0,4,1,7,0,0,0,0,0,0
"E00033653",329,295,6,0,0,2,0,0,1,6,9,10,0,0,0,0,0,0
"E00033654",212,202,1,0,1,0,0,0,0,3,3,1,0,1,0,0,0,0
"E00033655",433,395,6,2,0,2,0,1,0,7,9,9,2,0,0,0,0,0
"E00033656",220,214,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0
"E00033657",210,209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00033658",309,290,4,0,0,0,0,1,1,5,4,2,1,1,0,0,0,0
"E00033659",392,376,2,1,1,0,2,0,0,1,5,4,0,0,0,0,0,0
"E00033660",303,297,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0
"E00033662",374,360,3,0,1,1,0,2,1,1,2,1,1,1,0,0,0,0
"E00033663",215,206,1,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0
"E00033664",233,228,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"E00033665",436,408,3,2,0,3,0,2,2,7,2,4,2,1,0,0,0,0
"E00033666",236,222,2,1,0,2,0,2,0,2,2,2,0,1,0,0,0,0
"E00033667",284,272,0,2,1,0,0,1,1,3,1,1,2,0,0,0,0,0
"E00033668",278,261,3,4,0,2,0,2,0,3,2,1,0,0,0,0,0,0
"E00033669",297,282,2,2,2,1,0,0,1,1,2,4,0,0,0,0,0,0
"E00033670",289,237,2,1,1,5,2,3,2,18,6,11,1,0,0,0,0,0
"E00033672",372,330,4,3,1,1,0,2,2,8,11,8,2,0,0,0,0,0
"E00033673",268,248,1,0,1,0,0,2,1,2,3,9,1,0,0,0,0,0
"E00033677",225,219,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0
"E00033678",299,219,5,2,2,5,2,6,17,13,23,4,1,0,0,0,0,0
"E00033684",421,395,3,0,1,1,0,2,1,10,3,5,0,0,0,0,0,0
"E00033685",321,302,2,4,0,2,0,0,1,4,3,2,1,0,0,0,0,0
"E00033686",271,253,5,0,0,1,0,0,0,4,3,3,1,0,0,0,0,1
"E00033687",389,359,1,1,1,1,0,2,0,9,10,4,1,0,0,0,0,0
"E00033688",265,256,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0
"E00033689",330,316,1,3,2,0,0,0,1,3,3,1,0,0,0,0,0,0
"E00033690",356,316,2,0,0,1,0,2,0,15,11,6,3,0,0,0,0,0
"E00033691",216,179,5,1,1,2,0,0,0,9,5,10,3,0,1,0,0,0
"E00033692",302,261,8,1,0,1,0,1,0,16,6,6,1,0,1,0,0,0
"E00033694",235,223,3,1,0,0,0,0,3,0,4,1,0,0,0,0,0,0
"E00033695",304,288,2,1,1,3,0,0,0,1,2,5,1,0,0,0,0,0
"E00033696",426,409,4,1,0,0,2,1,0,0,2,6,1,0,0,0,0,0
"E00033697",341,322,5,0,1,1,0,1,0,2,3,5,1,0,0,0,0,0
"E00033698",410,387,3,1,0,2,0,1,0,4,2,8,2,0,0,0,0,0
"E00033699",323,307,7,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0
"E00033700",209,192,7,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0
"E00033701",363,348,2,0,1,0,0,0,1,4,5,2,0,0,0,0,0,0
"E00033702",161,149,3,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0
"E00033703",276,255,1,0,0,3,2,0,1,5,4,5,0,0,0,0,0,0
"E00033704",393,376,7,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0
"E00033705",366,344,3,0,0,0,1,1,1,7,6,2,1,0,0,0,0,0
"E00033706",264,254,0,1,2,2,1,1,0,1,0,2,0,0,0,0,0,0
"E00033707",241,237,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
