"GeographyCode","QS108EW0001","QS108EW0002","QS108EW0003","QS108EW0004","QS108EW0005","QS108EW0006","QS108EW0007","QS108EW0008","QS108EW0009","QS108EW0010","QS108EW0011"
"E00033524",345,154,104,48,2,191,127,1,12,25,26
"E00033525",272,128,112,12,4,144,85,2,9,20,28
"E00033526",224,124,86,38,0,100,68,2,9,11,10
"E00033527",315,150,132,18,0,165,106,3,6,19,31
"E00033528",216,110,92,18,0,106,60,1,8,15,22
"E00033530",348,222,212,10,0,126,98,4,7,5,12
"E00033531",294,194,176,16,2,100,69,3,4,12,12
"E00033532",338,202,166,36,0,136,85,3,8,14,26
"E00033533",197,114,104,10,0,83,48,0,5,14,16
"E00033534",203,90,60,26,4,113,67,0,6,12,28
"E00033535",263,150,130,18,2,113,77,0,7,11,18
"E00033536",258,144,116,28,0,114,74,2,3,15,20
"E00033537",240,102,78,24,0,138,84,2,8,15,29
"E00033538",287,180,152,28,0,107,63,3,3,12,26
"E00033539",259,146,106,40,0,113,81,1,5,21,5
"E00033540",267,132,108,24,0,135,87,2,12,15,19
"E00033541",271,164,134,28,2,107,74,1,0,9,23
"E00033542",221,114,98,16,0,107,67,2,10,9,19
"E00033543",218,112,94,18,0,106,73,1,7,8,17
"E00033544",188,96,78,16,2,92,60,1,3,12,16
"E00033545",206,116,98,14,4,90,48,3,2,12,25
"E00033546",305,128,110,18,0,177,123,1,6,18,29
"E00033547",234,136,108,26,2,98,65,2,6,15,10
"E00033548",191,94,66,28,0,97,61,3,7,16,10
"E00033549",292,140,124,12,4,152,93,2,6,26,25
"E00033550",246,158,148,8,2,88,57,2,1,4,24
"E00033551",182,98,88,8,2,84,38,1,2,8,35
"E00033552",252,174,146,28,0,78,47,1,2,9,19
"E00033553",304,154,140,14,0,150,82,2,10,15,41
"E00033554",281,172,156,14,2,109,83,2,3,9,12
"E00033555",241,122,112,8,2,119,76,2,6,15,20
"E00033556",245,166,146,18,2,79,53,1,0,11,14
"E00033557",260,174,154,20,0,86,55,4,4,7,16
"E00033558",249,162,144,16,2,87,61,0,3,9,14
"E00033559",232,132,126,6,0,100,68,0,3,12,17
"E00033560",274,166,154,12,0,108,76,7,5,8,12
"E00033561",257,134,126,8,0,123,92,1,2,13,15
"E00033562",278,182,168,14,0,96,65,2,5,9,15
"E00033563",303,198,184,14,0,105,73,4,5,7,16
"E00033564",302,172,156,16,0,130,96,5,7,13,9
"E00033565",248,158,130,26,2,90,66,1,1,11,11
"E00033566",254,120,102,16,2,134,62,3,5,17,47
"E00033567",258,162,144,18,0,96,60,1,5,16,14
"E00033568",267,104,82,22,0,163,110,1,7,17,28
"E00033569",217,106,86,18,2,111,75,1,8,14,13
"E00033570",303,154,102,52,0,149,90,4,16,19,20
"E00033571",214,112,94,16,2,102,56,2,6,12,26
"E00033572",249,136,124,10,2,113,74,3,2,13,21
"E00033573",158,52,36,16,0,106,77,1,7,13,8
"E00033574",262,158,134,24,0,104,71,2,8,8,15
"E00033575",224,116,110,6,0,108,71,0,4,9,24
"E00033576",207,104,74,28,2,103,55,2,4,15,27
"E00033577",253,126,98,24,4,127,81,1,6,17,22
"E00033579",238,72,54,16,2,166,122,4,16,13,11
"E00033580",219,64,48,12,4,155,100,6,13,24,12
"E00033581",377,132,104,26,2,245,171,3,19,36,16
"E00033582",285,74,54,18,2,211,145,3,10,24,29
"E00033583",204,106,82,22,2,98,72,3,6,3,14
"E00033584",198,104,62,40,2,94,68,3,2,7,14
"E00033585",253,112,76,34,2,141,107,2,3,19,10
"E00033586",258,80,52,24,4,178,141,1,2,13,21
"E00033587",264,130,104,26,0,134,78,5,2,19,30
"E00033589",244,112,90,20,2,132,89,0,13,16,14
"E00033590",131,48,40,8,0,83,57,4,2,12,8
"E00033591",168,82,62,20,0,86,63,1,4,6,12
"E00033592",235,76,50,26,0,159,118,1,8,18,14
"E00033593",147,50,38,10,2,97,66,4,6,9,12
"E00033594",279,100,70,26,4,179,117,3,10,20,29
"E00033595",255,64,50,14,0,191,120,1,14,28,28
"E00033596",226,96,54,34,8,130,96,1,5,11,17
"E00033597",184,82,64,18,0,102,75,3,2,15,7
"E00033598",178,56,34,22,0,122,82,2,7,24,7
"E00033599",171,46,32,14,0,125,79,4,6,19,17
"E00033600",204,66,48,14,4,138,71,2,8,31,26
"E00033601",212,78,48,28,2,134,97,6,3,18,10
"E00033602",253,120,76,40,4,133,91,4,6,17,15
"E00033603",235,76,50,26,0,159,94,2,9,28,26
"E00033604",211,86,46,36,4,125,90,2,2,19,12
"E00033605",248,104,72,30,2,144,114,4,3,14,9
"E00033606",218,88,40,42,6,130,101,3,1,17,8
"E00033607",168,62,48,14,0,106,60,3,9,21,13
"E00033608",271,108,78,24,6,163,105,5,12,16,25
"E00033611",273,116,76,36,4,157,124,1,6,18,8
"E00033613",227,74,50,22,2,153,101,0,5,11,36
"E00033614",294,126,80,38,8,168,140,6,7,6,9
"E00033616",310,160,138,22,0,150,109,3,9,16,13
"E00033618",318,184,148,32,4,134,92,2,6,19,15
"E00033620",263,148,106,38,4,115,88,2,3,7,15
"E00033621",208,62,50,10,2,146,105,8,10,13,10
"E00033623",310,104,52,46,6,206,144,2,17,25,18
"E00033624",234,98,80,18,0,136,96,2,3,18,17
"E00033625",253,170,138,32,0,83,57,2,5,11,8
"E00033626",312,216,154,60,2,96,71,5,2,13,5
"E00033627",245,156,106,44,6,89,70,2,6,7,4
"E00033628",233,88,66,22,0,145,96,2,7,20,20
"E00033629",349,192,136,52,4,157,103,2,8,29,15
"E00033630",203,74,52,20,2,129,85,4,5,20,15
"E00033631",189,46,38,8,0,143,74,2,5,35,27
"E00033632",228,90,52,38,0,138,95,1,10,21,11
"E00033633",194,126,114,12,0,68,40,1,2,11,14
"E00033634",280,105,80,21,4,175,107,1,13,24,30
"E00033635",237,120,102,16,2,117,74,1,8,11,23
"E00033636",302,120,74,44,2,182,138,3,8,20,13
"E00033637",351,156,122,32,2,195,136,5,16,24,14
"E00033639",225,112,80,32,0,113,81,1,6,14,11
"E00033640",235,90,56,34,0,145,94,2,10,12,27
"E00033641",261,156,146,10,0,105,61,4,7,9,24
"E00033642",309,176,152,24,0,133,85,2,8,12,26
"E00033643",176,78,58,20,0,98,63,2,7,13,13
"E00033644",162,52,34,18,0,110,73,1,5,18,13
"E00033645",188,70,52,18,0,118,83,0,10,11,14
"E00033646",78,22,18,4,0,56,35,0,7,7,7
"E00033647",199,94,68,26,0,105,71,5,9,14,6
"E00033648",223,86,56,26,4,137,79,3,3,25,27
"E00033649",213,146,100,44,2,67,57,2,1,6,1
"E00033650",236,94,62,32,0,142,90,6,7,16,23
"E00033651",103,38,28,10,0,65,46,1,7,5,6
"E00033652",219,66,46,20,0,153,98,2,11,25,17
"E00033653",198,126,88,38,0,72,49,4,5,9,5
"E00033654",162,62,48,14,0,100,74,0,5,10,11
"E00033655",310,118,66,48,4,192,123,5,13,31,20
"E00033656",155,68,52,16,0,87,58,4,5,11,9
"E00033657",153,70,44,26,0,83,57,2,2,8,14
"E00033658",228,102,72,28,2,126,81,1,10,23,11
"E00033659",307,144,110,34,0,163,107,1,10,22,23
"E00033660",238,115,82,32,1,123,84,0,4,17,18
"E00033662",289,102,92,10,0,187,129,6,7,21,24
"E00033663",189,56,40,14,2,133,89,2,12,19,11
"E00033664",204,70,54,16,0,134,72,1,7,26,28
"E00033665",323,158,104,50,4,165,103,1,12,23,26
"E00033666",180,40,24,16,0,140,75,1,14,23,27
"E00033667",248,84,74,10,0,164,98,1,11,22,32
"E00033668",235,118,106,12,0,117,80,0,2,16,19
"E00033669",240,74,60,14,0,166,117,1,11,17,20
"E00033670",267,88,44,44,0,179,141,11,11,14,2
"E00033672",293,102,72,28,2,191,151,5,9,15,11
"E00033673",201,54,42,12,0,147,99,6,7,19,16
"E00033677",206,68,58,10,0,138,89,5,7,20,17
"E00033678",287,82,44,32,6,205,164,3,6,19,13
"E00033684",362,102,70,30,2,260,169,5,11,37,38
"E00033685",235,88,66,20,2,147,95,4,5,27,16
"E00033686",207,68,50,14,4,139,87,3,7,21,21
"E00033687",301,120,96,22,2,181,138,2,6,22,13
"E00033688",203,70,54,16,0,133,93,1,11,16,12
"E00033689",252,76,62,14,0,176,118,3,6,28,21
"E00033690",306,82,58,24,0,224,167,10,6,21,20
"E00033691",187,78,58,16,4,109,72,7,9,11,10
"E00033692",289,136,72,64,0,153,112,8,5,24,4
"E00033694",174,36,24,8,4,138,99,0,7,23,9
"E00033695",238,98,62,36,0,140,101,1,4,19,15
"E00033696",352,140,102,38,0,212,128,3,9,40,32
"E00033697",269,134,106,26,2,135,81,2,8,23,21
"E00033698",325,154,126,26,2,171,114,1,7,21,28
"E00033699",269,146,104,38,4,123,81,2,9,13,18
"E00033700",168,90,68,20,2,78,52,0,2,9,15
"E00033701",284,184,156,24,4,100,70,5,5,6,14
"E00033702",145,34,24,10,0,111,59,1,5,16,30
"E00033703",243,70,52,16,2,173,94,2,6,33,38
"E00033704",279,174,140,30,4,105,86,3,5,7,4
"E00033705",294,192,158,34,0,102,73,3,6,10,10
"E00033706",206,84,72,12,0,122,76,3,8,12,23
"E00033707",204,100,68,32,0,104,72,2,5,9,16
"E00033708",178,50,44,4,2,128,74,3,10,24,17
"E00033709",151,66,48,18,0,85,53,6,4,9,13
"E00033710",245,102,82,20,0,143,94,2,6,24,17
"E00033711",104,28,22,6,0,76,52,1,4,10,9
"E00033712",289,166,150,14,2,123,93,3,5,10,12
"E00033713",224,134,96,38,0,90,49,1,7,20,13
"E00033715",278,126,82,40,4,152,108,2,11,17,14
"E00033716",175,62,42,18,2,113,54,2,11,25,21
"E00033717",174,108,76,32,0,66,38,2,10,12,4
"E00033718",252,170,136,34,0,82,59,1,3,15,4
"E00033719",257,164,120,42,2,93,73,2,5,11,2
"E00033720",279,162,130,30,2,117,81,1,4,14,17
"E00033721",235,154,126,28,0,81,55,2,9,11,4
"E00033722",183,104,96,6,2,79,41,3,7,11,17
"E00033723",288,196,154,42,0,92,60,4,2,9,17
"E00033724",267,102,72,30,0,165,105,5,7,23,25
"E00033725",265,108,90,16,2,157,96,9,10,20,22
"E00033726",194,90,80,8,2,104,69,1,5,18,11
"E00033727",251,88,64,24,0,163,105,0,9,15,34
"E00033728",349,224,192,30,2,125,103,1,9,8,4
"E00033729",181,80,64,16,0,101,75,1,5,10,10
"E00033730",240,119,80,39,0,121,75,1,6,14,25
"E00033731",125,48,22,26,0,77,48,0,3,14,12
"E00033732",233,112,82,30,0,121,79,3,6,19,14
"E00033733",192,96,68,28,0,96,59,2,9,13,13
"E00033734",171,82,40,38,4,89,54,3,4,19,9
"E00033735",111,22,14,4,4,89,16,1,5,24,43
"E00033736",206,94,70,20,4,112,64,4,8,19,17
"E00033737",306,162,136,24,2,144,107,3,4,16,14
"E00033738",160,64,46,18,0,96,59,1,6,11,19
"E00033739",195,92,58,32,2,103,81,0,4,4,14
"E00033740",262,132,104,28,0,130,85,5,5,17,18
"E00033741",224,98,68,30,0,126,83,3,4,19,17
"E00033742",228,118,84,30,4,110,80,3,7,13,7
"E00033743",206,102,80,20,2,104,66,1,7,16,14
"E00033744",279,136,102,34,0,143,82,3,8,25,25
"E00033745",170,66,54,12,0,104,45,4,3,16,36
"E00033746",230,100,82,18,0,130,86,0,8,12,24
"E00033747",285,110,70,40,0,175,134,4,12,13,12
"E00033748",213,100,70,26,4,113,69,1,3,11,29
"E00033749",230,92,60,30,2,138,95,0,10,13,20
"E00033750",262,160,138,22,0,102,71,4,8,14,5
"E00033752",321,140,94,44,2,181,116,4,12,25,24
"E00033753",201,128,98,28,2,73,48,0,3,7,15
"E00033754",233,152,118,32,2,81,51,2,8,13,7
"E00033755",255,164,128,34,2,91,76,2,5,5,3
"E00033756",232,138,84,54,0,94,68,4,5,13,4
"E00033758",215,100,74,26,0,115,76,2,5,13,19
"E00033759",161,58,48,10,0,103,56,0,6,19,22
"E00033762",240,118,96,18,4,122,90,4,9,13,6
"E00033763",244,148,116,30,2,96,71,0,5,11,9
"E00033764",286,182,140,38,4,104,75,4,4,14,7
"E00033765",257,142,116,24,2,115,69,6,8,13,19
"E00033766",291,186,154,32,0,105,82,3,2,10,8
"E00033767",217,142,116,20,6,75,50,0,5,12,8
"E00033768",228,132,104,28,0,96,62,1,7,11,15
"E00033769",185,64,50,14,0,121,52,1,5,18,45
"E00033770",322,218,192,26,0,104,85,0,7,11,1
"E00033771",261,172,124,46,2,89,61,3,8,9,8
"E00033773",230,138,122,16,0,92,52,6,3,12,19
"E00033774",245,142,104,34,4,103,65,1,4,21,12
"E00033775",334,148,82,62,4,186,135,1,15,17,18
"E00033776",251,92,82,8,2,159,77,3,11,32,36
"E00033777",217,144,108,34,2,73,57,0,7,6,3
"E00033778",247,168,116,48,4,79,53,0,7,11,8
"E00033779",215,90,60,26,4,125,79,1,10,21,14
"E00033780",211,140,128,10,2,71,43,0,4,11,13
"E00033781",285,116,82,32,2,169,103,4,8,25,29
"E00033782",245,132,106,26,0,113,61,4,8,16,24
"E00033783",253,142,116,26,0,111,80,1,6,8,16
"E00033784",355,194,140,48,6,161,106,4,12,21,18
"E00033785",249,138,116,22,0,111,78,2,6,17,8
"E00033786",364,218,194,22,2,146,118,1,5,18,4
"E00033787",273,168,138,26,4,105,65,4,6,17,13
"E00033788",238,154,126,28,0,84,62,0,5,13,4
"E00033789",237,160,136,24,0,77,54,0,5,5,13
"E00033790",220,150,126,24,0,70,52,0,3,13,2
"E00033791",257,116,70,44,2,141,93,6,10,16,16
"E00033792",163,98,76,20,2,65,51,1,5,3,5
"E00033793",239,104,78,22,4,135,94,2,7,23,9
"E00033794",202,88,76,12,0,114,72,4,9,21,8
"E00033795",221,106,68,36,2,115,71,2,6,20,16
"E00033796",171,76,48,24,4,95,66,0,2,10,17
"E00033797",196,86,64,16,6,110,70,5,4,15,16
"E00033798",298,182,174,8,0,116,74,2,6,11,23
"E00033799",241,118,92,26,0,123,78,2,6,15,22
"E00033800",143,92,72,20,0,51,35,1,4,8,3
"E00033801",228,90,74,14,2,138,80,3,3,18,34
"E00033802",150,68,42,26,0,82,54,0,6,4,18
"E00033803",221,80,50,30,0,141,84,2,14,18,23
"E00033804",222,104,86,18,0,118,87,0,4,11,16
"E00033805",150,42,28,14,0,108,57,0,9,19,23
"E00033806",175,40,12,28,0,135,112,0,2,20,1
"E00033807",363,94,46,48,0,269,199,12,13,35,10
"E00033808",168,48,42,4,2,120,59,7,24,12,18
"E00033810",197,72,56,14,2,125,71,17,9,20,8
"E00033811",400,130,120,10,0,270,150,18,26,41,35
"E00033812",281,90,82,8,0,191,134,3,19,20,15
"E00033813",371,98,88,10,0,273,194,26,14,18,21
"E00033814",247,62,46,16,0,185,124,4,12,29,16
"E00033815",252,74,56,14,4,178,98,6,15,38,21
"E00033816",227,92,72,18,2,135,83,7,9,20,16
"E00033818",212,54,48,6,0,158,75,14,14,34,21
"E00033819",195,46,26,12,8,149,115,14,4,11,5
"E00033820",205,68,52,8,8,137,82,13,9,24,9
"E00033821",149,28,20,6,2,121,75,8,6,23,9
"E00033822",287,90,62,28,0,197,133,13,9,24,18
"E00033823",132,40,36,2,2,92,53,11,7,13,8
"E00033824",310,98,84,12,2,212,155,12,14,21,10
"E00033825",217,78,60,16,2,139,93,7,12,17,10
"E00033826",266,100,38,52,10,166,138,2,8,15,3
"E00033827",208,54,26,24,4,154,122,7,2,15,8
"E00033828",253,88,58,24,6,165,105,12,10,21,17
"E00033829",191,42,16,22,4,149,118,5,5,19,2
"E00033832",203,58,34,22,2,145,115,2,3,24,1
"E00033833",256,70,48,18,4,186,153,4,4,23,2
"E00033836",112,38,14,22,2,74,49,3,4,13,5
"E00033837",247,84,70,14,0,163,107,4,15,21,16
"E00033838",190,84,72,10,2,106,71,4,10,7,14
"E00033839",447,176,148,26,2,271,156,7,5,35,68
"E00033840",288,52,24,26,2,236,205,7,8,15,1
"E00033841",238,76,70,6,0,162,102,2,7,32,19
"E00033842",275,96,76,16,4,179,130,14,17,15,3
"E00033843",246,98,80,18,0,148,96,6,9,26,11
"E00033844",238,68,58,8,2,170,111,10,15,16,18
"E00033845",202,34,20,14,0,168,125,11,7,10,15
"E00033846",338,102,44,52,6,236,175,9,8,26,18
"E00033847",196,38,28,8,2,158,115,3,6,19,15
"E00033848",307,206,180,20,6,101,68,1,4,12,16
"E00033849",278,184,156,24,4,94,64,2,4,10,14
"E00033850",328,204,172,32,0,124,82,0,3,16,23
"E00033851",251,110,86,22,2,141,107,2,3,12,17
"E00033852",214,116,106,10,0,98,70,0,0,14,14
"E00033853",228,128,96,32,0,100,65,8,7,12,8
"E00033854",304,172,164,8,0,132,94,6,6,8,18
"E00033855",158,56,46,10,0,102,57,2,4,15,24
"E00033856",225,54,38,16,0,171,80,11,10,38,32
"E00033857",216,124,102,22,0,92,58,1,2,12,19
"E00033859",208,126,104,20,2,82,57,1,1,10,13
"E00033861",266,112,74,32,6,154,99,2,4,29,20
"E00033862",253,138,104,30,4,115,73,1,3,20,18
"E00033863",249,172,144,22,6,77,45,2,2,12,16
"E00033864",231,142,124,18,0,89,57,3,4,8,17
"E00033865",290,184,160,20,4,106,76,3,4,11,12
"E00033866",262,166,148,16,2,96,68,0,2,8,18
"E00033867",256,150,134,14,2,106,71,5,5,11,14
"E00033868",268,162,140,22,0,106,70,3,5,12,16
"E00033869",274,170,154,16,0,104,71,1,2,7,23
"E00033870",220,40,24,16,0,180,121,7,7,29,16
"E00033871",237,142,126,14,2,95,60,0,4,12,19
"E00033872",261,168,154,12,2,93,58,4,6,11,14
"E00033873",270,126,104,20,2,144,89,4,5,23,23
"E00033874",287,168,144,24,0,119,79,3,4,13,20
"E00033875",255,172,158,14,0,83,52,1,2,10,18
"E00033876",240,158,140,16,2,82,49,2,1,14,16
"E00033877",291,184,170,8,6,107,76,1,2,11,17
"E00033878",249,154,130,24,0,95,59,1,2,15,18
"E00033879",248,148,120,26,2,100,69,2,5,12,12
"E00033880",384,232,194,38,0,152,100,6,11,15,20
"E00033881",259,166,148,14,4,93,61,3,1,13,15
"E00033882",223,146,136,10,0,77,54,1,0,11,11
"E00033883",240,142,124,16,2,98,58,1,4,16,19
"E00033884",271,164,142,18,4,107,60,5,4,14,24
"E00033885",392,230,172,56,2,162,115,5,5,24,13
"E00033886",237,150,138,12,0,87,53,4,3,7,20
"E00033887",327,166,150,16,0,161,108,2,4,17,30
"E00033888",290,168,156,12,0,122,79,2,5,17,19
"E00033889",255,168,152,16,0,87,54,0,1,6,26
"E00033890",166,54,36,16,2,112,84,1,9,13,5
"E00033891",227,130,106,20,4,97,58,2,4,15,18
"E00033892",102,44,36,8,0,58,34,1,5,15,3
"E00033893",218,138,126,12,0,80,45,0,6,11,18
"E00033894",261,158,138,20,0,103,66,2,0,16,19
"E00033895",177,76,44,32,0,101,77,2,4,11,7
"E00033896",244,118,86,22,10,126,91,4,2,15,14
"E00033897",241,152,140,10,2,89,56,2,7,9,15
"E00033898",281,120,82,34,4,161,120,7,8,15,11
"E00033899",207,72,58,12,2,135,90,5,11,15,14
"E00033900",210,78,52,22,4,132,106,0,9,12,5
"E00033901",261,58,40,14,4,203,134,9,12,36,12
"E00033902",239,88,64,22,2,151,112,5,7,13,14
"E00033903",172,54,44,10,0,118,73,7,9,20,9
"E00033904",264,98,90,6,2,166,105,2,7,21,31
"E00033905",168,48,30,16,2,120,47,2,9,39,23
"E00033906",179,40,24,10,6,139,104,9,6,15,5
"E00033907",246,70,42,26,2,176,130,7,15,18,6
"E00033908",247,68,42,20,6,179,124,13,9,25,8
"E00033909",228,98,80,16,2,130,98,5,5,9,13
"E00033910",287,116,94,20,2,171,115,12,10,22,12
"E00033911",269,120,80,32,8,149,99,10,3,21,16
"E00033913",190,88,40,48,0,102,75,0,9,15,3
"E00033914",250,86,66,20,0,164,120,9,7,13,15
"E00033915",160,42,32,10,0,118,92,1,4,15,6
"E00033917",243,102,72,30,0,141,99,3,5,25,9
"E00033918",221,68,50,14,4,153,96,3,4,27,23
"E00033919",213,86,64,20,2,127,92,2,5,19,9
"E00033920",225,68,58,10,0,157,94,7,6,21,29
"E00033921",248,90,86,2,2,158,98,13,10,23,14
"E00033922",284,126,96,24,6,158,111,2,7,22,16
"E00033923",196,62,42,20,0,134,94,2,7,26,5
"E00033924",296,86,58,26,2,210,165,9,10,11,15
"E00033925",202,43,20,19,4,159,120,3,10,24,2
"E00033926",236,88,58,26,4,148,98,12,13,15,10
"E00033927",288,124,96,28,0,164,116,8,8,16,16
"E00033928",205,62,50,8,4,143,88,8,7,24,16
"E00033930",217,62,44,14,4,155,110,6,5,19,15
"E00033931",219,85,68,16,1,134,90,7,8,21,8
"E00033932",258,116,86,30,0,142,97,8,5,20,12
"E00033933",190,68,50,18,0,122,82,6,10,10,14
"E00033934",239,76,62,14,0,163,125,6,11,19,2
"E00033935",277,78,38,34,6,199,125,14,21,28,11
"E00033936",216,78,42,34,2,138,95,5,7,14,17
"E00033937",153,64,44,20,0,89,63,2,4,15,5
"E00033938",227,104,74,28,2,123,91,1,2,20,9
"E00033939",222,76,48,28,0,146,106,2,10,19,9
"E00033940",245,62,38,20,4,183,124,12,5,30,12
"E00033941",262,94,72,16,6,168,107,6,6,38,11
"E00033942",300,110,84,24,2,190,119,5,9,26,31
"E00033943",241,112,82,26,4,129,91,4,0,17,17
"E00033944",223,42,32,2,8,181,135,6,16,20,4
"E00033945",161,62,50,10,2,99,64,2,5,21,7
"E00033946",305,128,98,28,2,177,126,8,10,16,17
"E00033947",204,72,52,20,0,132,95,3,8,20,6
"E00033948",264,116,68,46,2,148,101,3,11,18,15
"E00033949",219,70,48,20,2,149,98,1,7,25,18
"E00033950",318,142,98,40,4,176,117,0,11,24,24
"E00033951",224,102,90,8,4,122,80,3,11,13,15
"E00033952",314,170,144,26,0,144,100,1,12,15,16
"E00033953",303,110,74,32,4,193,139,5,18,15,16
"E00033954",181,50,34,14,2,131,78,3,10,19,21
"E00033955",272,104,76,26,2,168,108,4,8,25,23
"E00033956",80,32,26,6,0,48,38,0,2,6,2
"E00033957",234,88,66,22,0,146,113,2,3,19,9
"E00033958",249,96,60,36,0,153,107,4,9,24,9
"E00033959",213,90,74,16,0,123,85,0,8,17,13
"E00033960",259,114,82,32,0,145,111,0,9,12,13
"E00033961",231,98,80,14,4,133,94,1,6,16,16
"E00033962",240,120,78,42,0,120,75,3,10,14,18
"E00033963",280,102,56,42,4,178,118,6,12,29,13
"E00033964",238,60,34,22,4,178,130,5,14,16,13
"E00033965",210,54,48,6,0,156,102,2,14,23,15
"E00033966",209,76,60,14,2,133,81,1,14,30,7
"E00033967",221,70,42,26,2,151,92,4,13,23,19
"E00033968",122,26,18,8,0,96,66,2,3,18,7
"E00033969",211,88,66,16,6,123,82,2,9,18,12
"E00033970",231,82,66,14,2,149,97,5,1,20,26
"E00033971",149,58,48,10,0,91,59,0,3,16,13
"E00033972",206,66,50,14,2,140,95,1,7,23,14
"E00033973",151,49,36,13,0,102,71,1,4,11,15
"E00033974",215,72,50,18,4,143,96,4,6,22,15
"E00033975",283,96,68,24,4,187,138,4,8,21,16
"E00033976",181,70,52,14,4,111,70,2,3,25,11
"E00033977",132,46,42,4,0,86,52,3,4,11,16
"E00033978",154,32,22,8,2,122,69,5,7,23,18
"E00033979",104,24,20,4,0,80,33,5,4,16,22
"E00033980",200,58,44,10,4,142,94,3,13,15,17
"E00033981",131,26,24,2,0,105,56,3,8,17,21
"E00033982",82,36,32,2,2,46,34,1,1,1,9
"E00033983",185,68,46,20,2,117,86,3,9,12,7
"E00033984",198,112,96,16,0,86,61,2,2,9,12
"E00033985",165,50,38,12,0,115,80,4,8,11,12
"E00033986",211,120,94,26,0,91,54,2,4,19,12
"E00033987",214,70,44,26,0,144,97,4,12,16,15
"E00033988",205,91,72,18,1,114,81,2,9,12,10
"E00033989",190,68,44,22,2,122,83,6,9,13,11
"E00033990",235,118,82,34,2,117,84,2,6,15,10
"E00033991",227,126,88,38,0,101,65,3,6,15,12
"E00033992",229,90,68,20,2,139,83,1,5,17,33
"E00033993",332,130,78,50,2,202,123,4,8,41,26
"E00033994",264,113,94,16,3,151,118,0,4,15,14
"E00033995",209,114,96,18,0,95,62,1,7,8,17
"E00033996",233,126,106,20,0,107,69,2,6,17,13
"E00033997",268,124,78,44,2,144,90,2,8,29,15
"E00033998",229,82,66,16,0,147,92,4,5,23,23
"E00033999",225,78,56,20,2,147,108,1,8,19,11
"E00034000",230,108,88,16,4,122,76,2,2,21,21
"E00034001",251,118,82,36,0,133,73,4,5,26,25
"E00034002",190,82,56,22,4,108,56,1,6,19,26
"E00034003",166,64,48,14,2,102,63,2,9,17,11
"E00034004",173,66,56,10,0,107,61,1,4,23,18
"E00034005",248,138,110,28,0,110,67,1,3,14,25
"E00034006",228,102,76,22,4,126,70,1,7,20,28
"E00034007",179,72,56,16,0,107,73,1,2,12,19
"E00034008",244,96,76,20,0,148,102,3,5,22,16
"E00034009",199,80,70,10,0,119,64,3,5,21,26
"E00034010",181,60,44,16,0,121,64,4,5,19,29
"E00034011",274,172,136,36,0,102,67,1,3,19,12
"E00034012",228,89,70,19,0,139,96,3,14,16,10
"E00034013",226,90,52,34,4,136,79,3,9,27,18
"E00034014",213,86,64,22,0,127,70,1,3,21,32
"E00034015",209,70,56,14,0,139,74,0,14,26,25
"E00034016",212,82,64,14,4,130,84,3,6,13,24
"E00034017",266,146,120,26,0,120,95,1,4,12,8
"E00034019",225,92,66,24,2,133,81,3,2,26,21
"E00034020",245,134,88,46,0,111,72,1,5,19,14
"E00034021",241,128,96,28,4,113,73,3,2,16,19
"E00034022",274,140,104,34,2,134,86,0,5,21,22
"E00034023",187,56,38,16,2,131,72,12,5,24,18
"E00034024",228,86,58,26,2,142,104,2,7,20,9
"E00034025",291,88,58,22,8,203,122,4,12,37,28
"E00034026",214,86,54,28,4,128,87,2,11,22,6
"E00034027",172,78,36,40,2,94,61,3,6,17,7
"E00034028",238,86,58,26,2,152,90,3,14,24,21
"E00034029",296,138,98,38,2,158,100,3,10,27,18
"E00034030",208,102,70,30,2,106,70,3,7,17,9
"E00034031",196,86,66,20,0,110,74,10,11,7,8
"E00034032",261,148,132,14,2,113,73,5,7,11,17
"E00034033",201,116,94,20,2,85,60,0,1,12,12
"E00034034",252,106,86,20,0,146,92,8,8,26,12
"E00034035",254,126,88,36,2,128,90,2,7,18,11
"E00034036",263,144,124,20,0,119,83,0,3,18,15
"E00034037",264,142,122,18,2,122,75,0,6,19,22
"E00034038",280,132,110,20,2,148,100,4,12,22,10
"E00034039",262,126,88,30,8,136,84,1,9,17,25
"E00034040",218,124,88,34,2,94,73,1,5,8,7
"E00034041",257,140,116,22,2,117,69,5,1,12,30
"E00034042",244,118,94,24,0,126,78,2,6,17,23
"E00034043",270,98,76,22,0,172,92,11,13,35,21
"E00034044",271,124,100,24,0,147,102,6,5,19,15
"E00034045",257,112,60,52,0,145,92,3,7,23,20
"E00034046",230,98,76,20,2,132,81,1,13,23,14
"E00034047",222,110,64,44,2,112,63,1,6,28,14
"E00034048",222,114,88,24,2,108,59,5,7,16,21
"E00034049",229,124,98,22,4,105,58,2,8,17,20
"E00034050",249,114,78,34,2,135,99,5,4,21,6
"E00034051",166,84,46,36,2,82,57,0,3,13,9
"E00034052",208,96,60,36,0,112,72,1,8,16,15
"E00034053",277,128,94,30,4,149,110,0,6,21,12
"E00034054",259,128,96,28,4,131,93,5,7,13,13
"E00034055",275,92,66,20,6,183,124,6,15,29,9
"E00034056",195,68,30,36,2,127,85,0,10,21,11
"E00034057",178,76,38,36,2,102,63,2,8,18,11
"E00034058",230,66,30,36,0,164,104,2,9,29,20
"E00034059",331,136,96,36,4,195,126,8,12,30,19
