"GeographyCode","QS203EW0001","QS203EW0002","QS203EW0003","QS203EW0004","QS203EW0005","QS203EW0006","QS203EW0007","QS203EW0008","QS203EW0009","QS203EW0010","QS203EW0011","QS203EW0012","QS203EW0013","QS203EW0014","QS203EW0015","QS203EW0016","QS203EW0017","QS203EW0018","QS203EW0019","QS203EW0020","QS203EW0021","QS203EW0022","QS203EW0023","QS203EW0024","QS203EW0025","QS203EW0026","QS203EW0027","QS203EW0028","QS203EW0029","QS203EW0030","QS203EW0031","QS203EW0032","QS203EW0033","QS203EW0034","QS203EW0035","QS203EW0036","QS203EW0037","QS203EW0038","QS203EW0039","QS203EW0040","QS203EW0041","QS203EW0042","QS203EW0043","QS203EW0044","QS203EW0045","QS203EW0046","QS203EW0047","QS203EW0048","QS203EW0049","QS203EW0050","QS203EW0051","QS203EW0052","QS203EW0053","QS203EW0054","QS203EW0055","QS203EW0056","QS203EW0057","QS203EW0058","QS203EW0059","QS203EW0060","QS203EW0061","QS203EW0062","QS203EW0063","QS203EW0064","QS203EW0065","QS203EW0066","QS203EW0067","QS203EW0068","QS203EW0069","QS203EW0070","QS203EW0071","QS203EW0072","QS203EW0073","QS203EW0074","QS203EW0075","QS203EW0076","QS203EW0077","QS203EW0078"
"E01006593",1541,1476,1416,1314,56,15,31,0,0,0,0,1,0,18,41,31,27,2,8,1,13,2,1,4,2,0,0,2,10,1,9,17,1,6,3,3,0,10,2,1,3,1,3,0,36,5,0,5,20,10,9,1,7,0,3,3,1,0,4,0,4,0,12,6,4,2,2,3,1,0,1,0,0,0,0,0,0,0
"E01006594",1410,1307,1286,1229,8,20,29,0,0,0,0,0,1,12,8,6,5,1,2,1,0,0,1,1,0,1,0,0,2,0,2,13,9,1,1,0,0,3,1,0,1,0,1,0,77,23,11,12,14,9,5,0,31,2,25,3,0,1,9,1,8,0,8,5,2,3,1,2,0,0,0,5,0,4,4,0,1,0
"E01006595",1745,1686,1659,1593,27,12,27,0,0,0,1,0,0,10,16,13,12,3,3,2,1,2,1,1,0,1,0,0,3,0,3,14,1,2,1,1,0,11,0,8,0,1,2,0,35,7,4,3,11,7,4,0,13,1,5,6,0,1,4,0,4,0,7,5,3,2,0,0,2,0,2,3,0,3,0,3,0,0
"E01006596",1451,1379,1335,1289,19,9,18,0,0,0,0,0,0,10,34,22,22,1,5,3,0,12,1,0,0,0,0,0,12,5,7,8,0,4,2,2,0,4,3,0,1,0,0,0,57,15,5,10,11,5,5,1,23,2,6,15,0,0,8,0,8,0,5,2,2,0,0,0,3,0,3,2,0,2,2,0,0,0
"E01006597",1667,1612,1566,1489,24,21,32,0,0,0,0,0,2,20,24,18,9,1,2,0,1,1,4,9,0,4,1,4,6,1,5,15,3,6,0,6,0,6,0,0,5,0,1,0,35,7,2,5,1,1,0,0,22,5,6,11,0,0,5,2,3,0,4,4,4,0,0,0,0,0,0,1,0,1,0,1,0,0
"E01006598",1361,1338,1307,1284,3,6,14,0,0,0,0,0,0,4,27,26,5,0,3,1,0,0,1,21,3,15,0,3,1,0,1,8,1,0,0,0,0,7,1,0,0,5,1,0,12,2,0,2,1,1,0,0,7,0,6,1,0,0,2,2,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006599",1121,1093,1051,1036,1,7,7,0,0,0,0,0,0,2,40,38,7,1,5,0,0,1,0,31,0,28,0,3,2,1,1,18,2,8,0,3,5,8,0,0,4,4,0,0,10,1,1,0,1,0,1,0,5,0,5,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006600",1407,1395,1376,1367,3,2,4,0,0,0,1,0,0,4,14,13,3,0,2,0,0,1,0,10,3,7,0,0,1,0,1,7,5,0,0,0,0,2,0,0,1,0,1,0,4,1,0,1,0,0,0,0,2,0,2,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006603",1410,1396,1389,1375,3,5,5,1,0,0,1,0,0,3,3,3,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,1,0,0,0,0,4,0,0,0,2,2,0,9,1,1,0,5,5,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006604",1367,1356,1343,1330,1,3,9,0,0,0,0,0,0,4,9,7,5,0,0,0,0,4,1,2,0,1,0,1,2,1,1,6,0,0,0,0,0,6,0,0,0,6,0,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006605",1531,1509,1488,1471,4,5,8,0,0,0,0,0,0,8,13,12,5,2,2,0,0,0,1,7,0,3,0,4,1,0,1,8,1,2,0,2,0,5,0,0,2,3,0,0,11,1,0,1,5,5,0,0,3,0,0,0,3,0,2,1,1,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"E01006606",1521,1497,1470,1452,5,6,7,0,0,0,0,0,0,3,24,23,4,1,1,0,0,0,2,19,0,15,0,4,1,0,1,10,1,5,0,5,0,4,0,0,0,2,2,0,12,1,1,0,3,3,0,0,2,0,0,1,1,0,6,3,3,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006607",1531,1527,1504,1483,3,10,8,0,0,0,0,0,1,7,15,9,3,0,2,0,1,0,0,6,0,2,4,0,6,1,5,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"E01006608",1215,1207,1189,1163,4,9,13,0,0,1,0,0,1,4,12,8,3,1,2,0,0,0,0,5,0,0,0,5,4,0,4,2,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,2,1,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
"E01006609",1283,1257,1231,1211,4,6,10,0,0,0,0,1,0,9,16,14,3,0,0,1,2,0,0,11,0,0,2,9,2,0,2,5,1,1,0,1,0,3,1,0,0,0,2,0,20,4,0,4,11,4,7,0,3,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"E01006610",1397,1372,1353,1337,3,3,10,0,0,0,1,0,0,7,11,9,3,0,3,0,0,0,0,6,1,4,0,1,2,0,2,7,0,4,0,4,0,3,0,0,1,2,0,0,12,4,0,4,1,1,0,0,7,0,3,0,4,0,0,0,0,0,4,2,1,1,0,0,2,1,1,2,0,2,2,0,0,0
"E01006611",1291,1274,1230,1214,3,7,6,0,0,0,1,1,1,5,36,34,10,0,7,0,1,0,2,24,1,18,0,5,2,0,2,10,0,7,1,2,4,3,0,0,1,1,1,0,6,0,0,0,3,2,1,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"E01006612",1495,1480,1467,1450,4,7,6,0,0,0,0,0,0,3,10,8,4,0,1,0,1,0,2,4,0,2,0,2,2,0,2,7,0,2,0,2,0,5,0,0,1,2,2,0,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0
"E01006613",1360,1346,1334,1319,5,4,6,0,0,0,0,0,0,4,8,8,7,0,4,1,1,0,1,1,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,9,3,0,3,0,0,0,0,4,0,0,1,3,0,2,2,0,0,2,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0
"E01006614",1322,1300,1281,1265,0,10,6,0,0,0,0,0,0,4,15,15,1,0,0,0,0,0,1,14,0,11,0,3,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,18,2,0,2,8,8,0,0,8,0,0,6,2,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"E01006615",1302,1283,1262,1246,1,4,11,0,0,0,0,0,2,10,9,8,4,0,4,0,0,0,0,4,0,2,1,1,1,0,1,3,0,2,2,0,0,1,0,0,1,0,0,0,11,0,0,0,6,4,2,0,3,0,0,0,3,0,2,0,2,0,3,2,0,2,0,1,0,0,0,2,0,2,1,1,0,0
"E01006616",1428,1403,1386,1371,4,8,3,0,0,0,0,0,0,4,13,12,1,0,1,0,0,0,0,11,0,7,0,4,1,0,1,7,1,6,0,2,4,0,0,0,0,0,0,0,15,12,0,12,2,1,1,0,0,0,0,0,0,0,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"E01006617",1421,1392,1377,1347,7,4,19,0,0,0,0,0,1,2,12,11,4,0,0,3,0,1,0,7,0,7,0,0,1,0,1,10,5,1,0,1,0,4,2,0,0,1,1,0,17,1,0,1,4,2,2,0,11,0,3,8,0,0,1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"E01006618",1639,1634,1623,1608,4,3,8,0,0,0,0,0,1,6,4,3,2,0,1,1,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"E01006619",1599,1586,1555,1537,5,3,10,0,0,0,0,0,3,8,20,18,7,1,2,1,1,0,2,11,0,5,0,6,2,1,1,4,1,0,0,0,0,3,0,0,0,0,3,0,8,4,2,2,0,0,0,0,1,0,1,0,0,0,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006620",1417,1400,1388,1377,0,4,7,0,0,0,0,0,0,5,7,5,3,0,1,1,0,0,1,2,0,2,0,0,2,0,2,4,0,2,0,0,2,2,1,0,0,1,0,0,12,1,0,1,6,4,2,0,4,0,1,0,3,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E01006621",1468,1409,1391,1363,4,11,13,0,0,0,0,0,0,9,9,7,5,0,0,2,0,2,1,2,0,1,0,1,2,1,1,19,9,2,1,1,0,8,1,0,0,0,7,0,37,5,0,5,11,6,5,0,20,0,18,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,2,2,0,0,0
"E01006622",1519,1508,1486,1470,2,6,8,0,0,0,0,0,2,5,15,13,7,0,4,3,0,0,0,6,0,2,0,4,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,1,0,0,1,7,3,4,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006623",1462,1396,1382,1359,3,10,10,0,0,0,0,0,1,4,9,7,5,0,5,0,0,0,0,2,0,1,0,1,2,0,2,8,3,3,1,2,0,2,0,0,0,0,2,0,56,8,1,7,36,19,16,1,11,0,11,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
"E01006624",1556,1489,1451,1427,8,6,10,0,0,0,2,0,2,9,25,23,6,1,3,1,0,0,1,17,0,17,0,0,2,2,0,25,0,16,6,7,3,9,0,0,4,5,0,0,39,2,1,1,25,22,3,0,12,0,3,9,0,0,0,0,0,0,3,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
"E01006625",1416,1398,1386,1373,2,6,5,0,0,0,1,0,1,5,5,4,3,0,1,2,0,0,0,1,0,0,0,1,1,0,1,3,1,1,0,1,0,1,0,0,1,0,0,0,11,0,0,0,7,4,3,0,4,0,0,0,2,2,0,0,0,0,4,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0
"E01006626",1448,1418,1392,1372,2,12,6,0,0,0,0,0,1,4,21,17,8,0,5,1,0,2,0,9,0,7,0,2,4,0,4,5,1,1,1,0,0,3,0,0,2,0,1,0,20,3,0,3,4,0,4,0,11,0,3,1,0,7,2,0,2,0,4,2,2,0,0,0,2,1,1,1,0,1,1,0,0,0
"E01006627",1378,1344,1327,1312,2,8,5,0,0,0,0,0,4,3,10,7,5,2,2,1,0,0,0,2,0,2,0,0,3,2,1,12,1,5,0,3,2,6,0,0,1,2,3,0,18,4,0,4,9,6,3,0,1,0,0,1,0,0,4,1,3,0,3,2,2,0,0,0,1,0,1,1,0,1,1,0,0,0
"E01006628",1874,1750,1673,1513,109,22,28,0,1,2,1,0,5,18,51,46,28,10,8,0,0,5,5,18,5,8,1,4,5,0,5,39,11,20,8,9,3,8,0,0,0,3,5,0,59,5,2,3,21,8,13,0,25,1,13,9,2,0,8,1,7,0,21,12,9,3,2,4,3,1,2,5,0,5,4,1,0,0
"E01006629",1255,1200,1182,1145,13,11,13,0,0,1,0,0,0,10,7,6,5,1,2,1,0,0,1,1,0,0,1,0,1,0,1,8,0,4,1,3,0,4,0,1,1,0,2,0,38,4,2,2,10,6,4,0,18,0,5,5,1,7,3,0,3,3,8,3,1,2,0,2,3,2,1,1,0,1,0,1,0,0
"E01006630",1338,1239,1221,1191,12,5,13,0,0,0,0,0,0,8,10,7,3,1,0,2,0,0,0,4,0,2,0,2,3,0,3,44,7,25,0,5,20,12,0,2,0,9,1,0,47,19,2,17,14,11,3,0,7,0,2,1,0,4,7,0,7,0,8,4,2,2,0,0,4,4,0,0,0,0,0,0,0,0
"E01006632",1842,1711,1667,1641,12,4,10,0,0,0,0,0,1,5,38,34,9,0,2,3,1,3,0,25,0,16,2,7,4,4,0,49,9,15,0,1,14,25,0,3,4,7,11,0,78,40,2,38,9,5,4,0,24,2,13,4,1,4,5,0,5,0,3,2,1,1,0,1,0,0,0,1,0,1,1,0,0,0
"E01006633",1432,1415,1376,1360,3,9,4,0,0,0,0,0,1,3,35,35,1,0,0,0,0,1,0,34,0,22,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,5,1,1,0,0,2,0,0,0,0,2,3,0,3,0,5,1,0,1,0,2,2,0,2,1,0,1,1,0,0,0
"E01006637",1596,1480,1412,1393,5,4,10,0,0,0,0,0,0,6,62,56,5,0,3,0,0,0,2,51,4,38,0,9,6,1,5,62,0,17,4,11,2,45,12,0,4,26,3,0,53,9,0,9,8,7,1,0,23,0,23,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"E01006638",1219,1154,1132,1119,1,6,6,0,0,0,0,0,0,0,22,19,3,0,2,1,0,0,0,16,0,10,1,5,3,2,1,24,1,14,2,8,4,9,3,0,1,5,0,0,41,8,3,5,15,13,2,0,14,2,7,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006639",1509,1461,1450,1436,0,8,6,0,0,0,0,0,0,4,7,7,3,0,2,0,0,1,0,4,0,2,0,2,0,0,0,11,0,2,2,0,0,9,0,0,1,4,4,0,34,7,0,7,15,11,4,0,10,0,10,0,0,0,2,1,1,0,1,1,1,0,0,0,0,0,0,2,0,2,1,1,0,0
"E01006640",1880,1807,1763,1737,5,9,12,0,0,0,0,0,2,14,28,28,7,2,1,1,0,1,2,21,2,6,2,11,0,0,0,15,7,2,0,0,2,5,1,0,2,1,1,1,48,9,0,9,18,12,6,0,17,0,7,9,1,0,4,0,4,0,8,4,1,3,0,0,4,1,3,2,0,2,0,2,0,0
"E01006641",1740,1527,1482,1440,13,15,14,0,0,0,0,0,0,8,37,30,15,1,10,0,1,0,3,15,0,10,1,4,7,3,4,20,0,9,5,2,2,10,7,0,1,0,2,1,191,13,5,8,29,25,4,0,104,0,104,0,0,0,45,34,11,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0
"E01006642",1290,1253,1230,1217,3,7,3,0,0,0,0,0,0,9,14,11,4,1,2,1,0,0,0,7,0,7,0,0,3,0,3,10,1,0,0,0,0,9,0,0,1,8,0,0,26,4,0,4,8,8,0,0,9,0,9,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"E01006643",1822,1754,1719,1695,7,11,6,0,0,0,0,0,0,11,24,23,8,1,3,0,0,3,1,15,4,8,0,3,1,0,1,21,0,7,0,1,6,14,1,0,1,5,7,0,45,8,0,8,2,2,0,0,22,0,16,2,4,0,13,10,3,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
"E01006644",2040,1980,1947,1922,2,13,10,0,0,0,0,0,0,8,25,24,10,2,3,1,0,2,2,14,0,12,1,1,1,0,1,24,0,12,0,12,0,10,0,1,1,5,3,2,30,3,0,3,15,12,3,0,5,5,0,0,0,0,7,7,0,0,3,3,3,0,0,0,0,0,0,3,0,3,2,1,0,0
"E01006645",1424,1396,1364,1353,0,4,7,0,0,0,0,0,0,8,24,24,10,0,5,0,0,2,3,14,0,13,0,1,0,0,0,20,4,8,3,5,0,8,0,0,1,7,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
"E01006646",1899,1760,1618,1560,20,20,17,0,1,0,0,0,1,20,121,117,39,3,8,3,3,6,16,78,1,50,2,25,4,0,4,34,12,11,0,5,6,11,3,0,0,5,3,0,89,30,1,29,26,24,2,0,21,1,18,1,1,0,12,1,11,0,10,3,3,0,0,0,7,2,5,6,0,6,6,0,0,0
"E01006647",1422,1392,1350,1322,8,6,14,0,0,0,0,0,1,4,37,33,5,0,2,0,0,0,3,28,7,13,0,8,4,0,4,17,2,11,5,2,4,4,0,0,2,1,1,0,12,2,0,2,6,5,1,0,3,3,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E01006648",2175,2034,1892,1790,60,18,24,0,0,0,1,0,0,32,109,104,30,4,1,2,3,18,2,74,8,46,0,20,5,0,5,33,5,14,0,14,0,14,1,0,5,2,6,0,89,34,7,27,13,7,4,2,28,2,22,3,0,1,14,5,9,0,16,5,4,1,0,10,1,0,1,3,0,3,3,0,0,0
"E01006651",1642,1605,1578,1562,2,5,9,0,0,0,0,0,0,11,16,13,3,0,2,0,0,1,0,10,0,8,0,2,3,2,1,9,3,3,0,3,0,3,0,0,0,2,1,0,21,1,1,0,4,4,0,0,12,0,10,2,0,0,4,0,4,0,3,1,1,0,0,1,1,1,0,4,0,4,4,0,0,0
"E01006652",1505,1459,1432,1417,2,8,5,0,0,0,0,0,0,11,16,15,4,0,4,0,0,0,0,11,0,7,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,8,2,6,0,0,0,0,33,0,31,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006653",1520,1479,1463,1447,4,6,6,0,0,0,0,0,0,6,10,10,5,0,4,1,0,0,0,5,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,35,2,0,2,0,0,0,0,21,0,21,0,0,0,12,12,0,0,5,2,1,1,0,1,2,0,2,0,0,0,0,0,0,0
"E01006654",1513,1468,1451,1436,5,4,6,0,0,0,0,0,0,4,13,13,6,0,4,0,1,1,0,7,0,7,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,40,1,0,1,14,3,11,0,22,0,20,0,2,0,3,3,0,0,1,0,0,0,0,1,0,0,0,2,0,2,2,0,0,0
"E01006655",1758,1624,1593,1571,4,9,9,0,0,0,0,0,0,10,21,14,4,0,3,0,0,0,1,10,1,7,0,2,7,3,4,21,8,11,3,7,1,2,0,0,1,1,0,0,107,18,4,14,9,8,1,0,59,1,54,2,2,0,21,14,7,0,6,4,3,1,0,0,2,0,2,0,0,0,0,0,0,0
"E01006656",1493,1478,1448,1436,5,6,1,0,0,0,0,0,0,16,14,11,3,0,3,0,0,0,0,8,3,3,0,2,3,1,2,8,1,1,0,1,0,6,1,0,4,0,1,0,6,1,0,1,0,0,0,0,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"E01006657",1211,1188,1178,1166,4,2,6,0,0,0,0,0,0,4,6,6,4,0,1,2,0,0,1,2,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,18,1,1,0,4,3,1,0,11,0,11,0,0,0,2,0,2,0,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0
"E01006658",1300,1272,1250,1239,1,5,5,0,0,0,0,0,0,1,21,18,6,0,5,0,0,0,1,12,0,12,0,0,3,3,0,3,1,2,0,1,1,0,0,0,0,0,0,0,24,5,0,5,1,0,1,0,8,0,8,0,0,0,10,9,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"E01006659",1765,1687,1648,1436,9,13,190,0,0,0,0,0,0,5,34,34,5,0,2,1,0,0,2,29,0,14,10,5,0,0,0,24,0,6,0,6,0,18,1,0,4,13,0,0,44,4,0,4,6,3,3,0,24,6,9,6,3,0,10,0,10,0,9,2,2,0,0,0,7,7,0,1,0,0,0,0,1,0
"E01006660",1433,1319,1303,1286,0,9,8,0,0,0,0,0,0,7,9,4,1,0,1,0,0,0,0,3,0,3,0,0,5,1,4,6,2,2,0,2,0,2,1,0,0,1,0,0,106,11,0,11,6,4,2,0,54,0,53,1,0,0,35,34,1,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"E01006661",1663,1605,1575,1547,6,10,12,0,0,0,0,0,0,10,20,19,3,0,0,0,0,2,1,16,0,16,0,0,1,0,1,33,0,20,4,16,0,13,0,0,1,9,3,0,21,3,0,3,5,4,1,0,6,0,6,0,0,0,7,4,3,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
"E01006662",1775,1710,1667,1643,2,9,13,0,0,0,0,0,1,10,32,32,7,0,3,1,0,1,2,25,0,20,0,5,0,0,0,21,2,10,0,9,1,9,1,1,0,6,1,0,43,6,2,4,2,2,0,0,24,0,24,0,0,0,11,11,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006663",1153,1125,1117,1104,4,7,2,0,0,0,0,0,0,1,7,7,3,0,1,1,0,0,1,4,0,4,0,0,0,0,0,7,0,3,0,3,0,4,0,0,2,2,0,0,20,4,0,4,1,0,0,1,13,0,13,0,0,0,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006664",1795,1726,1635,1613,5,10,7,0,0,0,0,0,2,7,82,80,12,6,1,1,1,1,2,68,0,47,1,20,2,2,0,23,1,17,1,13,3,5,1,0,3,1,0,0,38,1,0,1,9,8,1,0,26,1,18,4,3,0,2,0,2,0,5,4,4,0,0,1,0,0,0,3,0,3,1,2,0,0
"E01006665",1555,1523,1503,1474,5,9,15,0,0,1,0,0,0,5,14,11,6,0,3,2,0,0,1,5,0,1,0,4,3,1,2,8,2,1,1,0,0,5,2,0,2,0,1,0,22,1,0,1,4,1,3,0,7,0,7,0,0,0,10,4,6,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"E01006666",1504,1426,1401,1382,1,7,11,0,0,0,0,0,1,6,18,18,8,2,4,0,1,0,1,10,6,1,0,3,0,0,0,14,3,2,2,0,0,9,0,0,0,1,8,0,58,14,1,13,26,13,13,0,13,1,11,0,1,0,5,2,3,0,4,1,1,0,0,0,3,0,3,2,0,2,2,0,0,0
"E01006667",1453,1418,1389,1368,5,8,8,0,0,0,0,0,0,9,20,19,8,0,5,1,0,1,1,11,0,10,0,1,1,0,1,8,1,5,3,2,0,2,0,0,1,0,1,0,22,1,0,1,11,7,4,0,6,0,6,0,0,0,4,1,3,0,3,3,3,0,0,0,0,0,0,2,0,2,2,0,0,0
"E01006668",1534,1485,1474,1454,5,12,3,0,0,0,0,0,0,3,8,8,7,0,2,0,0,4,1,1,0,1,0,0,0,0,0,6,1,4,1,3,0,1,1,0,0,0,0,0,37,12,1,11,17,11,6,0,8,0,7,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,5,3,2,0,0
"E01006669",1470,1376,1356,1332,4,10,10,0,0,0,0,0,0,3,17,16,4,1,2,1,0,0,0,12,3,6,0,3,1,0,1,31,3,14,0,14,0,14,0,0,6,2,6,0,60,15,0,15,26,21,5,0,13,0,13,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0
"E01006670",1526,1477,1438,1419,2,9,8,0,0,1,0,0,1,3,34,32,18,3,12,1,0,1,1,14,0,13,0,1,2,1,1,4,0,2,2,0,0,2,0,0,2,0,0,0,43,2,0,2,28,14,14,0,7,0,7,0,0,0,6,1,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
"E01006671",1355,1280,1256,1240,4,6,6,0,0,0,0,0,3,6,15,14,7,1,6,0,0,0,0,7,0,3,1,3,1,0,1,15,0,13,5,8,0,2,0,0,0,0,2,0,56,2,1,1,36,22,14,0,18,3,12,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,0,2,0,2,0,0
"E01006672",1955,1899,1834,1814,4,8,8,0,0,0,0,0,0,1,64,62,2,0,1,0,0,1,0,60,0,50,1,9,2,1,1,14,1,1,0,0,1,12,1,0,1,9,1,0,36,6,2,4,3,3,0,0,19,7,8,0,4,0,8,6,2,0,3,1,1,0,0,1,1,1,0,3,0,3,2,1,0,0
"E01006673",1937,1350,1255,1217,9,17,12,0,0,0,0,0,1,17,77,67,41,4,11,2,7,6,11,26,6,12,0,8,10,4,6,273,43,46,1,21,24,183,3,132,6,23,19,1,269,137,25,112,73,48,24,1,44,12,9,14,2,7,15,5,10,0,42,10,5,5,0,12,20,6,14,3,0,2,2,0,1,0
"E01006674",1885,1197,1118,1101,5,8,4,0,0,0,1,0,0,16,62,44,23,1,5,1,2,4,10,21,5,11,0,5,18,8,10,342,44,56,9,27,20,241,5,204,2,19,11,1,325,250,19,231,12,9,3,0,57,19,16,13,9,0,6,0,6,0,21,3,3,0,0,3,15,4,11,0,0,0,0,0,0,0
"E01006675",1824,1491,1351,1252,37,33,28,0,1,0,0,0,0,27,113,107,62,9,10,4,9,7,23,45,5,22,1,17,6,0,6,115,19,29,6,14,9,67,0,47,6,7,7,0,171,103,24,79,18,11,3,4,32,9,21,2,0,0,18,0,18,0,44,17,12,5,1,9,17,6,11,3,0,3,3,0,0,0
"E01006676",1753,1303,1231,1202,12,5,12,0,0,0,0,0,1,11,60,47,18,0,1,3,1,1,12,29,13,4,1,11,13,2,11,203,19,58,0,32,26,126,1,71,2,24,28,0,215,93,17,76,13,10,2,1,100,20,26,43,5,6,9,3,6,0,28,6,1,5,0,11,11,7,4,4,0,0,0,0,4,0
"E01006677",1040,813,791,781,1,1,6,0,2,0,0,0,0,5,17,10,6,0,3,0,0,0,3,4,0,1,0,3,7,4,3,100,7,37,0,13,24,55,3,29,6,8,9,1,119,58,1,57,21,15,6,0,30,10,1,5,10,4,10,2,8,0,7,1,1,0,0,0,6,2,4,1,0,1,1,0,0,0
"E01006678",2127,1906,1857,1812,16,12,17,0,0,0,0,1,0,14,34,26,15,4,4,2,0,1,4,11,1,9,0,1,8,2,6,92,14,22,1,17,4,55,0,23,5,10,17,1,108,64,10,54,20,14,6,0,24,2,1,10,9,2,0,0,0,0,18,4,3,1,0,4,10,7,3,3,0,3,1,2,0,0
"E01006679",2232,1353,1252,1230,3,5,12,0,2,0,0,0,0,17,84,63,29,0,4,4,0,5,16,34,5,3,1,25,21,6,15,484,74,57,5,32,20,348,9,269,7,24,39,5,354,235,39,196,32,15,17,0,58,22,7,25,2,2,29,5,24,0,31,4,3,1,0,10,17,7,10,10,0,5,5,0,5,0
"E01006680",1569,1528,1508,1476,1,15,16,0,0,0,0,0,0,6,14,13,10,2,4,1,0,0,3,3,0,0,0,3,1,0,1,8,1,2,0,1,1,4,0,1,3,0,0,1,30,4,1,3,13,6,6,1,12,7,2,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,2,2,0,0,0
